Gene = Pmvk
index = 827
Annotated 5SS: [  199  9908 13136]
Annotated 3SS: [ 9754 13005 13972]
SMsplice 5SS: [  199  9908 13136]
SMsplice 3SS: [ 9712 13005 13972]
top_k =  1000
Partition function (log Z): -1.805792693369008

Sorted 5' Splice Sites (High to Low Probability):
Position 13136: 0.9833372663980888
Position 199: 0.8381568990881909
Position 9908: 0.8304780697656424
Position 2376: 0.43062792169814157
Position 5209: 0.3293385325160936
Position 7405: 0.30563304442611355
Position 7349: 0.20343499817310168
Position 402: 0.20302520214798012
Position 158: 0.15055530166622377
Position 4967: 0.11870537863659866
Position 4924: 0.1125272631133053
Position 13510: 0.10239762008685453
Position 2449: 0.10037656392012155
Position 2682: 0.08031683721903067
Position 5048: 0.06760247353803073
Position 12853: 0.0656580917504929
Position 2638: 0.04005945169555838
Position 5862: 0.031596245564732284
Position 3350: 0.02590338587489745
Position 10994: 0.017542644480523974
Position 10082: 0.01585450461930767
Position 10983: 0.015252538629637614
Position 4934: 0.012360247327500708
Position 14247: 0.010153559583310665
Position 4578: 0.008847158714588129
Position 13376: 0.007760320173256704
Position 13444: 0.006904224290177113
Position 13884: 0.006220188969929979
Position 14195: 0.006175727997153238
Position 179: 0.006145388448309648
Position 5905: 0.005907000313028813
Position 13835: 0.005311672048172057
Position 3123: 0.005051056554994714
Position 11111: 0.004837751887202308
Position 2711: 0.003088013953174717
Position 13009: 0.0030838598909750984
Position 2364: 0.0028471913720885455
Position 13140: 0.0026690060022521475
Position 3687: 0.0026521301339095874
Position 12035: 0.0016936266453402016
Position 13825: 0.0016870716374964105
Position 209: 0.0016821043710943426
Position 358: 0.001620481309599317
Position 13372: 0.0015953954518927323
Position 3289: 0.0015460733220449415
Position 538: 0.0013279752017455251
Position 1805: 0.001203526497858549
Position 13473: 0.0011741681782155707
Position 4011: 0.0011443881148137987
Position 2384: 0.0011426236023665064
Position 13792: 0.001134105653528139
Position 505: 0.0009404106220663519
Position 13594: 0.000788669872067347
Position 2332: 0.0006892921938926561
Position 548: 0.0006216631601086115
Position 4622: 0.0006201724056169847
Position 14230: 0.0006107571759468616
Position 13723: 0.0006000361956798697
Position 154: 0.0005932331659262165
Position 14172: 0.00057608527405503
Position 553: 0.0005752375804476666
Position 3240: 0.0005720267489719808
Position 507: 0.0005637834014736984
