Gene = Ick
index = 557
Annotated 5SS: [  141 18257 22336 26783 27959 37347 40422 42202 44638 47245 47497 51345
 53718]
Annotated 3SS: [17979 22280 26660 27878 37213 40249 42033 44325 47053 47347 51215 53594
 54284]
SMsplice 5SS: [  141 18257 22336 26783 28651 37347 40422 42202 44638 47245 47497 48133
 51345 53718 55096 56679 57408]
SMsplice 3SS: [18100 22280 26660 28480 37213 40249 42033 44325 47053 47347 48056 51215
 53594 54992 56529 57289 58180]
top_k =  1000
Partition function (log Z): -36.056867873177055

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9754443360427604
Position 18257: 0.696399188279885
Position 5156: 0.09676316988648892
Position 5768: 0.032237889496280786
Position 386: 0.02802492313130635
Position 4028: 0.02363520179334672
Position 1111: 0.013380267586990053
Position 3316: 0.011097820964385248
Position 2726: 0.010873434599086103
Position 10917: 0.01002643407187219
Position 2375: 0.010012056457887875
Position 9178: 0.007233734133386542
Position 1685: 0.006499395653103643
Position 5280: 0.004771250818676486
Position 6364: 0.00457723282167495
Position 7784: 0.004542832944307997
Position 9333: 0.004495347368153028
Position 877: 0.004330570630232367
Position 5782: 0.0031466642634022067
Position 895: 0.0023831895586449645
Position 10541: 0.0023400530523055574
Position 653: 0.0019357447371558581
Position 203: 0.0015785541770269192
Position 1814: 0.0010972195525470435
Position 5935: 0.001053337679222687
Position 4801: 0.0009031329047600492
Position 7929: 0.0008635258975204805
Position 5043: 0.0007487782397933893
Position 325: 0.0007360706069834157
Position 390: 0.0004195355991766285
Position 2730: 0.0003777398894439767
Position 1818: 0.00035555749229609234
Position 5865: 0.0003281307167318617
Position 4116: 0.0003247487202217447
Position 6020: 0.00026532305428410107
Position 3017: 0.00022546814011387137
Position 3568: 0.00017926161525675725
Position 4574: 0.00011199747901514754
Position 7853: 0.00011138936568691283
Position 109: 8.144110743401883e-05
Position 62: 7.226096426684948e-05
Position 5702: 6.491946454167343e-05
Position 1707: 5.498762315797461e-05
Position 2270: 4.800658642012213e-05
Position 2164: 3.6352885467502625e-05
Position 1399: 3.37447223580273e-05
Position 3899: 2.548984678794723e-05
Position 1885: 2.412861331302163e-05
Position 47: 2.2523018332408007e-05
Position 5319: 2.0646733514920202e-05
Position 272: 1.56237849866841e-05
Position 394: 1.4745850343512847e-05
Position 997: 7.567393609838575e-06
Position 281: 6.451682753859097e-06
Position 145: 5.210157428634429e-06
Position 2277: 4.1330597124071525e-06
Position 591: 4.092395307324305e-06
Position 193: 3.861337054050048e-06
Position 406: 1.985147330934561e-06
Position 559: 1.0845831454805397e-06
Position 463: 9.601855783494703e-07
Position 1518: 8.515124148576566e-07
Position 1001: 7.317024185657447e-07
Position 398: 7.222303205648432e-07
Position 620: 6.707842706475788e-07
Position 19: 5.963131709878291e-07
Position 1302: 4.479235986710872e-07
Position 605: 4.425683705745485e-07
Position 258: 3.6766323047448315e-07
Position 1537: 3.664641019523056e-07
Position 247: 3.642688668040058e-07
Position 684: 3.6116156492154945e-07
Position 786: 3.000902887054682e-07
Position 1613: 2.0967621995529168e-07
Position 185: 1.7148973679123728e-07
Position 1539: 1.0906969810729522e-07
Position 1022: 1.0450074133036955e-07
Position 1509: 9.813073519719892e-08
Position 448: 9.531623276175548e-08
Position 545: 9.451852295186656e-08
Position 1189: 9.157187023694345e-08
Position 1370: 9.033580273592498e-08
Position 329: 8.927681233111741e-08
Position 1405: 8.768533973287042e-08
Position 1467: 8.150780080461657e-08
Position 644: 7.439341425007796e-08
Position 341: 6.962310639878172e-08
Position 827: 5.51286719714052e-08
Position 327: 4.8960926990837774e-08
