Gene = Gm17359
index = 458
Annotated 5SS: [   165  60539  74044 104050]
Annotated 3SS: [ 60305  73984 103868 118613]
SMsplice 5SS: [   165   2882  17963  28727  39871  60539  74313  75451 104050]
SMsplice 3SS: [  2777  17760  28610  39693  60305  74231  75341 103868 117479]
top_k =  1000
Partition function (log Z): -69.24322717982118

Sorted 5' Splice Sites (High to Low Probability):
Position 165: 0.9832511821337409
Position 2882: 0.7683959271086451
Position 1192: 0.15096432483011452
Position 1751: 0.04193316211942705
Position 1887: 0.03922109056968753
Position 4643: 0.03900607437986737
Position 2405: 0.038324928172753125
Position 3992: 0.03621729785931313
Position 1098: 0.027613747151423687
Position 1259: 0.025452075166762456
Position 11430: 0.02381981802628711
Position 1253: 0.022661804670617763
Position 308: 0.019431402558828144
Position 2185: 0.019202719608866877
Position 11298: 0.018056259285235528
Position 5777: 0.017664156053430663
Position 11807: 0.013024679467347524
Position 1056: 0.012247759353159747
Position 3502: 0.008075200880910042
Position 2163: 0.007700377100867346
Position 345: 0.006490976086897242
Position 2449: 0.005360225665003717
Position 140: 0.005309647625050412
Position 2289: 0.004944395798028752
Position 564: 0.0035946418505055475
Position 6556: 0.003196357764934814
Position 1891: 0.002710780866224073
Position 1365: 0.0026899570469348
Position 1362: 0.002086448518182359
Position 2372: 0.0020688764351005137
Position 623: 0.0020559830263952527
Position 269: 0.0018531416965111218
Position 2588: 0.0018041144379798589
Position 132: 0.0017524149561636685
Position 2260: 0.0016590043556404656
Position 2596: 0.001404397579258462
Position 318: 0.0013747316343411125
Position 3048: 0.001371119673590078
Position 284: 0.0013436902520128965
Position 4243: 0.0012701030831139021
Position 1116: 0.0011073728951994
Position 2336: 0.001055188260633326
Position 7402: 0.000979301198977425
Position 2357: 0.0007216362816054962
Position 2306: 0.0004282815782993647
Position 651: 0.0003890461483701305
Position 1257: 0.0003710393846721055
Position 1466: 0.00031177658375818984
Position 1066: 0.00012597629596429254
Position 72: 0.00011802208899813566
Position 490: 8.505511686277681e-05
Position 3153: 7.340934363786397e-05
Position 375: 6.190076787107568e-05
Position 1708: 5.2088681666141285e-05
Position 1505: 5.2003929034514835e-05
Position 3750: 5.1492652174270704e-05
Position 3923: 5.127437173979142e-05
Position 1304: 3.733767929368043e-05
Position 1883: 2.3650585636137975e-05
Position 1528: 2.1973552051834552e-05
Position 1864: 2.191067103784317e-05
Position 1314: 1.4493223421530405e-05
Position 41: 1.4385452718205458e-05
Position 24: 1.0812164703839798e-05
Position 1741: 1.0038833722602916e-05
Position 968: 9.696610179087407e-06
Position 3231: 9.578855000677402e-06
Position 63: 8.779107045617372e-06
Position 1006: 8.434183331788284e-06
Position 1860: 8.430697714176811e-06
Position 288: 7.67429607138547e-06
Position 2189: 7.294832323665526e-06
Position 178: 6.4254913582512485e-06
Position 1344: 6.20175685482783e-06
Position 767: 5.277302809657698e-06
Position 7037: 5.220105577307738e-06
Position 400: 4.3715914380171374e-06
Position 1204: 4.030274599868921e-06
Position 608: 2.974752532402626e-06
Position 2197: 2.9593209922903054e-06
Position 216: 2.6530462873322518e-06
Position 241: 2.3831868805041216e-06
Position 364: 1.6217755007481509e-06
Position 52: 1.6204980606089391e-06
Position 1349: 1.4761080955556595e-06
Position 6109: 1.4510016542498705e-06
Position 1578: 1.3953738856444515e-06
Position 437: 1.2296372337831433e-06
Position 3403: 1.0577337964649205e-06
Position 255: 9.678749653072498e-07
Position 977: 8.918305041147859e-07
Position 33: 8.101111330351574e-07
Position 1084: 8.064799891409473e-07
Position 208: 6.70690316317415e-07
Position 235: 5.22407060943956e-07
Position 688: 4.037689895735073e-07
Position 520: 3.9636939069620645e-07
Position 761: 3.803872270150004e-07
Position 529: 3.473037972484968e-07
Position 996: 3.3230253205080403e-07
Position 383: 3.2437439077144137e-07
Position 595: 2.749314213401676e-07
Position 158: 2.738753398045815e-07
Position 1001: 2.707069843603254e-07
Position 2095: 2.0881309808046137e-07
Position 763: 2.0619113552544861e-07
Position 523: 1.664277648820116e-07
Position 771: 1.402962849986998e-07
Position 1928: 8.377800999335941e-08
Position 1270: 8.227352084495345e-08
Position 112: 7.456868422972405e-09
Position 840: 5.2038559728267416e-09
Position 1263: 1.2586005748030065e-09
Position 1169: 1.0992094604192195e-09
Position 1186: 6.119134446445341e-10
Position 343: 2.5953126064710175e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2777: 0.4999398340177731
Position 12393: 0.20776823701960379
Position 2737: 0.19735934092107915
Position 11636: 0.1907704738045472
Position 1149: 0.16426485408278788
Position 2259: 0.07075995868447907
Position 2676: 0.05910749958595894
Position 4483: 0.05777592688750512
Position 7816: 0.05291374232919309
Position 6211: 0.04978135411007216
Position 7305: 0.04854049989907738
Position 11193: 0.043808648376597925
Position 1614: 0.037964423355717196
Position 1803: 0.03259071693194957
Position 3844: 0.030593151071550407
Position 9219: 0.02786830204412067
Position 11256: 0.025460702924788265
Position 933: 0.024277928995172584
Position 2587: 0.02389443590422727
Position 2078: 0.023442442320872895
Position 7288: 0.02297173699812623
Position 12450: 0.020032252716425662
Position 996: 0.019911961335634134
Position 7234: 0.017982695337477383
Position 10944: 0.017308986929442105
Position 8481: 0.016892372276795263
Position 268: 0.015757662725760596
Position 1042: 0.01476334378422823
Position 3605: 0.014006697647919166
Position 6807: 0.013229198949549933
Position 10380: 0.011461399632313973
Position 1664: 0.010326384123950294
Position 3316: 0.010163891556197348
Position 6137: 0.010145278613712212
Position 3847: 0.009016803323676005
Position 5878: 0.008990032440237357
Position 1097: 0.008631111169553814
Position 7847: 0.008564057489899161
Position 6449: 0.008499528430364823
Position 5656: 0.008302828389367028
Position 10851: 0.008211166198468758
Position 5659: 0.008118403560949323
Position 6905: 0.0075546948955114825
Position 8997: 0.007337407182324914
Position 408: 0.007317600414769775
Position 9085: 0.007184054441542812
Position 4186: 0.007137551079324563
Position 245: 0.006827323135153395
Position 1027: 0.00667387476400416
Position 1994: 0.006646735515203243
Position 6394: 0.00631045050987231
Position 10394: 0.006149891135930048
Position 2226: 0.006114201646023984
Position 6176: 0.0059871986753543055
Position 9477: 0.00576521789070538
Position 4144: 0.005656710491271649
Position 9150: 0.0056167585509755875
Position 5121: 0.0051367285526821545
Position 1020: 0.004041498828235386
Position 8712: 0.003968168654302399
Position 8114: 0.003937643909335461
Position 4080: 0.003866902220500929
Position 7354: 0.003415669278532908
Position 1863: 0.0033866967184369027
Position 9390: 0.0032704056612338547
Position 4261: 0.003259593223794577
Position 4817: 0.0032075208151137275
Position 7894: 0.0031634582856875397
Position 9263: 0.0030342991362977754
Position 4301: 0.0029564412567097916
Position 8806: 0.002948781550406826
Position 5147: 0.0027365399314965436
Position 1094: 0.002705850869654171
Position 2709: 0.0026902761679867913
Position 3094: 0.002602645971568184
Position 6244: 0.0025656934292424684
Position 10479: 0.0025367173857174055
Position 1419: 0.002455323503296461
Position 7998: 0.0024455715011292845
Position 3443: 0.0023872496296863358
Position 10262: 0.0021785763580248452
Position 9871: 0.0019197996689670712
Position 4981: 0.0018346785335651976
Position 4386: 0.0017841748835337758
Position 3127: 0.001764907090427243
Position 9884: 0.0017616271572227242
Position 7379: 0.0017480011907269246
Position 5583: 0.0015926337982202004
Position 3319: 0.0015757769037826636
Position 3470: 0.0015476401079650012
Position 3047: 0.0014701990322617867
Position 7611: 0.0014475352223386512
Position 7477: 0.0013442676169069774
Position 3645: 0.001229311883305888
Position 5691: 0.001204725555034719
Position 1154: 0.0011925813454300468
Position 2779: 0.0010165416411081235
Position 7439: 0.000996565447453915
Position 1931: 0.0009839597724500722
Position 6858: 0.0008597054712356448
Position 913: 0.0008455919296487809
Position 3280: 0.0008308857587346245
Position 3375: 0.0007932376492875931
