Gene = 1700028J19Rik
index = 15
Annotated 5SS: [ 116 3829 4859 5403]
Annotated 3SS: [3627 4711 5273 5542]
SMsplice 5SS: [ 116 4859 5403]
SMsplice 3SS: [4711 5268 5542]
top_k =  1000
Partition function (log Z): -4.3743753786374

Sorted 5' Splice Sites (High to Low Probability):
Position 4859: 0.8742614629007808
Position 5403: 0.7117999063458809
Position 116: 0.4895327888334515
Position 507: 0.37000846839905344
Position 106: 0.23617831079226453
Position 5342: 0.1712730673439717
Position 3829: 0.15134234177243555
Position 3489: 0.12994929548938147
Position 4375: 0.0769155281190105
Position 3222: 0.07631416600484194
Position 4881: 0.07419744146355654
Position 173: 0.059535604563951135
Position 183: 0.050938729265514994
Position 4159: 0.04491343173600111
Position 230: 0.03871895821111694
Position 3754: 0.02479668500493134
Position 3264: 0.02472475806424036
Position 5908: 0.022572224466633633
Position 203: 0.015517361578000712
Position 1890: 0.012837563166182828
Position 5707: 0.011925470054277583
Position 1684: 0.009074956356158527
Position 2021: 0.008310247822534983
Position 3356: 0.008173176449755926
Position 576: 0.007440377655505712
Position 5603: 0.006553203319796179
Position 3185: 0.006355721691509155
Position 3564: 0.006265417963468232
Position 5173: 0.00514378118930149
Position 2855: 0.0037599346185623805
Position 1708: 0.0035190434607469023
Position 1688: 0.0031529370524226216
Position 23: 0.0029571590625634245
Position 3042: 0.002492123989965524
Position 4929: 0.002268044576831136
Position 5689: 0.0018039464965471038
Position 5432: 0.0014718197989091568
Position 3803: 0.0013304578357834548
Position 5470: 0.00130113096443422
Position 5685: 0.0009914110002440983
Position 162: 0.0009582066904753639
Position 5843: 0.0008858903381524694
Position 5697: 0.000574463213770354
Position 470: 0.0005691779078474534
Position 5585: 0.0005039693816553639
Position 120: 0.0005023961932438473
Position 3520: 0.0004934329691809415
Position 3092: 0.0004501402542529796
Position 6132: 0.0003372465789992351
Position 131: 0.0003014630696597138
Position 5384: 0.0002857837088924854
Position 5566: 0.0002683425773841557
Position 2340: 0.00024980294112271305
Position 2827: 0.00023380335229062014
Position 6200: 0.00021902352050978192
Position 3877: 0.00019071876239163966
Position 193: 0.0001596602604895764
Position 41: 0.00014140350132499634
Position 1505: 0.00010287457437722123
Position 5939: 7.153033369027309e-05
Position 342: 6.134479004366711e-05
Position 5373: 6.130493095688944e-05
Position 1489: 5.506755355145932e-05
Position 5747: 5.4785103507817075e-05
Position 5820: 5.2966941369765784e-05
Position 1467: 4.454786402258328e-05
Position 1719: 4.38510875078813e-05
Position 146: 4.2586809028475847e-05
Position 5887: 4.15655163470701e-05
Position 81: 3.792147172348602e-05
Position 1471: 3.772697772040634e-05
