Gene = Edc3
index = 359
Annotated 5SS: [  160  5022  7728 18982 31504 36263]
Annotated 3SS: [ 4840  7407 18645 31349 36044 39620]
SMsplice 5SS: [  160  5022  7728  8822 18982 31504 33318 36263]
SMsplice 3SS: [ 4840  7642  8670 18645 31349 33217 36044 42275]
top_k =  1000
Partition function (log Z): -14.69123021356274

Sorted 5' Splice Sites (High to Low Probability):
Position 18982: 0.9788281542589247
Position 5022: 0.8968298978450595
Position 7728: 0.8863847855829745
Position 160: 0.8490784399543106
Position 8822: 0.7111764558656242
Position 3936: 0.48780959314909644
Position 9713: 0.42832726679830646
Position 5962: 0.4137382237076539
Position 13301: 0.38473195326885595
Position 20679: 0.3493707426911025
Position 9973: 0.3151658050007237
Position 10193: 0.2926477467893451
Position 20847: 0.2767846357589474
Position 19289: 0.1977416098195974
Position 7550: 0.16203353815041432
Position 7910: 0.16184086189590383
Position 7469: 0.143178976153028
Position 7513: 0.106996432159838
Position 6095: 0.09068622108415883
Position 7047: 0.08352245907712127
Position 4948: 0.08189168613141429
Position 7924: 0.0753041006763728
Position 7974: 0.0640578834923917
Position 13876: 0.057111291377149535
Position 933: 0.04737720084465067
Position 13: 0.04709717812117833
Position 3506: 0.04390321733762834
Position 17859: 0.03799698034234454
Position 3468: 0.029220202982144557
Position 5999: 0.027459864859503972
Position 92: 0.024676412883462416
Position 7524: 0.023594613360811652
Position 73: 0.022713090264772546
Position 3128: 0.017440107754608084
Position 5930: 0.01723333688018847
Position 20767: 0.015631171486976632
Position 5081: 0.01384435073020211
Position 2962: 0.013363674399022354
Position 292: 0.013298112263957457
Position 9698: 0.012887628462283064
Position 26297: 0.012253015219809111
Position 5291: 0.011985229377458148
Position 9733: 0.010282591919903685
Position 21163: 0.009247268959457048
Position 7742: 0.008347246445509495
Position 217: 0.007478786064051167
Position 5635: 0.007305905319274933
Position 46: 0.007256896298980425
Position 4609: 0.007115043439794124
Position 1922: 0.0070914757943895635
Position 226: 0.0068179470031059595
Position 8853: 0.00669006682531017
Position 3574: 0.0063605135191379955
Position 18890: 0.006165330084870943
Position 4629: 0.006025461671604099
Position 2801: 0.005688971852985484
Position 112: 0.005361877676123573
Position 10634: 0.004884093288769552
Position 984: 0.004659328287664585
Position 320: 0.0046319338282124894
Position 6552: 0.004623218442948122
Position 5296: 0.0042093126588022296
Position 5610: 0.00398460173160752
Position 121: 0.003913398596000652
Position 5497: 0.0036354386906958603
Position 4120: 0.0032887043282131957
Position 596: 0.0028875392387151025
Position 591: 0.0022772531464925324
Position 5328: 0.00223545197010143
Position 8445: 0.0018514428684164698
Position 5265: 0.001779485921334128
Position 1278: 0.001650173913358851
Position 4562: 0.001645711403411775
Position 18960: 0.0015467669029572502
Position 190: 0.0013938463163372576
Position 12522: 0.0012021978994523935
Position 11381: 0.001164448867902319
Position 7449: 0.0011619709763362241
Position 12473: 0.0011567161643174409
Position 5058: 0.0011171647140221321
Position 7530: 0.0011071129760122495
Position 7413: 0.0010943356353001312
