Gene = Ncapg
index = 732
Annotated 5SS: [  215  1305  2583  4585  4935  6223  6823  8569 10053 11537 11988 17504
 18762 21908 23420 24008 25897 26250 26626 28992]
Annotated 3SS: [ 1100  2353  4438  4849  6029  6672  8427  9928 11452 11807 17392 18641
 21682 23237 23832 25734 26113 26553 28921 29928]
SMsplice 5SS: [  215  1305  4585  4935  8569 11537 11988 18762 21908 25897 26250]
SMsplice 3SS: [ 1100  4438  4849  8427 11452 11807 18641 21682 25734 26113 29928]
top_k =  1000
Partition function (log Z): 14.013189524789722

Sorted 5' Splice Sites (High to Low Probability):
Position 4935: 0.9908609045744673
Position 18762: 0.981641689715924
Position 1305: 0.9671087248003647
Position 25897: 0.9546348729589378
Position 4585: 0.9482712515703038
Position 215: 0.9313862361147309
Position 21908: 0.9220834583226473
Position 8569: 0.9146342397002886
Position 11988: 0.905276437529692
Position 26250: 0.8616354012044702
Position 11537: 0.7224135194733367
Position 2583: 0.586623378874054
Position 9093: 0.5544711797147527
Position 13171: 0.4431638606860023
Position 26626: 0.43910951026360745
Position 7786: 0.3168921115706447
Position 24848: 0.31180851816306737
Position 28992: 0.30926310234192445
Position 24008: 0.29312758060287963
Position 30039: 0.2446543878450128
Position 23420: 0.24370558559666536
Position 10053: 0.22740802130663937
Position 17504: 0.22248883720980656
Position 15898: 0.2101000291196256
Position 18380: 0.17672743886477502
Position 16223: 0.13969059385297647
Position 1634: 0.11923418939327204
Position 6223: 0.10417378133311869
Position 10086: 0.10129129827410198
Position 11321: 0.09884837460478489
Position 30000: 0.0961076173377035
Position 23423: 0.09196656790819997
Position 6762: 0.08942026842041126
Position 8135: 0.08459948352356153
Position 1884: 0.0837513703355183
Position 14141: 0.08226953965096011
Position 14762: 0.0776372367084546
Position 3069: 0.07619264709134609
Position 7880: 0.06479954279248042
Position 6823: 0.06259327192856302
Position 697: 0.05922429301836578
Position 21804: 0.05799980269139617
Position 11288: 0.056460130783197886
Position 713: 0.0456630233884693
Position 14127: 0.045616523682303865
Position 3910: 0.04284117199921606
Position 8903: 0.038267919167712786
Position 823: 0.0376260380098031
Position 16235: 0.03755916924746404
Position 14767: 0.037428866058238114
Position 22727: 0.03624592955463016
Position 10622: 0.03186978209931949
Position 2104: 0.03093970969569715
Position 22505: 0.028738969168113807
Position 205: 0.028415354540320896
Position 24290: 0.023927787777558444
Position 23339: 0.020934943348276048
Position 4712: 0.02092090622599438
Position 20974: 0.02021987548766338
Position 25945: 0.019407469406489703
Position 6186: 0.019268426613084588
Position 1014: 0.015672808899234364
Position 24383: 0.013953583567667226
Position 16183: 0.013480416143329085
Position 912: 0.012694794024745625
Position 7991: 0.012598067589783095
Position 635: 0.01235679814361136
Position 22827: 0.010678385709294677
Position 3054: 0.009653606262875853
Position 10656: 0.009374556317115642
Position 23918: 0.009356721689797924
Position 21313: 0.008875176472265949
Position 23581: 0.00884250012037989
Position 6935: 0.008712849981541907
Position 23967: 0.008019318527196305
Position 2510: 0.008013315241435845
Position 2892: 0.007612086070055859
Position 1148: 0.007571074730122554
Position 320: 0.007426929394915195
Position 4607: 0.007140320220515129
Position 13559: 0.007093703880367802
Position 6542: 0.007027404499958686
Position 30250: 0.006989743016682793
Position 20110: 0.006783008829275033
Position 20298: 0.006628656714896761
Position 23078: 0.00642521211645237
Position 2770: 0.006167179687633264
Position 4057: 0.005624929597027403
Position 19120: 0.005426871596640805
Position 24711: 0.0051905296426428185
Position 3162: 0.004861092591076747
Position 23757: 0.0047334043095069445
Position 2872: 0.00438437297085106
Position 24017: 0.004261207536192941
Position 7926: 0.003735214679153495
Position 8712: 0.0035693665381632787
Position 19066: 0.0033390618683824856
Position 3701: 0.0032891176544747216
Position 9424: 0.00327395812145402
Position 670: 0.0032383556135709424
Position 1211: 0.003150856967147882
Position 2587: 0.002579223323168221
Position 6194: 0.002559055338137011
Position 8514: 0.002426301462752127
Position 4993: 0.002400164628933731
Position 1161: 0.0023391515754509055
Position 6945: 0.0020966956524134995
Position 26178: 0.0020349585730673977
Position 28146: 0.002024122728245855
Position 12279: 0.001905702246037734
Position 4642: 0.0018214070119528306
Position 1392: 0.0017650662110008613
Position 687: 0.0015917476087623388
Position 1267: 0.001581251953920238
