Gene = Gatd1
index = 425
Annotated 5SS: [ 135 2339 3151 3359 4291 4806 5048]
Annotated 3SS: [2261 3044 3250 4195 4711 4935 5171]
SMsplice 5SS: [ 135  316 2339 3151 4291 4806 5048]
SMsplice 3SS: [ 248 2261 3044 4195 4711 4935 5171]
top_k =  1000
Partition function (log Z): 9.08762545075401

Sorted 5' Splice Sites (High to Low Probability):
Position 135: 0.9889777694978356
Position 5048: 0.9777403289102651
Position 4806: 0.9776096260202987
Position 3151: 0.8614444833686973
Position 2339: 0.6970033236001287
Position 4291: 0.6488145574699422
Position 316: 0.6212585465539721
Position 708: 0.5287054591927132
Position 1869: 0.33682250753069604
Position 496: 0.31167069437880435
Position 3359: 0.25179823781164296
Position 2362: 0.150090893457142
Position 3363: 0.09676450285119272
Position 653: 0.09630429688700255
Position 1913: 0.08992150793250835
Position 1932: 0.07855676941461949
Position 3404: 0.07040111039745701
Position 3167: 0.06462737780799155
Position 284: 0.045082044969175734
Position 467: 0.04049580773347888
Position 3258: 0.039365038492585075
Position 2027: 0.03894953468963946
Position 3492: 0.03816564906697297
Position 2448: 0.03137120535871625
Position 334: 0.02728665369425849
Position 755: 0.023983512349650408
Position 5175: 0.022348800332150216
Position 2262: 0.020509428570633887
Position 2324: 0.020022887280030505
Position 3314: 0.017544140813251764
Position 5319: 0.013300546091884064
Position 2675: 0.010474941003990093
Position 3155: 0.009637289813289153
Position 1634: 0.007848552296920787
Position 4816: 0.007559187562214701
Position 1907: 0.007231615353026326
Position 1998: 0.006478209129618192
Position 4428: 0.006254160568999487
Position 3527: 0.005532015625048506
Position 783: 0.005529789339803998
Position 1850: 0.005032098733719967
Position 635: 0.0041067200624784255
Position 4099: 0.003408234672472984
Position 423: 0.0034024210149343837
Position 2129: 0.0030791280016981303
Position 3719: 0.0029624522498649707
Position 2133: 0.002751280881373421
Position 2062: 0.0027202497246801
Position 2695: 0.002596293161997467
Position 3855: 0.002283500438446356
Position 4412: 0.0019412476721253867
Position 1379: 0.0016170748460716735
Position 1971: 0.0014943650074629063
Position 5067: 0.0014652956798579695
Position 2158: 0.0012464319084237363
Position 1888: 0.001184447891254147
Position 535: 0.0010382860692270128
Position 3648: 0.001001815742633557
Position 2657: 0.0008910955244040583
Position 5684: 0.0008297412039034846
Position 498: 0.0007660784974760696
Position 5908: 0.00069564820820463
Position 4257: 0.0006919966093067487
Position 714: 0.0006896900933015464
Position 578: 0.0006635190952390383
Position 5435: 0.0006462332555632051
Position 2799: 0.0005198588957902633
Position 4124: 0.0005180920207417138
Position 1290: 0.0005060731947647892
Position 940: 0.00048702369905379483
Position 4791: 0.0004849045147958036
Position 3251: 0.000391422481289834
Position 1679: 0.00037545922126396936
Position 935: 0.00037245170609322397
Position 3318: 0.00036973276820735423
Position 1945: 0.0003630033703984341
Position 3433: 0.00035203294438236274
Position 5450: 0.00034971582985177856
Position 4855: 0.00034314302720811664
Position 3652: 0.00034198091972041645
Position 4637: 0.00033847098509064025
Position 808: 0.0003295865226324991
Position 1418: 0.0003257319658093394
Position 3639: 0.00032346850404079997
Position 1859: 0.0003169294470795775
Position 641: 0.0003047287857101059
Position 1358: 0.00028944594311579937
Position 1252: 0.0002876214377723055
Position 3499: 0.00026294103153572763
Position 4820: 0.00023755236451222794
Position 1068: 0.00023568272133987474
Position 5228: 0.0002294566857556228
Position 3140: 0.000219142029475708
Position 157: 0.0002091679206420817
Position 1233: 0.00019584583323074261
Position 3093: 0.00017848110664277035
Position 2973: 0.00017521584066003783
Position 194: 0.000166713102140874
Position 351: 0.00016490686095236074
Position 2343: 0.00016100304170894067
Position 1430: 0.0001589490029374793
Position 4035: 0.00015066667751663143
Position 2932: 0.00013811657699572591
Position 2769: 0.00013304223090491242
Position 2926: 0.00012265000228954851
Position 4295: 0.00011433249447431824
Position 5438: 0.00011110660270837688
Position 1785: 0.00011039887795143098
Position 1894: 0.00010719651097453663
Position 4803: 0.0001052705781473398
Position 1300: 0.00010236768952466609
Position 4810: 0.00010072389333276545
Position 1112: 9.619679802158314e-05
Position 6127: 7.952963145094225e-05
Position 2977: 7.111708038828617e-05
Position 5235: 6.833399270479281e-05
Position 2383: 6.009448274879348e-05
Position 502: 5.6911532671409176e-05
Position 2117: 5.64082412590525e-05
Position 1896: 5.403590249894242e-05
Position 1807: 5.272315622070377e-05
Position 2013: 4.957886411876981e-05
Position 1950: 4.914053551890535e-05
Position 639: 4.54833107389561e-05
Position 2699: 4.2463707209782e-05
Position 105: 4.197094289028806e-05
Position 471: 4.023743196703532e-05
Position 1886: 3.551766074443087e-05
Position 731: 3.147897657422305e-05
Position 3124: 2.786227902748552e-05
Position 482: 2.6676107262995737e-05
Position 4766: 2.6188925968510954e-05
Position 3171: 2.5011831155369273e-05
Position 113: 2.1514201529778638e-05
Position 500: 1.6543943675550318e-05
Position 564: 1.5268545026195078e-05
Position 1707: 1.4281495344313013e-05
Position 3174: 1.3008082867195656e-05
Position 155: 1.0958507190324115e-05
Position 1196: 1.0636448297867034e-05
Position 349: 1.0609481189302016e-05
Position 383: 1.0596058304786143e-05
Position 1347: 1.0342660568254359e-05
Position 366: 9.73972122578638e-06
Position 1362: 7.965784028282622e-06
Position 4859: 7.42911339071782e-06
Position 175: 5.8705999575192785e-06
Position 76: 5.552220328031011e-06
Position 3219: 4.519712436008391e-06
Position 65: 4.470373149195342e-06
Position 103: 2.836755867227996e-06
Position 393: 2.7850886421829467e-06
Position 258: 2.329422977999103e-06
Position 209: 2.2159005429866e-06
Position 3208: 1.528410865249375e-06
Position 5077: 1.476586746473833e-06
Position 200: 1.0116696918372684e-06
Position 5088: 9.090891643231189e-07
Position 5016: 8.145140723816977e-07
Position 4980: 7.31862128763043e-07
Position 4939: 2.7989608699255003e-07
Position 5465: 2.686665717760137e-07
Position 5323: 2.602080003102701e-07
Position 5331: 2.4715787918778083e-07
Position 5476: 2.104230672963752e-07
Position 5007: 2.0156487410982747e-07
Position 5445: 1.2022158075628974e-07
Position 570: 9.572604701250036e-08
Position 5748: 8.843299015383493e-08
Position 261: 8.800543792975737e-08
Position 204: 7.992596829641423e-08
Position 5732: 7.444308472375874e-08
Position 5278: 6.698033452153833e-08
Position 4364: 5.6912421071801665e-08
Position 5196: 5.553978227184683e-08
Position 5157: 5.131040287118424e-08
Position 603: 3.586610722916753e-08
Position 198: 1.726847770039576e-08
Position 234: 1.676725081841475e-08
Position 657: 1.6594536793667038e-08
Position 4778: 1.9229622525974027e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3044: 0.9231424385568605
Position 4935: 0.8985719741705175
Position 4711: 0.8880881598292392
Position 2261: 0.8541800098387479
Position 248: 0.7645942095612012
Position 4195: 0.6513230121752477
Position 1784: 0.5697551371710332
Position 5171: 0.5038901473333491
Position 3250: 0.5029975109023187
Position 624: 0.42370863963694755
Position 404: 0.4212912507646086
Position 5360: 0.14648340080226255
Position 5814: 0.09736750586952618
Position 5985: 0.09463344517859536
Position 4696: 0.08599794880919882
Position 4915: 0.06851763391974976
Position 5988: 0.06713549876096897
Position 542: 0.05284475489878538
Position 2113: 0.04766404138668423
Position 5911: 0.03480740041987696
Position 4939: 0.024037074822849835
Position 274: 0.015720598213663166
Position 5365: 0.014893786988285616
Position 5381: 0.0135915285262938
Position 2153: 0.009870620292655743
Position 3281: 0.009088056383833443
Position 2567: 0.008966276538431394
Position 2895: 0.00875023797638394
Position 3050: 0.008662695167057066
Position 4718: 0.008410635311976788
Position 5112: 0.008369087428154837
Position 5856: 0.008285315078903552
Position 3301: 0.007845831191675692
Position 6042: 0.007633825392875677
Position 1528: 0.0069548023689153795
Position 6289: 0.006562595435275705
Position 506: 0.005716622856997888
Position 583: 0.005391103322813844
Position 214: 0.004544830434601414
Position 2526: 0.003985668823138114
Position 2157: 0.003753078722377469
Position 5204: 0.003693515845682521
Position 6058: 0.003184736095664554
Position 2170: 0.003001533891570562
Position 4018: 0.0029084035746631395
Position 1111: 0.0027487673539577056
Position 4156: 0.0025248111467441013
Position 564: 0.0021729738373713926
Position 6141: 0.002006969836032295
Position 2323: 0.0019407014281097167
Position 3722: 0.0018325718401427282
Position 4272: 0.0018286603380972496
Position 4656: 0.0016583686023546004
Position 5731: 0.001654988713466216
Position 4342: 0.0014844131597597713
Position 278: 0.0014322415327288416
Position 4991: 0.0014068613033301125
Position 1997: 0.001365609275190802
Position 5810: 0.0013581870495565005
Position 3676: 0.001216352896065041
Position 5334: 0.0011214474060691295
Position 1977: 0.0010411402193581257
Position 408: 0.0009949564011591443
Position 4458: 0.0009689267455945964
Position 2006: 0.0009607604575589351
Position 2634: 0.0008628627815542265
Position 5146: 0.0008459725600849002
Position 846: 0.0008259822212161952
Position 4653: 0.000768153694955554
Position 1494: 0.0007443366033079273
Position 6314: 0.0006132938417532717
Position 5456: 0.0005954342625206186
Position 6012: 0.0005938043147182168
Position 209: 0.0005769534211401315
Position 2061: 0.0005750334692448398
Position 519: 0.000559145089760347
Position 4395: 0.0005586645112170441
Position 461: 0.000552728652498567
Position 588: 0.0005201903792321684
Position 5537: 0.00048680290129970175
Position 1060: 0.00044245777335897603
Position 3997: 0.00044117719930030657
Position 4559: 0.0004241495560433267
Position 3511: 0.00041050537732415654
Position 2447: 0.0004097763387046628
Position 5339: 0.0003729197344023197
Position 1543: 0.00037260765977385833
Position 5044: 0.0003677072615832532
Position 1723: 0.0003660812403724188
Position 5401: 0.00036578379918216186
Position 5861: 0.000353752650596959
Position 5007: 0.0003409460630452021
Position 1931: 0.0003349418543758847
Position 2973: 0.0003340322540728632
Position 5642: 0.00032693701916176394
Position 1326: 0.00030656917127974605
Position 1657: 0.00030298340470055827
Position 699: 0.00029218693143260265
Position 5681: 0.00029209707767211647
Position 6233: 0.00028579520273122014
Position 3971: 0.0002801561634544768
Position 5385: 0.0002777138491454517
Position 5323: 0.00027603897849372484
Position 3538: 0.00025994963452378154
Position 3024: 0.0002290543980492866
Position 6223: 0.0002108890268308634
Position 5658: 0.0002095336230267077
Position 1572: 0.00019275263113684512
Position 4943: 0.00019198653435900797
Position 3900: 0.00018199909606559424
Position 1907: 0.00018068552026108872
Position 4734: 0.00017194923667017618
Position 752: 0.00017120123269691727
Position 3873: 0.00017086564249312492
Position 2093: 0.00016253564182995285
Position 5175: 0.00015054527006544706
Position 4077: 0.00014273673168258482
Position 1240: 0.00012967009079321593
Position 2181: 0.00012702215623511585
Position 5206: 0.00012492628519954747
Position 5438: 0.00012232200342106423
Position 2498: 0.00012188843470736517
Position 5878: 0.00011697992051577621
Position 3976: 0.00011693980859014373
Position 635: 0.00011497324591518803
Position 1850: 0.00011232594256041322
Position 2206: 0.0001103691896681035
Position 1524: 0.00010136332013033158
Position 6318: 0.00010066019310495689
Position 6098: 9.891887373527383e-05
Position 5271: 9.422441956462761e-05
Position 4490: 9.116495530275965e-05
Position 5419: 8.31774872973543e-05
Position 577: 8.128709688629716e-05
Position 3707: 7.909057334652973e-05
Position 560: 7.064196675957458e-05
Position 464: 6.984701608632777e-05
Position 3113: 6.923084052017066e-05
Position 5021: 6.55653308848037e-05
Position 4503: 6.505812744006395e-05
Position 422: 6.39725667910425e-05
Position 5211: 6.352194433070574e-05
Position 1471: 6.307275476706422e-05
Position 3585: 6.038242726957966e-05
Position 1290: 5.845098327100074e-05
Position 4426: 5.144837664545513e-05
Position 4866: 5.071632739147574e-05
Position 320: 3.949762333157974e-05
Position 326: 3.90681526162683e-05
Position 2424: 3.314909345333019e-05
Position 420: 3.064559710001033e-05
Position 5190: 3.0174410576397112e-05
Position 434: 3.000713075392283e-05
Position 853: 2.9665635870606845e-05
Position 6333: 2.8540325193724936e-05
Position 1687: 2.853032885106665e-05
Position 3546: 2.8347280049766246e-05
Position 5689: 2.638347834514058e-05
Position 4803: 2.251983669466979e-05
Position 3339: 2.2027942609579313e-05
Position 1819: 2.1646962104141875e-05
Position 1633: 2.1166671817519564e-05
Position 6147: 2.1017138320479296e-05
Position 907: 1.996749890796847e-05
Position 2304: 1.8686365892960377e-05
Position 1244: 1.7064832391685793e-05
Position 447: 1.1267999209789983e-05
Position 1456: 1.0279203494967321e-05
Position 1156: 9.741558912453e-06
Position 3099: 9.248836700105988e-06
Position 297: 8.913935020998506e-06
Position 651: 8.563814145024376e-06
Position 2772: 6.1659862200131675e-06
Position 1935: 5.579007419837035e-06
Position 316: 5.314913874789294e-06
Position 1194: 4.238735320757248e-06
Position 1210: 4.048520491543927e-06
Position 4432: 3.7980668766361537e-06
Position 645: 2.738485350731529e-06
Position 288: 2.2998973039643947e-06
Position 4835: 2.228867437053725e-06
Position 436: 1.9030598070454281e-06
Position 2388: 8.151940774496077e-07
Position 299: 2.558210696027478e-07
Position 2360: 2.2009179123487527e-07
Position 3359: 1.6255482544978375e-07
Position 2579: 1.5650843841251655e-07
Position 707: 1.4612050591569526e-07
Position 754: 7.802208619531991e-08
Position 175: 5.4719520522806604e-08
Position 2417: 5.409789292064556e-08
Position 1177: 4.9877122812447695e-08
Position 775: 3.631566235741099e-08
Position 3314: 3.04175692423973e-08
Position 782: 2.2793479950001824e-08
Position 860: 6.454576703855046e-09
Position 800: 2.858344836495012e-09
Position 878: 2.8208534743272868e-09
Position 134: 8.462463130063601e-10
Position 772: 8.389943921327159e-10
Position 712: 3.151646971357428e-10
Position 139: 3.0273396736996585e-10
Position 160: 1.6225792222384629e-10
Position 147: 1.5615433833617407e-10
Position 152: 4.02351115781472e-11
