Gene = Nsun7
index = 769
Annotated 5SS: [  410  1333  4156  4710 16756 17249 18929 23824 24378 29625 35001 36003]
Annotated 3SS: [  928  4096  4578 16602 17064 18717 23679 24275 29506 34876 35471 37910]
SMsplice 5SS: [  238  4156  4710 16756 18929 19674 23824 24378 29625 35001]
SMsplice 3SS: [ 4096  4578 16602 18717 19581 23679 24275 29506 34876 35471]
top_k =  1000
Partition function (log Z): -0.6259214934455408

Sorted 5' Splice Sites (High to Low Probability):
Position 23824: 0.9805357348374922
Position 4710: 0.9794827953187527
Position 29625: 0.9745733252457165
Position 16756: 0.9507632549269366
Position 4156: 0.9174174000498562
Position 24378: 0.8934748956146533
Position 19674: 0.86289095685962
Position 35001: 0.7814015128942057
Position 238: 0.652328448200306
Position 410: 0.6201929395059702
Position 18929: 0.5998946105641076
Position 35656: 0.4260530377542749
Position 17431: 0.303263242034823
Position 33239: 0.2575899396592756
Position 18797: 0.2233910142621381
Position 9571: 0.22033505036472292
Position 1333: 0.21346990294630497
Position 33843: 0.17669566395611258
Position 27525: 0.12073934742922146
Position 17378: 0.11870003257860576
Position 25400: 0.11700406603941438
Position 17249: 0.11313248162738188
Position 2493: 0.10551748841895135
Position 28136: 0.08545622400152056
Position 33788: 0.0810293436589888
Position 19359: 0.07903040477793445
Position 6870: 0.06928907086558371
Position 1430: 0.0662719422591919
Position 11343: 0.05994255184958323
Position 5427: 0.05734722023943959
Position 27009: 0.0561052822529584
Position 1169: 0.05579411748584453
Position 23007: 0.05561952760150019
Position 27807: 0.04775914933335325
Position 20211: 0.04450435666986653
Position 18964: 0.03790695229821716
Position 17359: 0.03574341699627525
Position 10032: 0.029941999264582273
Position 23278: 0.02862322104641201
Position 4203: 0.027651206035209153
Position 10691: 0.027436586184368478
Position 35817: 0.023275310828463763
Position 28097: 0.023213929340113595
Position 34633: 0.02162287046529321
Position 22653: 0.02062128988513225
Position 34614: 0.01695651191954491
Position 3982: 0.016506823497807407
Position 16688: 0.014614547667568176
Position 25815: 0.014562416499344906
Position 19792: 0.014241973961381518
Position 35550: 0.014177722110901448
Position 18804: 0.014047565093331563
Position 21719: 0.01343989533304259
Position 8683: 0.01285126693209285
Position 30004: 0.0123054363302182
Position 1214: 0.01205262822644013
Position 37806: 0.011623355053843223
Position 32393: 0.01050782951010252
Position 18608: 0.00997281455022898
Position 10814: 0.009704209532952224
Position 524: 0.009213515478310882
Position 17272: 0.008774521160487731
Position 15059: 0.008064034220400994
Position 37254: 0.007604469652805429
Position 21521: 0.007437697270353179
Position 1198: 0.005806371728268437
Position 18132: 0.005550559766318045
Position 21503: 0.005081127446358738
Position 463: 0.004810613892026375
Position 17438: 0.004716224772977538
Position 24389: 0.004268840232161034
Position 37321: 0.004242644973897968
Position 5676: 0.00418629617738534
Position 459: 0.004111838825620172
Position 17477: 0.004048587091443848
Position 4533: 0.003954077277533781
Position 23100: 0.0036335919203973697
Position 23748: 0.003563693392664719
Position 8832: 0.0033721281794640463
Position 2522: 0.003192058562919926
Position 21542: 0.0031811929954732674
Position 35288: 0.0030792615923379333
Position 1941: 0.003058239299789946
Position 21927: 0.00292102866283643
Position 36236: 0.0028314315080451664
Position 22837: 0.002714797353456717
Position 747: 0.002710296430343057
Position 3222: 0.002289194348473409
Position 1321: 0.0020477945156385973
Position 2322: 0.0019075203851235084
Position 35530: 0.001858310440068333
Position 4349: 0.001776756122024947
Position 2535: 0.0015346857511551054
Position 4160: 0.0014628979698353838
Position 4506: 0.001318663163899941
Position 2518: 0.0012910127955277223
Position 23285: 0.0012753680217311033
Position 1337: 0.0012505988205117882
Position 23220: 0.0012430068118887813
Position 245: 0.0011828003240497511
Position 2486: 0.0011570927997979264
Position 4220: 0.0011209469058168363
Position 26759: 0.0010510001733291436
Position 1470: 0.0010442024150324883
Position 2391: 0.0009182709700013127
Position 195: 0.0008892498035205073
Position 4315: 0.0008502100422051003
Position 3102: 0.0007372859066210248
Position 3218: 0.000720809765536194
Position 590: 0.0007114277495857144
Position 33838: 0.0006723568690634794
Position 3349: 0.0006608189437728462
Position 173: 0.0005966523066588662
Position 3831: 0.0005806196748060191
Position 1456: 0.0005105605584161871
Position 3255: 0.0004989619741015195
Position 3205: 0.0004808250842311296
Position 529: 0.0004766375056972891
Position 24168: 0.0004741649701858496
Position 1246: 0.0004717791731252644
Position 27648: 0.00046836902706675655
Position 26669: 0.0004384961227903133
Position 27704: 0.00039621820021892753
Position 633: 0.0003804363705791032
Position 8034: 0.00035848816564064103
