Gene = Mnd1
index = 685
Annotated 5SS: [  125 14088 17618 21769 39360 50852 62232]
Annotated 3SS: [14021 17559 21619 39284 50736 62186 67611]
SMsplice 5SS: [  125 13931 14088 17363 17618 21769 33517 39360 45491 50852 62232 64216]
SMsplice 3SS: [13788 14021 17099 17559 21619 33422 39284 45432 50736 62186 64140 65774]
top_k =  1000
Partition function (log Z): -28.2186763858752

Sorted 5' Splice Sites (High to Low Probability):
Position 21769: 0.9999327295183709
Position 125: 0.9724316285205208
Position 14088: 0.9258965168702897
Position 17618: 0.6549241324696801
Position 6680: 0.5648439547831509
Position 17363: 0.5419487909428141
Position 11958: 0.5406933529609865
Position 23388: 0.5154843982053096
Position 28981: 0.33446913727175753
Position 15014: 0.25988918521998244
Position 24097: 0.24950747396614306
Position 6785: 0.2044580142897304
Position 1269: 0.19345438879341711
Position 25871: 0.1694019297983454
Position 17642: 0.12716246487048252
Position 18216: 0.11439073551439763
Position 5898: 0.11061186950191138
Position 567: 0.1027088800373327
Position 3515: 0.09625065820260428
Position 6101: 0.08865883237899737
Position 18173: 0.070447924872682
Position 26102: 0.06223392451959657
Position 22985: 0.0618507317132293
Position 18696: 0.05550754724719053
Position 5013: 0.05141155629294272
Position 10358: 0.040559376456568215
Position 28723: 0.03091921710668982
Position 18247: 0.030392135458326384
Position 30586: 0.026897942905972107
Position 2625: 0.025572872022104808
Position 18838: 0.024069258414820757
Position 11166: 0.020208845432217737
Position 23279: 0.01921430791133604
Position 17168: 0.018836546803457137
Position 26269: 0.01783013167734484
Position 29128: 0.01755450126219467
Position 17317: 0.01715119904837955
Position 1151: 0.012016244608662536
Position 6766: 0.00993330916641437
Position 7799: 0.009404812093135824
Position 10028: 0.008112995764134323
Position 5277: 0.008023431689042364
Position 22965: 0.0065272736784450155
Position 23186: 0.006150750200388363
Position 18189: 0.005445399165975577
Position 18580: 0.005286863130673707
Position 11508: 0.005038763245640886
Position 23905: 0.0047677175088679125
Position 23530: 0.00399614371527857
Position 20067: 0.00393091964925322
Position 5030: 0.003845467461006562
Position 10384: 0.0037502884273502637
Position 7913: 0.0031843350209851367
Position 206: 0.0029816700034401835
Position 7901: 0.0029365409774073066
Position 5739: 0.0028408121652608595
Position 23567: 0.002628511567867918
Position 2556: 0.0023264438866293954
Position 8454: 0.0014296397998877306
Position 4759: 0.001065008435279701
Position 4801: 0.0009977054718576222
Position 3481: 0.000896300105753013
Position 1285: 0.0008520089779805558
Position 842: 0.0007759425892184711
Position 4709: 0.0007305009827555714
Position 2219: 0.0007219492855807982
Position 3297: 0.0007033939149088033
Position 24695: 0.0006908980490350894
Position 4697: 0.0006896638920053048
Position 4823: 0.0005706420739795009
Position 23083: 0.0005513281948016248
Position 307: 0.00046814057775935075
Position 22474: 0.0004224786206299411
Position 1611: 0.0003888332950038178
Position 391: 0.00031753056352770394
Position 24211: 0.00027798537266646904
Position 201: 0.00022888271394015815
Position 374: 0.00022587159889232358
Position 381: 0.00021181658007472093
Position 376: 0.00016947526592833592
Position 22453: 0.00013833015444109683
Position 3228: 0.00012355260333994796
Position 1030: 0.00011879685805955321
Position 1193: 0.00011099580976224968
Position 2051: 0.00010308042494166367
Position 23481: 9.694237363566851e-05
Position 1678: 9.469077679037046e-05
Position 1615: 9.188630080027811e-05
Position 475: 8.504716551373198e-05
Position 2657: 7.189681499561023e-05
Position 79: 7.050000111435223e-05
Position 60: 6.558969042479454e-05
Position 2495: 5.9482982754739164e-05
Position 756: 5.7153363517364654e-05
Position 775: 4.339097091289562e-05
Position 181: 3.80748913525788e-05
Position 883: 3.061149356032565e-05
Position 766: 2.8386879909164572e-05
Position 468: 1.9233283399027007e-05
Position 361: 1.7385963008618877e-05
Position 722: 1.7134167550972427e-05
Position 277: 1.1968057740959147e-05
Position 827: 1.0914190818990623e-05
Position 31: 9.692540709018112e-06
