Gene = Snupn
index = 1000
Annotated 5SS: [   76  6299 12266 19481 19809 24433 27219 30048]
Annotated 3SS: [ 6135 12117 19375 19711 24334 27140 29966 31783]
SMsplice 5SS: [   76  6299 12266 19481 19809 24433 27219]
SMsplice 3SS: [ 6135 12117 19375 19711 24334 27140 31783]
top_k =  1000
Partition function (log Z): -8.020914509562516

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9623140515337144
Position 19809: 0.8609161669877596
Position 19481: 0.8588112381418703
Position 24433: 0.8223862484350271
Position 27219: 0.6182020837570786
Position 12266: 0.5831431729126078
Position 6299: 0.5736351468988552
Position 896: 0.524269438883663
Position 12174: 0.4147651161725329
Position 4347: 0.38605063792120037
Position 386: 0.3174378330630074
Position 29217: 0.25393163360147974
Position 30048: 0.24450069159040647
Position 8542: 0.1478209212492637
Position 463: 0.09245255165939709
Position 1999: 0.09115886715778505
Position 4309: 0.09034984916895694
Position 3684: 0.06941901922755399
Position 6262: 0.05675826059617278
Position 3671: 0.049208441403256684
Position 13586: 0.04596216969079072
Position 13026: 0.042068422697131555
Position 6652: 0.04174618280098616
Position 24844: 0.04014138110537367
Position 1439: 0.0381998679985524
Position 18824: 0.03670968953666204
Position 1993: 0.031123896450778624
Position 6305: 0.028846088576182503
Position 6648: 0.02782056703344842
Position 7609: 0.027314112670371885
Position 6436: 0.01911439115148789
Position 6416: 0.016493398346415295
Position 27231: 0.016471944523025375
Position 4123: 0.014788649092854602
Position 63: 0.01326536128740571
Position 8703: 0.01180647381325448
Position 24930: 0.010933699804682347
Position 5832: 0.008035850367180172
Position 22327: 0.007882049509316211
Position 2977: 0.007153292665545921
Position 6411: 0.006634578728823674
Position 6420: 0.006433467654695268
Position 452: 0.006002008206330811
Position 351: 0.00573825837746799
Position 2057: 0.005164933995803699
Position 6392: 0.0047507222661906405
Position 5410: 0.003522220318209036
Position 468: 0.003113570490823217
Position 7292: 0.002865261844940168
Position 7487: 0.0027197292207671343
Position 549: 0.0026423271352182163
Position 1799: 0.002636500584106085
Position 8729: 0.0024879858532298425
Position 316: 0.002483655391653301
Position 12354: 0.0021819503099122185
Position 2737: 0.001653651209337318
Position 10534: 0.0016006079660452106
Position 5063: 0.0014936266556137172
Position 4331: 0.0013980925450521535
Position 6242: 0.0013963491187866518
Position 4842: 0.0013460149940642512
Position 525: 0.0011466904251078408
Position 1049: 0.0011400910296150654
Position 27: 0.0008256957413488338
Position 13292: 0.0008161599640481049
Position 862: 0.0008141653817080428
Position 1078: 0.0007191825461687099
Position 949: 0.0005954649661456766
Position 3940: 0.000437132876943648
Position 878: 0.00028398363762476865
Position 278: 0.0002598558520321598
Position 1023: 0.0002561494859001393
Position 71: 0.00021048031891899395
Position 454: 0.00016828692077835368
Position 779: 0.0001367405321676543
Position 13114: 0.00011659015208709182
Position 473: 8.855194755748477e-05
Position 639: 5.583955148497053e-05
Position 625: 5.340558993752715e-05
Position 346: 4.998481325215948e-05
Position 52: 4.799726918072956e-05
Position 336: 4.1789732934991666e-05
Position 348: 3.9346634550977e-05
Position 744: 3.8415600198039805e-05
Position 890: 3.3840530073526835e-05
Position 686: 3.253522300183421e-05
Position 1367: 3.252612586376649e-05
Position 217: 2.480136652041575e-05
Position 102: 2.0404578941886025e-05
Position 14528: 1.2570370654560425e-05
Position 953: 1.2073046605498484e-05
Position 409: 1.09686590726813e-05
Position 159: 1.0933763597110864e-05
Position 259: 9.185640747553844e-06
Position 80: 8.91013092690559e-06
Position 214: 8.756221937686325e-06
Position 90: 8.538223877709191e-06
Position 2596: 8.229116001933115e-06
Position 598: 7.521762299804984e-06
Position 1288: 6.5438370563027496e-06
Position 725: 6.345659066049111e-06
Position 211: 6.042740951934266e-06
Position 180: 5.830720191929327e-06
Position 95: 5.517696925841133e-06
Position 1433: 5.034518587978003e-06
Position 60: 4.876209936621754e-06
Position 13405: 1.8131185815899322e-06
Position 644: 1.3543527439415477e-06
Position 229: 1.2163665512195169e-06
Position 261: 3.2111751466475663e-07
Position 31: 6.62779987554333e-08
Position 1098: 2.457628132043527e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12117: 0.9907620173844655
Position 24334: 0.823597802684247
Position 19375: 0.7753638682731397
Position 27140: 0.720101032005264
Position 6135: 0.7030827321264101
Position 31783: 0.6331630938867784
Position 19711: 0.5909920471255281
Position 838: 0.461487522401777
Position 225: 0.3881250888929965
Position 29125: 0.3266699592778797
Position 29966: 0.3055460414863867
Position 4052: 0.21392741754031377
Position 4237: 0.17170170654839736
Position 8381: 0.1331040777359467
Position 1877: 0.12332250325490306
Position 19564: 0.12073535972578063
Position 19604: 0.09516374886747692
Position 19412: 0.08370054203514415
Position 4064: 0.07425536329446694
Position 6467: 0.057951613942606554
Position 3483: 0.057459709733548574
Position 3508: 0.049191782370558435
Position 12939: 0.03655759157783777
Position 796: 0.03642734215855456
Position 19755: 0.03328670241251285
Position 27516: 0.03254710490041841
Position 4222: 0.029521264311857892
Position 13480: 0.029343182013203958
Position 24693: 0.02738600241464073
Position 7486: 0.02731412438140869
Position 18714: 0.024624747838906683
Position 24671: 0.023509410891903487
Position 19567: 0.022377499940730572
Position 667: 0.021586761812132083
Position 29409: 0.020690262297671076
Position 30146: 0.02022013712920785
Position 13524: 0.016252593547250137
Position 8414: 0.014716843513316898
Position 8601: 0.01429445966648434
Position 1229: 0.012275980095355042
Position 18622: 0.012207464640286847
Position 24769: 0.012191511446178409
Position 451: 0.011620697442660111
Position 6544: 0.011615388930288885
Position 6189: 0.010962029071190194
Position 3548: 0.010018436463532131
Position 25938: 0.008517676706190865
Position 22200: 0.008120811532604164
Position 5718: 0.00803585036718017
Position 24896: 0.007034638558186712
Position 1193: 0.0060439481273373945
Position 26904: 0.005983392202408173
Position 26342: 0.005899012491186835
Position 12090: 0.0054589125914498654
Position 1321: 0.005094138179291875
Position 12873: 0.004686445859679985
Position 267: 0.004479624146906136
Position 1719: 0.004350369830981393
Position 25677: 0.004337307659493562
Position 12121: 0.003778618059472584
Position 24535: 0.0037230854323298183
Position 5236: 0.0035222203182090385
Position 2796: 0.003225459527265048
Position 1367: 0.0031333126315969554
Position 1271: 0.003120339519587718
Position 27945: 0.0029784311266079647
Position 2831: 0.0029337824387178383
Position 308: 0.002874993672193889
Position 7122: 0.0028652618449401725
Position 1333: 0.002821416371658258
Position 27684: 0.0028068011348044947
Position 142: 0.002693164850539136
Position 229: 0.0026205352396368045
Position 22360: 0.0022466266389755025
Position 4004: 0.0020846136573106225
Position 1873: 0.0020197376935625587
Position 1148: 0.0019296803689717297
Position 25848: 0.0018947198639683916
Position 20435: 0.0018087417072563366
Position 4733: 0.0017660489017450882
Position 21822: 0.0016590414784205725
Position 10335: 0.0016006079660452121
Position 23948: 0.0015449818211882701
Position 3515: 0.0014043969903497979
Position 7358: 0.0013712757815130955
Position 7291: 0.001348453439254038
Position 21723: 0.0013474188886764113
Position 621: 0.0013147246114026334
Position 25697: 0.0012589513551136727
Position 21334: 0.0011671353275320392
Position 288: 0.0011525081248186485
Position 2659: 0.0010870489032543704
Position 23269: 0.0009198087313444464
Position 156: 0.0008872209763482035
Position 1048: 0.0008199027835987108
Position 2867: 0.0008140427182299579
Position 1309: 0.000764795876509676
Position 1283: 0.0007629715765506386
Position 25586: 0.0007574828782778336
Position 502: 0.0007230726920380269
Position 3921: 0.000696691715353328
Position 12985: 0.0006348184812145704
Position 3875: 0.0006110476915525388
Position 4959: 0.0005507289094968459
Position 13529: 0.0005247447109738993
Position 4954: 0.000522876639338106
Position 674: 0.00047720743028726204
Position 21516: 0.00044401927667889825
Position 1411: 0.00042617730385582984
Position 3385: 0.0004197428129828944
Position 12869: 0.0003863734578301024
Position 12912: 0.0003517473041825633
Position 2581: 0.0002869387420815471
Position 20555: 0.0002763501715380253
Position 803: 0.00025736250940036647
Position 13585: 0.00025348026468040465
Position 20540: 0.00023034210274439827
Position 3819: 0.00022627008533896898
Position 20883: 0.00021916518393184302
Position 13173: 0.00021748171786151573
Position 1129: 0.00020728968756369347
Position 702: 0.00019419062865428548
Position 1672: 0.00016892835741974768
Position 1288: 0.00015430835898391215
Position 2533: 0.00014660876766856717
Position 21578: 0.000138439971808127
Position 20705: 0.0001368217622364452
Position 2485: 0.00013485552327090417
Position 3586: 0.0001329851290609666
Position 271: 0.000131735245876339
Position 14607: 0.00011564217185083935
Position 13156: 0.000104890738737179
Position 17763: 0.00010322649466761295
Position 14426: 9.073361686133702e-05
Position 2873: 7.950509530091642e-05
Position 12304: 7.601535677776693e-05
Position 625: 7.126839747991249e-05
Position 14969: 6.495573379073039e-05
Position 22477: 6.0242767247434805e-05
Position 2489: 5.698505956900137e-05
Position 1904: 5.454359686411431e-05
Position 20654: 5.125581451628274e-05
Position 1728: 4.976432811813155e-05
Position 13159: 4.911454934177505e-05
Position 1992: 4.807687145540795e-05
Position 681: 4.4257830282805474e-05
Position 677: 4.114254522516728e-05
Position 13136: 4.048087364364926e-05
Position 402: 4.035738383539963e-05
Position 21785: 3.893539986346354e-05
Position 12266: 3.8612337860381195e-05
Position 845: 3.8126849243477516e-05
Position 16812: 3.644163987555867e-05
Position 1978: 3.626626091574811e-05
Position 20157: 3.4423324839919834e-05
Position 1217: 3.314556466323011e-05
Position 1285: 3.2701373133379796e-05
Position 13998: 3.257706574237621e-05
Position 2910: 3.197695269021401e-05
Position 14528: 2.9029505709697208e-05
Position 21047: 2.832493889804078e-05
Position 334: 2.6626137478033913e-05
Position 707: 2.6239903349834915e-05
Position 15009: 2.620553302490503e-05
Position 248: 2.6173859186388758e-05
Position 15602: 2.5636656159902132e-05
Position 310: 2.345966434985996e-05
Position 17179: 2.11185943279518e-05
Position 312: 2.0973337383416978e-05
Position 12765: 1.885225428076376e-05
Position 14037: 1.8543722730929714e-05
Position 6371: 1.7756738101253898e-05
Position 12450: 1.6719474107914695e-05
Position 2504: 1.6695056637666235e-05
Position 12520: 1.6583753349123284e-05
Position 1454: 1.4802022582375987e-05
Position 15632: 1.4768127397787986e-05
Position 634: 1.4440821127172532e-05
Position 316: 1.1826332383078094e-05
Position 731: 1.0778967369233928e-05
Position 14834: 9.549860296430539e-06
Position 766: 9.060000378441122e-06
Position 14081: 8.707289582979359e-06
Position 1204: 8.425879089289947e-06
Position 1571: 8.330556300695962e-06
Position 14399: 8.045999015037677e-06
Position 15429: 7.959893716147094e-06
Position 409: 7.867243941186572e-06
Position 377: 7.070405847692428e-06
Position 1173: 7.0240900814165015e-06
Position 14814: 6.199148791356248e-06
Position 14564: 6.108764612152426e-06
Position 374: 6.015904481835338e-06
Position 811: 5.359379618017244e-06
Position 379: 5.320923537046433e-06
Position 14972: 5.110839658089158e-06
Position 12981: 4.710821083228998e-06
Position 1578: 4.639500184792331e-06
Position 180: 4.348451825185013e-06
Position 13972: 3.4695763502854007e-06
Position 171: 2.9536769408316093e-06
Position 1431: 2.9294385927239596e-06
Position 357: 2.8738076076791786e-06
Position 477: 2.772458034209237e-06
Position 467: 2.263727674589607e-06
Position 598: 1.9547108482109227e-06
Position 1647: 1.7333646398345235e-06
Position 13905: 1.6840467143900355e-06
Position 319: 1.6413614716408918e-06
Position 1521: 1.6026654358088097e-06
Position 1542: 1.5461642503700325e-06
Position 779: 1.5054159476537465e-06
Position 13779: 1.5029672013213929e-06
Position 685: 1.3360857398968735e-06
Position 12673: 1.3312774476171786e-06
Position 1888: 1.303247689161218e-06
Position 2447: 1.2742061991372165e-06
Position 13260: 1.2060686633009099e-06
Position 878: 1.0641467868081088e-06
Position 326: 1.0504869307819221e-06
Position 111: 9.292587348023565e-07
Position 13273: 4.955701814764568e-07
Position 13368: 4.7582419930539727e-07
Position 13313: 4.656306342219147e-07
