Gene = Cmc1
index = 273
Annotated 5SS: [  161 34838 75056]
Annotated 3SS: [34747 74964 84828]
SMsplice 5SS: [  110 16940 27031 34838 43603 64512 75056]
SMsplice 3SS: [16873 26891 34747 43474 64408 74964 84828]
top_k =  1000
Partition function (log Z): -53.32664225719624

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.6381995725662742
Position 161: 0.28966117502051464
Position 4813: 0.25257027456389625
Position 721: 0.20350861627023437
Position 1602: 0.19646441365535688
Position 5000: 0.18788650264016735
Position 1587: 0.173781985262244
Position 4280: 0.1619021230329082
Position 1517: 0.07432360426168377
Position 4786: 0.0742323870483103
Position 8189: 0.060433514279663036
Position 951: 0.0437021484309855
Position 7916: 0.028366931717276167
Position 957: 0.025851597549361328
Position 2541: 0.024708208270496256
Position 5907: 0.021809471414460664
Position 1484: 0.018956386066738044
Position 4239: 0.014280321949970908
Position 4817: 0.01401395531115703
Position 224: 0.013100293347665307
Position 4830: 0.010566511630993623
Position 6718: 0.0072810997115989205
Position 4163: 0.006909893917699956
Position 219: 0.006577715185192841
Position 328: 0.005740316753177406
Position 4863: 0.004997325763046186
Position 2618: 0.004831304744438662
Position 4336: 0.0037435164969359235
Position 1035: 0.0034485574131633656
Position 1916: 0.0031695193661033226
Position 6394: 0.003072680847103297
Position 8689: 0.002889547476986923
Position 4909: 0.0021238636924481662
Position 631: 0.0020723447591007847
Position 961: 0.001375701421095805
Position 2429: 0.0013254013799753423
Position 4625: 0.001262350186446966
Position 1572: 0.000981229759012354
Position 1859: 0.0008856533739085638
Position 5806: 0.0006010344540155056
Position 1541: 0.000557286229299521
Position 2784: 0.0004929800671793769
Position 169: 0.0004343213542437298
Position 2278: 0.00041140538841213264
Position 446: 0.00031713151897044855
Position 321: 0.0003089108512413867
Position 533: 0.0002682862944248576
Position 1314: 0.00026140249037660465
Position 986: 0.0002515716043550702
Position 1622: 0.00023513593561875682
Position 2462: 0.00021156724891272866
Position 1370: 0.00019146844188199045
Position 181: 0.00017422503869723283
Position 1335: 0.00013855990388409584
Position 1110: 0.0001226950065367526
Position 2610: 0.00011351474411808587
Position 199: 9.308773194951087e-05
Position 1160: 7.44905702189847e-05
Position 16: 7.220205786913453e-05
Position 602: 6.144398143824548e-05
Position 409: 3.7353483453237865e-05
Position 1055: 3.4510958447031606e-05
Position 912: 3.1662756176073414e-05
Position 2313: 2.901688658492128e-05
Position 178: 2.8883437358928554e-05
Position 734: 2.8560600439872293e-05
Position 643: 2.015410665648016e-05
Position 574: 1.9793600508527438e-05
Position 439: 1.8335847260140566e-05
Position 541: 1.7314936478511122e-05
Position 379: 1.5354365280049612e-05
Position 342: 1.4837263230665405e-05
Position 294: 1.3040548276887233e-05
Position 523: 1.0546282016521606e-05
Position 114: 7.986685770626621e-06
Position 543: 5.793252012400093e-06
Position 565: 5.763042321378681e-06
Position 271: 5.563351128232143e-06
Position 683: 5.473133294039525e-06
Position 724: 4.054744873319233e-06
Position 620: 3.6187684080225706e-06
Position 175: 2.9145961313315753e-06
Position 337: 2.8665995609902636e-06
Position 2414: 2.5917027035907295e-06
Position 351: 1.5185725503340005e-06
Position 648: 7.115305000854693e-07
Position 395: 6.156443670840009e-07
Position 660: 4.969271376538306e-07
Position 413: 4.571291660497309e-07
Position 349: 3.850462335517187e-07
Position 741: 3.026365810336044e-07
Position 751: 2.8898260426975083e-07
Position 480: 2.4829949179029124e-07
Position 389: 2.4658415818740887e-07
Position 473: 1.888683800860517e-07
Position 755: 1.8046876551813894e-07
Position 457: 1.4981870039770094e-07
Position 492: 1.2289104735917185e-07
Position 511: 8.328847848228601e-08
Position 638: 6.519425566234524e-08
Position 605: 6.008150528022359e-08
Position 402: 3.843810114830629e-08
Position 460: 1.092881447626809e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4736: 0.5317010861103448
Position 1435: 0.4184351739879065
Position 7137: 0.19973355048079794
Position 4158: 0.18849512188928189
Position 4600: 0.15369242326600252
Position 14287: 0.1475234827836761
Position 8631: 0.1358727228289033
Position 630: 0.1296682347415883
Position 8008: 0.06591108207808805
Position 5359: 0.06335436078286655
Position 7842: 0.04788381527973113
Position 5336: 0.04637154935083513
Position 791: 0.03992845017417599
Position 6270: 0.029622105368753527
Position 2398: 0.023823987051788204
Position 5392: 0.023780908443911678
Position 523: 0.02361983567327241
Position 7259: 0.02124263760583547
Position 834: 0.01953634712612148
Position 13286: 0.017733561067288357
Position 5769: 0.01694039413871599
Position 5629: 0.016129641549123132
Position 5205: 0.015099347853602715
Position 4522: 0.014351739575429765
Position 5197: 0.013923528815615843
Position 6601: 0.013302756794844932
Position 1289: 0.012727818630250866
Position 6040: 0.010334019234426181
Position 536: 0.010275272560755848
Position 5561: 0.009532150148173095
Position 2496: 0.009363145331901102
Position 5495: 0.008997359633522784
Position 4041: 0.007540245197547088
Position 8795: 0.007470774284706642
Position 1246: 0.006590564124975652
Position 1320: 0.006378138902248405
Position 1441: 0.005719676666430477
Position 4666: 0.005650083050733838
Position 1363: 0.0052982836095228775
Position 1398: 0.005014789136242022
Position 5749: 0.0047573965995857505
Position 2326: 0.004385514511970898
Position 806: 0.004052529578752531
Position 439: 0.0038250782949534423
Position 10181: 0.0029721620959081005
Position 7280: 0.002960381766488098
Position 1753: 0.0028956275274391713
Position 1202: 0.002816017568238779
Position 7423: 0.0022519764283977705
Position 480: 0.0019893253257101157
Position 1414: 0.0018961488949537162
Position 3876: 0.001815147096103364
Position 1471: 0.0017961423353074553
