Gene = Denr
index = 331
Annotated 5SS: [  192  1040  8036 10110 15089 17673 19963]
Annotated 3SS: [  924  8015 10024 15004 17555 19822 20074]
SMsplice 5SS: [  192  1040  1368 10110 15089 16334 17673 19963]
SMsplice 3SS: [  924  1208 10024 15004 16188 17555 19882 20074]
top_k =  1000
Partition function (log Z): 3.0918051711962224

Sorted 5' Splice Sites (High to Low Probability):
Position 1040: 0.9987522477742248
Position 19963: 0.923574093444414
Position 15089: 0.8867482989788621
Position 10110: 0.8787466460782323
Position 1368: 0.7709581366595263
Position 192: 0.6722905661690157
Position 17673: 0.6512971836107644
Position 16334: 0.5845533824645933
Position 13910: 0.27016197792069024
Position 727: 0.26372477115686954
Position 12524: 0.2530167986440064
Position 12606: 0.23623883304573637
Position 528: 0.15513420370884579
Position 20298: 0.1500365756326265
Position 20294: 0.1317320220605302
Position 10106: 0.11903047957959312
Position 3562: 0.11746447936071187
Position 8738: 0.09361030157800862
Position 1307: 0.08673176793805623
Position 18986: 0.072841257590704
Position 17840: 0.06069937707444967
Position 13905: 0.05606874890331768
Position 9830: 0.04622195502132727
Position 8036: 0.04486685072344728
Position 16411: 0.040114765632758134
Position 4350: 0.03805101270425478
Position 2952: 0.032036261039347896
Position 6731: 0.030885090654652576
Position 20307: 0.03018157824584329
Position 18824: 0.029069584996270728
Position 299: 0.025117343296371487
Position 12224: 0.02428651739937222
Position 9243: 0.022408265644402695
Position 12003: 0.021205545371334025
Position 3452: 0.020962240415488116
Position 17329: 0.018188780669438683
Position 5857: 0.016784019956353643
Position 9911: 0.016629449283959766
Position 4974: 0.01632989852671852
Position 13967: 0.01596740865296173
Position 14647: 0.015142104563041114
Position 20644: 0.012211747084266611
Position 20572: 0.011149167890331772
Position 18996: 0.01090839907448843
Position 5761: 0.010802135457679237
Position 20116: 0.010755880966977039
Position 18271: 0.010634762307117683
Position 20341: 0.01044436628247518
Position 20144: 0.009938813652625795
Position 12206: 0.009720893730831024
Position 2722: 0.009645786159671802
Position 503: 0.007866011551198721
Position 7767: 0.007844867925763136
Position 74: 0.007772591737750257
Position 1847: 0.007591461138146069
Position 6541: 0.00696909089921295
Position 178: 0.00646925364132817
Position 12173: 0.006138221820585267
Position 20127: 0.006043402833534158
Position 4028: 0.005778265215771193
Position 19998: 0.005303360837874821
Position 13004: 0.005241071139759753
Position 7552: 0.004986880250330907
Position 2917: 0.00487091290647119
Position 7686: 0.004790915162095623
Position 12734: 0.004416491022522688
Position 8188: 0.004361665795056917
Position 8054: 0.004149028218875774
Position 12700: 0.004052126685557376
Position 7808: 0.0040361560837067845
Position 20132: 0.003912642064384407
Position 20302: 0.0038723978586033296
Position 20229: 0.0038331317606970505
Position 4417: 0.003759202116058098
Position 1815: 0.0032006379715739945
Position 2717: 0.0031799472316167273
Position 1472: 0.0031033649194894958
Position 6224: 0.0024428848921857287
Position 132: 0.0020456801395205212
Position 5150: 0.0019867004027598815
Position 20201: 0.001981226187139302
Position 139: 0.00196077171407875
Position 7144: 0.001826368912814091
Position 15383: 0.0017886228302077837
Position 753: 0.0016164269989491758
Position 9085: 0.0015666406210078632
Position 17535: 0.0015512917299992167
Position 335: 0.0015296513319551209
Position 4405: 0.001452385386764762
Position 141: 0.0013986795617027166
Position 20560: 0.00128393164043347
Position 5654: 0.0012645238717555055
Position 7889: 0.0012545061533628626
Position 20108: 0.001189363222854607
Position 7792: 0.0011711687763206365
Position 20640: 0.0011504223820807782
Position 12909: 0.0011444427827081896
Position 12611: 0.0010998401590005622
Position 4494: 0.0010623663815910677
Position 20714: 0.0009965608566920362
Position 2961: 0.0009804566612077266
Position 1663: 0.0009662363724215029
Position 16581: 0.0009466754981860626
Position 709: 0.0009462830472245424
Position 6120: 0.0009373690238415133
Position 11713: 0.000893824144602451
Position 11588: 0.00086794704409347
Position 3729: 0.0008441962476613393
Position 6506: 0.0008231875141526465
Position 20134: 0.0007938666832212373
Position 742: 0.0007877579796485268
Position 6437: 0.0007764004981646032
Position 5745: 0.0007629372131823055
Position 517: 0.0007616238481242124
Position 4865: 0.0007521957084223451
Position 12529: 0.0006773281117689136
Position 10314: 0.0006752860175920463
Position 772: 0.0006748310422149395
Position 1745: 0.0005828813126827077
Position 10883: 0.0005807999364874938
Position 472: 0.0005731032377205293
Position 999: 0.0005572065866297769
Position 5670: 0.0005106638186257244
Position 18284: 0.0004884365430652946
Position 116: 0.0004844267764616999
Position 511: 0.0004614735461386588
Position 1464: 0.0004537713280124289
Position 5704: 0.00043868675014482335
Position 1879: 0.0004293712009343598
Position 20213: 0.00042596310922663513
Position 451: 0.00039113378609978173
Position 15: 0.00038128133412669693
Position 2846: 0.00037767048103562375
Position 2484: 0.0003714089634508047
Position 530: 0.000368833178164348
Position 346: 0.00033727341785052216
Position 20925: 0.0003092360060028823
Position 20209: 0.000303419647662507
Position 20271: 0.00028949457002956023
Position 13528: 0.0002820445563696844
Position 19014: 0.0002797714697174789
Position 12767: 0.0002707899903500635
Position 1260: 0.0002681395697212063
Position 647: 0.00024903626459321735
Position 617: 0.00023740208045927905
Position 594: 0.00023321388502022956
Position 20257: 0.0002301377631351152
Position 17852: 0.00021813956758893539
Position 13055: 0.00021110262030004284
Position 11408: 0.00020894552171520043
Position 330: 0.00020377212432709965
Position 588: 0.0001493533451673715
Position 380: 0.00014094700847332772
Position 774: 0.0001399178789512849
Position 806: 0.00013074903531030922
Position 17417: 0.00012693685564804273
Position 20: 0.00010435158716409324
Position 1024: 8.75413008074149e-05
Position 520: 5.595766501900326e-05
Position 717: 5.577625083108933e-05
Position 19572: 4.774772126050561e-05
Position 649: 4.4601689122341285e-05
Position 433: 4.407927484331656e-05
Position 1128: 4.098085169540037e-05
Position 1067: 3.922703691580486e-05
Position 925: 3.8567909251779844e-05
Position 17651: 3.1672636363311334e-05
Position 17121: 2.7033240718673107e-05
Position 1106: 2.5014261580053148e-05
Position 1044: 2.3690792256272026e-05
Position 439: 2.1238236134745233e-05
Position 1046: 1.9197187013517762e-05
Position 824: 1.9061992757124028e-05
Position 1482: 1.8135214962624024e-05
Position 3829: 1.4188647719820362e-05
Position 17445: 1.3385592235028577e-05
Position 2014: 1.28796474620902e-05
Position 1034: 1.26055410255096e-05
Position 1101: 1.238053694689702e-05
Position 3093: 1.1779724554403985e-05
Position 808: 1.0977155241957644e-05
Position 877: 1.0234985821785025e-05
Position 1089: 9.788387982428049e-06
Position 1438: 9.190978102756312e-06
Position 17888: 7.893233759904127e-06
Position 1297: 7.447482372684879e-06
Position 18000: 7.2524803394786485e-06
Position 2760: 6.914140149635148e-06
Position 20266: 6.442796761690974e-06
Position 20248: 6.2758309244916315e-06
Position 1518: 5.516714241037196e-06
Position 17111: 5.417314253907711e-06
Position 1347: 5.009064558369208e-06
Position 1429: 4.6684521784029465e-06
Position 1136: 4.058090099344437e-06
Position 2783: 3.602744866402795e-06
Position 1122: 3.4220441004165233e-06
Position 894: 3.3034127596244537e-06
Position 2939: 3.2886703306845497e-06
Position 20332: 3.211360822727436e-06
Position 2033: 2.6054331891481817e-06
Position 1242: 1.9076447809546493e-06
Position 422: 1.8930603013782229e-06
Position 11042: 1.8257181605250276e-06
Position 992: 1.7967379448916325e-06
Position 1811: 1.5195880393844345e-06
Position 1320: 1.4122089335559843e-06
Position 1979: 9.749905621863685e-07
Position 1458: 8.954053466695379e-07
Position 904: 8.886992552163648e-07
Position 1780: 8.470006331577443e-07
Position 1415: 6.512249930822813e-07
Position 929: 6.042907731830211e-07
Position 1299: 5.730786428323783e-07
Position 1607: 4.863558100385449e-07
Position 1131: 4.3298506658101734e-07
Position 20237: 4.30566244439179e-07
Position 1809: 2.742202307853883e-07
Position 899: 2.707064742988714e-07
Position 2277: 2.497525314061184e-07
Position 1104: 2.0274248461651712e-07
Position 902: 9.651742346255933e-08
Position 2453: 7.802726575655606e-08
Position 1226: 7.348576908069815e-08
Position 2340: 7.219164319970682e-08
Position 1210: 6.967103646477679e-08
Position 1182: 6.812131119664253e-08
Position 1500: 5.055976454597141e-08
Position 20627: 4.935240011571481e-08
Position 1407: 4.873572381045136e-08
Position 1219: 1.679730194546463e-08
Position 917: 2.7328997747873747e-09
Position 1168: 1.0659125309021401e-09
Position 1186: 8.446534413354649e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 10024: 0.9977921607137059
Position 20074: 0.9640372828974455
Position 924: 0.9577278335956935
Position 19882: 0.8745743847375387
Position 1208: 0.8550133297548882
Position 15004: 0.7873387967605202
Position 17555: 0.5866157103968365
Position 16188: 0.4890765986063841
Position 20457: 0.33666370556852415
Position 13760: 0.29971225469329793
Position 12450: 0.2584095365690711
Position 12413: 0.2268237519168693
Position 16238: 0.10223591266565434
Position 14960: 0.09864737737782778
Position 3422: 0.09636711296337404
Position 418: 0.07001288962809132
Position 393: 0.055665131338337746
Position 19729: 0.05391364189019435
Position 9688: 0.053827521095238355
Position 8015: 0.05014302113804182
Position 8632: 0.048129867512503983
Position 8488: 0.04388591336109747
Position 17762: 0.04240368974752329
Position 13827: 0.03928076503630155
Position 959: 0.03574510269817535
Position 6465: 0.03455035781761129
Position 21310: 0.030738952205109027
Position 17459: 0.029635811505386668
Position 4186: 0.02585612975659156
Position 18933: 0.024014682790182124
Position 18777: 0.02322177577401952
Position 5571: 0.0224603517748848
Position 9137: 0.02240826564440269
Position 7670: 0.022294544566460583
Position 20031: 0.01942331225834193
Position 12080: 0.0190644022148976
Position 17185: 0.019038734975233233
Position 16333: 0.018859735538914974
Position 17707: 0.018476309760783745
Position 18690: 0.017799110015980883
Position 18823: 0.016978172652861813
Position 11929: 0.015809363705874394
Position 17501: 0.01573786149940621
Position 11963: 0.015591094538813046
Position 4807: 0.01492325197668994
Position 3215: 0.01389671432204569
Position 18752: 0.012942764888652562
Position 2820: 0.01244149873005956
Position 3323: 0.012173352659145951
Position 20708: 0.012008853285455036
Position 16272: 0.011044605442190021
Position 2714: 0.010954383868055775
Position 18181: 0.010668554340038236
Position 676: 0.010387464110998423
Position 17325: 0.010365670213205088
Position 1702: 0.010173273225175746
Position 2864: 0.010146591650618422
Position 17587: 0.010053243146138008
Position 600: 0.01000828077189878
Position 14555: 0.009933215887189258
Position 18799: 0.009175091143460427
Position 9803: 0.009023883210048668
Position 3170: 0.008972694999784899
Position 4329: 0.00891633560623734
Position 4162: 0.008763285276269076
Position 2590: 0.00794263508513801
Position 18874: 0.007488508589443017
Position 5760: 0.006676796495025705
Position 2834: 0.005696822130876679
Position 551: 0.005494363018945779
Position 20793: 0.0054872480374754465
Position 21012: 0.0053086099512258825
Position 6352: 0.004903411748571484
Position 21422: 0.004700568793136786
Position 12102: 0.004601043131788545
Position 1239: 0.004557810802272257
Position 12351: 0.0042251531282776495
Position 12795: 0.0037903849940119343
Position 12124: 0.003767867273831906
Position 3887: 0.0036599362339353333
Position 21507: 0.003524322001306392
Position 12416: 0.003318535558749945
Position 569: 0.0032599995007831463
Position 13849: 0.0032138580638174665
Position 7349: 0.003135513321607669
Position 789: 0.0030580114132408315
Position 12628: 0.0029016670003092285
Position 2638: 0.0028029816464592025
Position 3299: 0.0027862534223689344
Position 12329: 0.002735580071003417
Position 14596: 0.0026532268809271735
