Gene = Lrpap1
index = 644
Annotated 5SS: [  288  3372  6610  7614  8236  9791 10917]
Annotated 3SS: [ 3226  6487  7492  8076  9707 10739 12379]
SMsplice 5SS: [ 288 1496 5866 6610 7614 8236 9791]
SMsplice 3SS: [1417 5720 6487 7492 8076 9707 9876]
top_k =  1000
Partition function (log Z): 5.744717683392363

Sorted 5' Splice Sites (High to Low Probability):
Position 288: 0.9623684597889637
Position 6610: 0.9589826854350781
Position 5866: 0.8640670005741128
Position 9791: 0.8430555444857678
Position 10917: 0.7975016365418647
Position 8236: 0.7391855954296009
Position 7614: 0.6339291561211537
Position 1496: 0.5457289093314744
Position 3372: 0.4205133021720809
Position 3675: 0.41220777002464576
Position 7377: 0.2899419579027323
Position 2586: 0.28174364549733033
Position 10314: 0.2793334525033525
Position 8205: 0.2540380009018602
Position 12530: 0.19204662269907374
Position 13242: 0.16758847840594396
Position 2305: 0.15306643814595802
Position 7826: 0.14582570532892994
Position 9589: 0.13716805776789318
Position 3471: 0.13012459938509668
Position 10019: 0.1083281461608294
Position 7639: 0.10478136651527545
Position 621: 0.05571370777968858
Position 3159: 0.05557009142202254
Position 7628: 0.046778640278387205
Position 7057: 0.04467117017657227
Position 2273: 0.044489499134399105
Position 5637: 0.04431912841560589
Position 13194: 0.04056643541121566
Position 6877: 0.03497033599014947
Position 5523: 0.033405710777963615
Position 6845: 0.027265682256893967
Position 1597: 0.027199292780972106
Position 3314: 0.02510600908955331
Position 2789: 0.02402766257241137
Position 6776: 0.020565566385893397
Position 10170: 0.019649070842255645
Position 6882: 0.018865457241094577
Position 432: 0.018285688254645407
Position 10535: 0.013396860627984751
Position 2053: 0.012931931003091746
Position 13904: 0.011256979847144254
Position 2966: 0.009787524811860421
Position 2604: 0.009673052829906811
Position 780: 0.006957686260132475
Position 10046: 0.00640897818931288
Position 327: 0.006005490714936472
Position 5106: 0.005511835290994421
Position 6333: 0.005431516274743873
Position 48: 0.004724219088303992
Position 10395: 0.004592418118031466
Position 10093: 0.00452223037874416
Position 7995: 0.004513602093505289
Position 336: 0.00447916679036398
Position 2348: 0.004351836768626963
Position 9098: 0.0042402604412800785
Position 1782: 0.004226348926046886
Position 6057: 0.004020987476736323
Position 12011: 0.003701334667537716
Position 8253: 0.0036481984339301068
Position 3420: 0.003619952990550082
Position 2772: 0.003219492720599826
Position 7583: 0.003162871001414975
Position 820: 0.0028509372540563398
Position 6303: 0.0027965918699803358
Position 2681: 0.0026887351944461426
Position 5215: 0.002587966256663729
Position 11199: 0.002515710670153472
Position 11036: 0.0024797602390913024
Position 3242: 0.0024741815940632246
Position 5817: 0.002292521881232762
Position 3682: 0.0022683591981596442
Position 8506: 0.002235486872419114
Position 96: 0.0022026223323580287
Position 10613: 0.0021168813062505264
Position 8660: 0.0017446282159347543
Position 1566: 0.0017102478628544108
Position 4283: 0.0015971027088337454
Position 7855: 0.0014264614962724042
Position 8149: 0.0014222332654906982
Position 7220: 0.0014195968612125025
Position 7923: 0.0014048448431941115
Position 1461: 0.001319455011473912
Position 6443: 0.0013020421424342198
Position 2523: 0.0012451221275873118
Position 8554: 0.0012061472798033871
Position 1711: 0.0011105235963490745
Position 7781: 0.0010651705860709334
Position 2004: 0.0010350194165849353
Position 3097: 0.0009439981437862926
Position 7338: 0.0009437671291017681
Position 7576: 0.0008710601272139848
Position 4703: 0.0008337117878090192
Position 1532: 0.0007003407304151584
Position 12026: 0.0006879890910453585
Position 7648: 0.0006771955628273136
Position 7630: 0.0006595281384050188
Position 7872: 0.0006389400694078814
Position 7632: 0.0006169093448650072
Position 9662: 0.0005966023073391253
Position 9848: 0.00055676210907524
Position 9574: 0.0005105486469494392
Position 7064: 0.000492960297226701
Position 242: 0.0004772214268630724
Position 7092: 0.00043517825419196943
Position 770: 0.0004280267045869408
Position 1800: 0.00042355990627350194
Position 2808: 0.0004157532923361217
Position 7087: 0.00040521540118290667
Position 7658: 0.0003739375873306064
Position 230: 0.00035352903090397626
Position 1269: 0.0003265050995179263
Position 1383: 0.0003103933406210562
Position 1153: 0.0002992045500003172
Position 7110: 0.0002991744525522024
Position 1321: 0.0002903888918834137
Position 7772: 0.0002483905440408132
Position 1914: 0.00021647938914206644
Position 1164: 0.00017383776113416276
Position 7668: 0.0001698549093935814
Position 9725: 0.00012796970954845658
Position 7209: 0.0001106314162483075
Position 7444: 0.00010575864778553703
Position 731: 0.00010569121216125777
Position 2198: 0.00010184018276512857
Position 7917: 9.933690560159426e-05
Position 1525: 9.550655292386364e-05
Position 28: 8.504305584831952e-05
Position 2019: 7.933753716508087e-05
Position 185: 7.806345492788414e-05
Position 713: 5.374966728690236e-05
Position 1075: 4.666423819198385e-05
Position 408: 4.389141158044167e-05
Position 43: 3.9940201165899084e-05
Position 1536: 3.8190682560411185e-05
Position 1813: 3.585748276887643e-05
Position 11661: 3.532824485559611e-05
Position 2096: 3.46995727989073e-05
Position 1548: 3.3821277118053514e-05
Position 1757: 2.8788042715852366e-05
Position 1300: 2.410968973010612e-05
Position 2205: 2.35200777198989e-05
Position 52: 2.3379646920690192e-05
Position 1688: 2.173898091010589e-05
Position 1252: 2.0613538462374282e-05
Position 1862: 1.9746310438950934e-05
Position 427: 1.8433458730708135e-05
Position 1729: 1.5872427596344613e-05
Position 454: 1.3848030297198976e-05
Position 488: 8.925065347216138e-06
Position 546: 6.485866734495724e-06
Position 1095: 6.020828576770477e-06
Position 814: 5.553762397967436e-06
Position 8726: 3.4892797985187606e-06
Position 9781: 2.8249005115646966e-06
Position 6909: 2.599176774574714e-06
Position 2554: 2.5722008230187646e-06
Position 1522: 1.8358676982539936e-06
Position 134: 1.1504878230679577e-06
Position 8173: 1.1335437007418918e-06
Position 1420: 1.0847824845090318e-06
Position 126: 9.096992079862408e-07
Position 131: 4.975261119177489e-07
Position 9944: 3.9100174468796664e-07
Position 1625: 3.25513404955548e-07
Position 1511: 2.7127658664702314e-07
Position 334: 2.1035358233043777e-07
Position 1628: 2.0923526027811705e-07
Position 1501: 1.135801285702604e-07
Position 1843: 1.0781030136455479e-07
Position 1869: 1.0118959715160311e-07
Position 1737: 9.355205841896216e-08
Position 1834: 8.468976157808396e-08
Position 153: 7.775855550331128e-08
Position 1576: 5.093062582773013e-08
Position 11244: 3.3382871587340385e-08
Position 494: 6.548355485227901e-09
Position 510: 3.1429674999981223e-09
Position 681: 2.5569649559481434e-09
Position 507: 1.3260247314601799e-09
Position 568: 4.656417646236223e-10
Position 520: 2.2807657142191057e-10
Position 496: 1.2016123867338308e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8076: 0.9441184793009549
Position 5720: 0.8687139399768065
Position 6487: 0.8484233878808717
Position 7492: 0.8220835234514344
Position 9707: 0.6883922309035893
Position 1417: 0.5405625297225536
Position 10739: 0.4386405551799747
Position 3226: 0.3926220713994537
Position 2450: 0.26245662085266147
Position 3577: 0.24363963651486334
Position 7263: 0.2371423242586656
Position 9876: 0.23498426033428105
Position 10814: 0.22319155258587373
Position 12379: 0.21284856622791912
Position 13086: 0.2105978651672235
Position 13816: 0.2028646512874393
Position 13443: 0.135967610487416
Position 10168: 0.1289601347440936
Position 3391: 0.11999791382826504
Position 11348: 0.11737114373914316
Position 9686: 0.11300631680933738
Position 7742: 0.09859871734222307
Position 3608: 0.09600240377245924
Position 9538: 0.08974641038760273
Position 6706: 0.08354991847438221
Position 12363: 0.07560155225313048
Position 2189: 0.07183584461255824
Position 5422: 0.06948498066618068
Position 2169: 0.06761995019128633
Position 13700: 0.06368985177612567
Position 6349: 0.059316682358048635
Position 10817: 0.0572671294505025
Position 3158: 0.0548646016235334
Position 10790: 0.05359031260792539
Position 13113: 0.052450182656372094
Position 3246: 0.051329716380240316
