Gene = Ddias
index = 327
Annotated 5SS: [  107  1486  7677 11923 12848]
Annotated 3SS: [ 1402  7547 11760 12729 13934]
SMsplice 5SS: [  107  1486  6136  7677 11923 12848]
SMsplice 3SS: [ 1402  6048  7547 11760 12729 13934]
top_k =  1000
Partition function (log Z): 0.8122995583222057

Sorted 5' Splice Sites (High to Low Probability):
Position 11923: 0.9950310073228532
Position 107: 0.9860443638708999
Position 12848: 0.8703163171990572
Position 6136: 0.7796261874429435
Position 7677: 0.7727285513142198
Position 1486: 0.7056043738100958
Position 5974: 0.30991258345267264
Position 6802: 0.2232174789213961
Position 2098: 0.186927040962314
Position 7644: 0.1759869468203211
Position 9570: 0.15390901687131783
Position 12422: 0.1343829335504425
Position 8860: 0.10101097725933739
Position 3784: 0.10087341759362616
Position 6570: 0.09614415428672422
Position 13993: 0.07874990607234823
Position 15010: 0.06942873875781601
Position 9985: 0.06403871041128169
Position 8927: 0.06381809031386151
Position 365: 0.05041457949009942
Position 12584: 0.04828637839345198
Position 7426: 0.04279700833465608
Position 10248: 0.03805305126970871
Position 8120: 0.03753786031738854
Position 7430: 0.03589939619537969
Position 9586: 0.033146742298666945
Position 8872: 0.027456323253052417
Position 7779: 0.026650978213006372
Position 8125: 0.024509336796871114
Position 12154: 0.02054448256948549
Position 1222: 0.020306080828415757
Position 1325: 0.02021554982493651
Position 4448: 0.020160827308042768
Position 8188: 0.019435215547469905
Position 2677: 0.01902512013380968
Position 11491: 0.017466219817077876
Position 12691: 0.015808658157208808
Position 9016: 0.014594940601765626
Position 12730: 0.014188126212493053
Position 378: 0.01325522562027401
Position 393: 0.011665069208409495
Position 9839: 0.010848586650510968
Position 14851: 0.01077938484476063
Position 11315: 0.010293875574476589
Position 3344: 0.010048488950095006
Position 9434: 0.009799943279941463
Position 8163: 0.009341098488257538
Position 15085: 0.008354313884756055
Position 3210: 0.006780031025766002
Position 6087: 0.006651972024583027
Position 7162: 0.005930537726597525
Position 14806: 0.005656889548811374
Position 12643: 0.005546317629767191
Position 231: 0.00540654754759287
Position 6123: 0.0053286205885620655
Position 8580: 0.005014220960455249
Position 15740: 0.004610264638856111
Position 453: 0.004565660406934666
Position 8779: 0.004228464707510398
Position 273: 0.0041485908126162865
Position 12842: 0.004018759963092808
Position 9615: 0.003621092696990214
Position 8610: 0.003067108626928765
Position 476: 0.003044254274460062
Position 5562: 0.0026668943863678383
Position 10500: 0.0023604187248272936
Position 13190: 0.0023490252373503267
Position 6175: 0.0022311725460435286
Position 3771: 0.0020810204911712944
Position 5035: 0.0019786121790669273
Position 3227: 0.0017761222140159497
Position 3775: 0.0017655071140794498
Position 8882: 0.001760314340867486
Position 13743: 0.0016867795941524059
Position 12372: 0.0016854451007912317
Position 10834: 0.0016044026828219318
Position 15550: 0.0014967253641258473
Position 3847: 0.0014786049392902405
Position 613: 0.0014200357791822507
Position 10507: 0.001267158328374846
Position 10022: 0.0012183018120269355
Position 2987: 0.000959970143784596
Position 12392: 0.000785675235755437
Position 960: 0.0007489119395376607
Position 1732: 0.0006461457342104536
Position 9414: 0.0005539213442186807
Position 3232: 0.0005428377470736758
Position 6142: 0.0004931381044617617
Position 585: 0.0004627302835349524
Position 12631: 0.00043757473939149305
Position 993: 0.0004092028889363192
Position 244: 0.0004091784597503099
Position 14811: 0.0003983963924147621
Position 7683: 0.00037477378412075055
Position 436: 0.00035743676965403157
Position 588: 0.0003450803438657168
Position 1020: 0.0003054014980502051
Position 8970: 0.0003017240467178435
Position 91: 0.00029845439573834175
Position 12400: 0.0002824894496097261
Position 448: 0.0002547128677780434
Position 4721: 0.0002369710272050731
Position 14010: 0.00023515800570237487
Position 8901: 0.00022725419168200916
Position 170: 0.00021175516579220437
Position 14022: 0.00021141376216458294
Position 1703: 0.00020057275103294597
Position 9026: 0.0001980635077231929
Position 3475: 0.00019004310442164867
Position 357: 0.00018114329404039306
Position 8233: 0.00017948590382244582
Position 185: 0.00017601900509706678
Position 1710: 0.00013711793220367742
Position 74: 0.0001307447855589108
