Gene = Pptc7
index = 847
Annotated 5SS: [  545 23946 29429 32870 35479]
Annotated 3SS: [23765 29229 32745 35348 36450]
SMsplice 5SS: [  545  9884 11115 23913 29429 32870 35479]
SMsplice 3SS: [ 9789 11003 23765 29229 32745 35348 36450]
top_k =  1000
Partition function (log Z): -7.508356325308225

Sorted 5' Splice Sites (High to Low Probability):
Position 29429: 0.999999554275214
Position 32870: 0.9961089919348931
Position 9884: 0.8830695422954554
Position 35479: 0.8578827892321935
Position 23913: 0.7761271713400337
Position 545: 0.6719136502616152
Position 11115: 0.6360330906332434
Position 25468: 0.4533840164997027
Position 11482: 0.41371317513415506
Position 9018: 0.40457759320083364
Position 4237: 0.35667867067993353
Position 9023: 0.3530687154505843
Position 9568: 0.3067269183522486
Position 17534: 0.2660283312995389
Position 7706: 0.24764931845545016
Position 1769: 0.20807741624023882
Position 13856: 0.2004293869033056
Position 36730: 0.17128849474215296
Position 3486: 0.164224839473191
Position 13138: 0.1611677373779774
Position 23851: 0.15922135344684027
Position 10419: 0.14083003347108947
Position 124: 0.1376471089441538
Position 7254: 0.13256623122655548
Position 464: 0.11668975193296022
Position 11557: 0.11595847853853568
Position 3942: 0.11278202083177732
Position 4015: 0.10548382569658371
Position 34379: 0.09799821645065611
Position 16065: 0.09035246034672872
Position 10541: 0.06901844019562019
Position 23946: 0.06465147231776293
Position 1721: 0.06353795126664392
Position 7783: 0.060687391349311025
Position 36388: 0.057005449528819606
Position 35843: 0.051981931638378887
Position 37308: 0.05162987994336605
Position 9869: 0.050294773951203645
Position 9362: 0.047043281115216204
Position 7171: 0.04489170949401201
Position 37577: 0.04307410987699324
Position 426: 0.03854583149216951
Position 35177: 0.03632640790364014
Position 30073: 0.03583230649500849
Position 36076: 0.03151988384580858
Position 33608: 0.027081879312206996
Position 31717: 0.02331491432464059
Position 133: 0.022623248836987894
Position 36121: 0.021912663455929782
Position 36522: 0.020592512530615694
Position 5968: 0.01923605150603213
Position 7395: 0.019114450421001832
Position 4206: 0.0181086911427554
Position 11511: 0.01744879321612552
Position 34485: 0.017049724176476808
Position 9076: 0.01637862786301044
Position 8638: 0.014671226867683306
Position 24725: 0.013249389184013596
Position 31288: 0.012457904794841674
Position 24258: 0.012401262290196755
Position 3805: 0.012380217722694554
Position 1088: 0.011529784743182121
Position 1002: 0.010622545118990318
Position 35472: 0.010134970682991571
Position 3496: 0.009141196082132728
Position 34282: 0.00820791241495362
Position 2029: 0.007931481549473384
Position 35763: 0.006412203668448851
Position 3134: 0.005849293552243777
Position 35989: 0.0058262473303375365
Position 36060: 0.0050845783672071295
Position 1800: 0.004333996781837922
Position 430: 0.004105609539496576
Position 35251: 0.0040599803596593305
Position 2160: 0.004040374655465688
Position 2053: 0.003879166252305923
Position 11328: 0.0037948609556803055
Position 3813: 0.0032028525962873697
Position 1068: 0.0029655279691736614
Position 2185: 0.002927184838022409
Position 7006: 0.002909035983146894
Position 3466: 0.0025215888578861297
Position 36165: 0.0024756428431354457
Position 3809: 0.0024144333432823996
Position 2692: 0.002040135562825588
Position 36244: 0.002036239852796512
Position 36811: 0.0017979270908560835
Position 35734: 0.0016407251179618232
Position 36105: 0.00144692546735493
Position 36705: 0.0013957278050118036
Position 80: 0.001369177856856703
Position 1817: 0.0012904553656016928
Position 142: 0.0012068223109327023
Position 3821: 0.0011674316339972833
Position 128: 0.001033519200921911
Position 10253: 0.0010262471211354702
Position 35993: 0.0008023418253310536
Position 1251: 0.0006583063839905043
Position 35321: 0.0006191527631590301
Position 1397: 0.000580420885775023
Position 9910: 0.0005510351362149347
Position 999: 0.0005502194001592616
Position 254: 0.0004304268125405814
Position 652: 0.00041996607513423116
Position 9524: 0.00038655779053006653
Position 1065: 0.000352632135193175
Position 1006: 0.00031925022280321233
Position 538: 0.00026318822059716
Position 154: 0.00023944917402764188
Position 9160: 0.00018173227122324264
Position 5765: 0.00015751896082881006
Position 489: 0.00015199586661933024
Position 1027: 0.00014548185891778356
Position 509: 0.00012988587316588448
Position 140: 0.00011867111338759547
Position 741: 0.00010759635473801932
Position 3825: 0.00010156428240245032
Position 564: 8.932666067497642e-05
Position 3817: 8.043339483893398e-05
Position 35525: 7.759647725369756e-05
Position 2060: 7.423413863174148e-05
Position 35497: 7.335069629040137e-05
Position 182: 7.30150377754089e-05
Position 775: 6.588913402434028e-05
Position 401: 4.97177055822766e-05
Position 1507: 2.5996269389176083e-05
Position 1072: 2.322641035174734e-05
Position 1608: 2.1323044072785127e-05
Position 36753: 2.054517023126785e-05
Position 1542: 1.834059603232267e-05
Position 75: 1.3833807045485429e-05
Position 313: 1.1516393621044399e-05
Position 549: 9.670918321952903e-06
Position 1060: 8.828764102680469e-06
Position 35785: 8.787790929405035e-06
Position 1138: 8.66718487182216e-06
Position 36695: 8.560382629702637e-06
Position 321: 7.093625813552369e-06
Position 587: 5.294704890157602e-06
Position 514: 4.042418880283602e-06
Position 77: 3.7231380518495186e-06
Position 306: 3.6571186627490683e-06
Position 765: 3.4023595495248834e-06
Position 593: 3.3036290956233254e-06
Position 758: 1.5977062028931425e-06
Position 334: 1.422584418578514e-06
Position 830: 1.055021114377094e-06
Position 722: 7.648617460868998e-07
Position 769: 7.422249267574609e-07
Position 1796: 7.278615946087277e-07
Position 1773: 7.197609288793336e-07
Position 732: 6.470085895019879e-07
Position 175: 5.129336978692167e-07
Position 318: 5.036890259568952e-07
Position 821: 4.7164794406461715e-07
Position 507: 3.1371228945401057e-07
Position 760: 3.016733602770098e-07
Position 360: 1.9567355363098078e-07
Position 346: 1.6226404713178548e-07
Position 404: 1.270624690548258e-07
Position 341: 6.44386587151171e-08
Position 27: 2.844967989622108e-08
Position 799: 1.5031427256493132e-08
Position 937: 1.4841457224690387e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 23765: 0.9999999971046369
Position 29229: 0.9999995542752143
Position 32745: 0.9730445763749344
Position 9789: 0.9170220267156185
Position 35348: 0.8504197124021511
Position 8929: 0.6147146224632406
Position 11003: 0.5752827084760141
Position 11429: 0.5161192320747328
Position 36450: 0.4482450504044504
Position 25332: 0.3481656229311174
Position 4095: 0.33425142156166227
Position 17402: 0.266028331299539
Position 9418: 0.252697984719814
Position 3917: 0.22159191790847726
Position 13771: 0.19634860645296354
Position 7567: 0.19596105916901
Position 3390: 0.169244971350133
Position 12940: 0.16070863887077377
Position 8888: 0.15931031405118748
Position 7114: 0.15078690426113195
Position 37441: 0.13984314014845745
Position 36979: 0.11760917110157908
Position 7621: 0.11237565063575097
Position 10287: 0.10722869566876983
Position 25367: 0.1052183935685853
Position 1658: 0.09157379285004992
Position 15932: 0.09035246034672872
Position 35979: 0.08506566760599137
Position 37394: 0.08445522983115807
Position 1685: 0.0760292476414147
Position 10452: 0.06908872821197037
Position 9158: 0.06125557199888883
Position 36274: 0.06049370361788151
Position 37160: 0.05879913987849478
Position 36585: 0.057871406123965144
Position 35639: 0.054681888349737875
Position 36489: 0.05352961895690938
Position 34202: 0.047259846930880776
Position 1669: 0.04612795308968322
Position 34187: 0.04286100959714395
Position 9462: 0.03791590540677267
Position 36613: 0.03527103691802597
Position 11235: 0.03479607669734877
Position 1690: 0.029762671865835335
Position 10840: 0.0296216507684106
Position 10310: 0.029186405333464487
Position 10889: 0.02905086754566469
Position 7045: 0.028779742846787644
Position 29879: 0.027538628573327225
Position 35206: 0.02692506751532356
Position 35585: 0.026802359217942086
Position 34954: 0.026360228878690037
Position 31404: 0.023354982270980616
Position 35655: 0.02215892593094927
Position 34322: 0.020790066399164323
Position 3682: 0.020233385960239304
Position 37134: 0.020009413861824418
Position 38473: 0.01961009261072537
Position 37226: 0.0182666483061394
Position 38551: 0.017543475343354042
Position 943: 0.017134758446108567
Position 4057: 0.015584442405266201
Position 1910: 0.015421078436880441
Position 5889: 0.01495381181539036
Position 8444: 0.014671226867683303
Position 32703: 0.013772312624767854
Position 38869: 0.013719996784263418
Position 24634: 0.01324938918401359
Position 33511: 0.01306144447608735
Position 31133: 0.012457904794841674
Position 24192: 0.012401705119619468
Position 9647: 0.011422165767711207
Position 33414: 0.010927947274997955
Position 36930: 0.010814607043917557
Position 1470: 0.00991869112320545
Position 34400: 0.009906626616690247
Position 35923: 0.00985789630438614
Position 7065: 0.009825426364980808
Position 39356: 0.009490228715798878
Position 36224: 0.009486869168775044
Position 32782: 0.009407958560278524
Position 1525: 0.008804223810602634
Position 37818: 0.008387630348001312
Position 4139: 0.008367850082657134
Position 29863: 0.008293677921681258
Position 9219: 0.007940186862338881
Position 37106: 0.007832580252703268
Position 38113: 0.007399653048142361
Position 37762: 0.007009353158879906
Position 37253: 0.006966146565257799
Position 35215: 0.006111371586234322
Position 3725: 0.005231500907655908
Position 7319: 0.005068849426087571
Position 35000: 0.004994359637651948
Position 3003: 0.0048996374322539515
Position 37411: 0.004511589047707768
Position 10358: 0.004414932468855287
Position 36336: 0.004321635021730852
Position 5829: 0.004282239690641775
Position 13564: 0.00408078045034213
Position 4142: 0.0038705623859082716
Position 33366: 0.0036665530389291506
Position 34965: 0.003575647315594586
Position 1432: 0.0032458466280971543
Position 3447: 0.0032434156187289794
Position 37766: 0.0031788353995057385
Position 6898: 0.0029090359831468937
Position 377: 0.0028385484759112854
Position 847: 0.0025485636824091034
Position 37462: 0.002440288231793667
Position 366: 0.002436861464945526
Position 36843: 0.002390125520856514
Position 34281: 0.002261402627833139
Position 7215: 0.002111468242581221
Position 39110: 0.002075556458430108
Position 37034: 0.0020745969705958153
Position 39083: 0.0020305646035608774
Position 10637: 0.0020075772119324607
Position 35574: 0.0019766904738159523
Position 37885: 0.001967294596291351
Position 36909: 0.0019496911609365956
Position 1760: 0.0019165597803721497
Position 36691: 0.0018965437298909477
Position 1608: 0.0018321596084334066
Position 35300: 0.0017900954373075476
Position 1493: 0.001787261055578499
Position 36421: 0.0017625658540302669
Position 34913: 0.0017161527840839719
Position 37031: 0.001655876173694933
Position 37085: 0.001523696233900733
Position 34429: 0.0015190890623939114
Position 3610: 0.0014883612177070684
Position 35714: 0.0014241747174975664
Position 35669: 0.0013206070664484222
Position 3241: 0.0012000953365212692
Position 37709: 0.0010983509628525068
Position 36647: 0.0010369317126273415
Position 37187: 0.0010291294339129032
Position 3289: 0.0009568028968903638
Position 2364: 0.0009393283008601376
Position 35544: 0.0008675300900713176
Position 33553: 0.0008460782043927535
Position 3048: 0.0008324859433666905
Position 37631: 0.0007755645844697753
Position 3858: 0.0007644094448041841
Position 38589: 0.0007552301882722295
Position 3366: 0.0007459614002955231
Position 1720: 0.0007100873117772821
Position 34378: 0.000657931320558061
Position 2027: 0.0006525641305732294
Position 1702: 0.0006508414464707877
Position 2047: 0.0006345602691175014
Position 36866: 0.0006121490796277068
Position 780: 0.0005610111257267465
Position 36936: 0.0005506516317454321
Position 10159: 0.000548628510792265
Position 413: 0.0005247382289178845
Position 36380: 0.0005145339871777217
Position 2603: 0.000514473057238162
Position 410: 0.00048465227317618346
Position 3727: 0.0004786358377902397
Position 1561: 0.00047725625443439056
Position 1553: 0.0004702045850266588
Position 12914: 0.00045909850720360454
Position 1923: 0.0004434053895799654
Position 3210: 0.0004298421350311567
Position 1475: 0.00042889417123550286
Position 35672: 0.00041997009313681405
Position 34206: 0.0004095238572845293
Position 10144: 0.00039757517112469964
Position 2112: 0.0003730784169538584
Position 35717: 0.00036473998513213157
Position 37330: 0.0003369971948596646
Position 35236: 0.00032761109026630485
Position 799: 0.00031546153160279727
Position 36322: 0.0003135351263496013
Position 33238: 0.00031143162703019565
