Gene = Nms
index = 754
Annotated 5SS: [ 213 2418 2769 4813 4961 6991 7842 8453 9527]
Annotated 3SS: [ 2361  2717  4788  4906  6906  7805  8410  9479 10733]
SMsplice 5SS: [ 213 2418 6991]
SMsplice 3SS: [2361 6906 9479]
top_k =  1000
Partition function (log Z): -1.3151151352473809

Sorted 5' Splice Sites (High to Low Probability):
Position 6991: 0.9600084857124987
Position 213: 0.9294055439999341
Position 2418: 0.8812160337674305
Position 620: 0.46132407353565347
Position 2769: 0.4086365563548172
Position 9281: 0.37892507255276625
Position 4813: 0.32190501461904275
Position 7842: 0.30353284878305076
Position 2611: 0.2661019052558072
Position 5140: 0.1764962722496267
Position 2649: 0.16910303640801413
Position 9583: 0.1547070614460357
Position 4607: 0.13988610639858515
Position 450: 0.1335597870180071
Position 4383: 0.12358590430152751
Position 356: 0.1085032116798923
Position 463: 0.10842092706274829
Position 4961: 0.1044717484912832
Position 3520: 0.10265007655165549
Position 5193: 0.0925543599898029
Position 9286: 0.08757333353455533
Position 4473: 0.08448387119084771
Position 7302: 0.07876435588437299
Position 2219: 0.07758428785362873
Position 3538: 0.06069533214842233
Position 5979: 0.055915463588666524
Position 9527: 0.050842005843834456
Position 9855: 0.04379973836591001
Position 2438: 0.04161707203815398
Position 8675: 0.03922410661588763
Position 4219: 0.03580867617356346
Position 952: 0.03512024994447058
Position 7589: 0.03240101691679584
Position 5325: 0.02949921239622583
Position 4689: 0.028329297471879844
Position 7012: 0.018700986477475624
Position 10534: 0.016580401795502856
Position 2512: 0.013046141478398065
Position 5343: 0.012655477384703366
Position 3851: 0.010005390783538298
Position 4801: 0.009744281606396963
Position 1078: 0.009497027111955596
Position 9792: 0.008679403750735483
Position 4399: 0.007402281362948009
Position 4332: 0.006739864601328984
Position 1190: 0.005753469693849482
Position 1581: 0.004693940495955371
Position 647: 0.0034610633510758987
Position 2177: 0.0033983846940543153
Position 1611: 0.002925048199269792
Position 1453: 0.0024751992025901395
Position 658: 0.0021580062992520425
Position 5252: 0.001890111856690165
Position 189: 0.0016657183073561193
Position 4527: 0.0015934270638247726
Position 455: 0.0013696480811744528
Position 1205: 0.001357074504491541
Position 100: 0.0012914912083016427
Position 1615: 0.0011291246324782514
Position 4983: 0.0010970804982100863
Position 1926: 0.001018103302158874
Position 491: 0.0009520626415903681
Position 10907: 0.0008974543323113822
Position 550: 0.0008440119261208365
Position 1587: 0.0008044541469291653
Position 1569: 0.0007956186100045132
Position 431: 0.0007162818277738126
Position 415: 0.0006747580374318674
Position 2961: 0.0005124503921174223
Position 2635: 0.0004993009587706517
Position 1470: 0.000408597581272765
Position 417: 0.0002590623977362781
Position 4285: 0.0002504411685857712
Position 4413: 0.00021686487186891101
Position 1465: 0.0002031225845083365
Position 1647: 0.0001686643906835178
Position 923: 0.00015995036350408218
Position 1595: 0.00015635218322723228
Position 264: 0.00014240405923243607
Position 1571: 0.00013623138690711624
Position 1849: 0.00013468493350146435
Position 1575: 0.00012941360779938422
Position 1573: 0.0001231189824360065
Position 1577: 0.00011884627714882148
Position 1521: 0.00011291193539715312
Position 6995: 9.550192789219223e-05
Position 2479: 6.89026577714019e-05
Position 109: 6.393924817175708e-05
Position 7086: 6.034298588546627e-05
Position 2836: 5.4020780090642745e-05
Position 2476: 5.3638134795017735e-05
Position 428: 4.372157708026437e-05
Position 2301: 3.831663592577391e-05
Position 172: 2.2494844361127788e-05
Position 258: 1.7824557828068206e-05
Position 2972: 1.6218876098182065e-05
Position 713: 9.266834869404258e-06
Position 226: 6.124557434416841e-06
Position 672: 4.499289840871803e-06
Position 344: 3.6278835029515624e-06
Position 106: 3.438992719647647e-06
Position 701: 2.9637002236290763e-06
Position 312: 2.8812408070034194e-06
Position 467: 2.814273038273383e-06
Position 46: 2.623347249941455e-06
Position 694: 1.9538975491227935e-06
Position 913: 1.647273428909253e-06
Position 1209: 1.6313973649088455e-06
Position 640: 1.2518649313624236e-06
Position 304: 1.1211722741451393e-06
Position 488: 9.472238871454728e-07
Position 333: 8.073032893138523e-07
Position 683: 6.561561995924521e-07
Position 761: 3.7384713933002106e-07
Position 231: 2.7865448931408575e-07
Position 1097: 2.3375730395363142e-07
Position 331: 1.0337321211327603e-07
Position 495: 8.917319832499557e-08
Position 267: 7.146244489838248e-08
Position 1216: 6.812539953321033e-08
Position 583: 1.3209809388115123e-11
Position 626: 2.909387447108335e-12
Position 533: 1.414765405086949e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 6906: 0.9715993041660137
Position 2361: 0.8086345435685554
Position 9479: 0.5958408406380915
Position 2511: 0.5406454684446181
Position 317: 0.3679389076432829
Position 4587: 0.3555323727764521
Position 10733: 0.3519173533755098
Position 9138: 0.33681630667802936
Position 2717: 0.2734450366338315
Position 4182: 0.26498692058079
Position 4906: 0.2648363545553288
Position 7693: 0.21636617888465995
Position 501: 0.17087874550377588
Position 9189: 0.1372596321527384
Position 549: 0.13129716276238199
Position 3417: 0.11426034829030503
Position 4459: 0.0810688875046519
Position 2254: 0.07947793503245885
Position 7642: 0.07278276145591996
Position 7070: 0.07019725388053848
Position 5126: 0.0665782033805723
Position 4788: 0.06169701467442139
Position 2089: 0.04889185942960803
Position 8410: 0.04841688112183737
Position 5760: 0.046437793263787636
Position 8451: 0.04477605960508737
Position 4926: 0.04425788684658782
Position 2201: 0.03768249747415256
Position 9670: 0.037133129868488476
Position 5093: 0.035377193009571734
Position 889: 0.03463957725188172
Position 8511: 0.03315144562148437
Position 10412: 0.031929902412064094
Position 7471: 0.03034034203620864
Position 9641: 0.029896653042865432
Position 412: 0.028975435420091213
Position 2198: 0.028421396007201897
Position 9618: 0.02683096314201874
Position 6859: 0.020974948086492803
Position 322: 0.017703948564378943
Position 3342: 0.017408077081852335
Position 2696: 0.016974405333411997
Position 3449: 0.016787543537159662
Position 9459: 0.014952949290334932
Position 7135: 0.01384957652113805
Position 7667: 0.013527430488062863
Position 319: 0.013229234577503048
Position 2023: 0.011074908524360176
Position 11044: 0.010109933990200638
Position 7170: 0.00985806879840666
Position 5736: 0.009836934628162233
Position 8128: 0.009657450305728482
Position 2379: 0.008384984972934112
Position 1416: 0.008138543883984136
Position 7339: 0.00802428638330798
Position 560: 0.007768557186497038
Position 3252: 0.00664895984133798
Position 7713: 0.005735029214483188
Position 1014: 0.005665985810650676
Position 3455: 0.005219064016548782
Position 533: 0.0049571108552331
Position 9623: 0.004954000398898024
Position 3770: 0.004288399284153708
Position 3738: 0.0036009746827532878
Position 971: 0.0035562059151353492
Position 9484: 0.0035138548821445244
Position 7813: 0.0034034442954517753
Position 1299: 0.0032128209480457477
Position 7805: 0.003072156689768943
Position 4698: 0.002770524694302012
Position 2364: 0.0025741617123448877
Position 2519: 0.0023585386639825546
Position 4201: 0.0021939752723163855
Position 7794: 0.0021866029477503393
Position 7140: 0.0021037128666499838
Position 3831: 0.0020438912183977642
Position 512: 0.001971461448258416
Position 683: 0.0019562098453404187
Position 9720: 0.0018278013950162228
Position 943: 0.001727479304154721
Position 4368: 0.0015395878910589122
Position 1465: 0.001498961617779343
Position 4028: 0.0014070333831442256
Position 2223: 0.0013119937670815734
Position 488: 0.0012312988796179109
Position 983: 0.0012236576901100455
Position 7586: 0.001208270930355986
Position 10454: 0.001189419606901078
Position 9674: 0.0011535982315914915
Position 588: 0.0011207890858977647
Position 503: 0.0011129387987487062
Position 381: 0.0010579027277047748
Position 369: 0.0010398514656944728
Position 344: 0.0009963226587931832
Position 8935: 0.000910530887562481
Position 2525: 0.0008827336090212635
Position 3393: 0.0008057855503005917
Position 592: 0.0007018020699098431
Position 3280: 0.0006893016167609154
Position 1729: 0.000685575583350326
Position 1484: 0.0006771235322597816
Position 3370: 0.0006723004041513151
Position 607: 0.0006656388350366635
Position 3515: 0.0006475115820090816
Position 572: 0.0006096394396815678
Position 4081: 0.000606230369131088
Position 4187: 0.0005966194205410606
Position 2057: 0.000592275764374444
Position 2528: 0.0005298935511220014
Position 566: 0.0005267258096237152
Position 891: 0.0004944706142828608
Position 900: 0.0004837569955808967
Position 829: 0.00047775795563006416
Position 7439: 0.00046195887670010135
Position 7482: 0.0003752252725323209
Position 1181: 0.0003704783471360186
Position 10038: 0.00035897025822849595
Position 1469: 0.0003536390059003994
Position 2112: 0.00034307843641338636
Position 842: 0.00033241589200610534
Position 4670: 0.0003127826201901894
Position 199: 0.0003027755194190396
Position 575: 0.0002984965736451223
Position 415: 0.00029608600454406026
Position 1684: 0.0002905766728875707
Position 3308: 0.00020566962244314484
Position 1542: 0.00019906945202695977
Position 1216: 0.00018155752812636496
Position 759: 0.00016392819034034037
Position 577: 0.000136788345754898
Position 383: 0.00013568459538666966
Position 1861: 0.00012542635448611607
Position 870: 0.00011839825814521632
Position 262: 0.00010999952573937593
Position 7917: 9.649937369881748e-05
Position 745: 8.818686744372389e-05
Position 7177: 8.529781417557447e-05
Position 731: 8.525973388386043e-05
Position 690: 8.383260305459048e-05
Position 844: 8.314415390439212e-05
Position 1313: 6.944810897595835e-05
Position 391: 6.75992057451289e-05
Position 2536: 6.672638137581916e-05
Position 736: 5.698323909873545e-05
Position 1848: 5.1209624936324285e-05
Position 446: 5.011526700994244e-05
Position 3681: 4.862634468293229e-05
Position 7078: 4.637078218849439e-05
Position 3475: 2.4346410759529757e-05
Position 212: 2.3211748938332374e-05
Position 477: 2.3012813169008592e-05
Position 2672: 1.3898899179337665e-05
Position 2741: 1.165721778685382e-05
Position 2633: 1.016583105533821e-05
Position 275: 9.138037051707232e-06
Position 596: 8.55632184035321e-06
Position 2573: 7.138681292940801e-06
Position 467: 6.224973045099425e-06
Position 805: 4.8489134361155305e-06
Position 363: 3.59272303763371e-06
Position 1361: 2.6490663206445726e-06
Position 1513: 2.628922854900417e-06
Position 267: 2.4385059173215614e-06
Position 1321: 1.4134207596020678e-06
Position 951: 1.2300937204223187e-06
Position 247: 1.06009964435257e-06
Position 568: 8.193761979262355e-07
Position 516: 6.100116605741091e-07
Position 994: 6.034397540986958e-07
Position 360: 3.9736101734521954e-07
Position 570: 3.288681760388582e-07
Position 619: 2.417838539661515e-07
Position 766: 2.082336117110401e-07
Position 118: 2.002574951337587e-07
Position 448: 1.5715974078537702e-07
Position 2738: 1.3102049460918955e-07
Position 774: 1.1325846142502831e-07
Position 1031: 9.660210862054915e-08
Position 217: 7.363445075864612e-08
Position 1025: 5.22516677173822e-08
Position 127: 2.8146014104140203e-08
Position 945: 2.5120454047381804e-08
Position 237: 2.2205802318298835e-08
Position 226: 6.777387782401486e-09
Position 917: 5.814675562864974e-09
Position 711: 5.566396040584952e-09
Position 720: 4.3780384590981565e-09
Position 120: 4.303513786526587e-09
