Gene = Csn2
index = 300
Annotated 5SS: [ 252 1603 2374 2511 3477 3603 5154 5798]
Annotated 3SS: [1539 2349 2489 3452 3557 4628 5752 6676]
SMsplice 5SS: [ 252 1603 3603]
SMsplice 3SS: [1539 3452 4628]
top_k =  1000
Partition function (log Z): -4.9432189280994665

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.6833762258984155
Position 3603: 0.5773939511158634
Position 1603: 0.531589665622958
Position 267: 0.3096774418572568
Position 5154: 0.19475816613510202
Position 3573: 0.18575501246952086
Position 966: 0.17437100751572823
Position 3477: 0.13232835841187146
Position 1954: 0.07443304461179234
Position 2511: 0.03294410437033735
Position 1656: 0.025852028490169755
Position 1962: 0.025461558741558834
Position 2374: 0.02126982102885241
Position 2256: 0.013385510456813668
Position 3315: 0.012531910178926945
Position 4554: 0.00998597429842671
Position 4518: 0.008460993849925182
Position 2283: 0.007398353155299216
Position 6216: 0.005416620009535794
Position 4496: 0.004017227533006109
Position 870: 0.003605451180942295
Position 5798: 0.0027949115910328903
Position 6126: 0.0019839383791394665
Position 1228: 0.001966706043414501
Position 1607: 0.001792026302495893
Position 874: 0.0016638430707753603
Position 1915: 0.0016202889817265203
Position 1861: 0.0014046032997344496
Position 3541: 0.0013849373773870601
Position 3642: 0.001255382290157634
Position 1669: 0.0010762511823373024
Position 535: 0.001063475443742461
Position 4956: 0.0010482747373205398
Position 5511: 0.0009117275535481916
Position 828: 0.0008384882230185458
Position 1628: 0.0007741648194312856
Position 1881: 0.0006187165254078502
Position 1461: 0.0006124947950603203
Position 1647: 0.0005864335707060997
Position 526: 0.000486634750684508
Position 1352: 0.0004638831257486763
Position 6151: 0.0004591066672469943
Position 1558: 0.0004017349151953191
Position 4202: 0.00040018078293888964
Position 4015: 0.0003744855437440084
Position 1785: 0.0003413278643938504
Position 1451: 0.00033313750863965926
Position 1443: 0.0003303685101094078
Position 1194: 0.0002953793336832772
Position 1428: 0.00027856939755765536
Position 432: 0.0002491025828105619
Position 1745: 0.0002485187836110521
Position 2362: 0.0002284374893123627
Position 1326: 0.0002244438320231917
Position 1893: 0.00021994347682438716
Position 2470: 0.0002131099290740612
Position 53: 0.00021082443109281048
Position 2037: 0.00020690409056092125
Position 2843: 0.00019132632037140726
Position 3846: 0.00019022474217561612
Position 1411: 0.00016934514505416483
Position 2616: 0.00016758001476009627
Position 1456: 0.0001662909099446342
Position 3525: 0.00015314234171200035
Position 1904: 0.0001525087445922192
Position 1936: 0.00014970308123146768
Position 496: 0.00013118338915943574
Position 2085: 0.00013115003034604126
Position 2506: 0.00011100989169408712
Position 2945: 0.00010847910404197591
Position 475: 0.00010483537366634817
Position 559: 9.029655725163152e-05
Position 138: 7.627426815308254e-05
Position 3039: 7.407414097569119e-05
Position 4478: 6.908184995578934e-05
Position 3843: 6.425309768204994e-05
Position 106: 6.070108183620687e-05
Position 3280: 6.061697294946642e-05
Position 1467: 5.9779055543276567e-05
Position 478: 5.8499015245417156e-05
Position 1925: 5.135005886709756e-05
Position 1674: 4.2062592173839036e-05
Position 879: 4.10551762228581e-05
Position 1750: 3.80267992697793e-05
Position 1731: 3.7896270585840536e-05
Position 2300: 3.56834883339684e-05
Position 2801: 3.460559894032012e-05
Position 1777: 3.377043303853148e-05
Position 667: 3.32340071636798e-05
Position 816: 3.0106615238733077e-05
Position 1685: 2.934138234020917e-05
Position 567: 2.6287254578107866e-05
Position 15: 2.53720214529469e-05
Position 1449: 2.5234143856547482e-05
Position 2876: 2.4750315188900274e-05
Position 189: 2.3824747628175176e-05
Position 271: 2.3612459197788487e-05
Position 2766: 2.1363745234950978e-05
Position 178: 1.9819272679716678e-05
Position 1739: 1.9781270616362848e-05
Position 1132: 1.9616138046031708e-05
Position 716: 1.691935940246852e-05
Position 2536: 1.6519843988793677e-05
