Gene = C2cd3
index = 195
Annotated 5SS: [  264  2301  7893 18070 18948 23068 23612 27583 33874 34839 35597 38218
 41216 44308 46363 47665 50463 52691 53917 55064 58086 58594 60341 63864
 68079 68864 71330 72208 76641 79557 83259 87656]
Annotated 3SS: [ 2030  7734 17845 18699 22934 23521 27434 33724 34628 35483 38098 41092
 43815 46210 47417 50281 52506 53743 54939 57816 58503 59737 63524 67939
 68798 71123 72073 76478 79335 82369 87543 97145]
SMsplice 5SS: [  264  2301  3837  7893 18070 23068 23612 27583 31545 33874 38218 41216
 46289 52691 53917 55064 58086 58594 60341 60597 61701 63660 68079 71330
 72208 76641 79557 82140 87656]
SMsplice 3SS: [ 2208  3725  7734 17845 22934 23521 27434 31415 33724 38098 41057 46210
 52554 53743 54939 57816 58503 60194 60497 61622 63524 67939 71123 72073
 76478 79417 82057 87543 96654]
top_k =  1000
Partition function (log Z): 4.470553881101642

Sorted 5' Splice Sites (High to Low Probability):
Position 23068: 1.000000000000003
Position 18070: 1.0000000000000022
Position 27583: 0.9894375316837062
Position 7893: 0.9818865505110599
Position 58086: 0.9742537915206987
Position 79557: 0.9689066586317147
Position 33874: 0.9637639595304117
Position 264: 0.9557450482735745
Position 46289: 0.9485555232723116
Position 76641: 0.9420716189408127
Position 2301: 0.9374769713247993
Position 41216: 0.9366332041012085
Position 53917: 0.9295615076844826
Position 55064: 0.9180638368067655
Position 87656: 0.9168834347760036
Position 38218: 0.9084653515837077
Position 23612: 0.8769979951622295
Position 31545: 0.8754796370500373
Position 63660: 0.8732231209515605
Position 71330: 0.8395593026575936
Position 3837: 0.7683258748758869
Position 68079: 0.7654004717157182
Position 72208: 0.7501622064635927
Position 60341: 0.7439989940001913
Position 82140: 0.7294363054111139
Position 61701: 0.7158071624819328
Position 58594: 0.6273273870441475
Position 60597: 0.5667880799140959
Position 18948: 0.5307515712636242
Position 85642: 0.5305131687350972
Position 52691: 0.5054458917468002
Position 74702: 0.5008857066206138
Position 35597: 0.4765176014391047
Position 86892: 0.4486492324520152
Position 63864: 0.39554995278319494
Position 82648: 0.3798243493747146
Position 44873: 0.30893160238454576
Position 44308: 0.2863319284544881
Position 1696: 0.2816384568909748
Position 69783: 0.2712425806288581
Position 14014: 0.22633950588902693
Position 50463: 0.2052788909578293
Position 39088: 0.17655004303340327
Position 58616: 0.13835170462985713
Position 6460: 0.1344791231142141
Position 34839: 0.13404270906141977
Position 62713: 0.13281298203617095
Position 39079: 0.13093563342876977
Position 59944: 0.1295053466442674
Position 10368: 0.1253874354735038
Position 59869: 0.10982173742219113
Position 8549: 0.10950296002702234
Position 68864: 0.10859575989682309
Position 15923: 0.10459037529712281
Position 38409: 0.09921236398039233
Position 61429: 0.08560886857529286
Position 9344: 0.08315394374594938
Position 9111: 0.0825717083165653
Position 11186: 0.07909056527499443
Position 55663: 0.07831758975003823
Position 79776: 0.07516404564580761
Position 77209: 0.07280806299986856
Position 11408: 0.06946658332627556
Position 82259: 0.06319810900338989
Position 58264: 0.06268038503264896
Position 81570: 0.05998756694902865
Position 60617: 0.05856056131682258
Position 16904: 0.05821458864721451
Position 41380: 0.05634161574826255
Position 63962: 0.05634122937101875
Position 36347: 0.05542043708110301
Position 74764: 0.0549632286019387
Position 57726: 0.054847610014043695
Position 77054: 0.05437053114675892
Position 1187: 0.05227217676544996
Position 46363: 0.05144447672769245
Position 3842: 0.04977935543914318
Position 538: 0.04827608784376819
Position 2117: 0.047413973315193245
Position 36870: 0.044334180449273605
Position 75116: 0.044217113055363216
Position 4390: 0.04176770403804418
Position 2524: 0.04082649744220547
Position 15446: 0.03883915975925333
Position 89307: 0.037530321155159724
Position 80524: 0.0340067449801034
Position 43492: 0.031380063870283685
Position 88565: 0.029541616889861816
Position 56993: 0.029464767530857038
Position 69853: 0.02766196887094116
Position 37522: 0.024841057418213835
Position 69843: 0.024719853127999007
Position 47665: 0.02400923551447949
Position 5324: 0.023886749937929344
Position 78943: 0.023681283224543548
Position 1148: 0.02351604840399865
Position 61480: 0.02310486517747112
Position 34889: 0.02309074604263105
Position 44911: 0.023026209835489975
Position 66007: 0.02213958898507526
Position 15828: 0.01930005324684659
Position 79347: 0.019248633801673718
Position 90635: 0.01923989815067876
Position 29551: 0.019235218865128162
Position 82142: 0.019024754782832515
Position 33821: 0.018661520017147607
Position 43454: 0.018639112429650325
Position 81066: 0.0183706477228815
Position 553: 0.017626841803821083
Position 39387: 0.017517660371121735
Position 58293: 0.016936298229510115
Position 18662: 0.016774390079135483
Position 6975: 0.016574516325220705
Position 3504: 0.016188537851415014
Position 77226: 0.015401896177046914
Position 78537: 0.015334885737712372
Position 5115: 0.01527084706351632
Position 6190: 0.01423177333506337
Position 75010: 0.013598068136232964
Position 69637: 0.013236652635639199
Position 59373: 0.013214363429838833
Position 62115: 0.013213023666147343
Position 89311: 0.012930992111660327
Position 42097: 0.012892973282914498
Position 84739: 0.012618136828146987
Position 57275: 0.012034683208805496
Position 33993: 0.01178429052455509
Position 37135: 0.011716129584905225
Position 63957: 0.011670211698124915
Position 60124: 0.011541831826037486
Position 18364: 0.011224542744344203
Position 60785: 0.011060622918029783
Position 61821: 0.010718423633327742
Position 58214: 0.010717435593584132
Position 80184: 0.010369833449898655
Position 78124: 0.010359278174081688
Position 58690: 0.009294630388049487
Position 34729: 0.009150474316981252
Position 66765: 0.008689255758378927
Position 57287: 0.008337827871844119
Position 44868: 0.008336182560361494
Position 45930: 0.00822513329290328
Position 2692: 0.008215119368613286
Position 79538: 0.007358510877289501
Position 2162: 0.00727920290089864
Position 63319: 0.0072620300431384096
Position 80610: 0.00712649549410148
