Gene = Pou2af1
index = 840
Annotated 5SS: [   94 18655 19183 19536]
Annotated 3SS: [18523 19139 19269 24357]
SMsplice 5SS: [   94 18655 19183 19445 24633]
SMsplice 3SS: [18523 19139 19269 24541 24879]
top_k =  1000
Partition function (log Z): -5.840507311270306

Sorted 5' Splice Sites (High to Low Probability):
Position 24633: 0.915952437196643
Position 19445: 0.7810615066425548
Position 16063: 0.6944915394106986
Position 94: 0.616496982627996
Position 9577: 0.5739027798200789
Position 19183: 0.5423730825015849
Position 5979: 0.5403935663334638
Position 7192: 0.49015031338533055
Position 25006: 0.43183345371778115
Position 20260: 0.32884120564174996
Position 10550: 0.3122583667493671
Position 4371: 0.30515598135490946
Position 126: 0.23544494127661192
Position 14054: 0.1988891344593965
Position 13542: 0.1919180773368557
Position 12760: 0.1763111180521993
Position 19536: 0.1709114979631591
Position 8007: 0.1411886973319211
Position 14046: 0.1405167831715032
Position 14065: 0.13625818668805958
Position 14062: 0.0928432295073531
Position 14999: 0.08894779061050967
Position 20605: 0.08222689412211975
Position 25179: 0.07801089734710935
Position 1808: 0.07387564249669139
Position 217: 0.07261727011411533
Position 4845: 0.07033053927194695
Position 25472: 0.0667450262752305
Position 15196: 0.06365128603512
Position 2823: 0.05667378808453414
Position 15102: 0.046818180700932736
Position 19400: 0.04561545521371923
Position 287: 0.04313151436817834
Position 20577: 0.041856424306773346
Position 21459: 0.04165789726938011
Position 11303: 0.04083313127959223
Position 2345: 0.03219788107908913
Position 21569: 0.030080130222366396
Position 5251: 0.023772701126922313
Position 221: 0.021292710640014624
Position 23015: 0.017814808249427157
Position 9365: 0.016115632632613106
Position 5623: 0.01563256335201135
Position 25183: 0.013314055954253258
Position 25617: 0.011466558185239933
Position 25166: 0.009998707305700313
Position 12312: 0.009937906756338218
Position 25170: 0.009873367350087286
Position 334: 0.009186822847697122
Position 24309: 0.008849928429523287
Position 25023: 0.006726778435827991
Position 4896: 0.006555213496194881
Position 25226: 0.004492407615086437
Position 24271: 0.004350574468741056
Position 5983: 0.003780112245294568
Position 1561: 0.003667497642613892
Position 19810: 0.003429632720879377
Position 5638: 0.0026927452440572907
Position 25354: 0.0025522003832897295
Position 8091: 0.0024345010924378507
Position 25237: 0.001591626229177609
Position 24961: 0.0008705978400573689
Position 405: 0.0008140806907458742
Position 442: 0.0007032537725907193
Position 2592: 0.0006359834957206544
Position 2484: 0.0005321816510719676
Position 25015: 0.0004988160302198977
Position 24947: 0.00047847456939499133
Position 22007: 0.0002949996770783232
Position 20589: 0.0002563561893905521
Position 21678: 0.00021367404159364244
Position 7101: 0.0001363390461017137
Position 21496: 0.00011827778601849357
Position 5881: 9.416698719224292e-05
Position 5945: 7.962984865365982e-05
Position 166: 7.118566337484472e-05
Position 25249: 6.398713508305826e-05
Position 2013: 5.755361476870106e-05
Position 386: 5.3082671938838254e-05
Position 7217: 5.1934149948328705e-05
Position 25131: 4.7711947911257304e-05
Position 7202: 4.637417856355238e-05
Position 618: 2.558965498673127e-05
Position 2130: 2.31823311460534e-05
Position 6645: 1.93441441874254e-05
Position 98: 1.545680063109196e-05
Position 2393: 1.3162334469869534e-05
Position 2602: 1.2982326194872646e-05
Position 1269: 1.2801759393547572e-05
Position 1416: 1.0792811389513355e-05
Position 897: 1.0281819868292213e-05
Position 187: 9.035535649912391e-06
Position 162: 7.19085264139652e-06
Position 141: 4.95253965699335e-06
Position 1340: 4.446760995308046e-06
Position 1014: 3.7059124478028834e-06
Position 277: 3.5505597781144426e-06
Position 489: 3.529351331397808e-06
Position 2370: 2.2995031804066667e-06
Position 182: 2.0867050366965147e-06
Position 2110: 1.5333535431034612e-06
Position 2159: 1.2023368320957203e-06
Position 1955: 9.405510294320168e-07
Position 1323: 9.171159064449184e-07
Position 2142: 8.946533610012413e-07
Position 1395: 6.6517326351568045e-09
Position 1812: 4.327708470327263e-09
Position 1779: 4.239579458145353e-09
Position 115: 3.5607062454063218e-09
Position 109: 1.0814970718669206e-09
Position 235: 8.213471980604575e-10
Position 317: 4.6269062903980807e-10
Position 279: 3.9927274768587306e-10
Position 511: 2.451240378566918e-10
Position 38: 2.2588686621497516e-10
Position 433: 1.5034797267346814e-10
Position 854: 1.460810316430707e-10
Position 708: 1.2991944984798117e-10
Position 1133: 1.178238293771266e-10
Position 68: 4.31030646946979e-11
Position 503: 3.937395434739797e-11
Position 1141: 3.905259302084634e-11
Position 805: 3.337729419949688e-11
Position 453: 3.2871207202318165e-11
Position 1534: 1.9119467784071177e-11
Position 396: 1.3714135408386522e-11
Position 16: 1.2650122340693644e-11
Position 817: 1.2555018158634904e-11
Position 445: 1.216456502761264e-11
Position 1370: 1.2129938876173083e-11
Position 509: 8.818190585995411e-12
Position 1474: 4.772190093929621e-12
Position 1360: 4.237287775898445e-12
Position 493: 3.544071721280313e-12
Position 458: 3.1746914721810756e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19269: 0.9959960706738062
Position 24879: 0.866742731446036
Position 24541: 0.7852003556628147
Position 15908: 0.6944915394106979
Position 19139: 0.544242780638802
Position 5865: 0.4690142094494443
Position 7080: 0.3959904088319983
Position 25399: 0.3656848306444516
Position 10442: 0.31117249647135614
Position 20050: 0.3110850484268908
Position 9504: 0.2702481051602298
Position 4251: 0.24172650850483066
Position 9301: 0.22416765493984472
Position 13308: 0.19191807733685576
Position 12675: 0.17631111805219948
Position 14775: 0.1537375559690346
Position 13948: 0.12518518710907
Position 13951: 0.1207757344321553
Position 20493: 0.11794714538133129
Position 7742: 0.11435485987241621
Position 13957: 0.10961879216825537
Position 13954: 0.10701291826071771
Position 13945: 0.10591470185611399
Position 25142: 0.1029224387783767
Position 24513: 0.08843685282897491
Position 9402: 0.07795131940444226
Position 25718: 0.07406515682988704
Position 21391: 0.06497999504855172
Position 1634: 0.06117775235903418
Position 25546: 0.05153928450737049
Position 24357: 0.051253870005018146
Position 15101: 0.04568044742522253
Position 2697: 0.04334820173689068
Position 25316: 0.04174571497771101
Position 26031: 0.04087096759573696
Position 4771: 0.04070043168163607
Position 11187: 0.040380510559114534
Position 25094: 0.03901470493008189
Position 5779: 0.029121926809925015
Position 6839: 0.025337707712687008
Position 7048: 0.02473026732912241
Position 5753: 0.022107932519885295
Position 4786: 0.021210203155922362
Position 20085: 0.019037624360813334
Position 7481: 0.018409624595654848
Position 5919: 0.01740248953907409
Position 4085: 0.016691696993622756
Position 22878: 0.01644501615684364
Position 6968: 0.01618238478101321
Position 5104: 0.015793369820529677
Position 7093: 0.014456531455449064
Position 4345: 0.014359074876641485
Position 2244: 0.014346306510973338
Position 5441: 0.014064333518762635
Position 4718: 0.013863247809846832
Position 6948: 0.01368768634171631
Position 26307: 0.013208413445851361
Position 24216: 0.01320050289826434
Position 4012: 0.012373741712988962
Position 2744: 0.011844572681752293
Position 4165: 0.010476101321116949
Position 7908: 0.010269679535839312
Position 1732: 0.009937000766286301
Position 2187: 0.00955478443232681
Position 12184: 0.008185438711391218
Position 21218: 0.007660344200712282
Position 9245: 0.007646219517911784
Position 9267: 0.0074741640553206675
Position 20342: 0.006549695100823257
Position 25070: 0.005921014679631419
Position 5172: 0.00550459840169973
Position 4298: 0.005203122705642267
Position 5680: 0.00472267413751834
Position 24786: 0.004168703174501971
Position 2248: 0.00353929875406959
Position 5533: 0.0032699412032253785
Position 25963: 0.0031553664091323328
Position 4103: 0.002893081341921684
Position 2202: 0.002883636867423593
Position 19656: 0.0027015034347380312
Position 25666: 0.0026985241572449114
Position 25646: 0.0026233042430569534
Position 9221: 0.0025311893482540936
Position 25026: 0.002513453242629666
Position 25336: 0.0024918194833406446
Position 21913: 0.002000311405746025
Position 12247: 0.001752468044946989
Position 25329: 0.0015216408452511797
Position 22917: 0.001511116790141554
Position 5728: 0.0012779406878095317
Position 10303: 0.001085870278011024
Position 26358: 0.0010436779216547194
Position 1445: 0.0010226458562276027
Position 4029: 0.0009953066999795735
Position 4515: 0.000928805189233429
Position 1645: 0.0008382833756743758
Position 2483: 0.0008178729458926848
Position 5485: 0.0007971276458205924
Position 26287: 0.0007861922917230197
Position 5150: 0.0007554281045346448
Position 2275: 0.0007365797173584266
Position 25440: 0.0007295266713642507
Position 2272: 0.0007290377496073206
Position 19706: 0.000728129286141345
Position 21001: 0.0007007770162880659
Position 5922: 0.0007003032663147799
Position 4935: 0.0006784113230791934
Position 24895: 0.0006647321477937281
Position 5056: 0.0006628243245379205
Position 7700: 0.0005894402077556994
Position 2532: 0.000546308210927377
Position 1232: 0.0005318201309949558
Position 1760: 0.000525421911063436
Position 1460: 0.00048654412630168184
Position 11083: 0.0004526207204776893
Position 1553: 0.00042118752891826233
Position 26155: 0.00039693113011610116
Position 4895: 0.0003780691525411674
Position 1395: 0.0003619208022517407
Position 1901: 0.00030259761789176926
Position 2146: 0.0002955190722491116
Position 2717: 0.00028701476751770617
Position 1506: 0.00026932347572050067
Position 1300: 0.0002686443416991363
Position 3967: 0.0002552139779161979
Position 2174: 0.0002505469268996656
Position 1655: 0.00024937499162748663
Position 1588: 0.00021615020954792062
Position 5293: 0.00019392421410998917
Position 1370: 0.00018583369979965726
Position 4845: 0.00018306879932633596
Position 2805: 0.00013830706604085782
Position 1239: 0.00013730292431668968
Position 2628: 0.00013710755015482358
Position 1430: 0.00013350852544429014
Position 1678: 0.0001313683603299593
Position 1671: 0.0001259441645511247
Position 24707: 0.0001008656931622109
Position 4032: 9.574471508198365e-05
Position 2093: 9.244263004032114e-05
Position 1343: 8.983003836962762e-05
Position 21503: 8.93107420661563e-05
Position 1268: 8.31321731164779e-05
Position 3896: 8.111188545776007e-05
Position 1669: 7.38366815481896e-05
Position 2017: 6.706384679607028e-05
Position 2494: 6.267816324945132e-05
Position 2678: 6.216829728725921e-05
Position 23229: 4.7470290749815186e-05
Position 23145: 4.405049337717562e-05
Position 1597: 3.734902103340904e-05
Position 2451: 3.207004403299725e-05
Position 286: 2.932697681697977e-05
Position 1305: 2.5397519780720948e-05
Position 2336: 1.6020670485372957e-05
Position 6461: 1.5190348607469496e-05
Position 1522: 1.3766906203917351e-05
Position 2150: 1.1527655139896629e-05
Position 2038: 1.1429498293552462e-05
Position 2702: 1.0658146628439181e-05
Position 296: 9.87864978198301e-06
Position 2782: 9.802649952894538e-06
Position 216: 9.653970685356193e-06
Position 1117: 9.177141574570806e-06
Position 1218: 8.665437916790654e-06
Position 191: 7.953465415037405e-06
Position 1253: 7.92706939107476e-06
Position 2251: 6.94870939391459e-06
Position 1447: 6.700297883006684e-06
Position 2657: 5.947765027358291e-06
Position 3710: 5.290113735784456e-06
Position 937: 5.257509077450527e-06
Position 277: 4.595046193194654e-06
Position 231: 4.560798750349604e-06
Position 6542: 4.153795579955894e-06
Position 182: 3.12714740916136e-06
Position 1467: 3.044266438479258e-06
Position 333: 2.9159390922773616e-06
Position 473: 2.291792145834489e-06
Position 340: 2.2026571131535407e-06
Position 1915: 1.788200052946505e-06
Position 1141: 1.7249608423948362e-06
Position 1941: 1.4484559846702523e-06
Position 433: 1.184158476066491e-06
Position 506: 1.1148346597791049e-06
Position 390: 1.070407612966042e-06
Position 209: 9.760391470239912e-07
Position 2050: 8.683847867816256e-07
Position 175: 8.567661238733486e-07
Position 2455: 5.504911819654117e-07
Position 348: 3.842591912827699e-07
Position 1680: 2.7169742841773406e-07
Position 901: 2.5694244616287496e-07
Position 1043: 2.562481549346985e-07
Position 2277: 2.5317420654326903e-07
Position 2345: 2.474112650608456e-07
Position 1311: 2.2844178355463893e-07
Position 241: 2.257437869771327e-07
Position 2209: 2.1422198337449567e-07
Position 1336: 2.082207222091666e-07
Position 1741: 2.0593873354728256e-07
Position 2591: 1.9639758006504876e-07
Position 975: 1.7242197877335308e-07
Position 2129: 1.7131211876665783e-07
Position 409: 1.5781322556814966e-07
Position 343: 1.5481785771332725e-07
Position 1276: 1.4567614594949313e-07
Position 1746: 1.4426475857692076e-07
Position 2364: 1.2794754191243803e-07
Position 1248: 1.1327110075739382e-07
Position 441: 7.102951416212902e-08
Position 1796: 4.086244417768354e-08
Position 795: 2.366873427019688e-08
Position 1119: 1.8542465412674122e-08
Position 363: 1.197486486290343e-08
Position 1122: 4.6313290623358306e-09
Position 3383: 6.907600859077857e-10
Position 1560: 4.059099877411824e-10
Position 758: 2.7657619522514124e-10
Position 767: 1.19239535570799e-10
Position 1171: 8.219209506525721e-11
Position 393: 5.862996649290849e-11
Position 843: 5.4109284576326086e-11
Position 514: 4.81190158704567e-11
Position 1028: 4.7412979839727425e-11
Position 805: 3.893678494159222e-11
Position 1420: 4.855458392304215e-13
Position 1278: 2.7030600195506273e-13
Position 943: 1.7936483354662198e-13
Position 225: 1.5857413034799497e-13
Position 828: 1.523917198709271e-13
Position 487: 1.3776663262694826e-13
