Gene = Polg
index = 831
Annotated 5SS: [  293  1759  4665  5847  6100  6305  6674  6926  7189  8189  9655  9928
 10322 10928 11552 11769 12324 12658 14256 14503 14821 15878]
Annotated 3SS: [  990  4468  5681  5952  6224  6490  6776  7061  7951  9533  9849 10213
 10766 11497 11650 12187 12410 14132 14333 14611 15716 16324]
SMsplice 5SS: [ 1759  4665  5847  6100  6305  6674  6926  7189  8189 10322 10928 11769
 12324 12658 14256 14503 14821 15249]
SMsplice 3SS: [ 4468  5681  5952  6224  6490  6776  7061  7951 10173 10766 11650 12187
 12410 14132 14333 14733 15121 16324]
top_k =  1000
Partition function (log Z): 31.768807271999478

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.997132800011687
Position 14821: 0.9809563919803533
Position 7189: 0.9635731071461427
Position 6926: 0.8695732890323854
Position 4665: 0.8695577554396884
Position 6305: 0.8553066045273475
Position 10928: 0.8514655797695198
Position 12324: 0.8215154319261941
Position 10322: 0.8157381313249352
Position 6674: 0.78189221997058
Position 12658: 0.7500808719548141
Position 8189: 0.7499534787329708
Position 6100: 0.7375999931129457
Position 15249: 0.7219534874852477
Position 14503: 0.6936584036799928
Position 11769: 0.6617782003370402
Position 14256: 0.637069325878261
Position 1759: 0.507926080465146
Position 15878: 0.4568780040011476
Position 9655: 0.41405285811631676
Position 16917: 0.4112475006488717
Position 2101: 0.3414508644702472
Position 13038: 0.2745971384533795
Position 11552: 0.24632968613669845
Position 6131: 0.24535903614890792
Position 293: 0.21326718208176468
Position 14153: 0.18082773598115262
Position 2580: 0.1735269720760703
Position 15691: 0.15829540465310432
Position 9122: 0.15814485097858713
Position 9601: 0.13254366720567085
Position 936: 0.12398165709125734
Position 11367: 0.1232736139719558
Position 11700: 0.12138650940331172
Position 9506: 0.11503630829777303
Position 10855: 0.11048983806267507
Position 9928: 0.10579175040643404
Position 7868: 0.10465923432797493
Position 16456: 0.09308836619190633
Position 1366: 0.09253408351451457
Position 12004: 0.09140040212129978
Position 11938: 0.08561289617030374
Position 1630: 0.08539517494979439
Position 6370: 0.07622834758232531
Position 781: 0.07534359335979458
Position 6682: 0.07284862630718505
Position 14579: 0.0699984748857901
Position 6652: 0.06527917490375973
Position 4670: 0.0630760638782317
Position 9257: 0.062093743912140564
Position 11758: 0.061221575802862395
Position 16609: 0.060356727690239004
Position 11525: 0.0579241322252728
Position 3573: 0.05606629447543579
Position 8356: 0.0538457947717726
Position 1016: 0.052673511241082695
Position 16414: 0.05227409614578886
Position 6719: 0.04858682840405158
Position 4947: 0.04813309991248894
Position 3098: 0.042777831092486875
Position 5234: 0.04114611189209692
Position 14539: 0.03968995460646888
Position 14133: 0.03781823606516287
Position 14531: 0.037130211354222585
Position 4601: 0.03364927862041179
Position 15305: 0.033337025369757606
Position 823: 0.032608072967799114
Position 11744: 0.03124318040417369
Position 11856: 0.031143187738905807
Position 14071: 0.02866766176555864
Position 2051: 0.027729820675314917
Position 460: 0.02726751072385486
Position 4700: 0.025485426676594498
Position 946: 0.024436931189272666
Position 242: 0.024222669283651712
Position 6850: 0.023312456893615455
Position 12334: 0.023031718517361233
Position 3077: 0.022909994172602925
Position 16450: 0.021956649933163704
Position 16645: 0.02153878903936087
Position 11813: 0.02017555152995005
Position 1175: 0.01877210518802324
Position 664: 0.018497979772603416
Position 121: 0.01848002642917104
Position 15459: 0.017531433162539783
Position 2212: 0.016711211138147535
Position 10327: 0.016231598988689106
Position 11703: 0.015613791498190222
Position 454: 0.015097701365049584
Position 4365: 0.014807687130065335
Position 14759: 0.014428559943285709
Position 17044: 0.013002173805396606
Position 16559: 0.01226762596947166
Position 718: 0.011899244365698279
Position 14356: 0.011879589945581706
Position 1700: 0.011736732122438974
Position 11116: 0.01135839882287811
Position 10771: 0.011321746392120857
Position 13070: 0.011253531547263319
Position 16066: 0.010854085111991738
Position 9370: 0.010613651965785967
Position 2727: 0.010156163666472895
Position 12197: 0.009360717529349126
Position 7858: 0.009304895026336355
Position 9131: 0.009151313824234297
Position 9962: 0.008981063449075462
Position 6333: 0.008826185010382168
Position 2768: 0.008610838254738127
Position 11511: 0.008608166131162219
Position 2044: 0.008431828764574843
Position 12631: 0.007779308544969314
Position 13657: 0.0075661860821212455
Position 5239: 0.007292922209878548
Position 13301: 0.007281803689202625
Position 140: 0.007237569964194956
Position 15009: 0.007102861733957612
Position 8323: 0.007086594799473401
Position 15020: 0.007033516482068459
Position 2130: 0.006857602828153074
Position 690: 0.006667631362387499
Position 12204: 0.006587771550990446
Position 13232: 0.0064164505812908754
Position 17284: 0.006408362189916978
Position 765: 0.00634105390311165
Position 16764: 0.006233303904976677
Position 11268: 0.005745931100600629
Position 16325: 0.005285154100784413
Position 1907: 0.005227496413821424
Position 17507: 0.005206097196180629
Position 18761: 0.005074584395533965
Position 11362: 0.004631927162584671
Position 6159: 0.00442113071174283
Position 10921: 0.0043938092489595884
Position 14967: 0.004266552725070044
Position 9674: 0.0041484132103425135
Position 11725: 0.003649496228638552
Position 573: 0.003540935636217802
Position 11170: 0.0035109400609784638
Position 173: 0.003364160825494457
Position 1190: 0.003294485654717814
Position 11557: 0.003047401535636022
Position 7426: 0.002980763927408503
Position 13285: 0.0029547434417230615
Position 8654: 0.002882630974635092
Position 3762: 0.0028769823446587245
Position 3540: 0.0027822620205103237
Position 14272: 0.0027626215580257947
Position 835: 0.0026788530311573837
Position 5534: 0.0026637418984179614
Position 16419: 0.002620642444845703
Position 6709: 0.002508554993075892
Position 4859: 0.0024191715066964976
Position 6656: 0.0023313974407760322
Position 6337: 0.0022737206211491372
Position 4951: 0.002233540733845062
Position 11081: 0.002088814569741136
Position 10174: 0.0020836622792224676
Position 4608: 0.0020787159778757696
Position 6105: 0.00205535756482515
Position 17258: 0.0020460533359737835
Position 6955: 0.0019767625226881705
Position 493: 0.0019430259924447927
Position 7345: 0.001917992650198404
Position 11303: 0.0018940588978441535
Position 34: 0.0018913336040410596
Position 8245: 0.001854773815817773
Position 5178: 0.0018271381466849102
Position 15446: 0.001802582396931703
Position 534: 0.0017642193136330085
Position 6623: 0.0017306972723742492
Position 2119: 0.0017106423418755097
Position 10861: 0.001702334200242579
Position 239: 0.0016417984159370225
Position 4871: 0.0016410605148135325
Position 7697: 0.001618536744192732
Position 17305: 0.0016104047860056759
Position 959: 0.0016000678728401566
Position 8250: 0.0015220436401741752
Position 254: 0.001489129004674936
Position 10280: 0.0014677205480848972
Position 10249: 0.0014460202464786605
Position 8031: 0.001428817888851094
Position 15208: 0.0014227741705909013
