Gene = Cd3eap
index = 238
Annotated 5SS: [ 94 392]
Annotated 3SS: [ 249 1464]
SMsplice 5SS: [  94  392 1601]
SMsplice 3SS: [ 249 1464 1696]
top_k =  1000
Partition function (log Z): -2.0853501233195537

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9878192620404423
Position 94: 0.8476915939768136
Position 1605: 0.3478612816814095
Position 177: 0.09832368841916421
Position 1845: 0.07454481876309847
Position 1544: 0.06572989676220165
Position 79: 0.034024653116376265
Position 1788: 0.032893826929664215
Position 2069: 0.016584634511880247
Position 138: 0.011116732090656993
Position 1928: 0.009004266310619857
Position 1807: 0.008382622592635973
Position 1833: 0.005385771234529869
Position 1951: 0.005249307767943704
Position 144: 0.00435334544475478
Position 1917: 0.003367741125073623
Position 764: 0.002993157631927406
Position 337: 0.002590905911982344
Position 2181: 0.0019906011723991803
Position 2408: 0.0018458945628844075
Position 44: 0.001562003558190608
Position 776: 0.0012671794701822488
Position 1901: 0.0009998351453935175
Position 155: 0.0008294758442577776
Position 699: 0.0007622668470080777
Position 113: 0.0007449145719408071
Position 2412: 0.0006680314564990079
Position 2207: 0.0005970071814197296
Position 1350: 0.0005313466416000788
Position 1166: 0.0004867513831628391
Position 24: 0.0002872492873699514
Position 1000: 0.00020760547265928452
Position 1435: 0.00019624870013586963
Position 1190: 0.0001806363937006889
Position 1557: 0.00016365139847186473
Position 1287: 0.0001561613962932666
Position 1320: 0.00015142008867292798
Position 896: 0.000147549739374074
Position 1877: 0.00014136551599249064
Position 98: 7.775565343297912e-05
Position 1635: 5.898917878509273e-05
Position 398: 4.733699158468586e-05
Position 192: 3.8352860837129744e-05
Position 1003: 3.6916813919134324e-05
Position 471: 3.672065132406883e-05
Position 250: 2.7213108033986374e-05
Position 51: 2.1206455833631905e-05
Position 675: 1.9612054342470697e-05
Position 21: 1.4868364062086908e-05
Position 204: 1.3935692595326449e-05
Position 396: 1.1737272281756288e-05
Position 770: 1.1050129859535547e-05
Position 1172: 1.1038703814940088e-05
Position 740: 1.0505619036564876e-05
Position 353: 9.822959685913185e-06
Position 1252: 8.520096491463128e-06
Position 1659: 8.242916589467163e-06
Position 893: 7.478454413490749e-06
Position 1685: 7.3404384255173576e-06
Position 977: 6.831092008985114e-06
Position 808: 6.819819509633949e-06
Position 909: 6.5329850995657064e-06
Position 1505: 5.2280459728019e-06
Position 768: 4.53815307787396e-06
Position 1710: 4.211111259423932e-06
Position 290: 2.9985576420123348e-06
Position 313: 2.9459669858996327e-06
Position 749: 2.9291746339730723e-06
Position 1295: 2.631107365659478e-06
Position 1094: 2.5266033021901657e-06
Position 841: 2.52479838433734e-06
Position 852: 2.3346397781373885e-06
Position 260: 2.291527111158922e-06
Position 886: 1.850331801897011e-06
Position 33: 1.751618452896506e-06
Position 1775: 1.6183709489678068e-06
Position 945: 1.6001110901094063e-06
Position 607: 1.5128212347976955e-06
Position 620: 1.2603113913638665e-06
Position 792: 1.2189904535734041e-06
Position 1222: 1.2065991455851094e-06
Position 784: 9.173778201722752e-07
Position 526: 9.108046657902124e-07
Position 1481: 8.691802182456295e-07
Position 464: 6.707732427112022e-07
Position 712: 6.553285678461509e-07
Position 238: 4.3407635391330336e-07
Position 871: 3.587771752301829e-07
Position 689: 3.0198244630294434e-07
Position 516: 2.9835589879768055e-07
Position 1387: 2.402836398666402e-07
Position 819: 2.1724518808493475e-07
