Gene = Erich4
index = 386
Annotated 5SS: [230]
Annotated 3SS: [591]
SMsplice 5SS: [485]
SMsplice 3SS: [591]
top_k =  1000
Partition function (log Z): -6.834226007979529

Sorted 5' Splice Sites (High to Low Probability):
Position 485: 0.7683685818478592
Position 230: 0.1890741789837568
Position 156: 0.07366363289462434
Position 830: 0.034911169506531496
Position 290: 0.015672902426237065
Position 1122: 0.003590063009348032
Position 64: 0.002601325483136506
Position 676: 0.002007515918330147
Position 131: 0.0016973835032603596
Position 108: 0.0013246420284199897
Position 47: 0.0007991546921212578
Position 966: 0.0007142697328190289
Position 234: 0.0004815479514196997
Position 327: 0.00046057911424457053
Position 68: 0.00037182182097888767
Position 358: 0.00033776629728339823
Position 274: 0.00020547241505235043
Position 296: 0.00017771258822187812
Position 1106: 0.000148846198236351
Position 99: 0.0001431042274060252
Position 773: 0.0001022935123669751
Position 192: 9.993195932280302e-05
Position 1079: 8.14340814077182e-05
Position 953: 5.944557907105874e-05
Position 362: 5.782552003165489e-05
Position 613: 4.247419340832288e-05
Position 635: 3.814163559695321e-05
Position 730: 3.551510885722487e-05
Position 169: 3.0635791456903806e-05
Position 901: 2.982911189225709e-05
Position 1140: 2.1337284518693723e-05
Position 928: 1.7109502432272844e-05
Position 8: 1.3450058482725439e-05
Position 40: 8.570026017501302e-06
Position 607: 7.390660897426789e-06
Position 728: 4.5510008062213855e-06
Position 1163: 2.225142955997931e-06
Position 1044: 1.881348991521341e-06
Position 633: 1.2632220087992857e-06
Position 621: 4.6080177897391784e-07
Position 572: 4.154729543504733e-08
Position 958: 5.202006575460091e-10
Position 556: 4.199078420716593e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 591: 0.9763154425626275
Position 1015: 0.028369729249228325
Position 375: 0.026374267332766297
Position 325: 0.010523199799365874
Position 377: 0.004018662067888268
Position 915: 0.0039204512337317286
Position 702: 0.0038582815375860216
Position 401: 0.00361811616865665
Position 630: 0.0026678111362519715
Position 1017: 0.002553610959666835
Position 1228: 0.002446054932282195
Position 700: 0.002402903108048527
Position 289: 0.0021688217494349213
Position 310: 0.0019893020513138964
Position 696: 0.0019079906153454853
Position 965: 0.0018643696087250025
Position 1043: 0.0018056519014309476
Position 1026: 0.0014314089682545097
Position 336: 0.0013978684512766506
Position 1214: 0.001252623899354763
Position 293: 0.0011935626273439593
Position 1205: 0.0011447830343904344
Position 745: 0.0010753559265617193
Position 1078: 0.0010640407159176546
Position 350: 0.0009404427538072284
Position 691: 0.0006872957026635051
Position 419: 0.0006425338086432837
Position 977: 0.0005670604392842578
Position 899: 0.0005597765400451902
