Gene = Rfxap
index = 900
Annotated 5SS: [ 477 2316]
Annotated 3SS: [2207 3099]
SMsplice 5SS: [ 477 2316]
SMsplice 3SS: [2207 3099]
top_k =  1000
Partition function (log Z): -7.006893261112261

Sorted 5' Splice Sites (High to Low Probability):
Position 477: 0.9242770558756788
Position 2316: 0.8264528584301781
Position 1924: 0.10504820740823498
Position 1775: 0.07336950218211903
Position 305: 0.05516666121662359
Position 2677: 0.024593373759081372
Position 2725: 0.01558851348106596
Position 1289: 0.013607535855666753
Position 66: 0.005917039349496141
Position 1437: 0.004905962284912587
Position 2995: 0.0037503296925045252
Position 78: 0.0037267902868683167
Position 2922: 0.003705752310907449
Position 1542: 0.0033553203591855526
Position 336: 0.003124574811454488
Position 1259: 0.0028902182786703307
Position 595: 0.002859135826863421
Position 136: 0.002633187720450646
Position 1218: 0.0019374545136157273
Position 72: 0.0018420372629426099
Position 223: 0.001491950663650182
Position 687: 0.0013169700242687506
Position 443: 0.001005852142753531
Position 1383: 0.0009743256708577737
Position 862: 0.0009177307228217447
Position 532: 0.0008948443820007751
Position 398: 0.0008730821470799739
Position 955: 0.000841310417894736
Position 2015: 0.0007593348689951776
Position 667: 0.0007357583062552488
Position 2536: 0.000664600399786289
Position 2553: 0.0006153324898642569
Position 2900: 0.0006128527173697807
Position 854: 0.0005236543666837049
Position 2260: 0.00046045463011307815
Position 2852: 0.0004233347339144415
Position 2181: 0.00039674182611886005
Position 1233: 0.0003477364036886673
Position 1252: 0.0003433923234083686
Position 678: 0.0003365468321282715
Position 1628: 0.0002965262057634999
Position 1870: 0.0002324451589857285
Position 748: 0.00018239556979196526
Position 2548: 0.00018134428378192833
Position 950: 0.00017238924539975724
Position 265: 0.0001587546469390606
Position 850: 0.00013899345149273674
Position 2295: 0.00013695408174204532
Position 1552: 0.00011486774061368934
Position 1263: 0.00011383169105161177
Position 386: 0.00011018602486176329
Position 3023: 9.626200421306996e-05
Position 1163: 9.117487874367554e-05
Position 2320: 8.650212017880184e-05
Position 2345: 8.218493409396213e-05
Position 1760: 7.830454727164298e-05
Position 2477: 7.382043963203425e-05
Position 795: 7.307171557866e-05
Position 2057: 7.076372553393e-05
Position 465: 5.56102301564256e-05
Position 517: 5.21193351890568e-05
Position 2138: 5.141479351616937e-05
Position 971: 5.005291459596823e-05
Position 1729: 5.00297708233485e-05
Position 884: 4.7147286786024407e-05
Position 2297: 3.201921620392146e-05
Position 2326: 2.3792206554280785e-05
Position 3021: 1.6681886142955176e-05
Position 2334: 1.2523824484881533e-05
Position 2592: 1.2509545096392887e-05
Position 1050: 1.9435194677406356e-06
Position 362: 1.7205675122919684e-06
Position 1786: 1.6331371103301832e-06
Position 1009: 1.6252858470388379e-06
Position 615: 1.3291454664320582e-06
Position 46: 1.0904905444308806e-06
Position 1387: 6.087801475708175e-07
Position 1074: 4.281225724297012e-07
Position 819: 4.2395847084877106e-07
Position 1043: 3.9705771076078185e-07
Position 671: 3.6686336840031336e-07
Position 2163: 3.588026148866388e-07
Position 1110: 2.379240921182679e-07
Position 15: 1.8106414510553581e-07
Position 781: 1.624669413286295e-07
Position 751: 1.367672193814591e-07
Position 1275: 1.0092461875100187e-07
Position 545: 4.050133803135908e-08
Position 631: 2.3254824708177833e-08
Position 629: 7.600218215141121e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2207: 0.7119402044912599
Position 3099: 0.40323829893663193
Position 2386: 0.26771774728448267
Position 2768: 0.13892110058806942
Position 2077: 0.09518318465457974
Position 2243: 0.05575331218137645
Position 2369: 0.0377295232586429
Position 1662: 0.03598986771606194
Position 2454: 0.028207516135897764
Position 1907: 0.027602696815418905
Position 1627: 0.026682500427131897
Position 1836: 0.02618439472165473
Position 1839: 0.025744024949266933
Position 1774: 0.022433437120658265
Position 1169: 0.018432789283275203
Position 2794: 0.015986317556260773
Position 2811: 0.013407575762516206
Position 2951: 0.010348677848524366
Position 709: 0.00780389081889169
Position 3138: 0.007359572740942719
Position 1459: 0.006987010623177423
Position 574: 0.006718988650578442
Position 1736: 0.006419290980995398
Position 2613: 0.006092551316560503
Position 1952: 0.005874670061731238
Position 2528: 0.005597447278974219
Position 1188: 0.005098437988306001
Position 1689: 0.005085780566847091
Position 2969: 0.00421021724844265
Position 1640: 0.0038460919205063073
Position 2097: 0.0034856102246117234
Position 2848: 0.003206598961858398
Position 2250: 0.003025025156350897
Position 2212: 0.002841100207508062
Position 1436: 0.0024164877314256346
Position 1340: 0.002346171646953512
Position 2089: 0.002331744514093762
Position 1703: 0.0022819738932957512
Position 2657: 0.0020762270808048753
Position 2510: 0.0016061531353637353
Position 1797: 0.0015492419768486612
Position 2748: 0.0014980072735969632
Position 1676: 0.0014461041011386876
Position 2893: 0.0014205890471898413
Position 1800: 0.0014130683638641937
Position 3141: 0.0013982812239871645
Position 1859: 0.0013686546450918827
Position 983: 0.0013197769882935468
Position 2740: 0.0013076894115008713
Position 1412: 0.0012298585792683355
Position 954: 0.0011463029261148013
Position 3050: 0.0011413754916068876
Position 3113: 0.001098553727857878
Position 371: 0.0009349035872965728
Position 1613: 0.0008493185467242687
Position 2582: 0.0008343443625718668
Position 383: 0.000774019702031738
Position 913: 0.0007344487979121941
Position 2245: 0.000732433116363165
Position 2122: 0.0006401743806893476
Position 331: 0.000639886943161752
Position 1843: 0.0006220525071216004
Position 615: 0.0006134673548142985
Position 1716: 0.000567759633714623
Position 2626: 0.0005448531840284139
Position 392: 0.000526329502563263
Position 2340: 0.0005017228774590492
Position 1353: 0.0004891095065166529
Position 2472: 0.0004589816792008458
Position 2979: 0.0003895494201289401
Position 1268: 0.00037846405744817416
Position 164: 0.00036291536163929057
Position 2057: 0.0003245057421109832
Position 861: 0.0003051435205007608
Position 398: 0.0002897380415251082
Position 1923: 0.00027901772538702454
Position 3162: 0.00025240887169339723
Position 1120: 0.0002452180047807274
Position 3110: 0.0002443401513411021
Position 795: 0.00024361527752007772
Position 884: 0.00022689704732172878
Position 1371: 0.0002225034512272515
Position 3150: 0.00022138361990307512
Position 1053: 0.00021442130727518564
Position 555: 0.00020645063747780124
Position 2115: 0.00020484755426781627
Position 1071: 0.0001793318436107464
Position 1916: 0.00017593790511381677
Position 454: 0.0001706836555396616
Position 3147: 0.00016756803229396315
Position 283: 0.0001628870783702218
Position 2729: 0.00016078952396721973
Position 2289: 0.0001567566019642388
Position 1287: 0.00015553860352140366
Position 761: 0.00015522978575908998
Position 2590: 0.00015503632237477154
Position 368: 0.000145756293219318
Position 3144: 0.0001424934461085788
Position 2900: 0.0001420942295393481
Position 1786: 0.00013839701586028085
Position 1803: 0.0001374309700880911
Position 2826: 0.00012130954278297297
Position 543: 0.00012004257165671883
Position 2460: 0.00011590896099684177
Position 335: 0.00011141561533729929
Position 1552: 0.0001113890642037049
Position 1421: 0.00010941688812081516
Position 248: 0.00010403537007701264
Position 150: 0.00010037839387627135
Position 1086: 9.832351464103996e-05
Position 2044: 9.801498847276194e-05
Position 2118: 9.630621670625797e-05
Position 1110: 9.426806927033646e-05
Position 1530: 8.981433396088586e-05
Position 347: 8.603037581185233e-05
Position 847: 7.968772363523725e-05
Position 2984: 7.655585618237362e-05
Position 140: 7.336982649719425e-05
Position 1587: 6.919203101307435e-05
Position 1074: 6.873286844465261e-05
Position 594: 6.849347777044277e-05
Position 2558: 6.825172428033545e-05
Position 276: 6.334317974345828e-05
Position 3129: 6.185090376879679e-05
