Gene = Ric3
index = 901
Annotated 5SS: [  169 25549 26588 28967 35381]
Annotated 3SS: [25321 26514 28872 35234 44447]
SMsplice 5SS: [  169 16920 25549 26588 28967 35381]
SMsplice 3SS: [16879 25321 26514 28872 35237 44447]
top_k =  1000
Partition function (log Z): -30.370777376589203

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9753944500382203
Position 2157: 0.43007247801630616
Position 2371: 0.3708958307322435
Position 766: 0.25263938738737945
Position 1601: 0.23036728417823282
Position 1202: 0.1674033380765027
Position 2380: 0.04086247689475563
Position 1286: 0.03835382497062648
Position 5731: 0.0379357108516918
Position 35: 0.03459210536514654
Position 1029: 0.020456440216795345
Position 6805: 0.018808342746838406
Position 582: 0.016790658459345312
Position 4258: 0.016240257416893493
Position 985: 0.01590382592608988
Position 3643: 0.013121206723004878
Position 3434: 0.011306281338566142
Position 1458: 0.007092882417306159
Position 2447: 0.006798188439381241
Position 3665: 0.0043898711410357396
Position 3877: 0.003397861324773798
Position 877: 0.003177835866748693
Position 510: 0.0028714068777337177
Position 2338: 0.002299921429170711
Position 3905: 0.0021761755197616675
Position 792: 0.0018391877974223763
Position 60: 0.0016453474888376391
Position 285: 0.0009959622266162145
Position 757: 0.0007679005418839007
Position 281: 0.0007637906813962626
Position 2273: 0.0005240463087329416
Position 779: 0.0005045730170969714
Position 2394: 0.0004053473278662199
Position 1117: 0.00038960808089082366
Position 4221: 0.00034361135259293197
Position 13: 0.0003250727538104342
Position 3667: 0.0003230698390909876
Position 4009: 0.00026912784790526567
Position 1990: 0.00026105497342859667
Position 696: 0.000208379765590308
Position 2419: 0.0001824222535359842
Position 240: 0.0001733687335127411
Position 1013: 0.00014773048026846716
Position 1033: 0.00011517705939740905
Position 206: 9.864121883149305e-05
Position 2165: 7.673234724040038e-05
Position 848: 6.882968046745772e-05
Position 817: 5.9916110293092585e-05
Position 1626: 5.897143608935104e-05
Position 1936: 5.6342009182998136e-05
Position 1616: 4.938309843591744e-05
Position 50: 4.671845795444286e-05
Position 596: 3.9856679079701555e-05
Position 745: 3.638122187311632e-05
Position 329: 3.34719071564982e-05
Position 2192: 3.208680616464747e-05
Position 90: 3.170975645983964e-05
Position 821: 2.995337213123258e-05
Position 797: 2.2339831522623188e-05
Position 852: 2.204070158418428e-05
Position 507: 2.1111461198076645e-05
Position 2340: 1.925195832630541e-05
Position 209: 1.8591578474639415e-05
Position 520: 1.8409774572639897e-05
Position 289: 1.5781381297076832e-05
Position 748: 1.3957237370131726e-05
Position 27: 1.1668235554265369e-05
Position 774: 8.646274209616542e-06
