Gene = Ncstn
index = 734
Annotated 5SS: [  195  1584  7391  7881  8523 10019 10330 10675 11331 11545 12820 14034
 14234 14610 15007 15465]
Annotated 3SS: [ 1478  7266  7758  8376  9867 10219 10521 11225 11466 12646 13930 14137
 14521 14851 15251 15998]
SMsplice 5SS: [  195  1584  7170  7391  7881  8523 10019 10330 10675 11331 11545 12820
 14034 14234 15007 15465]
SMsplice 3SS: [ 1478  7054  7266  7758  8376  9933 10188 10521 11225 11466 12646 13930
 14137 14851 15251 15566]
top_k =  1000
Partition function (log Z): 29.792018490644097

Sorted 5' Splice Sites (High to Low Probability):
Position 11331: 0.9945628162331899
Position 12820: 0.9938510370441079
Position 7391: 0.9858882262726594
Position 8523: 0.9790729038596192
Position 15465: 0.9735968134679321
Position 195: 0.9635213307161137
Position 7881: 0.9586417432922355
Position 14234: 0.9472795141465221
Position 14034: 0.9363642310161755
Position 10330: 0.92526127416334
Position 10675: 0.9018149250908437
Position 10019: 0.8661308636935763
Position 11545: 0.7873771633624429
Position 1584: 0.7165401177507981
Position 7170: 0.704241865892397
Position 15007: 0.5470973686892263
Position 14610: 0.3899285755897616
Position 3598: 0.33085645373084654
Position 13210: 0.2851877671982692
Position 13481: 0.24333868532672284
Position 15017: 0.18698694855814227
Position 16257: 0.12424109331651247
Position 15771: 0.11092988394852182
Position 2358: 0.09621159561461935
Position 485: 0.07333614395690968
Position 7589: 0.0667265629819327
Position 11652: 0.06665029583231036
Position 15883: 0.06106211332641174
Position 14981: 0.04671734346127518
Position 11656: 0.0461907523085175
Position 11847: 0.04393129299296949
Position 10721: 0.03861188321493432
Position 11600: 0.03677135410612447
Position 2043: 0.033545843568056295
Position 5534: 0.03090394348207937
Position 13117: 0.02598751194589265
Position 3145: 0.023691306484038582
Position 6597: 0.022540481093762086
Position 13214: 0.02211707560415023
Position 7160: 0.021980715726018
Position 6861: 0.02075715927336632
Position 975: 0.019133809763618413
Position 15683: 0.01896935106638938
Position 14298: 0.01780123294780237
Position 643: 0.01465929900441448
Position 1015: 0.014226772625662288
Position 862: 0.014158229676707232
Position 16172: 0.013789066218993944
Position 15108: 0.013583036680112022
