Gene = Psmg3
index = 870
Annotated 5SS: [164 758]
Annotated 3SS: [ 520 2811]
SMsplice 5SS: [164 758]
SMsplice 3SS: [ 607 2811]
top_k =  1000
Partition function (log Z): -9.133425978119513

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.8515566091226905
Position 758: 0.6613257109201959
Position 77: 0.06921379802593015
Position 669: 0.019304942063292908
Position 2956: 0.014845509227176382
Position 608: 0.01388632001030322
Position 2493: 0.013173935621759173
Position 1477: 0.01217444457257204
Position 1094: 0.010415942355863515
Position 3006: 0.009841251195365231
Position 465: 0.00872317958394914
Position 1104: 0.006909723312518291
Position 594: 0.006456346902339054
Position 314: 0.004206643068928051
Position 72: 0.0017695178239649871
Position 1947: 0.0017319253767195822
Position 560: 0.0011022872818701446
Position 115: 0.0006897728737481162
Position 1440: 0.0005049993693849642
Position 587: 0.0004796661396738632
Position 303: 0.0004667618828737563
Position 243: 0.00038882139636072654
Position 119: 0.0002778443685626853
Position 1218: 0.00021987731431575137
Position 2279: 0.00016851284487637622
Position 215: 0.00015745102125616083
Position 1588: 0.00015351990623002016
Position 647: 0.00014376617868096074
Position 230: 0.0001310565350370035
Position 203: 0.00011996662676296398
Position 470: 0.00011043799386227008
Position 611: 9.118715780637758e-05
Position 103: 8.040204350661931e-05
Position 453: 7.708251935697787e-05
Position 39: 7.31081502988264e-05
Position 468: 6.412369318563987e-05
Position 97: 5.2595117029523e-05
Position 418: 3.7149112385437836e-05
Position 122: 3.7023234300493125e-05
Position 563: 3.3320418667785166e-05
Position 150: 3.044783327647415e-05
Position 311: 2.3889445067537954e-05
Position 140: 2.3730046043855145e-05
Position 858: 2.239171451600285e-05
Position 767: 1.9862528642733023e-05
Position 328: 1.7625779556380353e-05
Position 339: 1.5576998678713756e-05
Position 87: 1.2831758105513759e-05
Position 584: 1.1987163658488041e-05
Position 589: 1.1053569417116859e-05
Position 176: 1.0293395921899667e-05
Position 909: 9.787986243306633e-06
Position 441: 9.36009700841787e-06
Position 737: 5.159973643229544e-06
Position 928: 4.642190098231978e-06
Position 2690: 4.5105605825565904e-06
Position 641: 3.043872991703131e-06
Position 596: 2.7553516112152555e-06
Position 698: 2.359329896447216e-06
Position 496: 2.3104628749669164e-06
Position 655: 2.2233294967671787e-06
Position 1079: 1.5479042305765465e-06
Position 1205: 7.98964590116971e-07
Position 1235: 7.981444794768132e-07
Position 389: 6.642575116300773e-07
Position 1169: 6.171487337421424e-07
Position 408: 6.000534893234418e-07
Position 1172: 3.4811859423397814e-07
Position 1187: 3.147843407216317e-07
