Gene = Qprt
index = 879
Annotated 5SS: [  254 13518 13893]
Annotated 3SS: [12981 13760 13984]
SMsplice 5SS: [  254 13082 13518 13893]
SMsplice 3SS: [12981 13303 13760 13984]
top_k =  1000
Partition function (log Z): -5.281079889323448

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9868655658337175
Position 13893: 0.8259069991862774
Position 13518: 0.7507029702480026
Position 13082: 0.4503021895677565
Position 5055: 0.32454838741241304
Position 13212: 0.304368931758423
Position 4074: 0.30250699456914243
Position 13227: 0.15753708388598386
Position 13428: 0.14173755272296526
Position 6640: 0.1330127993873884
Position 5565: 0.09611347132959955
Position 13866: 0.0653757100871487
Position 3833: 0.058680096098887524
Position 13415: 0.058048608374832056
Position 7729: 0.047664630145106864
Position 93: 0.026196635679349066
Position 100: 0.026029624373760427
Position 1081: 0.02084118368221459
Position 3094: 0.01807552600492178
Position 7685: 0.01621097303642041
Position 7689: 0.015345974607322586
Position 1222: 0.01508740492078718
Position 13803: 0.01477535801976692
Position 56: 0.013749168756884223
Position 3747: 0.013260358655253544
Position 5629: 0.009583513866320685
Position 526: 0.007634254724712834
Position 2025: 0.00762845540739468
Position 1095: 0.007308645226839743
Position 11477: 0.0064473054707871605
Position 10709: 0.004360530105611314
Position 845: 0.003140603332797641
Position 95: 0.0028169265707300626
Position 513: 0.0026226835954243533
Position 7170: 0.00253410892304617
Position 3837: 0.0022573145577873136
Position 14032: 0.00199399317950212
Position 1286: 0.001616937660398302
Position 14077: 0.0015310493320176424
Position 1064: 0.0015281496372092482
Position 3146: 0.0013215133841958191
Position 14082: 0.0013177689711112758
Position 14099: 0.001145441540477613
Position 83: 0.00104151247873462
Position 849: 0.0008907468822156227
Position 3682: 0.0008464237700873629
Position 205: 0.0008234832267516491
Position 21: 0.0008040455556642661
Position 13470: 0.000736979195295966
Position 3432: 0.0007198802051816239
Position 2124: 0.0005967742410897013
Position 499: 0.0005922956342733782
Position 453: 0.000538637562562012
Position 442: 0.0005348741299742488
Position 14197: 0.0004997335658530128
Position 4566: 0.0004969459144871012
Position 2202: 0.000447403823363888
Position 1681: 0.00044195515315407596
Position 1282: 0.000412212560438583
Position 3835: 0.00038468886930801744
Position 14036: 0.0003794697957580005
Position 4427: 0.00035948433193662074
Position 3389: 0.00030969853491209277
Position 63: 0.0002566387024478474
Position 14046: 0.0002520790334958083
Position 7: 0.00024554803643683304
Position 3918: 0.0002308969489092954
Position 3857: 0.00018688155398502746
Position 5136: 0.00017991576458936714
Position 4510: 0.00014278095777979077
Position 263: 0.00010859052335944294
Position 14054: 9.729542146876363e-05
Position 3867: 8.967463851228354e-05
Position 14468: 8.895590849182337e-05
Position 14472: 8.822811571383958e-05
Position 14107: 8.487421770153815e-05
Position 389: 7.37361551427029e-05
Position 2882: 7.089831311801311e-05
Position 14243: 6.463638135253875e-05
Position 786: 6.170591266834764e-05
Position 2609: 6.0049148667944546e-05
Position 13236: 5.706667304631575e-05
Position 235: 5.696253767578615e-05
Position 1524: 5.631292704623704e-05
Position 1433: 4.671400425504171e-05
Position 599: 4.250124642124709e-05
Position 1248: 4.1557908182832244e-05
Position 1192: 3.564735354886926e-05
Position 14576: 3.403165260524087e-05
Position 1083: 3.127797885457936e-05
Position 1085: 3.101690623388056e-05
Position 2010: 2.824915937493867e-05
Position 604: 2.418545109125529e-05
Position 2986: 2.398322010978989e-05
Position 1664: 1.9212366029569462e-05
Position 14257: 1.90084044231776e-05
Position 3065: 1.8792212015263173e-05
Position 4832: 1.7479772654094216e-05
Position 978: 1.3738062985635e-05
Position 2120: 1.2475452602357185e-05
Position 6901: 1.2249884640848803e-05
Position 615: 1.1597561259684966e-05
Position 795: 1.148513004666231e-05
Position 5538: 1.14522179944209e-05
Position 6270: 1.0855094237073806e-05
Position 1219: 1.0179683800925502e-05
Position 2322: 9.967900921492922e-06
Position 451: 8.879379941274976e-06
Position 1476: 8.84491689490084e-06
Position 571: 8.817316929399685e-06
Position 1902: 8.762922666539952e-06
Position 709: 8.574936038602632e-06
Position 6140: 8.377561191508111e-06
Position 3241: 8.18802377177376e-06
Position 1964: 6.942816817422414e-06
Position 3130: 6.773483946856381e-06
Position 5984: 6.7292075437850156e-06
Position 6016: 6.726857734510089e-06
Position 1600: 6.702632144231784e-06
Position 3341: 6.323844593959991e-06
Position 5016: 6.291019690744735e-06
Position 403: 4.838634909714276e-06
Position 282: 3.831262451664606e-06
Position 1928: 3.49379983722684e-06
Position 1429: 3.4129597368198083e-06
Position 274: 3.364219475313335e-06
Position 1256: 3.34260913539048e-06
Position 1823: 3.1232765371957224e-06
Position 202: 2.8535957127311014e-06
Position 877: 2.2766255492115335e-06
Position 806: 1.6500822541624517e-06
Position 622: 1.5375472598486043e-06
Position 776: 1.5375429164786483e-06
Position 620: 1.3524501925975959e-06
Position 305: 8.747307045174209e-07
Position 793: 7.826777856243752e-07
Position 276: 7.089805526334592e-07
Position 803: 6.496654780757571e-07
Position 291: 4.761769714346853e-07
