Gene = Aasdhppt
index = 92
Annotated 5SS: [  214   774  6374  6998 10170]
Annotated 3SS: [  547  6251  6835 10097 12627]
SMsplice 5SS: [  176  6998 10170]
SMsplice 3SS: [ 6835 10097 12627]
top_k =  1000
Partition function (log Z): -6.3900439858724525

Sorted 5' Splice Sites (High to Low Probability):
Position 6998: 0.9907657781691255
Position 10170: 0.6641023544700848
Position 326: 0.4561782180069391
Position 734: 0.3205124696482786
Position 12779: 0.23399566910613434
Position 180: 0.20337853999853728
Position 9980: 0.17042775887473532
Position 5371: 0.15633359355156243
Position 6374: 0.13686852464371704
Position 774: 0.12747279198436348
Position 740: 0.11903062454750997
Position 2988: 0.09118670415309665
Position 214: 0.08623794468390074
Position 12806: 0.06417937735760891
Position 3301: 0.048684455146315954
Position 9366: 0.043886553656626213
Position 301: 0.042417827538900256
Position 10682: 0.03140433724945042
Position 10292: 0.03071943499451812
Position 2174: 0.029322039258074306
Position 9058: 0.0263823501084297
Position 8298: 0.02623829102807319
Position 13307: 0.024631381851163425
Position 1232: 0.02433006280465928
Position 367: 0.024146462195987674
Position 10271: 0.023809537618532654
Position 5254: 0.019253790191671994
Position 54: 0.018242810050823923
Position 8231: 0.014997782624632285
Position 13704: 0.013848686846868614
Position 3124: 0.011130590853789712
Position 6387: 0.009698511734158727
Position 101: 0.00942295401626969
Position 372: 0.009339382041722737
Position 1798: 0.009237710414408903
Position 265: 0.009105971761944005
Position 7948: 0.008942260397841373
Position 10581: 0.008743645204175643
Position 838: 0.008514491277673833
Position 343: 0.005741019291763855
Position 10212: 0.0055801895105572616
Position 12429: 0.005106278151474471
Position 12786: 0.004834134703765882
Position 8815: 0.004735839303243994
Position 14250: 0.004309951014141646
Position 5570: 0.0038568872938333242
Position 305: 0.003560096539263129
Position 1256: 0.0026587490596325434
Position 10493: 0.002579822202554996
Position 2252: 0.0025026947319782495
Position 6938: 0.0024176702611178034
Position 7049: 0.0023332089287922166
Position 79: 0.0022246131668727754
Position 2489: 0.002106747023287079
Position 2682: 0.001873249246092964
Position 4864: 0.001829242774667594
Position 186: 0.0018039353829783227
Position 2558: 0.0014376374991613755
Position 7265: 0.0013300151373771714
Position 10193: 0.001281061424245346
Position 7741: 0.0011223845283353428
Position 6933: 0.0009559957725170253
Position 7984: 0.0009435280750025876
Position 9672: 0.0008802806112482599
Position 3239: 0.0008777931297368339
Position 10278: 0.0008560645569209707
Position 12828: 0.0008375487625705867
Position 9349: 0.0007875583444966061
Position 12326: 0.0007185829027728732
Position 420: 0.0005248086769915134
Position 641: 0.00048767333420383945
Position 10652: 0.0004782814698277749
Position 116: 0.00046430692344968727
Position 1793: 0.000445719726466568
Position 8877: 0.00043697550194202997
Position 7119: 0.00043052665318147167
Position 2163: 0.0004267151245596507
Position 5089: 0.00041189818501531183
Position 144: 0.00038448128199652416
Position 8852: 0.00037770162649470473
Position 7473: 0.00037728201335836243
Position 8953: 0.0003638668482823382
Position 357: 0.00036262501725019454
Position 7956: 0.000362569598019422
Position 3555: 0.00032707439433379235
Position 4287: 0.0003120830341348451
Position 29: 0.0002645272815900568
Position 10251: 0.0002528624559750529
Position 11681: 0.00023939698677416114
Position 8593: 0.0002352153829125252
Position 11825: 0.00021981970081498412
Position 284: 0.00021686482188866703
Position 11725: 0.0001888820255553174
Position 9917: 0.00014222608672001744
Position 6908: 0.00014011104684929837
Position 9117: 0.00013524054330575814
Position 8796: 0.00013000095335060318
Position 8179: 0.00011691742404702642
Position 9572: 9.86482212171934e-05
Position 34: 9.027012665585314e-05
Position 1748: 8.775349086329184e-05
Position 444: 7.867820030052601e-05
Position 8618: 7.576104468696535e-05
Position 7830: 7.551489548182836e-05
Position 278: 7.414363496067591e-05
Position 7145: 7.024508025503686e-05
Position 313: 6.632743740903825e-05
Position 527: 6.373046651156483e-05
Position 8610: 6.177907734744875e-05
Position 26: 6.158496437937167e-05
Position 426: 5.8402641764845734e-05
Position 430: 5.837692647758969e-05
Position 11556: 5.615717813393316e-05
Position 2574: 5.5746738786321824e-05
Position 1463: 5.478258986621299e-05
Position 8895: 5.12908024989003e-05
Position 61: 4.53320063874516e-05
Position 379: 4.367615931756387e-05
Position 184: 3.606690716175552e-05
Position 1829: 3.4676767647809446e-05
Position 1308: 3.3303544242886214e-05
Position 58: 2.4619922945503202e-05
Position 2168: 2.404435510792794e-05
Position 1126: 2.3947828543262536e-05
Position 36: 2.1782655559677227e-05
Position 273: 1.1594919023706402e-05
Position 446: 8.367001568863349e-06
Position 83: 5.34967207685218e-06
Position 983: 3.99717331963935e-06
Position 780: 3.564522603213357e-06
Position 493: 3.3440768679015445e-06
Position 552: 1.7167301307883804e-06
Position 1403: 1.426767745790031e-06
Position 508: 1.3652045353348115e-06
Position 1268: 8.868693525651592e-07
Position 491: 9.392970909295615e-12
