Gene = Mns1
index = 686
Annotated 5SS: [  145   927  6436  7775 10224 10833 11025 14304 18369]
Annotated 3SS: [  704  6307  7671  9993 10615 10916 14045 18242 19777]
SMsplice 5SS: [  145   927  6422  7775  8297  9328 10833 11025 17443 18369]
SMsplice 3SS: [  704  6307  7671  8160  9159 10615 10916 17325 18242 22564]
top_k =  1000
Partition function (log Z): 13.072754200130959

Sorted 5' Splice Sites (High to Low Probability):
Position 11025: 0.9924312543988022
Position 18369: 0.9841046822760572
Position 927: 0.9825481865868534
Position 7775: 0.9798829279677055
Position 145: 0.9709825940525696
Position 9328: 0.8474311447754505
Position 6422: 0.7139791748496922
Position 10833: 0.7020859961069168
Position 17443: 0.6391944437224334
Position 8297: 0.5662911817176874
Position 14304: 0.5495025650720945
Position 10224: 0.4422593959931163
Position 5396: 0.3902041458360868
Position 12635: 0.24825343869985314
Position 3948: 0.1608362303889883
Position 15185: 0.13586765487291613
Position 6436: 0.10394565401909513
Position 20164: 0.10326685631817632
Position 5908: 0.0842577716509103
Position 10708: 0.06994339904884593
Position 18054: 0.06928738390925464
Position 4125: 0.06557225686087574
Position 20168: 0.06341106477605452
Position 8602: 0.05808050079465159
Position 3688: 0.05407533601634703
Position 4095: 0.04652379082691736
Position 9422: 0.04391032387918014
Position 18996: 0.04330203068844759
Position 22427: 0.0325607698929294
Position 16562: 0.03203895713420177
Position 8091: 0.02945552369068201
Position 6505: 0.02859616481905436
Position 15069: 0.0250077892204007
Position 9028: 0.02379398446070812
Position 17894: 0.023229018144937014
Position 19925: 0.020199206223722076
Position 10822: 0.018844175575381605
Position 10265: 0.018177800485843262
Position 10815: 0.017641056500806402
Position 10222: 0.015855361743217652
Position 15532: 0.015015218429992873
Position 5896: 0.014517745640508097
Position 5254: 0.014073134125782674
Position 5305: 0.014036818505401066
Position 414: 0.013456662553258551
Position 15171: 0.013272307386526168
Position 6682: 0.01311565858579777
Position 4931: 0.012862713796080146
Position 5741: 0.012777531611656366
Position 172: 0.012492295464418568
Position 5477: 0.011949106990622752
Position 7762: 0.01161888023493338
Position 1479: 0.011216063027696855
Position 11797: 0.01067621913335133
Position 10508: 0.010178028582805655
