Gene = Npat
index = 761
Annotated 5SS: [  142  8240 11924 13064 14592 15428 16926 18095 19433 19609 21175 22161
 26630 29786 29978 32901 34132]
Annotated 3SS: [ 8120 11862 12990 14550 15202 16837 18009 19340 19520 21077 22034 24994
 29669 29868 32839 32999 35523]
SMsplice 5SS: [  142  8240 11924 15428 16926 18095 19433 19609 21175 22161 29978 32901]
SMsplice 3SS: [ 8120 11862 15202 16837 18009 19340 19520 21077 22034 29868 32776 35523]
top_k =  1000
Partition function (log Z): 9.341096560596178

Sorted 5' Splice Sites (High to Low Probability):
Position 22161: 0.9956755654734101
Position 29978: 0.991768433034997
Position 19433: 0.9740784181879392
Position 18095: 0.9645211778515614
Position 142: 0.939198262476882
Position 21175: 0.9310821457177271
Position 8240: 0.8958500150240478
Position 15428: 0.8766366974720842
Position 19609: 0.8733922372247844
Position 11924: 0.6856364949289856
Position 32901: 0.6249280967254197
Position 16926: 0.6115810711371041
Position 13064: 0.4600169581792995
Position 21011: 0.31492059748810963
Position 25937: 0.24520518493397636
Position 5365: 0.21452350676701457
Position 20047: 0.2060918217942536
Position 11996: 0.18611464225026664
Position 724: 0.18161018615299296
Position 29786: 0.13485613299607022
Position 3262: 0.12840366371184397
Position 30876: 0.1274936873715925
Position 21444: 0.12232358797797038
Position 14615: 0.10901633131805259
Position 35820: 0.10517176014407727
Position 21464: 0.09958789444114384
Position 26630: 0.09640454164398614
Position 7293: 0.0910044717964049
Position 13085: 0.08843741474506137
Position 25313: 0.0874248516279134
Position 19252: 0.07619652636235304
Position 24520: 0.07227676410839659
Position 2645: 0.0627046854172625
Position 26314: 0.060508542048235414
Position 19647: 0.05653041309036168
Position 1635: 0.05030656835942653
Position 15268: 0.04751361276802434
Position 33082: 0.0450227804753688
Position 2640: 0.043941058085797895
Position 34082: 0.04139801598938875
Position 20547: 0.040882497254135904
Position 21719: 0.03845473399534953
Position 8772: 0.03622112916006386
Position 16990: 0.035812952703445367
Position 10181: 0.033569512584557176
Position 21746: 0.0331506967738315
Position 32848: 0.032651407688106926
Position 4918: 0.029440596249799056
Position 19615: 0.02772867275304667
Position 32318: 0.027395065700994745
Position 29047: 0.027185241120859505
Position 21319: 0.02605623892186867
Position 4609: 0.024279792935691928
Position 806: 0.022045274576301233
Position 14592: 0.0207530080698324
Position 25409: 0.019518398822350003
Position 135: 0.019443765394450058
Position 19621: 0.018880599656013724
Position 21186: 0.016868153579457312
Position 26654: 0.01682323368285791
Position 19275: 0.016001970076770344
Position 21602: 0.014661642146577503
Position 1496: 0.013688249155162707
Position 7411: 0.013265667635637367
Position 17711: 0.012397322383850665
Position 35718: 0.012391304170435305
Position 15416: 0.011959823657537484
Position 19239: 0.011911175936245749
Position 19266: 0.011881041265864645
Position 21869: 0.011175646795232766
Position 19637: 0.010415530519474294
Position 33121: 0.010304559035642199
Position 35661: 0.009561755685175382
Position 8309: 0.009546577268662733
Position 23719: 0.009407759013039614
Position 18473: 0.009309189028841865
Position 21302: 0.009119003795557454
Position 15373: 0.008920758797729557
Position 26044: 0.007731111719665569
Position 20703: 0.007656037957157244
Position 26254: 0.006960858712773054
Position 23500: 0.0062892402295608475
Position 18797: 0.005823117402976017
Position 29426: 0.00531241451533376
