Gene = Aamdc
index = 91
Annotated 5SS: [  132 14347 21367]
Annotated 3SS: [14196 21270 28755]
SMsplice 5SS: [  132  3910 14347 17607 21367 23558]
SMsplice 3SS: [ 3805 14196 17514 21270 23418 28755]
top_k =  1000
Partition function (log Z): -6.685926309869085

Sorted 5' Splice Sites (High to Low Probability):
Position 14347: 0.9996344768102401
Position 3910: 0.8121930827071089
Position 21367: 0.7274511754942206
Position 132: 0.7102291971667947
Position 23558: 0.6799337691044878
Position 17607: 0.6311887016310492
Position 8329: 0.31261139309251423
Position 905: 0.2478375095045263
Position 8223: 0.21056106250419412
Position 7035: 0.1948700943148988
Position 258: 0.1864351356792206
Position 21652: 0.1530481943027056
Position 6892: 0.13036837278207136
Position 3464: 0.10949700568334501
Position 16239: 0.09403416032343762
Position 1240: 0.09265524719427452
Position 8217: 0.08084051943310784
Position 4551: 0.07867735607711232
Position 7506: 0.07206770349928325
Position 9841: 0.0561716174383534
Position 23899: 0.05473222495676684
Position 6978: 0.04778361803184499
Position 242: 0.0445436347042231
Position 3089: 0.04289436031766284
Position 23936: 0.04137664680549435
Position 26907: 0.03929126575483563
Position 1757: 0.0333621748809721
Position 1040: 0.033093391171636045
Position 10328: 0.03079707801598414
Position 11011: 0.029369332850185968
Position 808: 0.025858848616976772
Position 9811: 0.02543288492593925
Position 26463: 0.025306896567302242
Position 1470: 0.025009799377998257
Position 84: 0.024805223341370388
Position 16207: 0.02172728071532544
Position 3947: 0.020895556974390665
Position 3108: 0.018414708514577424
Position 28867: 0.016123758790138405
Position 16942: 0.015396868716697976
Position 6872: 0.01400600244187532
Position 2558: 0.013212368047898698
Position 3811: 0.008774610948635287
Position 15613: 0.007883298820552113
Position 3736: 0.007764101125172427
Position 23658: 0.007539619961250025
Position 24886: 0.007316004013651037
Position 366: 0.006596319508872864
Position 2004: 0.0053037065520396085
Position 7199: 0.004391552826872078
Position 2705: 0.0034865686478229505
Position 3472: 0.003154054823707243
Position 15765: 0.0028496052979036348
Position 3126: 0.0023634840463708515
Position 18151: 0.0021277933950697137
Position 7285: 0.001936277628943855
Position 2671: 0.0018287239921305368
Position 2504: 0.0015765105236666048
Position 18120: 0.0014391528401643881
Position 2232: 0.0013382158571529873
Position 543: 0.0012413707729660316
Position 944: 0.0010064045912807048
Position 4320: 0.0009736092353429803
Position 18854: 0.0009435856302244161
Position 2675: 0.000938012242075866
Position 1086: 0.0009264354106882253
Position 1031: 0.0009207669094209939
Position 606: 0.000905575502315138
Position 6050: 0.0008723176668051008
Position 480: 0.0007543580379486969
Position 2188: 0.0007407410540429569
Position 2182: 0.0006204878389619851
Position 2256: 0.0005299699710243358
Position 1221: 0.000398957830252533
Position 2685: 0.0002197237313267549
Position 1371: 0.00016734634725595847
Position 3510: 0.00015447122519612715
Position 411: 0.0001316576679567889
Position 615: 9.863195640122841e-05
Position 14785: 7.887453482216353e-05
Position 304: 7.47814928634534e-05
Position 136: 6.435752416820153e-05
Position 263: 6.331972555038893e-05
Position 14396: 5.707849740502264e-05
Position 294: 5.525770112010861e-05
Position 190: 4.961625628830592e-05
Position 14296: 2.3297603145137757e-05
Position 316: 1.5969576374632997e-05
Position 318: 1.1094621054624321e-05
Position 428: 1.0760714555878021e-05
Position 888: 1.022098643403719e-05
Position 450: 9.853801427256176e-06
Position 595: 9.604615452480629e-06
Position 340: 7.106077020766813e-06
Position 668: 6.646101659257329e-06
Position 335: 4.62285759283948e-06
Position 35: 4.549827531957963e-06
Position 1328: 3.059283858228113e-06
Position 681: 2.723430527304722e-06
Position 59: 2.6705850010138304e-06
Position 587: 2.6470243019526188e-06
Position 774: 1.0060869644932647e-06
Position 333: 8.939637929528698e-07
Position 266: 8.655446628438183e-07
Position 1214: 6.727303070474614e-07
Position 693: 3.8669172477594834e-07
Position 812: 3.391617907641755e-07
Position 852: 2.802788027728656e-07
Position 4294: 2.5866983569826867e-07
Position 3895: 2.566756559509991e-07
Position 4984: 2.3830159633552513e-07
Position 841: 2.277883783550327e-07
Position 857: 1.8485368886907367e-07
Position 1323: 1.7369609540288854e-07
Position 3974: 1.1497228927330731e-07
Position 5474: 1.1060315996578032e-07
Position 3846: 1.0611958578574166e-07
Position 4443: 6.378757089502054e-08
Position 747: 4.262907797221077e-08
Position 5048: 3.234651972366612e-08
Position 338: 3.1171226855305773e-08
Position 4: 2.9360998897834566e-08
Position 49: 2.5422522605330374e-08
Position 4370: 2.223242710644027e-08
Position 4969: 2.194735869262034e-08
Position 702: 2.726165173711719e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14196: 0.9997188296135247
Position 28755: 0.9967846223777865
Position 3805: 0.7289264849973248
Position 21270: 0.7274652418910105
Position 23418: 0.6491057721194874
Position 17514: 0.6312601417080076
Position 8078: 0.4815199786264947
Position 6844: 0.25099590339849276
Position 732: 0.1293836012521488
Position 8184: 0.12249323914834202
Position 3786: 0.107232133252259
Position 23696: 0.09664503013958642
Position 6780: 0.0939387930576557
Position 21462: 0.08963861771543154
Position 16083: 0.08844872744609142
Position 9722: 0.08160474041415175
Position 7343: 0.06481478355688569
Position 21584: 0.06345716976124369
Position 864: 0.06279214657243443
Position 1123: 0.060436196196971666
Position 4214: 0.04971976704239242
Position 787: 0.04268169862738469
Position 26809: 0.03938081412902257
Position 23477: 0.03884540933256964
Position 1430: 0.036541030657780596
Position 2897: 0.03472465628294645
Position 3382: 0.03319676650042094
Position 6887: 0.03170119827084964
Position 10223: 0.0307971695445686
Position 3408: 0.030231185470067107
Position 10881: 0.02936934575117665
Position 26284: 0.02549439682516382
Position 2952: 0.025486254713512138
Position 631: 0.02065126601964411
Position 3341: 0.019651762326440197
Position 15999: 0.018929856271304356
Position 818: 0.01562677226567657
Position 16835: 0.015408630503113089
Position 3368: 0.011447383367333036
Position 15459: 0.010812759222453039
Position 2338: 0.010545172025652009
Position 6971: 0.009213555926671432
Position 1685: 0.008795062819995567
Position 3379: 0.007846271538124007
Position 24708: 0.007316004013651037
Position 4370: 0.006935275615578729
Position 660: 0.006599530707790221
Position 1135: 0.006558572160052365
Position 1640: 0.006557102041992971
Position 7407: 0.006446220809748354
Position 4442: 0.006298324574419458
Position 4404: 0.006248101008509685
Position 3640: 0.006189542445682523
Position 878: 0.0061859081914041
Position 29006: 0.0060855586064543785
Position 29102: 0.006020953813100258
Position 812: 0.004943275555295249
Position 2480: 0.004779601758279072
Position 16009: 0.004760341549506497
Position 4461: 0.004476392828926555
Position 464: 0.004365307664895509
Position 6814: 0.00405875327772621
Position 3404: 0.003985917297937153
Position 3026: 0.0038972572965780966
Position 3766: 0.0038704615290923025
Position 1892: 0.003854663654589129
Position 18006: 0.0036854493141135
Position 15930: 0.0036264853232075706
Position 7175: 0.003615345844945137
Position 2132: 0.0035779782815314617
Position 4347: 0.0027668681780953796
Position 1146: 0.0026905340878327446
Position 2297: 0.0024519623360570197
Position 866: 0.0022108942798945565
Position 29043: 0.001901943547655322
Position 28950: 0.001806651439690382
Position 4088: 0.0017441407177880691
Position 3810: 0.0014612469987610951
Position 385: 0.0014566032509368482
Position 693: 0.0013669159797230772
Position 1347: 0.0013570607662962075
Position 2514: 0.0013498984626115432
Position 3311: 0.001291315495101254
Position 1725: 0.001208407481239802
Position 26048: 0.0011474968782989646
Position 606: 0.00113900656989815
Position 3159: 0.0011305193233154855
Position 747: 0.0011266924297169668
Position 1521: 0.0009932349865084
Position 984: 0.0009680487610256554
Position 18734: 0.0009568276420832793
Position 896: 0.0009125632926702108
Position 2938: 0.0008626274457336779
Position 1008: 0.0008575140955541917
Position 3136: 0.0008487813544548908
Position 1150: 0.0008433421414392392
Position 2575: 0.0008317782523813169
Position 635: 0.0008300648169496845
Position 1323: 0.0008205648619077302
Position 1649: 0.0007790095510933387
Position 3548: 0.0006841847343218022
Position 1158: 0.0006496676681076
Position 5975: 0.000645217610538368
Position 7386: 0.0006133029461249635
Position 1756: 0.0005951400783778161
Position 3583: 0.0005829507517690328
Position 4286: 0.000547315355944775
Position 1410: 0.0005431802346522316
Position 2920: 0.0005114629010396753
Position 2589: 0.0005041564063637313
Position 3413: 0.0004957026311425852
Position 927: 0.0003875454564018523
Position 4020: 0.0003703004741126484
Position 4176: 0.0003655318796757236
Position 664: 0.00036132156669660105
Position 1871: 0.0003348495169490012
Position 698: 0.0003275321675856046
Position 3601: 0.00032717284551514946
Position 789: 0.00032686898430585353
Position 29137: 0.00030865138323807627
Position 793: 0.00029914404584155293
Position 1800: 0.00029527152559445104
Position 1083: 0.00028909083798400417
Position 3210: 0.0002858266544445911
Position 3420: 0.0002841374347336922
Position 2342: 0.0002808608737237187
Position 389: 0.00027397906234868566
Position 753: 0.0002381994303660073
Position 5554: 0.00022747704648485586
Position 3120: 0.00022699497802850514
Position 1920: 0.00022064193636740607
Position 1125: 0.00021128491251779213
Position 831: 0.0002078877512423582
Position 537: 0.00016243758180880104
Position 3435: 0.00015362546262137492
Position 1702: 0.0001513639511560233
Position 3460: 0.00013792651268320212
Position 3457: 0.0001354152907149983
Position 1105: 0.00013040398731317337
Position 2077: 0.0001232997097665999
Position 1576: 0.00011982874307555598
Position 904: 0.00010787581381022215
Position 791: 0.00010524132774370544
Position 4233: 9.524559849987179e-05
Position 1230: 9.120895283455793e-05
Position 404: 8.794510266717635e-05
Position 1620: 8.456439933722297e-05
Position 4225: 8.405444147791368e-05
Position 14639: 7.987207967946413e-05
Position 1013: 7.876708830178707e-05
Position 22327: 7.66547964676391e-05
Position 24847: 7.448819929169307e-05
Position 549: 7.27790576750562e-05
Position 679: 6.970652164605567e-05
Position 574: 6.292249010344148e-05
Position 22254: 6.033478202761874e-05
Position 1236: 5.744593147133456e-05
Position 18431: 5.542446068592271e-05
Position 1299: 5.5211651384092014e-05
Position 841: 5.469572041945491e-05
Position 21651: 5.160244187922391e-05
Position 7151: 2.5950746695789056e-05
Position 391: 2.108011102446262e-05
Position 22279: 2.095226732555465e-05
Position 19074: 1.661745185458232e-05
Position 2654: 1.556695018192578e-05
Position 1060: 1.5515202132536342e-05
Position 1202: 1.546069721229594e-05
Position 19939: 1.1967937637956727e-05
Position 2167: 1.0112621327938517e-05
Position 525: 8.399443079750663e-06
Position 567: 7.454995782685975e-06
Position 2528: 5.98167420292732e-06
Position 17789: 4.73148744012611e-06
Position 15821: 4.431904582623877e-06
Position 19206: 4.089873974849842e-06
Position 16489: 3.855180545482403e-06
Position 2061: 3.802817175325493e-06
Position 20915: 3.7994704687760882e-06
Position 757: 3.7407749197405923e-06
Position 467: 3.6619026868874765e-06
Position 490: 3.630845743342907e-06
Position 241: 3.5928928586446574e-06
Position 1193: 3.475720072650911e-06
Position 2483: 3.453296241383731e-06
Position 18048: 2.979101462172554e-06
Position 230: 2.948103776453091e-06
Position 17718: 2.9111698285232872e-06
Position 15171: 2.7322369462500266e-06
Position 2418: 2.584336998655174e-06
Position 1086: 2.459323075817359e-06
Position 15190: 2.1358622164733935e-06
Position 15018: 2.1120093014597195e-06
Position 15175: 2.0694318908711068e-06
Position 411: 1.9059047977618491e-06
Position 1036: 1.8258644330446899e-06
Position 1064: 1.7293868001880533e-06
Position 17090: 1.597929687002821e-06
Position 1090: 1.3475016243494896e-06
Position 1098: 1.1950791045348022e-06
Position 681: 1.115925641250641e-06
Position 1030: 1.1104846572156708e-06
Position 578: 9.885609584383217e-07
Position 17138: 9.602465941218668e-07
Position 14844: 9.428261883296082e-07
Position 1207: 7.936548839741797e-07
Position 333: 7.838953685218589e-07
Position 1102: 7.54921679880871e-07
Position 640: 7.498042957743027e-07
Position 15062: 7.458701724830405e-07
Position 14788: 7.090590141510816e-07
Position 1667: 6.329231810568421e-07
Position 496: 5.94302920671477e-07
Position 161: 5.906350469551384e-07
Position 1356: 5.685098103267206e-07
Position 710: 5.219095323342839e-07
Position 214: 4.3673474994671405e-07
Position 1923: 4.310799807083303e-07
Position 208: 4.229643645469894e-07
Position 1821: 3.6969151948278896e-07
Position 416: 3.524812059725066e-07
Position 1853: 3.4858932825681184e-07
Position 16767: 3.464313941311997e-07
Position 10394: 3.3665769683345576e-07
Position 493: 3.114780213007082e-07
Position 4759: 3.1028476665240894e-07
Position 1328: 2.8969055291880246e-07
Position 294: 2.8930177755319295e-07
Position 958: 2.831469587451755e-07
Position 220: 2.2923910221859827e-07
Position 11447: 2.272994458132453e-07
Position 234: 1.9778527221260607e-07
Position 11234: 1.744829260722239e-07
Position 252: 1.6965893496572116e-07
Position 237: 1.6526991914844355e-07
Position 1973: 1.58220962313984e-07
Position 513: 1.582074143277999e-07
Position 1671: 1.447510959900337e-07
Position 5266: 1.150278132720478e-07
Position 14605: 1.064999214109113e-07
Position 289: 1.0429207791938369e-07
Position 196: 1.0081891908032581e-07
Position 300: 9.291137329343313e-08
Position 170: 7.520708121601246e-08
Position 257: 7.127936333153871e-08
Position 507: 6.755219736780804e-08
Position 9545: 6.48712578448006e-08
Position 755: 6.193836260554744e-08
Position 8857: 5.298439796989096e-08
Position 246: 5.145675477197119e-08
Position 239: 4.5467408952119994e-08
Position 1437: 3.3196646076599925e-08
Position 182: 3.2390339816625265e-08
Position 428: 2.9069647621252168e-08
Position 176: 2.6006600292782686e-08
Position 8577: 2.255730529932979e-08
Position 4060: 1.7109815560445e-08
Position 995: 1.544853839256177e-08
Position 6424: 1.3952086320860358e-08
Position 174: 1.0608563245276856e-08
Position 178: 1.0568942100283016e-08
Position 1233: 7.149701066431736e-09
Position 477: 5.177930981837811e-09
Position 9213: 4.566186341995757e-09
Position 222: 4.480962753530271e-09
Position 77: 3.903504968672298e-09
Position 6483: 3.398998888311999e-09
Position 509: 3.1663419987992297e-09
Position 3986: 3.031797521243851e-09
Position 3978: 2.905836457369969e-09
Position 291: 2.8826111081159316e-09
Position 6607: 2.132666521958474e-09
