Gene = Prkrip1
index = 853
Annotated 5SS: [ 189 1184 4667 7064 9412]
Annotated 3SS: [ 1104  4565  6977  9343 17466]
SMsplice 5SS: [  189  1184  4667  7064  9412 11853 15549]
SMsplice 3SS: [ 1104  4565  6977  9305 11688 15339 17466]
top_k =  1000
Partition function (log Z): 1.428927972363479

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.9991267755190266
Position 9412: 0.9872669553877372
Position 7064: 0.9358028297505752
Position 4667: 0.9078878796480385
Position 15549: 0.7868102071969613
Position 1184: 0.7571574597298407
Position 11853: 0.5852045179205267
Position 17583: 0.32863431471129323
Position 7836: 0.1728138005678658
Position 2077: 0.17125266011744858
Position 2218: 0.1689558136854164
Position 3031: 0.16492401027567458
Position 3886: 0.15841932262747085
Position 442: 0.15193439563403874
Position 14572: 0.14832660058103897
Position 14797: 0.10727501672428968
Position 13753: 0.08509569670191637
Position 5439: 0.0739144719487032
Position 11062: 0.06588148611268115
Position 19220: 0.06185216459277529
Position 13143: 0.057578170040663984
Position 6887: 0.05609433830877174
Position 5380: 0.03713196778291513
Position 596: 0.0356041266782155
Position 1844: 0.03488339399668886
Position 540: 0.03462936306620528
Position 11270: 0.030662830316811048
Position 8694: 0.029485782011118403
Position 393: 0.028149232567544
Position 2423: 0.02590822297649061
Position 683: 0.025846595699674502
Position 10551: 0.025671143011653165
Position 6353: 0.01755908924608594
Position 20325: 0.01684357756179288
Position 15206: 0.016268894612585724
Position 6078: 0.014583300691327473
Position 17770: 0.013800890496834662
Position 16842: 0.012929468833730305
Position 585: 0.011660479750584447
Position 16273: 0.011424461015899187
Position 15921: 0.009939229844037785
Position 17370: 0.009760100687228913
Position 17190: 0.00915963472633991
Position 8131: 0.008556608480086884
Position 13067: 0.007518521390026773
Position 6868: 0.007021876089522377
Position 10525: 0.006752007332179625
Position 9945: 0.006580701183874963
Position 14052: 0.006359175486173072
Position 11486: 0.006287054525855456
Position 9129: 0.006213476050235073
Position 3585: 0.006073187094044868
Position 10865: 0.00570702863472821
Position 16905: 0.005657139477195702
Position 9554: 0.004815213189121016
Position 6841: 0.004708646677623191
Position 3416: 0.004588279549434322
Position 13151: 0.004563344660726729
Position 881: 0.004038615737937588
Position 10499: 0.004021997454754854
Position 16090: 0.0039503404485975065
Position 17628: 0.003799115040830611
Position 706: 0.0037900075441024777
Position 426: 0.0036134419676203044
Position 8596: 0.0028776566914143135
Position 11865: 0.002260014904612746
Position 1600: 0.0022312279810761306
Position 18141: 0.002225395224765679
Position 8588: 0.002099397844494276
Position 7880: 0.0020652000753102065
Position 12033: 0.0019478447757538158
Position 8059: 0.0018520489896013442
Position 13203: 0.001845700440082438
Position 12629: 0.0015179435760660886
Position 971: 0.0014875706563543462
Position 6268: 0.00128282162690014
Position 11213: 0.0012439276662152298
Position 1379: 0.0011930963875515439
Position 11824: 0.0011548792284979627
Position 7080: 0.0011268742744904542
Position 17571: 0.0011265978397255647
Position 8674: 0.0010169430857577405
Position 8545: 0.0008884723382996945
Position 15452: 0.0008769324729609691
Position 7545: 0.0006034187207174174
Position 1068: 0.0005511154448535555
Position 1415: 0.00039883482900563127
Position 7203: 0.00035804178114846733
Position 1257: 0.00031902365517801426
Position 1029: 0.00026318534050433326
Position 10543: 0.0002378107660947778
