Gene = Wls
index = 1192
Annotated 5SS: [  311 33445 57719 61807 67515 70085 71659 72087 74168 75283 83844 94633]
Annotated 3SS: [33171 57593 61644 67377 69915 71560 72022 74023 75198 83689 94513 98717]
SMsplice 5SS: [  311  8909 33445 57719 61807 67515 71659 74168 75283 83844]
SMsplice 3SS: [ 8827 33410 57593 61644 67377 71560 74095 75198 83689 95457]
top_k =  1000
Partition function (log Z): -59.52362890058811

Sorted 5' Splice Sites (High to Low Probability):
Position 311: 0.9917154384840461
Position 8909: 0.7439335907588256
Position 13239: 0.30384942944262666
Position 14279: 0.27582745955660287
Position 1438: 0.2252222029538328
Position 13474: 0.12512002192768892
Position 1451: 0.11316274760692903
Position 2217: 0.11143649293390649
Position 5867: 0.10353678682392774
Position 7131: 0.10092705114536703
Position 5878: 0.0968006082324975
Position 5991: 0.06601732887040751
Position 13272: 0.05623642562195817
Position 7088: 0.051698189420027456
Position 1386: 0.046436360246972876
Position 13479: 0.03960401469634347
Position 8204: 0.030796919769658038
Position 9423: 0.014390765952476665
Position 68: 0.0038274345698651063
Position 5634: 0.003219731843995175
Position 1110: 0.00290897210351206
Position 295: 0.0011969271374205105
Position 1038: 0.0010010502699197765
Position 1477: 0.0008707690911139618
Position 2063: 0.0008478060846986173
Position 3464: 0.0007795776603149502
Position 2743: 0.0007386610302885503
Position 1447: 0.0006393831515446177
Position 1270: 0.0006058401564949603
Position 2778: 0.0005833676845861676
Position 317: 0.0005140537356151274
Position 2605: 0.0005003527588164768
Position 2553: 0.0004240800682972481
Position 527: 0.0003509293688380715
Position 390: 0.00014969216214314596
Position 2258: 0.00014221246061620757
Position 1507: 0.00011240067771503284
Position 971: 8.369129102428472e-05
Position 688: 7.167931475060358e-05
Position 1587: 5.687375625825229e-05
Position 1456: 5.676737969624049e-05
Position 1444: 5.3687911132368734e-05
Position 233: 5.0713752978091046e-05
Position 1966: 4.299565084576366e-05
Position 1184: 3.7754816732681314e-05
Position 196: 3.376509568583432e-05
Position 103: 2.9766722085970792e-05
Position 1366: 2.4300035717624165e-05
Position 1144: 2.284127753239648e-05
Position 315: 1.9043278282146893e-05
Position 1980: 1.8027090659650704e-05
Position 948: 1.727234079948356e-05
Position 2034: 1.655854429012275e-05
Position 1056: 1.2984869851489291e-05
Position 607: 9.857766550112337e-06
Position 904: 9.665350260580768e-06
Position 2447: 8.8709645157188e-06
Position 770: 8.010893344849927e-06
Position 552: 7.920366707041806e-06
Position 271: 7.215052370088853e-06
Position 72: 6.707453642425604e-06
Position 253: 6.298839208100848e-06
Position 1351: 6.220544066567834e-06
Position 783: 5.752579653714119e-06
Position 283: 4.325232667865127e-06
Position 1390: 4.01974418992512e-06
Position 510: 3.4763427365127024e-06
Position 1486: 3.438483811938899e-06
Position 657: 3.2256578298136265e-06
Position 1592: 3.207276258300104e-06
Position 1405: 2.5984792774902088e-06
Position 1080: 2.593826916555759e-06
Position 592: 2.347618696195342e-06
Position 914: 1.9098556013935174e-06
Position 871: 1.4760745195241194e-06
Position 1297: 1.0024490816451841e-06
Position 421: 9.177435460047514e-07
Position 621: 8.106907519797208e-07
Position 521: 7.892627069709388e-07
Position 479: 7.353088762148572e-07
Position 901: 7.18152929694404e-07
Position 817: 6.837419119691422e-07
Position 432: 6.531700737306404e-07
Position 599: 5.138946778614538e-07
Position 3: 5.06070184280774e-07
Position 786: 3.251452005243039e-07
Position 484: 3.104486418187602e-07
Position 558: 3.093558072333781e-07
Position 973: 2.976758065574696e-07
Position 2322: 1.9947589251500255e-07
Position 962: 1.6466278509574994e-07
Position 751: 1.618328713433217e-07
Position 718: 1.5162748704397626e-07
Position 809: 1.2996371225307042e-07
Position 1042: 1.2965870926625301e-07
Position 2210: 1.2352051496861722e-07
Position 761: 7.166620386734014e-08
Position 2172: 6.27135796655106e-08
Position 2232: 5.6962086394515665e-08
Position 2200: 2.9449880206266183e-09
Position 1872: 1.4452765506658063e-09
Position 1795: 1.2773048439790646e-09
Position 1827: 9.57441076925117e-10
Position 1776: 4.350214680406445e-12
Position 1809: 3.803463850059415e-12
Position 384: 1.8641203385729212e-13
Position 989: 7.581265980515056e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8827: 0.6090835627468748
Position 13194: 0.48216617141956286
Position 1269: 0.36561981109005887
