Gene = GGPS1
index = 589
Annotated 5SS: [  149  7985 14429]
Annotated 3SS: [ 7891 14357 14660]
SMsplice 5SS: [  149  7985 14429]
SMsplice 3SS: [ 7891 14357 14660]
top_k =  1000
Partition function (log Z): -10.038116612035568

Sorted 5' Splice Sites (High to Low Probability):
Position 7985: 0.9210228145500583
Position 149: 0.7916029030811392
Position 14429: 0.6897728760594085
Position 1149: 0.3978548894947641
Position 10204: 0.14017172564428196
Position 2024: 0.10252569324534683
Position 2636: 0.09143543303972673
Position 4173: 0.07104500435231745
Position 2097: 0.05684945024579073
Position 582: 0.03716088654311009
Position 8061: 0.035174393592186555
Position 14226: 0.0345979246390498
Position 8712: 0.027850790872746514
Position 10193: 0.027807267900967082
Position 1168: 0.027508033114200414
Position 227: 0.024862794287355224
Position 2530: 0.023265876257079737
Position 4222: 0.021595355003392835
Position 731: 0.020765203008850416
Position 1429: 0.020262133001320154
Position 2790: 0.017552461888139772
Position 1834: 0.016506178814380466
Position 10213: 0.01375410020598726
Position 2610: 0.013570393621225927
Position 3704: 0.013128825700524935
Position 658: 0.012146052282260516
Position 1817: 0.010567348465951894
Position 13613: 0.010512986944781382
Position 108: 0.010029914790991565
Position 8154: 0.008347379490037683
Position 2796: 0.007402448121899488
Position 2158: 0.00737312536367881
Position 8097: 0.006832656721656869
Position 10077: 0.006371972121724543
Position 8677: 0.0061457192001650495
Position 9319: 0.005831385335868975
Position 14612: 0.005618722981123927
Position 275: 0.00514160994523817
Position 5458: 0.004974141835445684
Position 14997: 0.0048120397557503735
Position 2814: 0.004784651279184036
Position 855: 0.00412522903790336
Position 225: 0.0033830110124193403
Position 14543: 0.0033771447406889853
Position 13036: 0.0029529322263974504
Position 2515: 0.002943359036972253
Position 3253: 0.0028299915427627857
Position 3216: 0.002535127614758603
Position 4137: 0.0024181507752850722
Position 2920: 0.00226664617103748
Position 5008: 0.0022300849073221226
Position 13600: 0.0021820845229748856
Position 4402: 0.0017452558876338694
Position 3481: 0.0014081306737844504
Position 4404: 0.0010736058074470277
Position 3120: 0.0010246151997335604
Position 1798: 0.0006449987141380212
Position 13024: 0.0005963879500690347
Position 1299: 0.0005542612933823281
Position 3724: 0.0005220928620291234
Position 2999: 0.0004731285934058877
Position 1914: 0.00047031106179219273
Position 4653: 0.00047001339307231247
Position 2952: 0.00045534507768088935
Position 615: 0.0004195357701771253
Position 14977: 0.00030436524418394993
Position 1322: 0.00028064965479060184
Position 450: 0.0002680523067042349
Position 1521: 0.00026638225223042596
Position 8305: 0.0002027478503744675
Position 773: 0.00014533772540025486
Position 8860: 0.0001186596404919771
Position 1550: 0.0001113981008398233
Position 1736: 0.00010339865031120383
Position 525: 8.481353428604213e-05
Position 37: 5.8569389100161936e-05
Position 740: 5.2666754917500975e-05
Position 1039: 5.1222024854511656e-05
Position 2054: 2.4918653707642e-05
Position 1606: 2.2591762302840556e-05
Position 281: 1.7208166996424534e-05
Position 1376: 1.6751069158682344e-05
Position 943: 1.4645539107539775e-05
Position 1597: 1.3403897942035021e-05
Position 81: 7.404888167660176e-06
Position 1262: 7.206699504103754e-06
Position 1141: 6.211891190647336e-06
Position 457: 5.8594902137288375e-06
Position 590: 5.6599622605992325e-06
Position 949: 3.805028990076566e-06
Position 1193: 2.039187567121417e-06
Position 1686: 1.8247395252780189e-06
Position 1291: 7.840999981518436e-07
Position 1101: 7.629439624524197e-07
Position 984: 6.608604627658425e-07
Position 1410: 6.038414294761428e-07
