Gene = DPM3
index = 467
Annotated 5SS: [54]
Annotated 3SS: [298]
SMsplice 5SS: [54]
SMsplice 3SS: [272]
top_k =  1000
Partition function (log Z): -5.471067543037197

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.9880827233679863
Position 60: 0.010609533955948
Position 48: 0.00098934261920389
Position 237: 7.995463696523423e-05
Position 99: 5.700368257499326e-05
Position 43: 4.985540115305235e-05
Position 247: 4.297373046995277e-05
Position 64: 4.225207783928367e-05
Position 223: 2.7154645359581575e-05
Position 165: 2.595105384574689e-05
Position 129: 2.4358670999567368e-05
Position 298: 2.229506576041008e-05
Position 208: 8.593923207888908e-06
Position 412: 5.526858848743099e-06
Position 121: 5.077559450358521e-06
Position 444: 4.284957268268302e-06
Position 442: 2.8753563466008423e-06
Position 472: 2.4386259456035887e-06
Position 103: 1.969876188605572e-06
Position 242: 1.7914677778593226e-06
Position 321: 1.65942802378684e-06
Position 58: 1.0773935229511473e-06
Position 358: 4.1934019533960607e-07
Position 484: 2.695039016942711e-07
Position 153: 2.556079252159135e-07
Position 417: 1.4596449938069825e-07
Position 482: 3.802507890826413e-08
Position 399: 2.5559617088482986e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.40871138537173474
Position 298: 0.3362223463639544
Position 408: 0.2486028527090874
Position 165: 0.002757192104003149
Position 202: 0.0008926804482136543
Position 412: 0.0006366366385815559
Position 635: 0.000605443805410551
Position 316: 0.0005117918093300023
Position 337: 0.00032166814752090017
Position 528: 0.0003177777505015454
Position 610: 0.00021162841119072963
Position 321: 6.050758293581781e-05
Position 242: 5.213208689626041e-05
Position 376: 4.812253508144383e-05
Position 390: 4.3321806670459957e-05
Position 585: 4.027538645774712e-05
Position 507: 1.9931832520965458e-05
Position 566: 1.1149626379744908e-05
Position 124: 7.380932982304532e-06
Position 277: 5.515453715028546e-06
Position 641: 2.0954795015937813e-06
Position 637: 1.4379125927662819e-06
Position 128: 1.4036918334552363e-06
Position 534: 1.3836549767213419e-06
Position 117: 1.31437529385192e-06
Position 522: 9.579961612315948e-07
Position 559: 7.298762867640536e-07
Position 540: 3.4039555748352773e-07
Position 115: 2.7488440657763293e-07
Position 135: 8.998601309884078e-08
Position 530: 4.3215331234567176e-08
Position 550: 3.000428614461641e-08
Position 543: 6.080493004333517e-09
