Gene = SPATA31D3
index = 1302
Annotated 5SS: [ 272 1074 1733 5757]
Annotated 3SS: [ 1027  1671  2046 50920]
SMsplice 5SS: [  272 15891 21658 34369 35330 42688 44115]
SMsplice 3SS: [15662 21574 34082 35245 42588 44035 44195]
top_k =  1000
Partition function (log Z): -27.976269558439

Sorted 5' Splice Sites (High to Low Probability):
Position 272: 0.9338301139860158
Position 1947: 0.7159715310936695
Position 2138: 0.6429011793021239
Position 1733: 0.5414490353952858
Position 15891: 0.28576002520173543
Position 1074: 0.23550913221662625
Position 544: 0.19989144777623435
Position 6941: 0.09022354771597971
Position 3791: 0.08740917907933193
Position 7689: 0.0631583449332063
Position 1422: 0.05575192382662553
Position 1966: 0.02427122917425921
Position 7907: 0.01578662867185457
Position 6626: 0.011589676336672306
Position 989: 0.00909644288228021
Position 183: 0.00872436375497056
Position 526: 0.008353674130875016
Position 8375: 0.00788884036402263
Position 354: 0.0064780956417172676
Position 8170: 0.004734468227079436
Position 5686: 0.004378017368544645
Position 282: 0.0036014303203188098
Position 5587: 0.003190029394426038
Position 29: 0.003147022386398063
Position 4382: 0.002703722405299292
Position 221: 0.002452740215118423
Position 6895: 0.0017703886437419444
Position 5656: 0.0015596448498198748
Position 672: 0.001512328489142784
Position 6154: 0.0010971661499561056
Position 457: 0.0008083124620452065
Position 187: 0.0008033290554591743
Position 1106: 0.0007841306191966053
Position 286: 0.0007803266274688857
Position 8165: 0.0007283893509983371
Position 6666: 0.0006473508540889056
Position 2745: 0.0005761887165463676
Position 735: 0.0005495659243694532
Position 424: 0.0005296974991348032
Position 1288: 0.00045681530178440753
Position 1342: 0.00041581746919838
Position 1158: 0.000381905096247402
Position 1927: 0.0003413627793052613
Position 1922: 0.00033458596829277906
Position 3476: 0.0003265928362026387
Position 3453: 0.0003082015321376587
Position 1384: 0.00026098848199628135
Position 1477: 0.00013469666325503435
Position 809: 0.00012963199925204234
Position 1447: 0.0001159985600014075
Position 1079: 7.901475569364502e-05
Position 1971: 7.64193564015577e-05
Position 1275: 7.509449605522592e-05
Position 980: 6.11920799841483e-05
Position 205: 5.384644275637355e-05
Position 435: 5.304653189020256e-05
Position 150: 5.246647535542983e-05
Position 193: 3.435458775490373e-05
Position 441: 2.2785856727756727e-05
Position 358: 1.4198942595126281e-05
Position 654: 1.3546452297833227e-05
Position 585: 5.4285766522861044e-06
Position 20: 4.480602993286887e-06
Position 349: 4.270077930787245e-06
Position 1450: 3.887307202951276e-06
Position 7: 3.770699497484077e-06
Position 769: 3.086881595567028e-06
Position 1869: 2.7010329105216632e-06
Position 751: 2.6984739028631398e-06
Position 467: 1.7743647695090318e-06
