Gene = ZBED8
index = 1588
Annotated 5SS: [459]
Annotated 3SS: [4557]
SMsplice 5SS: [459]
SMsplice 3SS: [1566]
top_k =  1000
Partition function (log Z): -12.018943289745943

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.48505116690191236
Position 1353: 0.3588616255578729
Position 1118: 0.3043819266811565
Position 789: 0.16336488228433413
Position 1104: 0.11180081006446564
Position 512: 0.10982460762606787
Position 388: 0.05539545167637712
Position 2656: 0.03067102178155191
Position 463: 0.027604290074536766
Position 82: 0.026809317165151465
Position 397: 0.02314279968083047
Position 454: 0.014267093294037837
Position 2982: 0.006051666531658687
Position 1766: 0.00532544285080871
Position 133: 0.005300289682248054
Position 615: 0.0036570037155032676
Position 163: 0.0020270199251171852
Position 1722: 0.001663782815061532
Position 1158: 0.001649178988131628
Position 6018: 0.001625471359186184
Position 375: 0.001426603859223978
Position 4695: 0.001380730825529855
Position 502: 0.0013197439995656923
Position 3335: 0.001267836006033174
Position 203: 0.0010300491896030612
Position 4693: 0.000906430293247885
Position 3253: 0.0008424836862012724
Position 1327: 0.0008333120058113105
Position 353: 0.000750803513362101
Position 704: 0.0006962462609930619
Position 621: 0.0006027448148012948
Position 3151: 0.0005862205918113306
Position 608: 0.0005115256570025726
Position 718: 0.0004921837526927846
Position 1322: 0.0004236664912323951
Position 1100: 0.0003013317247860999
Position 3213: 0.0002846750299125925
Position 1172: 0.0002645993028362208
Position 1410: 0.00020815764407907154
Position 1015: 0.0002001932107644672
Position 1502: 0.00016066103194469183
Position 1023: 0.00015528239085521502
Position 2469: 0.000151184165555873
Position 1108: 0.00012519588086980498
Position 1450: 9.8320539427621e-05
Position 242: 6.745158958575106e-05
Position 939: 5.0515177261813734e-05
Position 736: 4.396696796149946e-05
Position 554: 4.249642147567187e-05
Position 2118: 4.196112255662688e-05
Position 795: 3.990242125529804e-05
Position 153: 3.884674657300892e-05
Position 1122: 3.437911169426347e-05
Position 300: 3.4132888600253774e-05
Position 85: 3.333723415191655e-05
Position 986: 3.213542633475145e-05
Position 697: 3.1107446662518684e-05
Position 1168: 2.932320770717606e-05
Position 1110: 2.452448005043877e-05
Position 1013: 1.5286889670526556e-05
Position 689: 1.1477354648141783e-05
Position 1094: 9.150372089896503e-06
Position 539: 7.598135548623977e-06
Position 571: 5.948990444047913e-06
Position 823: 5.520963423244902e-06
Position 21: 3.9983715064510166e-06
Position 411: 3.489508267937072e-06
Position 1048: 2.393902936754639e-06
Position 793: 1.5802775298437497e-06
Position 516: 9.641419276073742e-07
Position 711: 5.545694442198585e-07
Position 1285: 2.585931170834793e-07
Position 1313: 6.523054627914101e-08
Position 1357: 5.6926090921813197e-08
Position 468: 3.0507738962486774e-08
Position 2252: 2.84824909132759e-08
Position 1066: 2.892986968608503e-09
Position 738: 2.9835404496759265e-10
Position 784: 2.042459801361832e-10
Position 675: 4.5841553283813874e-11
Position 330: 7.362175930862728e-12
Position 365: 5.370035964312819e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.6117635822682446
Position 1278: 0.36160063242089957
Position 884: 0.26552592445698
Position 642: 0.0827133020862557
Position 4557: 0.053376484992489016
Position 2581: 0.038324277824539094
Position 2737: 0.038217966237337773
Position 3404: 0.03797639006712662
Position 5354: 0.023676820148667444
Position 1039: 0.01704782868503787
Position 3250: 0.016487403155693813
Position 5900: 0.01618751443521289
Position 1008: 0.01575889187552097
Position 2382: 0.012548773495295398
Position 2401: 0.010982674748486949
Position 3052: 0.01067708970445602
Position 2599: 0.009936219047190652
Position 5915: 0.009345855941688252
Position 986: 0.009171308709514816
Position 5542: 0.00913656596593573
Position 1562: 0.008667008955854674
Position 5939: 0.0059255703231669505
Position 4615: 0.005924110770886037
Position 675: 0.005370840752713743
Position 6903: 0.005200994213764799
Position 5835: 0.004875343573051077
Position 2642: 0.00422232725595447
Position 5239: 0.0036227216152878265
Position 2883: 0.00340058869274625
Position 6069: 0.0032077068892044677
Position 2361: 0.0030257242176635105
Position 2539: 0.0029648365966999444
Position 955: 0.0027996795850045576
Position 897: 0.0027039702335197096
Position 4132: 0.0026223388896446597
Position 4383: 0.002536860493677372
Position 321: 0.002493751846370546
Position 5052: 0.002392956428064947
Position 2912: 0.002337522547123267
Position 4512: 0.0021865170642360906
Position 1526: 0.002162461472975558
Position 1545: 0.0017553404983735408
Position 2753: 0.0015280363317799323
Position 717: 0.0015160895398282272
Position 1843: 0.0013848894350548889
Position 1638: 0.001323489959685685
Position 2702: 0.0011564684864783872
Position 324: 0.0011375999833185251
Position 5741: 0.0009064886963789106
Position 1187: 0.0008719682812696454
Position 6108: 0.0008417052654252108
Position 3127: 0.000824463533892678
Position 4152: 0.0008169498175427592
Position 2227: 0.0007933744707062592
Position 5513: 0.0007039748448698614
Position 2282: 0.0006532605820022137
Position 6173: 0.0005991490507003647
Position 4764: 0.0005959625567597647
Position 3105: 0.0005628597876017762
Position 1307: 0.0005193297154438696
Position 458: 0.00048547537479469037
Position 921: 0.0004570595502168838
Position 1460: 0.0004332781401832335
Position 1765: 0.00040548967462141015
Position 483: 0.00039055312970848416
Position 2019: 0.0003368286178934513
Position 1711: 0.00031024158955999387
Position 4111: 0.0002672738401221396
Position 3297: 0.00026131347158341007
Position 2022: 0.00025900511374697693
