Gene = TXNRD3NB
index = 1514
Annotated 5SS: [481]
Annotated 3SS: [590]
SMsplice 5SS: [481]
SMsplice 3SS: [590]
top_k =  1000
Partition function (log Z): -7.743064150183092

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.6117744919201504
Position 430: 0.33341990440041164
Position 165: 0.06895111718219092
Position 734: 0.06836769115758885
Position 249: 0.02033771737374548
Position 743: 0.0034008124038719897
Position 394: 0.003218354398473323
Position 518: 0.000533729525238208
Position 183: 0.00045864026208369244
Position 330: 0.0002262485848367676
Position 181: 0.00017503517111153052
Position 719: 0.00013887431113601147
Position 485: 0.00011640583982185191
Position 423: 0.00011535933083962665
Position 263: 0.000107956848318123
Position 462: 5.02694015890721e-05
Position 591: 1.6759923132065543e-05
Position 510: 1.0804443491939076e-05
Position 358: 1.438435403105943e-06
Position 271: 1.3623887215777187e-06
Position 17: 4.1154951756260833e-07
Position 741: 3.0429348759766425e-07
Position 556: 2.1574747267729024e-08
Position 571: 1.917288547087222e-09
Position 764: 1.4448407702751222e-09
Position 224: 4.3559195710666456e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 590: 0.9296144002312405
Position 812: 0.07093560353278337
Position 566: 0.04899247711881984
Position 344: 0.03453159974065497
Position 530: 0.016783648975700144
Position 347: 0.002023024652428825
Position 773: 0.0013001211769342548
Position 833: 0.0012789345209516531
Position 350: 0.0009775395341281561
Position 260: 0.000685785792559031
Position 597: 0.0006843859122958273
Position 282: 0.0006630470493269576
Position 619: 0.00041348016455551963
Position 271: 0.00040323182582443595
Position 507: 0.0002842305168339984
Position 243: 0.00023222389365783137
Position 423: 0.00020863736499097789
Position 649: 0.00019791106416110194
Position 310: 0.00016398079176069158
Position 248: 0.00015687053112123836
Position 371: 0.00012826884779837885
Position 510: 0.00010333776896256112
Position 622: 9.473197742177906e-05
Position 571: 9.064102101287903e-05
Position 471: 7.933853033555721e-05
Position 542: 7.759075853261253e-05
Position 670: 6.887537022790655e-05
Position 755: 5.978277057080384e-05
Position 380: 3.5193612426040856e-05
Position 840: 3.071840424381117e-05
Position 325: 2.618120114413749e-05
Position 284: 2.499907260024221e-05
Position 321: 1.4386095467014677e-05
Position 393: 1.3743317746469873e-05
Position 369: 1.3410498327985883e-05
Position 290: 6.953848065407467e-06
Position 384: 5.586840728517988e-06
Position 628: 3.7610887347459136e-06
Position 695: 2.424158151618312e-06
Position 455: 2.081774284761021e-06
Position 656: 1.6473958549548851e-06
Position 428: 1.3781389878736917e-06
Position 631: 1.2316929710490949e-06
Position 538: 9.092002424766062e-07
Position 399: 8.691137379619474e-07
Position 302: 6.882777844698632e-07
Position 386: 6.687659961598588e-07
Position 292: 6.473165752961575e-07
Position 551: 5.689064578362664e-07
Position 438: 4.6644017271623473e-07
Position 434: 3.979056244389968e-07
Position 731: 2.829293866227258e-07
Position 706: 2.7656378855579376e-07
Position 709: 1.642216970262678e-07
Position 715: 8.838341517134753e-08
Position 440: 7.710216356610112e-08
Position 219: 7.446639780886193e-08
Position 444: 4.912108798718163e-08
Position 451: 2.99485685000688e-08
Position 485: 2.8049793188556247e-08
Position 724: 2.6391955669105522e-08
Position 86: 1.9704047706734757e-09
Position 82: 2.653631101913444e-10
Position 221: 8.769738577374838e-11
Position 88: 5.0986015590685207e-11
Position 149: 2.169568980538889e-11
Position 181: 1.592169216615985e-11
Position 726: 8.164526328717828e-12
Position 115: 4.297562145819457e-12
Position 125: 3.563275468856333e-12
Position 146: 3.4205401323659674e-12
Position 138: 3.2459319467995457e-12
Position 161: 3.1936214838472794e-12
Position 112: 2.9798856294552643e-12
Position 169: 2.6314368987180516e-12
Position 131: 1.5610165454084886e-12
Position 110: 1.4257337890304793e-13
Position 106: 1.243086690229197e-13
Position 97: 2.8341333073665256e-14
Position 143: 2.70269033248804e-15
