Gene = MUL1
index = 899
Annotated 5SS: [ 257 4940 6093]
Annotated 3SS: [4851 5971 6741]
SMsplice 5SS: [ 257 4940 6939]
SMsplice 3SS: [4851 6741 7045]
top_k =  1000
Partition function (log Z): -6.684897920362578

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.8269516748321265
Position 4940: 0.643147270636232
Position 6939: 0.5310133424096461
Position 6093: 0.5014507011189951
Position 638: 0.2810459843547749
Position 6983: 0.28043536201244307
Position 1437: 0.26501035026258524
Position 7136: 0.10683884187557316
Position 4788: 0.08865594228473932
Position 7581: 0.06918122783094198
Position 660: 0.06765659131560894
Position 6485: 0.06764832491114822
Position 545: 0.058635439184442535
Position 34: 0.05523437411785223
Position 305: 0.028237529619059377
Position 3570: 0.02277284627926291
Position 655: 0.020308149931203234
Position 1197: 0.012536827297743303
Position 29: 0.011802790629906608
Position 6334: 0.007850315032701512
Position 6323: 0.006636074639046266
Position 6827: 0.006233587217723615
Position 614: 0.005363456866704095
Position 4536: 0.0044790526031347755
Position 6067: 0.0037816499452815165
Position 7448: 0.003047790586027466
Position 6031: 0.002901801180786267
Position 593: 0.002762756078235582
Position 7831: 0.002506930807177344
Position 3532: 0.002127372566869065
Position 1999: 0.00208921971337983
Position 2837: 0.0020036785336352003
Position 2181: 0.0014643065873828165
Position 1189: 0.0013554603497988068
Position 6877: 0.0010219552506569576
Position 1530: 0.0010148510080903003
Position 8497: 0.0008424020193172063
Position 48: 0.0006537074259563491
Position 220: 0.000547104394075167
Position 717: 0.0004498286424272877
Position 6833: 0.00033473959490217355
Position 70: 0.00027909533108502787
Position 4956: 0.00024486236238356157
Position 1023: 0.00019208959207762114
Position 239: 0.00016916933345883348
Position 5063: 0.00015759187219025448
Position 395: 9.51041653663553e-05
Position 2704: 7.912755428908374e-05
Position 289: 7.705667883020987e-05
Position 1029: 7.354893617636436e-05
Position 6864: 6.843997307879759e-05
Position 902: 5.596905663425528e-05
Position 59: 4.04963521051656e-05
Position 381: 3.7031527324173936e-05
Position 1152: 2.5652889683807262e-05
Position 793: 2.3567442311706077e-05
Position 343: 2.349298689548377e-05
Position 261: 2.242953282757798e-05
Position 169: 2.1918247005337217e-05
Position 22: 1.4787118390953915e-05
Position 1723: 1.2668752448340829e-05
Position 211: 1.120442360099933e-05
Position 197: 9.22916869942258e-06
Position 1055: 9.073871821231679e-06
Position 462: 8.782707854298261e-06
Position 628: 8.641893149453902e-06
Position 564: 7.215706139899513e-06
Position 626: 6.3625251680890396e-06
Position 1574: 4.717485422678621e-06
Position 892: 4.1916419562420625e-06
Position 53: 2.951592269143217e-06
Position 218: 1.1747138435177075e-06
Position 1611: 1.1503625636058349e-06
Position 1395: 1.0249316947471488e-06
Position 964: 9.67968658453293e-07
Position 77: 9.12822360757154e-07
Position 163: 5.982271148105124e-07
Position 84: 5.734729471784883e-07
Position 111: 4.0392619557709467e-07
Position 194: 3.889370656156037e-07
Position 1795: 3.2298364192989275e-07
Position 1706: 2.7259958995016983e-07
Position 298: 1.7006454242213384e-07
Position 383: 8.433969461124673e-08
Position 353: 6.16294162274489e-08
Position 134: 3.9818855465134233e-11
Position 549: 2.920973517370555e-11

