Gene = GUCA2B
index = 633
Annotated 5SS: [ 120 1446]
Annotated 3SS: [1258 2113]
SMsplice 5SS: [ 120 1446]
SMsplice 3SS: [1258 1646]
top_k =  1000
Partition function (log Z): -5.274546201355202

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9726051900910644
Position 1446: 0.7791075556478088
Position 376: 0.33054246864681747
Position 1175: 0.035136400491539606
Position 382: 0.01909875994840301
Position 1754: 0.016352069111340864
Position 1924: 0.015718252318282312
Position 477: 0.01261581218580211
Position 275: 0.010363277810329771
Position 519: 0.007641385239603517
Position 805: 0.007416776976594706
Position 164: 0.006535279475377349
Position 1608: 0.005699644126502232
Position 1221: 0.005357457379644612
Position 1731: 0.004783992849183812
Position 896: 0.004433277524422951
Position 1018: 0.002856457342416996
Position 104: 0.0025891783818279674
Position 919: 0.0013915947599462966
Position 555: 0.0012683737012348915
Position 2079: 0.001135311994271978
Position 2135: 0.0009654072485600431
Position 1557: 0.0007134409606052984
Position 461: 0.000605651693297861
Position 937: 0.0005159245327058632
Position 2085: 0.0004589044927132049
Position 1318: 0.00039726238956132976
Position 1756: 0.00036525930245193507
Position 367: 0.000309996582686958
Position 1853: 0.0002884193416950577
Position 1274: 0.00027511320628219874
Position 481: 0.000273130925263929
Position 745: 0.00024343983949459688
Position 279: 0.00023822825847771457
Position 607: 0.00019445593339395125
Position 1191: 0.00012101675731122084
Position 1857: 9.514820443520649e-05
Position 2187: 7.869316610411015e-05
Position 785: 7.559341879875722e-05
Position 959: 4.357289035681486e-05
Position 1805: 3.682907904562848e-05
Position 456: 2.31989117310633e-05
Position 822: 2.1728200775563112e-05
Position 759: 1.714492765745226e-05
Position 1302: 9.045931387387805e-06
Position 1124: 7.5205866882953295e-06
Position 1122: 6.925806839123261e-06
Position 188: 3.8355161324415e-06
Position 124: 1.7392569798103726e-06
Position 1480: 1.1662145527046908e-06
Position 1512: 9.716819762120227e-07
Position 186: 7.291968931095599e-07
Position 1450: 6.692815448205875e-07
Position 809: 5.855694912501295e-07
Position 75: 5.683189996056348e-07
Position 1364: 5.193503189611799e-07
Position 1839: 4.934477906391056e-07
Position 636: 2.6994436917599223e-07
Position 108: 1.3992347143133442e-07
Position 442: 1.0107721708474782e-07
Position 305: 6.788016000007546e-08
Position 583: 5.759212111667215e-08
Position 66: 1.3438814433555592e-08
Position 384: 1.3406466083378672e-08
Position 295: 1.3096042898505621e-08
Position 361: 1.1920093895520409e-08
Position 72: 1.0737911920796088e-08
Position 642: 5.081329214263565e-09
Position 138: 4.279411414278104e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1646: 0.5775045527447948
Position 1258: 0.3890171483055786
Position 254: 0.32784249611956856
Position 1390: 0.20557071570560276
Position 1342: 0.20252928952362212
Position 1587: 0.11394421282073176
Position 1998: 0.08060759631958254
Position 2113: 0.04134952273815514
Position 1075: 0.03068744234233415
Position 1052: 0.024283824398800512
Position 1220: 0.017953575976968297
Position 2238: 0.015715311155721584
Position 237: 0.014264568858307044
Position 1109: 0.014257561972166266
Position 356: 0.014145129216794382
Position 2069: 0.013299751145597111
Position 456: 0.012584183223031247
Position 1279: 0.011372634448129344
Position 709: 0.01134712508628289
Position 480: 0.010574997717019504
Position 1878: 0.00918079185843979
Position 1895: 0.00878269971005238
Position 1417: 0.008160852165648767
Position 1526: 0.0080793517144137
Position 2045: 0.006479212243779112
Position 2263: 0.0063626341865712305
Position 288: 0.00616015788633084
Position 1533: 0.005750412382199319
Position 1656: 0.0052411761044332044
Position 2014: 0.004032440462831466
Position 848: 0.003678771034830981
Position 2222: 0.0034564419509464546
Position 259: 0.0033781533733069995
Position 2302: 0.0027051380781172745
Position 1468: 0.0026608396025386174
Position 1122: 0.00245366276483245
Position 1202: 0.002336629299245965
Position 2180: 0.002137529537123339
Position 1950: 0.0018320883577375424
Position 1616: 0.0017138972158492584
Position 1728: 0.0017107924300471043
Position 1674: 0.0015860235360470913
Position 1694: 0.001569313293426489
Position 1265: 0.0014718127338740118
Position 1662: 0.0013883098308548872
Position 305: 0.001358648493729992
Position 1497: 0.0012919366548459767
Position 202: 0.0012563722739984656
Position 943: 0.001248654444865753
Position 373: 0.0012311683224747972
Position 653: 0.0012235695345522214
Position 1980: 0.001206434871334555
Position 1144: 0.001162913243440189
Position 2042: 0.000921630569720331
Position 1348: 0.0009055372138925203
Position 292: 0.0008306148093991129
Position 339: 0.0008203851441197667
Position 589: 0.0007563014098438608
Position 732: 0.0005590726066303376
Position 642: 0.0005469158481010916
Position 261: 0.0002753572574327202
Position 1399: 0.00022361091175346663
Position 1612: 0.00020320680974961238
Position 860: 0.00020294067194233685
Position 1318: 0.0001733681237277649
Position 1033: 0.0001415665072486697
Position 2204: 0.00014092244679868966
Position 1297: 0.00013163624143331003
Position 905: 0.0001290883475996379
Position 1940: 0.00012364086118826873
Position 737: 8.920347583020803e-05
Position 1294: 7.614890235418748e-05
Position 2097: 7.58858517081792e-05
Position 2388: 6.86564898690855e-05
Position 1788: 5.9518326915045986e-05
