Gene = NGLY1
index = 939
Annotated 5SS: [  292  4978 19486 32454 43975 46218 47548 49680 51233 54419 63538]
Annotated 3SS: [ 4862 19239 32287 43751 46095 47401 49568 51067 54232 63359 63915]
SMsplice 5SS: [  292  4978 25099 32454 36304 39216 43975 44142 46218 49680 54419 63538]
SMsplice 3SS: [ 4862 24980 32287 36186 39086 43751 44069 46095 49568 54232 63359 63915]
top_k =  1000
Partition function (log Z): -34.71036292832826

Sorted 5' Splice Sites (High to Low Probability):
Position 6796: 0.7839437670032952
Position 4978: 0.6623694825631593
Position 4064: 0.4756552702014585
Position 292: 0.4525397091020331
Position 5962: 0.3816271050373825
Position 5851: 0.26907666018147836
Position 319: 0.20190854463115654
Position 659: 0.149173661515387
Position 19486: 0.08911265340108197
Position 589: 0.062115081202519566
Position 5945: 0.051453183749542386
Position 327: 0.05114136662726198
Position 814: 0.0470273404011294
Position 8441: 0.03219869890318659
Position 4982: 0.019165075167446647
Position 79: 0.01466984445682092
Position 947: 0.014358864771185687
Position 307: 0.014257230244527507
Position 5668: 0.013873187913889883
Position 331: 0.012653955964537177
Position 6546: 0.012563630402980282
Position 2030: 0.011675758266803438
Position 2157: 0.005919904958348174
Position 6349: 0.005892463965314421
Position 4771: 0.004915738408112974
Position 5039: 0.004857262599581049
Position 1126: 0.004382393087031669
Position 4416: 0.004072550081969791
Position 5790: 0.003244656376593377
Position 6785: 0.002471032493055868
Position 1694: 0.0014950099088350982
Position 6985: 0.0011951911327900409
Position 2707: 0.0010587072018141501
Position 4759: 0.0009154774142526784
Position 6418: 0.0007293328064406824
Position 7598: 0.0006408762241716106
Position 5035: 0.0004543804249304014
Position 4320: 0.000332225465685098
Position 7871: 0.00021726707731721363
Position 1753: 0.00019362171268312277
Position 2266: 0.00018321452155594788
Position 549: 0.00016173764004881816
Position 4502: 0.0001051780944632836
Position 1379: 7.343565766485221e-05
Position 438: 5.489542929094005e-05
Position 7592: 4.162769822456954e-05
Position 70: 3.0282197385556216e-05
Position 1291: 1.6103594548372135e-05
Position 754: 1.2647344966810701e-05
Position 787: 1.2565129371754103e-05
Position 111: 1.1298848686314628e-05
Position 966: 8.965212840787227e-06
Position 1010: 8.762965322047798e-06
Position 6015: 8.465407282895277e-06
Position 540: 8.43282937681769e-06
Position 424: 7.702005585668992e-06
Position 5711: 6.447468790333305e-06
Position 690: 5.7927940347406244e-06
Position 1145: 5.44845152954502e-06
Position 772: 4.532501472158581e-06
Position 1116: 4.4773834831203405e-06
Position 4254: 3.1698728984976006e-06
Position 5866: 2.745594323923247e-06
Position 514: 2.3759438265917876e-06
Position 1249: 2.061501414194036e-06
Position 348: 1.5446966996855667e-06
Position 1758: 1.4902391484375711e-06
Position 503: 1.2058867746027561e-06
Position 811: 1.1885412617964075e-06
Position 1353: 1.15382776697753e-06
Position 1209: 1.1458881660390198e-06
Position 1191: 1.1368572053183107e-06
Position 2352: 1.0556824147626742e-06
Position 1569: 9.482461878470178e-07
Position 1394: 8.358715819427487e-07
Position 109: 7.854343624484645e-07
Position 477: 6.003380119516964e-07
Position 986: 5.323811891672008e-07
Position 517: 5.291977302149067e-07
Position 738: 4.4873377343457644e-07
Position 7258: 3.489988328605404e-07
Position 368: 3.0567128045906353e-07
Position 534: 2.7345310185061487e-07
Position 7078: 2.561086537640413e-07
Position 818: 2.0272720576145733e-07
Position 559: 1.2534464267972542e-07
Position 1333: 7.424680854893065e-08
Position 1357: 6.347136873397181e-08
Position 1305: 6.08215050555326e-08
Position 1298: 4.4990984891988166e-08
Position 674: 4.498489200280697e-08
Position 1072: 3.145699175641201e-08
Position 1233: 2.9771624964303917e-08
Position 676: 2.693521941240648e-08
Position 199: 2.4120234268625258e-08
Position 1049: 2.2195783381708746e-08
Position 759: 1.2684911509528294e-08
Position 708: 1.130623509597835e-08
Position 209: 3.997000820336875e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5710: 0.6492586210422332
Position 4862: 0.5857858041539369
Position 6675: 0.4078338207735327
Position 6647: 0.37353612628681065
Position 3948: 0.3507603160211152
Position 16904: 0.21746203244101664
Position 20436: 0.18259072725314784
Position 24980: 0.18150278773176795
Position 19239: 0.13517151237498973
Position 16672: 0.09873985231211688
Position 3953: 0.0689495314162026
Position 4922: 0.06712753488179272
Position 5944: 0.027329451231655828
Position 5567: 0.025763097423730282
Position 7717: 0.024723732611241618
Position 8301: 0.022584189616881783
Position 14596: 0.02241617443517756
Position 6158: 0.02085770595665427
Position 3992: 0.020439106648015386
Position 8635: 0.018217538275010742
Position 3866: 0.017713443278420303
Position 10374: 0.01658637221665209
Position 6183: 0.016431797524936266
Position 7115: 0.01559328395957739
Position 15156: 0.015277419227331477
Position 1857: 0.014607470777085997
Position 15130: 0.014045900475162264
Position 19599: 0.012619314387610561
Position 9884: 0.01191611353710528
Position 5881: 0.0116094084844654
Position 4720: 0.011563349795435803
Position 4886: 0.01104791263028352
Position 3780: 0.010010200628458688
Position 15935: 0.009711884668736254
Position 9271: 0.009484636022628109
Position 4741: 0.009378482416349615
Position 6766: 0.00889443270616544
Position 5554: 0.008100631077829996
Position 6710: 0.0067926682011925
Position 16262: 0.006237700456891711
Position 5776: 0.005333683643986007
Position 534: 0.005146943910603395
Position 14679: 0.005137728120659977
Position 4348: 0.0046756231092736555
Position 8403: 0.004119061995655217
Position 8166: 0.003925656255308541
Position 3918: 0.003738128397933682
Position 514: 0.003687349728011712
Position 4937: 0.003579760497086286
Position 16828: 0.0031472722697491896
Position 642: 0.0031333227414503846
Position 3730: 0.0031194571149502255
Position 7493: 0.00302313210165432
Position 15996: 0.002970468442944647
Position 1436: 0.0029569813930817265
Position 9080: 0.0028838417118666575
Position 8122: 0.0028576857541207797
Position 872: 0.0026784625412822147
Position 7305: 0.0025917139173882975
Position 4909: 0.00238073186311698
Position 9332: 0.002361095255232973
Position 6348: 0.002312094204024639
Position 7066: 0.0021318521099734007
Position 406: 0.002108795272978842
Position 2047: 0.0019769835241441407
Position 4319: 0.001898336512858587
Position 6373: 0.0018112907502134848
Position 8832: 0.0018047313555754623
Position 12752: 0.0017796668245831683
Position 9289: 0.001754515345079311
Position 990: 0.0017106025920154847
Position 8282: 0.0016622358964678223
Position 9013: 0.0016151044800723027
Position 5722: 0.001607549657632119
Position 888: 0.0014270674824684176
Position 14217: 0.0014001316273444275
Position 6885: 0.0013381182565580187
Position 7692: 0.0011725455607515356
Position 11715: 0.0011275174421811695
Position 14697: 0.0011069741095952742
Position 8197: 0.0010345160869379448
Position 1931: 0.0010342973156921517
Position 735: 0.0010239339191627061
Position 7755: 0.0009331812449204942
Position 8400: 0.0008905787069160451
Position 14020: 0.0008492419831308385
Position 357: 0.0008147208211512396
Position 7239: 0.0007943904718302032
Position 2621: 0.0007060710519797284
Position 9010: 0.0006999302424362981
Position 3756: 0.0006731417402696955
Position 4688: 0.0006668291681313646
Position 13034: 0.0006418987617604761
Position 385: 0.000611575027700115
Position 8430: 0.0006094317729668054
Position 9862: 0.0005539025334883944
Position 9545: 0.0005502858345799184
Position 5790: 0.0005100919281386426
Position 499: 0.0004758699229120206
Position 456: 0.00033691007284932585
Position 12029: 0.0003365654697800209
Position 2531: 0.00033569279362597284
Position 11665: 0.0003214719715905301
Position 7476: 0.00029675484328863677
Position 538: 0.0002896375732390357
Position 7369: 0.00028186498245036677
Position 1472: 0.000276968660398261
Position 1092: 0.0002747594055013993
Position 4228: 0.00027260171159035427
Position 5183: 0.0002503414454869486
Position 7971: 0.00024923398758601846
Position 7845: 0.00024708261053799655
Position 4021: 0.00023859694512222453
Position 935: 0.00023836602127975097
Position 2093: 0.00022500768968258938
Position 7774: 0.0002107000766004243
Position 11000: 0.0002033689018523206
Position 4780: 0.00019015224246971286
Position 1007: 0.0001897341158337951
Position 6401: 0.00018303535415260076
Position 2052: 0.00018230730914383942
Position 7133: 0.00017114489972467446
Position 7345: 0.00013583611604127188
Position 1863: 0.00013252695492684568
Position 5160: 0.0001318456157365295
Position 4693: 0.0001304464752540059
Position 4176: 0.00012400811422728805
Position 9806: 0.0001239050345563405
Position 9229: 0.00010877098168428432
Position 3670: 0.00010760530475832666
Position 5961: 0.00010300140480382632
Position 882: 0.00010184662432889089
Position 6849: 9.583701433662276e-05
Position 494: 9.509465846133073e-05
Position 2118: 9.4659858679396e-05
Position 588: 9.088705045109907e-05
Position 777: 8.872147827860324e-05
Position 8523: 7.672142723454264e-05
Position 703: 7.295234941625316e-05
Position 6012: 5.899601106491255e-05
Position 1027: 5.8491999720128024e-05
Position 5260: 4.9048417286547325e-05
Position 568: 4.5978359252038226e-05
Position 6000: 4.3957562012859495e-05
Position 7597: 4.303632272177542e-05
Position 7507: 3.623904478634497e-05
Position 1798: 3.600892335648896e-05
Position 1226: 3.5734168830404816e-05
Position 3639: 3.3532106493712635e-05
Position 1550: 3.264327436834341e-05
Position 1190: 3.2360233743440614e-05
Position 2161: 2.9930612423266223e-05
Position 5404: 2.977420514154348e-05
Position 4302: 2.745681295499559e-05
Position 1559: 2.283859095082681e-05
Position 6164: 1.984509918297797e-05
Position 444: 1.982281548271406e-05
Position 392: 1.8992637862692184e-05
Position 559: 1.798941179940154e-05
Position 738: 1.6911087105264937e-05
Position 1733: 1.292718636887202e-05
Position 1881: 1.0731292398586413e-05
Position 3253: 9.732490876633115e-06
Position 2655: 9.464451041053722e-06
Position 2585: 7.478905167394605e-06
Position 3206: 4.823133496043008e-06
Position 1208: 4.3809355250411115e-06
Position 5569: 3.844143648051874e-06
Position 5483: 3.7250775323593977e-06
Position 708: 3.518769306267142e-06
Position 1394: 3.391233824534644e-06
Position 6903: 2.5932128218924024e-06
Position 6906: 2.5870722555895015e-06
Position 503: 1.4833353683979722e-07
Position 379: 1.4495542673560193e-07
Position 420: 1.362223882718277e-07
Position 2236: 8.796922842867218e-08
Position 2334: 8.628076022123392e-08
Position 1680: 5.952565493909012e-08
Position 1319: 5.1065504834172594e-08
Position 477: 5.093524293087964e-08
Position 2138: 4.9522502157354925e-08
Position 1072: 4.6132366411848763e-08
Position 1607: 3.8463417624977525e-08
Position 607: 3.656896906337518e-08
Position 1169: 3.123516844912526e-08
Position 583: 3.0871878490194604e-08
Position 592: 2.347466370331278e-08
Position 946: 2.2337687582560724e-08
Position 387: 2.1690400307281963e-08
Position 291: 2.155252141809806e-08
Position 586: 2.065738304579228e-08
Position 1242: 1.2672455533842952e-08
Position 811: 7.963973558494781e-09
Position 1569: 7.300065676544851e-09
Position 1049: 7.255349581091365e-09
Position 1044: 5.649008336308757e-09
Position 1009: 3.2012002270457274e-09
