Gene = IQUB
index = 717
Annotated 5SS: [  573 21005 23048 29747 30005 30352 36253 53154 63735 68116 71592 75568]
Annotated 3SS: [20603 22912 29584 29831 30195 36041 52977 63563 67938 71342 75381 80022]
SMsplice 5SS: [  573 29747 30005 30352 39627 40173 53154 63735 71592 75568]
SMsplice 3SS: [29584 29831 30195 39413 40031 52977 63563 71418 75381 80022]
top_k =  1000
Partition function (log Z): -43.431669913441134

Sorted 5' Splice Sites (High to Low Probability):
Position 573: 0.5073233076101783
Position 11427: 0.2643414177548882
Position 5298: 0.22179541733813427
Position 637: 0.22130566134912083
Position 585: 0.14294203929107188
Position 4704: 0.13048378439615244
Position 12734: 0.12982210970251942
Position 10534: 0.09457877666945111
Position 398: 0.08709927972614966
Position 10967: 0.08083832013523329
Position 8864: 0.08069270796596767
Position 160: 0.04746320477154989
Position 10183: 0.031723596478050065
Position 4748: 0.029743613893904418
Position 632: 0.025566656737775147
Position 1310: 0.0232559527953382
Position 12751: 0.02131779362901571
Position 5864: 0.018766084538621868
Position 7653: 0.01497283363678541
Position 871: 0.014896567862555657
Position 4680: 0.008000432234346723
Position 5075: 0.0065830063957096185
Position 10017: 0.00572780575394339
Position 6142: 0.005499003579634853
Position 247: 0.0044264396331970815
Position 8870: 0.0038700337929726764
Position 4756: 0.0012212715860495068
Position 4390: 0.0010540163370158305
Position 4660: 0.000990748740711634
Position 286: 0.0009484152500266979
Position 2638: 0.000881527996393652
Position 10031: 0.0008461400727245077
Position 8847: 0.0007877533189093223
Position 5495: 0.0007434775126597844
Position 165: 0.000675533115179384
Position 1956: 0.00045138929918620414
Position 3842: 0.00041505708649371717
Position 80: 0.0002644373435678831
Position 2041: 0.00023013941025524978
Position 252: 0.00018546442801733274
Position 2291: 0.000174442817937019
Position 35: 0.00012504042356802883
Position 747: 0.00012256056849213677
Position 404: 4.8141425042036864e-05
Position 2073: 2.8747874137699448e-05
Position 2723: 2.6116020969189945e-05
Position 249: 1.3067717279294442e-05
Position 387: 1.1616639225925468e-05
Position 5708: 7.758479188474502e-06
Position 4819: 7.068405009305935e-06
Position 179: 5.903129062927236e-06
Position 264: 5.640170305374744e-06
Position 5381: 5.6352496463389925e-06
Position 5302: 5.427493887620188e-06
Position 1108: 4.902353744308086e-06
Position 903: 2.4725811198460263e-06
Position 5468: 2.4671200309077467e-06
Position 814: 1.5604807094744864e-06
Position 419: 1.2142681362748577e-06
Position 416: 1.1826578471282493e-06
Position 966: 9.332906004150836e-07
Position 527: 8.775206122189242e-07
Position 1077: 8.571071610242648e-07
Position 1249: 6.923884095045497e-07
Position 1102: 5.835377596437816e-07
Position 577: 5.562115953348449e-07
Position 323: 4.644234785663821e-07
Position 1093: 3.5600013570239013e-07
Position 167: 3.16210249801323e-07
Position 579: 1.6190169539878705e-07
Position 402: 1.374741312193243e-07
Position 624: 1.3440445802525777e-07
Position 1644: 1.0352555253578586e-07
Position 409: 7.288325880503735e-08
Position 2118: 7.280017537616055e-08
Position 442: 2.8477116330034273e-08
Position 379: 2.8370814089159694e-08
Position 2196: 1.613190596760786e-08
Position 489: 3.07843665324322e-10
Position 491: 8.545905713120164e-11
Position 445: 1.2955725395837523e-12
Position 614: 4.561982505530146e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 20603: 0.6016814251297413
Position 5228: 0.21938273999406602
Position 12632: 0.1812402426953701
Position 4596: 0.1649753457833441
Position 11308: 0.13560563870160958
Position 11304: 0.13084495755880018
Position 11858: 0.1027199481339024
Position 19956: 0.10159998047483366
Position 8715: 0.09708129910935683
Position 10387: 0.08817570023714098
Position 10888: 0.08403592071613644
Position 12657: 0.06455773662466241
Position 503: 0.04650596491786504
Position 5576: 0.031404278973294064
Position 9797: 0.017001148503251958
Position 10016: 0.016852154769298983
Position 7420: 0.01588303597107702
Position 9932: 0.014057775028026687
Position 4913: 0.010925418685860569
Position 10438: 0.008222282967865981
Position 14914: 0.00726102521137916
Position 6058: 0.0069233686194950985
Position 489: 0.006872417543124375
Position 1248: 0.006114808919169587
Position 13308: 0.006100963392300287
Position 416: 0.004996469523000401
Position 4615: 0.00472249621093022
Position 17324: 0.004561893881882556
Position 4632: 0.003288957463561376
Position 5167: 0.003043103715861932
Position 5392: 0.0029460659465447674
Position 6024: 0.0027454357001483105
Position 4295: 0.0027164276528908048
Position 2520: 0.002428123375484612
Position 387: 0.002274281381140696
Position 12168: 0.002163118073537255
Position 6664: 0.002054682687237811
Position 5148: 0.0018845265817813111
Position 5423: 0.0018347746016129716
Position 13168: 0.001798719284031638
Position 1245: 0.0017378421301788302
Position 728: 0.001650217835123837
Position 284: 0.0016250163495948212
Position 12070: 0.0016156452054564387
Position 1105: 0.0015961511906771439
Position 11084: 0.0013264159471337142
Position 762: 0.0011835334168351069
Position 5800: 0.001024271012128832
Position 5603: 0.0008633852613196509
Position 2818: 0.0008372842191667388
Position 678: 0.0008234601325641935
Position 3725: 0.0007671893352663384
