Gene = TBCA
index = 1379
Annotated 5SS: [  157 68119 83095]
Annotated 3SS: [68012 83007 84861]
SMsplice 5SS: [  157  6813 30763 43625 61137 68119 83095]
SMsplice 3SS: [ 6698 30633 43474 61045 68012 83007 84861]
top_k =  1000
Partition function (log Z): -44.72542447157795

Sorted 5' Splice Sites (High to Low Probability):
Position 157: 0.9936956204832372
Position 6813: 0.6418616748581162
Position 4835: 0.09886725725583106
Position 6349: 0.08410275514199654
Position 8872: 0.056906753192831935
Position 11283: 0.05518391487457118
Position 7336: 0.03922442568607669
Position 8313: 0.023783173033060927
Position 1354: 0.017792648190083093
Position 952: 0.01693599155377742
Position 1796: 0.011770235624751872
Position 5512: 0.011270772468686054
Position 2933: 0.010809543190165192
Position 2724: 0.010507973820504557
Position 4065: 0.010420215988365945
Position 1924: 0.010410110285507217
Position 1198: 0.007933245985969374
Position 7711: 0.005240480551428999
Position 8069: 0.005077913195878534
Position 8283: 0.003231625410680137
Position 7384: 0.0025450429770045293
Position 119: 0.0019293396070613918
Position 2915: 0.0015048677741704292
Position 1720: 0.0013698627394952798
Position 4486: 0.0007533361116893305
Position 2277: 0.0007526812239494037
Position 4040: 0.0006884602111269282
Position 4511: 0.0005910729917785769
Position 3852: 0.00033066295054515383
Position 4906: 0.0003200024349758277
Position 5359: 0.00026635421973032064
Position 4574: 0.00024336699766430573
Position 441: 0.00021266119779629424
Position 2177: 0.00013445599947704598
Position 433: 0.00013051806588098327
Position 1811: 0.00013017415482686833
Position 998: 0.0001240738453423924
Position 870: 0.00010778157917748881
Position 3301: 0.00010549421960718937
Position 1896: 0.00010345737297759728
Position 1786: 9.916302240856766e-05
Position 766: 8.322389261489165e-05
Position 5990: 6.410882740164196e-05
Position 813: 6.138804035273273e-05
Position 149: 6.075494448673927e-05
Position 1978: 4.509041138691554e-05
Position 444: 4.1044533834745664e-05
Position 5488: 3.7512097146946306e-05
Position 5444: 3.538698502705037e-05
Position 1857: 3.383867892279711e-05
Position 7020: 3.177486890313555e-05
Position 800: 3.122920668809174e-05
Position 495: 2.542216044291432e-05
Position 1088: 2.4673128018403176e-05
Position 1423: 1.8187806201931705e-05
Position 1014: 1.814704167170735e-05
Position 895: 1.6484534951797598e-05
Position 416: 1.5799754821646216e-05
Position 1307: 1.5598875298288235e-05
Position 957: 1.4720018743743573e-05
Position 1950: 1.1480495162727753e-05
Position 1727: 1.072887796651685e-05
Position 2758: 9.576069520943362e-06
Position 1605: 9.296814863819259e-06
Position 1658: 9.092091930287342e-06
Position 1735: 5.640289940080254e-06
Position 2233: 5.115593024975401e-06
Position 585: 5.005820952892573e-06
Position 58: 4.505823264255624e-06
Position 2937: 4.041337302834893e-06
Position 3352: 3.785631052772648e-06
Position 4979: 3.3470192935778292e-06
Position 2339: 3.166591295068735e-06
