Gene = FANCD2OS
index = 539
Annotated 5SS: [ 217 4034]
Annotated 3SS: [ 3448 26699]
SMsplice 5SS: [217]
SMsplice 3SS: [3448]
top_k =  1000
Partition function (log Z): -15.129521538819043

Sorted 5' Splice Sites (High to Low Probability):
Position 217: 0.9710500530469934
Position 3658: 0.645574952369757
Position 13979: 0.6368388963691589
Position 13366: 0.6108930267116249
Position 16686: 0.5636810545602842
Position 13669: 0.1533987910937394
Position 22434: 0.09129997268605496
Position 4782: 0.07729020294510919
Position 12022: 0.07183029158713036
Position 4197: 0.06789557533941407
Position 13773: 0.052538171345228986
Position 3619: 0.04819281634635265
Position 1791: 0.04381582323642707
Position 9988: 0.03988250987129148
Position 10808: 0.039659041660891646
Position 3585: 0.02511076799732079
Position 3718: 0.02478843879659525
Position 16621: 0.021983454399715587
Position 12394: 0.016918574615492607
Position 8951: 0.011720144577063522
Position 21100: 0.01164959292266006
Position 1578: 0.011583754844799914
Position 13013: 0.01021908451307339
Position 14638: 0.009627942312766723
Position 3209: 0.009561418696873518
Position 4034: 0.009539351726150187
Position 12975: 0.008218125962419056
Position 713: 0.007821961648492453
Position 14619: 0.007427074323087573
Position 9538: 0.007136778662330978
Position 4202: 0.006690272203720719
Position 8296: 0.006077318959827309
Position 18160: 0.00585621355447551
Position 3598: 0.005387498070814063
Position 18188: 0.004992276761933509
Position 171: 0.004815342810777714
Position 339: 0.0038399506059324765
Position 16857: 0.00361321996634224
Position 745: 0.0031345596910456563
Position 9397: 0.0029498051923558095
Position 1966: 0.002596235782576773
Position 9900: 0.0025797273905561937
Position 10535: 0.0025318944433372864
Position 425: 0.0024643658050862087
Position 2112: 0.0020978860644420842
Position 1401: 0.001589123688883939
Position 3148: 0.0014316003862413606
Position 384: 0.0013424305100312533
Position 1651: 0.0012783054786035634
Position 4575: 0.0012497900834270404
Position 3987: 0.001178315270864335
Position 24: 0.0011615047437467752
Position 296: 0.0010399755589340866
Position 8: 0.0008440737801074777
Position 1088: 0.0008079745125500038
Position 1286: 0.0008036397954880274
Position 2109: 0.000775711142977699
Position 1645: 0.0007227305303295568
Position 868: 0.0005806793786510779
Position 3942: 0.000568615087674067
Position 343: 0.0005007024997780914
Position 1580: 0.0004962588547720294
Position 260: 0.0004957436903722129
Position 1427: 0.00039303244258901934
Position 3606: 0.0002635440259690251
Position 255: 0.00024006519991644356
Position 395: 0.00018243448539458575
Position 3825: 0.0001468830353118294
Position 62: 0.00014274526912859075
Position 208: 0.00013375475324865608
Position 1122: 0.00011696215427075589
Position 2325: 0.00010980635111604112
Position 502: 0.00010148655410700695
Position 4350: 9.765154867488115e-05
Position 4493: 9.616996485104282e-05
Position 164: 8.744782697775172e-05
Position 462: 7.619029243916516e-05
Position 1952: 7.52703049006131e-05
Position 2131: 6.47389553841307e-05
Position 1481: 6.282840670687707e-05
Position 2898: 6.072012256424287e-05
Position 1970: 6.027230342457458e-05
Position 439: 5.85700238206528e-05
Position 238: 4.6845140274168166e-05
Position 2095: 3.863119388364431e-05
Position 415: 3.7716555608455534e-05
Position 3364: 3.456214684930591e-05
Position 117: 3.356117678908473e-05
Position 1294: 3.333150819995691e-05
Position 2194: 2.736305031770088e-05
Position 1536: 2.691955671105719e-05
Position 1668: 2.682399491517922e-05
Position 3503: 2.6473908337216206e-05
Position 3751: 2.3598133581790134e-05
Position 370: 2.31579843472552e-05
Position 529: 2.2344714621940618e-05
Position 657: 2.1860388218100964e-05
Position 1563: 2.1729082421171442e-05
Position 3772: 1.8846781494192793e-05
Position 38: 1.7929332400985704e-05
Position 4242: 1.766168021065724e-05
Position 3669: 1.633081825707833e-05
Position 2818: 1.5136822365895954e-05
Position 534: 1.4836774212120955e-05
Position 466: 1.0358161778852453e-05
Position 1472: 1.0162845130154364e-05
Position 2093: 9.52180241416629e-06
Position 670: 8.668254796577379e-06
Position 262: 6.977310391398627e-06
Position 1492: 5.1974184322939166e-06
Position 1590: 5.152751350639426e-06
Position 1275: 4.913546356553661e-06
Position 1124: 4.654932567303324e-06
Position 1150: 4.572034679584735e-06
Position 1360: 3.5693604360451512e-06
Position 5284: 2.4915891481099652e-06
Position 1044: 2.2072877469357148e-07
Position 1057: 1.6470987542040807e-07
