Gene = MOBP
index = 853
Annotated 5SS: [   61 12444 34596 35197]
Annotated 3SS: [12359 34385 34782 45702]
SMsplice 5SS: [   61 12444 32388 34596]
SMsplice 3SS: [12359 32329 34500 45702]
top_k =  1000
Partition function (log Z): -21.15891813261498

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.9938067278578813
Position 12444: 0.9791595509173868
Position 10074: 0.27813855943125326
Position 13536: 0.27235395310966887
Position 9366: 0.2687245466952392
Position 4170: 0.1711668152922821
Position 837: 0.1637529223757639
Position 2723: 0.12751499853301837
Position 6505: 0.12233384054388809
Position 2822: 0.09773376674598923
Position 9419: 0.09123496696534558
Position 12881: 0.08739613573520665
Position 17198: 0.0801292822542309
Position 375: 0.0731370352464633
Position 10660: 0.06006103032045887
Position 10068: 0.055286834855146044
Position 841: 0.042452623153138656
Position 12891: 0.028252374729821544
Position 790: 0.026087445022138937
Position 8463: 0.018071843195569863
Position 2215: 0.016506438846524325
Position 8418: 0.01632321496947859
Position 10028: 0.012292443777191582
Position 9467: 0.01128673427751457
Position 13077: 0.010247105026347535
Position 247: 0.007132333460760102
Position 692: 0.0070686921344868875
Position 16485: 0.0069938188700455995
Position 902: 0.005689144218635712
Position 5730: 0.005188183666105071
Position 5564: 0.005176778037493793
Position 970: 0.004547524131657108
Position 7614: 0.004448850866283585
Position 12904: 0.004091764541586924
Position 7673: 0.0039745779145491916
Position 13762: 0.0038813054257401144
Position 12566: 0.0037884130940359514
Position 8435: 0.0034805918841568856
Position 5778: 0.003278602164718353
Position 3811: 0.003067269275486743
Position 4408: 0.002958707879761996
Position 6792: 0.0027768727090811086
Position 4259: 0.002148570768936628
Position 2286: 0.0020358719129053514
Position 8509: 0.002015269719791419
Position 6324: 0.00169262938107117
Position 6602: 0.001678496475773672
Position 172: 0.0016331753480407487
Position 9298: 0.0014990165764767257
Position 5686: 0.0014810636497835435
Position 5569: 0.0014614477641244727
Position 9252: 0.0013965432471789766
Position 16418: 0.001250094350888253
Position 12426: 0.0011769838729492
Position 3729: 0.0010715077112944111
Position 5538: 0.0010478564145141017
Position 5693: 0.0010102586773410444
Position 4412: 0.0008593675796684495
Position 7698: 0.0008136123974960357
Position 282: 0.0007822721803511959
Position 2718: 0.0006989690066050858
Position 14170: 0.0006514800775413884
Position 7345: 0.0006366013338989789
Position 17461: 0.0006051548050321548
Position 1977: 0.0005374977732003485
Position 5482: 0.00036166377347052886
Position 2281: 0.0003424144821726146
Position 17: 0.00033491688395481596
Position 2258: 0.0002944316828096947
Position 1982: 0.00016812132251250197
Position 12588: 0.00013495726285043592
Position 378: 0.00010315431875816108
Position 2973: 6.640918265162583e-05
Position 124: 1.089176347588915e-05
Position 679: 1.0270741985786833e-05
Position 134: 8.886585935607372e-06
Position 235: 7.5775681767591455e-06
Position 711: 7.457059636363061e-06
Position 78: 6.9970583070999244e-06
Position 642: 6.874148357361083e-06
Position 563: 6.1051707027067755e-06
Position 602: 5.520428322248963e-06
Position 293: 3.3442051080190138e-06
Position 270: 2.485610214137898e-06
Position 792: 8.645801839953961e-07
Position 677: 8.065878959532801e-07
Position 1004: 5.167776381744895e-07
Position 635: 4.820596695974857e-07
Position 122: 4.672641967114689e-07
Position 751: 4.449482340801109e-07
Position 1006: 3.1099021251994073e-07
Position 805: 2.7380077318436225e-07
Position 508: 2.7091835026423134e-07
Position 833: 2.6653030088998834e-07
Position 354: 2.6252123265399066e-07
Position 506: 2.620288796758274e-07
Position 181: 2.586335477123645e-07
Position 1030: 1.781985053148755e-07
Position 1082: 1.357070996750273e-07
Position 495: 7.991256865350842e-08
Position 986: 4.592526048625643e-08
Position 988: 4.499225621676724e-08
Position 1032: 4.1829076763275035e-08
Position 1108: 2.9748700990186426e-08
Position 455: 2.3795250235653658e-08
Position 1056: 2.1009590390138355e-08
Position 34: 1.1388896274425164e-08
Position 810: 8.458361771717842e-10
Position 1058: 8.325321239651755e-10
Position 437: 6.770498311003733e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12359: 0.9371583573896168
Position 9244: 0.3763402529672173
Position 22639: 0.3373608232675315
Position 9912: 0.2915760021730101
Position 13438: 0.2212603282967034
Position 17128: 0.17263525589841117
Position 4051: 0.16447528754860904
Position 12659: 0.162912864962987
Position 2650: 0.14620889662155362
Position 25381: 0.11815178571613681
Position 495: 0.11017265583691516
Position 6269: 0.08922594433193555
Position 159: 0.07503783551439693
Position 17954: 0.06424187661739915
Position 10578: 0.060242573752641596
Position 2749: 0.05878115730723801
Position 17978: 0.04894878797060942
Position 9944: 0.04757690171369811
Position 12213: 0.047508607765847165
Position 13474: 0.04745367267533833
Position 18727: 0.044951304599814806
Position 472: 0.04218726958886436
Position 8338: 0.040066945547388
Position 6413: 0.03069979210795505
Position 13837: 0.028536143993309136
Position 612: 0.026175456262724328
Position 763: 0.025019369303147698
Position 13378: 0.021477978732314974
Position 14258: 0.019465379055412492
Position 23483: 0.018402258513102822
Position 2548: 0.015806786523989067
Position 17348: 0.014533396909668098
Position 13640: 0.014402138046826279
Position 14014: 0.013499727226887078
Position 12954: 0.01279531504857274
Position 20414: 0.01193355506013376
Position 13076: 0.01165259264534452
Position 5563: 0.010691065813925484
Position 711: 0.010420212908126543
Position 16284: 0.010311178723829315
Position 817: 0.010099108139169114
Position 3915: 0.009541563451873708
Position 19864: 0.009128109162525613
Position 566: 0.008884438109656926
Position 12779: 0.008505509905416288
Position 15118: 0.008458754055631736
Position 12616: 0.007630312075540716
Position 22907: 0.006487933667778786
Position 16948: 0.006395049261094463
Position 20994: 0.006099987340234952
Position 15969: 0.00608417295202823
Position 6401: 0.00581186369080035
Position 1881: 0.0055793517845063
Position 5475: 0.00554175829248643
Position 683: 0.005521012024450271
Position 863: 0.005298736026052622
Position 7581: 0.0052029244043617405
Position 20613: 0.004687373400223792
Position 9990: 0.004628215978785105
Position 12931: 0.004408728276256265
Position 14458: 0.004210829378750225
Position 7521: 0.004188709534897935
Position 2091: 0.003845598395944803
Position 1804: 0.0037223796691008403
Position 14482: 0.003074068638772768
Position 2109: 0.0026518618212453787
Position 15370: 0.002462415580581361
Position 13618: 0.002438737156270346
Position 10011: 0.002384083510677984
Position 15060: 0.0022237987552281473
Position 14461: 0.002197090971070095
Position 329: 0.0021698341885423083
Position 254: 0.001802241419043748
Position 12255: 0.0017918329988493662
Position 2479: 0.0017313819318748285
Position 4338: 0.001691108446379001
Position 6667: 0.001665013159728042
Position 1989: 0.0016053241037144977
Position 3427: 0.0014220163831236172
Position 181: 0.001353912587103921
Position 3544: 0.00112341195537076
Position 2175: 0.0010449016484137769
Position 4258: 0.0010383252600421986
Position 5633: 0.0010079788396796558
Position 15278: 0.0009781091200218544
Position 5390: 0.0009722144165711182
Position 15157: 0.0009666208362935335
Position 15779: 0.0009145643426508177
Position 2374: 0.0008810172185940116
Position 15210: 0.0008696012204056607
Position 16583: 0.0008433996445864589
Position 13877: 0.0008064546367794688
Position 2675: 0.0008007741245141919
Position 6654: 0.000774657238548495
Position 3702: 0.0007154583520895987
Position 7294: 0.0006407703083605476
Position 10856: 0.0006337974875818587
Position 5438: 0.00062818365424583
Position 176: 0.0006165889867715654
Position 2008: 0.0006045937944555382
Position 16036: 0.0005510517391551653
Position 534: 0.0005459194951604131
Position 14233: 0.0005380903922465613
Position 631: 0.0004834560406479039
Position 2396: 0.0004772529430448349
Position 15079: 0.00045983252529083153
Position 15319: 0.0004546877066758105
Position 15439: 0.0004486957916203704
Position 2425: 0.00043468211052733255
Position 3632: 0.00038540187230989603
Position 657: 0.00037836785762292976
Position 12661: 0.00036039493801752985
Position 11011: 0.00034799432513453547
Position 2434: 0.0003443402336775423
Position 588: 0.0003443326939556242
Position 6745: 0.00033720231080457195
Position 2036: 0.00028946728512481234
Position 3726: 0.0002776318795451543
Position 339: 0.0002526713188930608
Position 12880: 0.00022803820732913708
Position 5481: 0.000197783995152133
Position 2575: 0.00019102768094330513
Position 1833: 0.00016206134474256413
Position 3932: 0.0001600917337831702
Position 2273: 0.00015394160366590085
Position 3965: 0.00014945593308727457
Position 13280: 0.0001422105659711606
Position 13118: 0.00014078605926154473
