Gene = SKP2
index = 1260
Annotated 5SS: [  204   976 11690 14596 16381 18376 19667 24950 25226]
Annotated 3SS: [  703 11577 14451 16245 18276 19535 24897 25117 29750]
SMsplice 5SS: [  204   976 11690 14596 16381 18376 25226 26744]
SMsplice 3SS: [  703 11577 14451 16245 18276 25117 26530 31772]
top_k =  1000
Partition function (log Z): 6.230829158443294

Sorted 5' Splice Sites (High to Low Probability):
Position 16381: 0.9723815532511842
Position 976: 0.9672321673468307
Position 11690: 0.9668584262038031
Position 25226: 0.9495625035029341
Position 14596: 0.8533782893120292
Position 18376: 0.8175069766776252
Position 26744: 0.7714626563346809
Position 204: 0.7175823954928136
Position 28223: 0.694432900520028
Position 7808: 0.5483775871241042
Position 5573: 0.4193310800118378
Position 19667: 0.3762412376379819
Position 4532: 0.2489625724357767
Position 504: 0.23767648637181552
Position 24950: 0.2363797721947734
Position 27960: 0.22601651331594272
Position 20645: 0.22488590825290802
Position 4487: 0.18983874966909836
Position 27616: 0.17620316942886913
Position 1463: 0.16329108055299874
Position 25661: 0.13811392802509043
Position 20303: 0.1242291847356219
Position 1860: 0.11928678130299124
Position 25044: 0.11892299700610737
Position 25709: 0.11813805516631298
Position 30887: 0.11691582889784448
Position 25438: 0.11159029272874968
Position 2358: 0.1080905348767735
Position 31903: 0.09143134872617441
Position 8183: 0.08841290489672318
Position 17006: 0.0878434082606886
Position 2968: 0.08744025260118829
Position 29810: 0.08618680605382217
Position 4806: 0.08409369668637653
Position 29105: 0.08313700917993447
Position 5817: 0.07453477127201669
Position 25796: 0.06995432307421015
Position 31054: 0.06853025431608355
Position 5968: 0.06716550189738708
Position 14698: 0.06660100848302042
Position 27490: 0.06638230520380556
Position 25718: 0.06565470333171644
Position 25561: 0.0648277774290634
Position 4469: 0.06246306423737376
Position 4905: 0.05605775646642892
Position 16755: 0.055977841480244345
Position 20188: 0.05154021618244492
Position 14258: 0.05050512506860973
Position 25230: 0.04944404894962634
Position 21990: 0.049435727819224305
Position 13136: 0.04265408329374621
Position 16900: 0.03746069869274105
Position 8239: 0.037049541012207546
Position 8179: 0.035530105969273716
Position 31888: 0.035364832414215584
Position 1589: 0.034614072754817
Position 16885: 0.034371961019373384
Position 27066: 0.03436999311382016
Position 27510: 0.031060734205804203
Position 15695: 0.028933883541886005
Position 1800: 0.027480252681738274
Position 8172: 0.026832799869864213
Position 4874: 0.02421806405120033
Position 19393: 0.02340231030376556
Position 10945: 0.022666457755900368
Position 21622: 0.02206152273967906
Position 26790: 0.02147516621662893
Position 30878: 0.02114243286683276
Position 291: 0.019391761429410168
Position 25557: 0.018987800749118707
Position 26868: 0.017802687139701828
Position 14490: 0.017046289260236967
Position 4077: 0.01665437753096384
Position 10511: 0.016544370379625455
Position 5972: 0.016368526976378868
Position 838: 0.016104833644376336
