Gene = DR1
index = 470
Annotated 5SS: [ 978 8184]
Annotated 3SS: [ 8019 14604]
SMsplice 5SS: [ 978 3576 4114 8184 9555]
SMsplice 3SS: [ 3495  4030  8019  9410 12509]
top_k =  1000
Partition function (log Z): -8.375935252517298

Sorted 5' Splice Sites (High to Low Probability):
Position 8184: 0.9862602239169039
Position 978: 0.7935902503375485
Position 4114: 0.7805538618554106
Position 3576: 0.5793749930776969
Position 9555: 0.5732186084812272
Position 1969: 0.5077997515603104
Position 360: 0.3596399310263871
Position 13031: 0.2444379520154382
Position 7890: 0.22661766788417229
Position 1252: 0.14717315654418506
Position 8879: 0.11718335403962325
Position 9888: 0.10881377919202422
Position 2765: 0.09336065061547325
Position 4589: 0.06642395395693472
Position 1537: 0.06560269795140768
Position 17071: 0.05576175985626715
Position 1076: 0.05492887702665669
Position 753: 0.03506125760327157
Position 11982: 0.03462567248376209
Position 11978: 0.03020959156877102
Position 13751: 0.02948871939359185
Position 12582: 0.027832089108088518
Position 9168: 0.02424337112930229
Position 3664: 0.01966199245636017
Position 349: 0.013778281900812707
Position 8348: 0.013628505666118824
Position 8452: 0.012136109762342995
Position 459: 0.011170125350309687
Position 3627: 0.008721042989596688
Position 13079: 0.008646804822799602
Position 8865: 0.007771361233380503
Position 10091: 0.007624412196540636
Position 3983: 0.006849964096552165
Position 265: 0.004145779778790906
Position 1361: 0.004059785413189585
Position 1580: 0.0037114487325903937
Position 12807: 0.003576823816940254
Position 6551: 0.0033400299246097655
Position 13852: 0.0028896114620824472
Position 5885: 0.0021925663995563355
Position 14139: 0.0018920639302136175
Position 9602: 0.0015755183805644694
Position 7270: 0.0015711452152674468
Position 1010: 0.0014160686346144894
Position 12318: 0.0013366880520818167
Position 10524: 0.0011742329279686818
Position 9182: 0.0010467413990285976
Position 694: 0.0008473772394881427
Position 251: 0.0007866633640776463
Position 13772: 0.0007184818152547153
Position 5474: 0.0007183476721657954
Position 6541: 0.0007112795531434364
Position 8188: 0.0006931286521547471
Position 420: 0.0006515198601602808
Position 234: 0.0006427032934299365
Position 13358: 0.0005625168874091573
Position 10507: 0.0004893555146988167
Position 6986: 0.0004732299150977506
Position 4649: 0.0004704794206561556
Position 10132: 0.0004389213240237068
Position 10281: 0.0004351609089428432
Position 989: 0.00040747805116021134
Position 4901: 0.0003898990359280573
Position 1180: 0.0003556696249310633
Position 1018: 0.00035167475407744394
Position 9959: 0.000256446889699751
Position 1506: 0.00025433848234498015
Position 13020: 0.0002501428717603821
