Gene = DNAJC11
index = 454
Annotated 5SS: [  196 21017 23531 34216 48014 49096 50396 56136 56884 57367 62023 63630
 64478 64727 65808]
Annotated 3SS: [20886 23456 34113 47884 48972 50321 55945 56797 57249 61866 63559 64419
 64583 65677 66223]
SMsplice 5SS: [  196 20692 21017 23531 34216 36035 48014 49096 50396 56136 56884 57367
 62023 63630 64478 64727 65808]
SMsplice 3SS: [20605 20886 23456 34113 35857 47884 48972 50321 55945 56797 57249 61866
 63559 64309 64583 65677 66223]
top_k =  1000
Partition function (log Z): 10.849450342267023

Sorted 5' Splice Sites (High to Low Probability):
Position 34216: 0.9999983411044726
Position 48014: 0.9958029823860259
Position 196: 0.9942667352382276
Position 57367: 0.9894247213106807
Position 21017: 0.9644417281619071
Position 23531: 0.9532354724339813
Position 56884: 0.9448816498453074
Position 56136: 0.8963304050335343
Position 64727: 0.8788520224088294
Position 64478: 0.7763515116903895
Position 62023: 0.7612814828608733
Position 49096: 0.7408329437639942
Position 63630: 0.6159216612196745
Position 50396: 0.6087729872190478
Position 4308: 0.5751891585063882
Position 20692: 0.5221439690509041
Position 65808: 0.5105134650182044
Position 36035: 0.48306333642441995
Position 59894: 0.4340903614441995
Position 26358: 0.3718490985667969
Position 23814: 0.3089744897144569
Position 7675: 0.29064239217357396
Position 60137: 0.2872595491328803
Position 62362: 0.22948561294281303
Position 66143: 0.17714539752996078
Position 16461: 0.1728524968977564
Position 63842: 0.15828815000719104
Position 64420: 0.1522741710717334
Position 61222: 0.14331329241527835
Position 50248: 0.14136314431352126
Position 40442: 0.12195834075841747
Position 65765: 0.10390883472916583
Position 20767: 0.10139134799660302
Position 50530: 0.09260697300297029
Position 63450: 0.07986476052735582
Position 36007: 0.07965648404438844
Position 3486: 0.0795024294180847
Position 22227: 0.07940742146427944
Position 66368: 0.07339253403774315
Position 7478: 0.06769503160736869
Position 38975: 0.06712288237438596
Position 39482: 0.06021272349005801
Position 14845: 0.0558249837107735
Position 39363: 0.053474982124356786
Position 21234: 0.0471042277806894
Position 64649: 0.04296671565733158
Position 64606: 0.04065083301936463
Position 1293: 0.036996142917696845
Position 64655: 0.0369552839425048
Position 31104: 0.029579381204046813
Position 21689: 0.029161629173349374
Position 14841: 0.02808859138554893
Position 65422: 0.02713272470307911
Position 36039: 0.026279030845071927
Position 36021: 0.025891397172458086
Position 13023: 0.025225065265791338
Position 61637: 0.024870679086459183
Position 64034: 0.02447472527511222
Position 56919: 0.023723459655923203
Position 3437: 0.02367888534329048
Position 64321: 0.02285301178431004
Position 43714: 0.022724704073821732
Position 43096: 0.02251405627142122
Position 43213: 0.021030018482027568
Position 64508: 0.020285217568818195
Position 62688: 0.019660395148601257
Position 64203: 0.01926620221803717
Position 23543: 0.01917828161550938
Position 10360: 0.018604682395404002
Position 66696: 0.018272257149088655
Position 66171: 0.017528265541503812
Position 10704: 0.01715720592254777
Position 66137: 0.016489399771233617
Position 5308: 0.016138347870245692
Position 14953: 0.014635929804754927
Position 22911: 0.014550038138355665
Position 65781: 0.012585305691829788
Position 21052: 0.012435606894886686
Position 21481: 0.012366750511737246
Position 48897: 0.012180897619726797
Position 23988: 0.012165081837594158
Position 21116: 0.011675252389310654
Position 56065: 0.011499081895877825
Position 61713: 0.011387578869470333
Position 21511: 0.010836731007137237
Position 60354: 0.010595509888553803
Position 57167: 0.010350316091526212
Position 59836: 0.009957781040876188
Position 50957: 0.009094460324120259
Position 66431: 0.00906028795801874
Position 59138: 0.008955234157186376
Position 21077: 0.008674305444752672
Position 56956: 0.008481061640143018
Position 50565: 0.008445325864676388
Position 13129: 0.008269055480733964
Position 60311: 0.007627449319296587
Position 60119: 0.007021870550583269
Position 22477: 0.006971251251529075
Position 59278: 0.0069684002536114205
Position 448: 0.006527553031961945
Position 21316: 0.005747325622650665
Position 59345: 0.005640500712415114
Position 40316: 0.00557926121635282
Position 10367: 0.005578139962062008
Position 2540: 0.005217945285162912
Position 61311: 0.005177906323855786
Position 59750: 0.005171823089503836
Position 66007: 0.00511717495916284
Position 65366: 0.004139716098557333
Position 66632: 0.0037900893308397427
Position 66103: 0.003228488260262222
Position 184: 0.0032185075351315005
Position 22527: 0.0029656505063569466
Position 62118: 0.0029464163158042624
Position 1585: 0.0028555289029538102
Position 63712: 0.002754555371793637
Position 66371: 0.0026154530988230906
Position 60898: 0.002481567089143885
Position 64488: 0.002410388943021374
