Gene = TSGA13
index = 1497
Annotated 5SS: [  602   987  2243  3837  6485  8276 14695 15768]
Annotated 3SS: [  886  2069  3757  6412  8062 14551 15639 18244]
SMsplice 5SS: [  987  1169  2243  3377  3837 15768]
SMsplice 3SS: [ 1056  2069  3183  3757 15639 18244]
top_k =  1000
Partition function (log Z): -2.8088446959950635

Sorted 5' Splice Sites (High to Low Probability):
Position 2243: 0.9499408281944112
Position 987: 0.9086062870020937
Position 15768: 0.8977132647271707
Position 3377: 0.8634127097382907
Position 3837: 0.8491888352683138
Position 1169: 0.8060783954044155
Position 8276: 0.7314524470513509
Position 14695: 0.3503118198852829
Position 14180: 0.3034549360522795
Position 602: 0.2686174458746408
Position 307: 0.19564648840582113
Position 670: 0.1360208296411771
Position 3850: 0.13352730926610043
Position 10152: 0.13301482850119403
Position 6346: 0.09072162007636919
Position 6341: 0.07633911813295592
Position 2547: 0.06192190372331033
Position 4814: 0.061074992972044065
Position 664: 0.06061477662812869
Position 4818: 0.060579727311378936
Position 2757: 0.05842657334061067
Position 4079: 0.04059568893139056
Position 6307: 0.03284634762890357
Position 8850: 0.03225327287435002
Position 355: 0.03172210978199741
Position 5907: 0.028838978536143332
Position 13911: 0.023532314207767475
Position 16297: 0.02148845012856131
Position 9506: 0.020703182032419568
Position 14617: 0.02038494843540793
Position 6201: 0.015301746090997444
Position 323: 0.012749209264709386
Position 693: 0.012103352338330634
Position 685: 0.012012073734609633
Position 520: 0.010408443928633914
Position 162: 0.010064722219696441
Position 1001: 0.009014817416822021
Position 2519: 0.008758547666484654
Position 6596: 0.008541137649745723
Position 6485: 0.008475011696996855
Position 17596: 0.006433038028049993
Position 3393: 0.0062475858022846475
Position 6701: 0.005999614329085628
Position 2178: 0.005801478219485719
Position 4859: 0.005305953990496592
Position 701: 0.0048812878517482195
Position 17959: 0.004803760370263585
Position 1559: 0.004581257288669472
Position 703: 0.004550030460836095
Position 699: 0.004477555749682799
Position 3535: 0.004428562675623617
Position 972: 0.004247123868516861
Position 697: 0.0042206984050206335
Position 1353: 0.0042076226898327684
Position 705: 0.004067502567677073
Position 1491: 0.003977700259749753
Position 709: 0.003970971148582175
Position 707: 0.0038639538484245115
Position 715: 0.003745006641174998
Position 713: 0.003694106709019445
Position 711: 0.0036456459856773022
Position 3122: 0.0035131076834946672
Position 695: 0.003509501506275299
Position 3278: 0.0035073585995831287
Position 717: 0.0032968793123551903
Position 18159: 0.0029827837086049396
Position 1180: 0.0028400342449270643
Position 178: 0.0028124638104365294
Position 1267: 0.002600041931351898
Position 3805: 0.002464814839505361
Position 8529: 0.0022752563004134665
Position 3248: 0.002169600339255432
Position 16320: 0.002160327499128499
Position 6223: 0.002113145448335516
Position 719: 0.002112929332397034
Position 1758: 0.0019850681866087224
Position 171: 0.0018241358212749165
Position 2195: 0.0018066797842439478
Position 5152: 0.0015083387241138426
Position 630: 0.0014418569732390968
Position 721: 0.0013861149795384776
Position 229: 0.001261749026238943
Position 723: 0.0011203380354229114
Position 3846: 0.0010921195154610852
Position 3273: 0.0010595790424875204
Position 727: 0.000928087172442316
Position 725: 0.0009136195646798118
Position 5911: 0.0008672722359334822
Position 232: 0.0008475358002345114
Position 114: 0.0008134187327213353
Position 8155: 0.0007823522281181781
Position 729: 0.0007666181002586322
Position 530: 0.0007478660285534602
Position 11321: 0.0007311452317668027
Position 2903: 0.0007002106785613604
Position 9685: 0.0006992109812038843
Position 3410: 0.0006626006803496641
Position 731: 0.0006563224210633122
Position 992: 0.000631147415171473
Position 400: 0.0006278459290840141
Position 472: 0.0005938555383034418
Position 1789: 0.0005367872618254509
Position 267: 0.00044421588888587433
Position 280: 0.0003747917135610274
Position 4939: 0.00032966437078950947
Position 2570: 0.00031363257548145356
Position 4809: 0.00029406476510902466
Position 1224: 0.00027713804235515255
Position 5670: 0.00025507635141998715
Position 1967: 0.0002344817857349253
Position 4397: 0.00022227403514291365
Position 3415: 0.0001965978009165283
Position 3381: 0.00018911794529398527
Position 3397: 0.0001668075223487281
Position 4146: 0.00015776827729691687
Position 3114: 0.00014432069217875816
Position 1915: 0.00014365506892604913
Position 2399: 0.00013917758872848148
Position 1024: 0.00012228594657688098
Position 311: 0.00011638462407372124
Position 3270: 0.0001117398714502578
Position 365: 0.00010835837265104992
Position 5915: 0.00010071667679255916
Position 3128: 9.795724798125597e-05
Position 1357: 9.151640789867416e-05
Position 2908: 8.88166384542486e-05
Position 2866: 8.29544191046007e-05
Position 1581: 7.338825171259191e-05
Position 977: 7.266486890034754e-05
Position 518: 6.718674722754053e-05
Position 1891: 6.652114682726218e-05
Position 2145: 6.102128211233553e-05
