Gene = MLLT11
index = 851
Annotated 5SS: [2796]
Annotated 3SS: [9460]
SMsplice 5SS: [ 174  584 2796]
SMsplice 3SS: [ 432 2612 4347]
top_k =  1000
Partition function (log Z): -7.6448810418213125

Sorted 5' Splice Sites (High to Low Probability):
Position 2796: 0.8348504634155368
Position 174: 0.6818367005387826
Position 584: 0.3313739421649651
Position 646: 0.25160987061972756
Position 963: 0.13669090120730357
Position 219: 0.1124079133779024
Position 1765: 0.08873770205711086
Position 159: 0.08480356019938481
Position 4432: 0.07841749142810883
Position 7892: 0.075432489675947
Position 190: 0.07058070668385029
Position 558: 0.05728160591746968
Position 1657: 0.05453307001049637
Position 9479: 0.03606436025247897
Position 3320: 0.03276588897877792
Position 563: 0.03226505105359423
Position 541: 0.03145132287891818
Position 3329: 0.02740567543678414
Position 170: 0.025894809795161344
Position 723: 0.02562275407473138
Position 507: 0.017588646795467882
Position 590: 0.014407050959408379
Position 602: 0.013219041860060442
Position 1759: 0.01319002151118197
Position 9654: 0.013082622424585062
Position 1304: 0.010636251515135663
Position 216: 0.008704971677766347
Position 5537: 0.008500542329751242
Position 336: 0.007245368247245119
Position 8360: 0.006032704530156279
Position 178: 0.00553176064487536
Position 692: 0.004920842778632657
Position 2235: 0.0046773739528238175
Position 1241: 0.004306445202786323
Position 5995: 0.004016207331811088
Position 2241: 0.003600603813613921
Position 466: 0.003329225420415181
Position 464: 0.002973436709455401
Position 4978: 0.002516679710877088
Position 763: 0.0024421764972561034
Position 5552: 0.0023613315516599594
Position 3396: 0.0023031320843499674
Position 5599: 0.002044494274412861
Position 7804: 0.0017463862484293794
Position 3027: 0.0015720601761764399
Position 6603: 0.0013024522095251585
Position 4543: 0.0010701516052675877
Position 2778: 0.0007667694671389141
Position 5294: 0.0006124796083006369
Position 2148: 0.0005879072277571926
Position 1853: 0.000586170608396897
Position 596: 0.0004976687353068816
Position 6883: 0.00043619349273598166
Position 571: 0.0004118764584099488
Position 5947: 0.0003792496107864113
Position 2523: 0.00034087177924430013
Position 569: 0.0003249383612490353
Position 2220: 0.0003142194150219154
Position 203: 0.00029433673980026274
Position 1824: 0.00027423923063471056
Position 2880: 0.00010879931384603094
Position 277: 0.00010440047754921116
Position 163: 0.00010259473213756193
Position 4260: 9.985533679205125e-05
Position 225: 9.251859356081316e-05
Position 1265: 7.487454107758573e-05
Position 107: 6.36085316877763e-05
Position 987: 5.145894824305905e-05
Position 36: 4.869168678266752e-05
Position 712: 4.371889066277867e-05
Position 470: 4.112719129176306e-05
Position 1185: 3.2902692123507044e-05
Position 696: 2.868502968291371e-05
Position 839: 2.579919039939176e-05
Position 3662: 2.437447800186674e-05
Position 451: 2.278532228605667e-05
Position 944: 1.7742689724568838e-05
Position 206: 1.727715144599947e-05
Position 468: 1.6721182657463334e-05
Position 2855: 1.6669372431885725e-05
Position 4070: 1.5929235385195333e-05
Position 2926: 1.4899900739014404e-05
Position 282: 1.359878508469563e-05
Position 343: 8.122053575125986e-06
