Gene = HYI
index = 669
Annotated 5SS: [ 395  604 1785 2055 2192 2342 2580]
Annotated 3SS: [ 491 1669 1975 2141 2271 2444 2677]
SMsplice 5SS: [ 395  604 1785 2055 2192 2342 2580]
SMsplice 3SS: [ 491 1669 1975 2141 2271 2444 2677]
top_k =  1000
Partition function (log Z): 7.738692322324294

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9978198163004205
Position 2192: 0.9062464514814913
Position 2342: 0.8587146262613862
Position 604: 0.8205910487053447
Position 1785: 0.788336517723295
Position 2055: 0.7557353125798377
Position 2580: 0.6155888676161553
Position 2562: 0.34273537689334804
Position 577: 0.1675776105023615
Position 1895: 0.06490563838393902
Position 1379: 0.05787358909824138
Position 2162: 0.043217961940557936
Position 1360: 0.026339328116313745
Position 1087: 0.019833521331291917
Position 959: 0.012856796142039363
Position 2338: 0.009491935349553142
Position 1459: 0.007574350010726408
Position 1864: 0.007402462181815563
Position 2206: 0.004624013994699599
Position 741: 0.0045961677036125284
Position 1555: 0.003612713980739327
Position 916: 0.0029722986742344087
Position 1882: 0.0028878663993348224
Position 1794: 0.0020948539874241405
Position 655: 0.001766778457765812
Position 1401: 0.0015500028637570685
Position 734: 0.0014595008810060872
Position 1620: 0.000981432920719565
Position 2566: 0.0009408920034082099
Position 2256: 0.0007737462493113274
Position 1824: 0.0006076555532390104
Position 572: 0.0005224352707515795
Position 1267: 0.0004961349394583988
Position 1828: 0.00042920206269517165
Position 709: 0.0003813777389746927
Position 1394: 0.00037288386104540925
Position 728: 0.0003474201760242061
Position 1430: 0.00034341258752757024
Position 265: 0.0003326674545448855
Position 87: 0.00029792309599506965
Position 2849: 0.00029217170218726046
Position 21: 0.00029117197831220637
Position 2748: 0.00027723767511866204
Position 373: 0.00027530007165490176
Position 2029: 0.0002696589671916876
Position 315: 0.00023956501780922286
Position 856: 0.00018910475791435166
Position 1169: 0.0001382847590617453
Position 1012: 0.00012481214641953218
Position 1600: 9.570076727973669e-05
Position 1183: 9.492628149259192e-05
Position 2253: 8.640881184912208e-05
Position 1692: 8.610535530784864e-05
Position 1440: 7.637547268413122e-05
Position 2860: 6.6817803623434e-05
Position 1318: 6.237837182019938e-05
Position 304: 5.35131693440225e-05
Position 1260: 4.759549105444191e-05
Position 2652: 4.7439536803469525e-05
Position 1091: 3.3106217536464595e-05
Position 1299: 2.9141222121444956e-05
Position 1773: 2.8395515785642195e-05
Position 695: 2.471463866817464e-05
Position 2788: 2.3715536789785838e-05
Position 2456: 2.200782375331935e-05
Position 1032: 2.1389013323305205e-05
Position 1057: 2.005719282436755e-05
Position 633: 2.005356519605875e-05
Position 2465: 1.9193413195859683e-05
Position 2243: 1.758807133480092e-05
Position 2555: 1.483434898949281e-05
Position 755: 1.4710759314626938e-05
Position 2686: 9.600735345142031e-06
Position 1055: 9.210157810869439e-06
Position 46: 6.8776392392784805e-06
Position 1830: 6.814723665470843e-06
Position 1844: 6.6828395435389685e-06
Position 1098: 4.720510568637101e-06
Position 399: 4.204655407913361e-06
Position 2836: 1.983205187135735e-06
Position 2857: 1.8151649341621846e-06
Position 1851: 1.6812044475473354e-06
Position 2196: 1.1487601203496214e-06
Position 1121: 9.016894569183603e-07
Position 1808: 6.215035286388719e-07
Position 1911: 5.358416046497785e-07
Position 2117: 3.794148626003211e-07
Position 81: 3.0744021792157904e-07
Position 91: 2.4551268773144586e-07
Position 432: 1.9770423667063838e-07
Position 2325: 1.509048057047697e-07
Position 869: 8.189439960052816e-08
Position 225: 5.122689989767965e-08
Position 456: 3.8171824667428686e-08
Position 664: 3.70459260316743e-08
Position 781: 3.680525020768697e-08
Position 34: 3.183903256760126e-08
Position 905: 1.319303753028311e-08
Position 987: 3.2132376315053185e-09
Position 454: 2.439765577598144e-09
Position 1139: 1.3147090387236297e-09
Position 834: 8.041727912594997e-10
Position 2450: 3.861581920092574e-10
Position 298: 2.3176700202384765e-10
Position 597: 1.6382214227400093e-10
Position 527: 1.3494231719852902e-10
Position 1477: 5.5315714886993096e-11
Position 479: 2.2158924271107788e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2141: 0.9765207587684838
Position 491: 0.9715085336641723
Position 2444: 0.9484733443061679
Position 2677: 0.885525047457502
Position 1669: 0.8705381498390272
Position 2271: 0.8496328619290616
Position 1975: 0.39042525179963766
Position 1957: 0.31049307039048657
Position 1213: 0.07941900706429364
Position 2780: 0.02150465754321649
Position 654: 0.019223126589914027
Position 494: 0.018027299043381233
Position 2455: 0.015067110831464269
