Gene = CH17-270A2.2
index = 367
Annotated 5SS: [   32 49901 50288]
Annotated 3SS: [49831 50230 50525]
SMsplice 5SS: [  212 31852 36885 37514 47739 48184 49901]
SMsplice 3SS: [31753 36779 37349 47571 48053 49831 50230]
top_k =  1000
Partition function (log Z): -30.389451039420365

Sorted 5' Splice Sites (High to Low Probability):
Position 212: 0.7708827467489598
Position 400: 0.1377653988431274
Position 725: 0.05662282553751281
Position 721: 0.04392941490252846
Position 243: 0.04059852855059838
Position 8108: 0.036035688761527795
Position 9336: 0.02638300126689383
Position 298: 0.023589221081301952
Position 10208: 0.011369280318575314
Position 12811: 0.009978046812297607
Position 13976: 0.00971468650057651
Position 6023: 0.009688368806018017
Position 9276: 0.008393628828610998
Position 4575: 0.007886347398039187
Position 14606: 0.007274520207878385
Position 3254: 0.006322060951211814
Position 10585: 0.00534435747324612
Position 6099: 0.005249314904355302
Position 4902: 0.005161523398583556
Position 11611: 0.0013908903410707908
Position 537: 0.0010556136081518305
Position 470: 0.0009807782910813908
Position 11245: 0.0009551825618329514
Position 190: 0.0004099369431957591
Position 32: 0.00028257739636426
Position 5504: 0.00025423527685290747
Position 2975: 0.00010716078535809183
Position 4732: 6.256345552204241e-05
Position 160: 5.607521571117935e-05
Position 482: 4.329227334280565e-05
Position 2968: 2.7236481875262594e-05
Position 2867: 2.1853043528618365e-05
Position 458: 1.8828236527951532e-05
Position 4672: 1.535345864284349e-05
Position 4609: 1.5111121525825878e-05
Position 2878: 1.2076357540481782e-05
Position 194: 7.780738475943609e-06
Position 327: 3.0783341171248406e-06
Position 1073: 2.8473945633500464e-06
Position 511: 2.241065768120793e-06
Position 1069: 1.5804012377793822e-06
Position 1002: 1.246450463210969e-06
Position 641: 1.2139215446309753e-06
Position 227: 1.1199644589803378e-06
Position 85: 4.7268967665194423e-07
Position 577: 3.470466590996991e-07
Position 602: 2.049313971227033e-07
Position 3580: 1.6405312005544056e-07
Position 250: 1.4790975128587238e-07
Position 346: 1.356925328059754e-07
Position 354: 6.43456941958065e-08
Position 348: 4.934006201865422e-08
Position 2615: 2.6789930893604236e-08
Position 600: 2.2137267081838795e-08
Position 597: 1.571591068093328e-08
Position 1451: 1.5544965298835745e-08
Position 145: 1.4106938789638475e-08
Position 1747: 1.2794821795716982e-08
Position 2543: 8.457088123904902e-09
Position 1711: 6.411534440475803e-09
Position 94: 5.742379570903053e-10
Position 629: 2.580611053606697e-10
Position 103: 1.762962575624787e-10
Position 1012: 2.7384155873336095e-13
Position 920: 6.731458777018941e-14
Position 419: 5.309185335438e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15444: 0.30302582832752106
Position 13859: 0.24144601998647167
Position 13116: 0.06958381822126462
Position 21063: 0.06182861378728583
Position 19845: 0.05754753310611743
Position 11343: 0.047017648527496896
Position 7981: 0.044698241274847034
Position 591: 0.029394982574881698
Position 16216: 0.02624058620383469
Position 5870: 0.02086635865962778
Position 12567: 0.01870592562066641
Position 595: 0.01859585561687787
Position 3111: 0.014961980672081819
Position 17281: 0.013285399217662532
Position 9943: 0.012703261497637234
Position 14492: 0.011045932943040506
Position 2793: 0.010722971846576676
Position 629: 0.01062411928493198
Position 4825: 0.009360962190411562
Position 12734: 0.009298356863315378
Position 9152: 0.009087948970318324
Position 4561: 0.008988217999010149
Position 9097: 0.008488276699293364
Position 370: 0.008452248327687989
Position 15985: 0.0070520340025836065
Position 16009: 0.006646630423787219
Position 17301: 0.006151095506793476
Position 12407: 0.0061366958664591555
Position 9094: 0.006073410434652092
Position 14651: 0.005730546046479234
Position 572: 0.004648492665405379
Position 9060: 0.004591923516923435
Position 16315: 0.004448087890929426
Position 9234: 0.004436489748235307
Position 11375: 0.004381189746092957
Position 6992: 0.004107567498060041
Position 10385: 0.0038756258922840233
Position 9963: 0.0038083990140847825
Position 14020: 0.003274800545474487
Position 9132: 0.0031466737578394236
Position 14044: 0.0027984330575636734
Position 11744: 0.002724357583078649
Position 13136: 0.002462294898132378
Position 11984: 0.0024573092567106995
Position 10099: 0.0024438498734089004
Position 15387: 0.002422261381912058
Position 9137: 0.002420567883285876
Position 10426: 0.0023058802005962347
Position 2537: 0.002283257260373314
Position 10096: 0.002181649274054319
Position 497: 0.0021281088403411605
Position 5201: 0.0018189952708290659
Position 14817: 0.0018188342886880818
Position 12070: 0.0017855608756283466
Position 675: 0.0016719628569497253
Position 13393: 0.0015911531020628715
Position 10449: 0.001571194162041086
Position 1764: 0.001568738618443405
Position 13112: 0.0015570388092611958
Position 5534: 0.001496023979799724
Position 1141: 0.0014628820423903258
Position 470: 0.0014425387348626975
Position 11961: 0.001437295239053526
Position 2494: 0.0013787933041004658
Position 11093: 0.0013447595878766318
Position 3011: 0.001275907839915603
Position 693: 0.001118777424406896
Position 10253: 0.0010828830906099791
Position 12544: 0.0010744830339603532
Position 3173: 0.0010538724850455508
Position 2125: 0.001024714702048669
Position 327: 0.0009747928511827941
Position 8356: 0.0009395676541111341
Position 11935: 0.0009208807500379684
Position 4194: 0.0008720536576866433
Position 12286: 0.0008358328101393024
Position 7065: 0.0008029344455157399
Position 5329: 0.0007874515769737132
Position 10950: 0.0007709945471242701
Position 1731: 0.0007402150079727552
Position 8507: 0.0007064923852181975
Position 11153: 0.0007053407878672636
Position 2561: 0.0006991788408274756
Position 4543: 0.0006921075197802953
Position 4486: 0.0006711399215495754
Position 5872: 0.0006304598259815309
Position 11233: 0.0005629204610038592
Position 4821: 0.000545026090358507
Position 2071: 0.0005376684171144591
Position 8463: 0.0005087124771848539
Position 610: 0.0004989569923632567
Position 641: 0.0004835167344109693
Position 8242: 0.0004822687400466165
Position 638: 0.0004550621640018241
Position 9556: 0.0004470226611435213
Position 5581: 0.00042277284161968076
Position 780: 0.00041160130654495017
Position 4414: 0.0003639018599332325
Position 8842: 0.0003547349347410438
Position 6529: 0.0003481535568732678
Position 1924: 0.00034813644331381093
Position 6613: 0.00034709054135671975
Position 10296: 0.0003444840375321043
Position 396: 0.0003384368872216191
Position 5243: 0.00032852428979835487
Position 3290: 0.0003192247537117185
Position 10320: 0.00027793311469194736
Position 1601: 0.00027016777044178684
Position 2043: 0.00026002712437119365
Position 1845: 0.0002493287721432049
Position 6257: 0.00024614705071991313
Position 3142: 0.00024206268449882663
Position 1788: 0.00023193116530879253
Position 1352: 0.00021067361875832255
Position 9001: 0.00020361689317887488
Position 6393: 0.00020177319322515553
Position 4157: 0.00018943868204563394
Position 1223: 0.00018143202883087487
Position 442: 0.00017446323840722953
Position 5597: 0.00017029454894396118
Position 2870: 0.00016983229842067375
Position 1512: 0.00016966268758513345
Position 5263: 0.00016636899910132748
Position 4984: 0.0001631691667012285
Position 4987: 0.00015644993199170527
Position 1069: 0.00014788332828846997
Position 8760: 0.00014275098696535162
Position 2812: 0.00014147505976817352
Position 8730: 0.0001323659765917293
Position 4901: 0.00012926981971785143
Position 1355: 0.00012871067580251769
Position 7665: 0.00011913063282084684
Position 9063: 0.00011854314911860289
Position 3071: 0.00011365423463899528
Position 6140: 0.00010727373446983571
Position 2809: 0.00010045227928051651
Position 6967: 9.972425319309326e-05
Position 6464: 9.893359959467963e-05
Position 2020: 8.594462457467639e-05
Position 5384: 8.36872901482445e-05
Position 4211: 8.308737945765367e-05
Position 2701: 8.215245703075406e-05
Position 5800: 8.004136683911333e-05
Position 7800: 7.879654222132734e-05
Position 2843: 7.827662878456068e-05
Position 6544: 7.73636992256291e-05
Position 6780: 7.553907959227182e-05
Position 4126: 7.50474020808446e-05
Position 1683: 7.096189015234421e-05
