Gene = SNAPC3
index = 1288
Annotated 5SS: [  490  1283 10933 22003 24541 28699 30502 35364]
Annotated 3SS: [ 1204 10847 21897 24390 28615 30336 35255 37014]
SMsplice 5SS: [  490  1283 10933 22003 24541 28699 30237 30502 35364 37610 39102]
SMsplice 3SS: [ 1204 10847 21897 24390 28615 30110 30336 35255 37501 38926 40862]
top_k =  1000
Partition function (log Z): 3.1243598512709188

Sorted 5' Splice Sites (High to Low Probability):
Position 22003: 0.9974142293216013
Position 10933: 0.9971256267263557
Position 30502: 0.9932013886195881
Position 490: 0.9808729857583067
Position 30237: 0.8822444420866804
Position 39102: 0.820659514478697
Position 28699: 0.7998979328633091
Position 37610: 0.7622317037441413
Position 1283: 0.7087563761621698
Position 40287: 0.637768912452833
Position 24541: 0.6202372763854211
Position 35364: 0.6134732309534772
Position 24546: 0.27381931847916774
Position 5640: 0.2547807310493053
Position 8068: 0.2267143219728714
Position 9810: 0.17333933854253084
Position 1234: 0.15771532261815516
Position 22529: 0.14886077037970424
Position 39030: 0.13242520777617403
Position 1485: 0.12666510547240775
Position 11670: 0.10058593369249662
Position 919: 0.10051482870381405
Position 27847: 0.0905945009348107
Position 8645: 0.08166749941806196
Position 40503: 0.0750215874917288
Position 6152: 0.07117788733611764
Position 40483: 0.05975746754965203
Position 29892: 0.05909828386167372
Position 39681: 0.057865637802201775
Position 38303: 0.05189724627102194
Position 41063: 0.049822491639064465
Position 26472: 0.04886117734940167
Position 7782: 0.0474713552936796
Position 27912: 0.04240578562841023
Position 30228: 0.041411026060878334
Position 14263: 0.029790833520315252
Position 40038: 0.029484839153947198
Position 13667: 0.029052882163071943
Position 6123: 0.024413695751277515
Position 28368: 0.023684375830749154
Position 1272: 0.016937169949704137
Position 1119: 0.013012181870306014
Position 846: 0.012892732653631082
Position 8179: 0.012604681215021264
Position 8188: 0.011719526274108254
Position 39586: 0.011097064252549783
Position 8946: 0.011029601150416091
Position 27613: 0.010894707856548376
Position 36769: 0.010872935785624956
Position 6026: 0.010659851153068013
Position 27247: 0.009934761041028601
