Gene = TNFSF4
index = 1466
Annotated 5SS: [  290 18793]
Annotated 3SS: [18743 20447]
SMsplice 5SS: [  290 18793 20644]
SMsplice 3SS: [18743 20447 22837]
top_k =  1000
Partition function (log Z): -6.252657109760365

Sorted 5' Splice Sites (High to Low Probability):
Position 18793: 0.9958547656500373
Position 290: 0.9928834212379292
Position 10908: 0.5627669236328877
Position 20644: 0.4724988738087446
Position 11366: 0.42422760796003883
Position 20639: 0.3917652935873191
Position 7029: 0.37053154889060674
Position 11588: 0.36839695029733344
Position 8115: 0.25040678707023895
Position 11553: 0.19836354677093335
Position 501: 0.18302144925289238
Position 21785: 0.16749704974843552
Position 12971: 0.1623042062184871
Position 20186: 0.16093470015822214
Position 22407: 0.1537921087806317
Position 2003: 0.14557223897533095
Position 1346: 0.10575951947028892
Position 22974: 0.1048626380164012
Position 7061: 0.07872246561907434
Position 22243: 0.07081607553338065
Position 12904: 0.06692436378852007
Position 19768: 0.06489504950999093
Position 12908: 0.05935152217666669
Position 22402: 0.05709741155123311
Position 20209: 0.05473640843205868
Position 11548: 0.05253056258563221
Position 22369: 0.05227066658862401
Position 560: 0.04419886319674468
Position 19478: 0.03947798028167495
Position 20082: 0.027626921832572475
Position 752: 0.02660703614531281
Position 3662: 0.020467190571108913
Position 1650: 0.012061021952454754
Position 3130: 0.009740767268608721
Position 485: 0.009626764246623173
Position 10861: 0.008743621566022066
Position 12691: 0.00811212650316532
Position 15128: 0.006942880481260107
Position 724: 0.006415936655346831
Position 779: 0.005295374882854678
Position 20507: 0.004830062807459997
Position 1827: 0.004809608641252276
Position 3477: 0.004200111416662532
Position 1209: 0.0029827758205179297
Position 19689: 0.0028150619091803115
Position 5763: 0.0024672318315594093
Position 9322: 0.0024654399584845233
Position 21258: 0.002432479566896865
Position 21156: 0.002387342183934149
Position 8599: 0.0021351146258110566
Position 10867: 0.002127241379158506
Position 7047: 0.001999477509305413
Position 4732: 0.0018501814289052297
Position 22698: 0.0015378146822215438
Position 20388: 0.0014754987020981281
Position 167: 0.0009794584036123967
Position 10347: 0.0009768638056322422
Position 224: 0.0009514087013650877
Position 9098: 0.0008716973968703156
Position 10818: 0.0008683809229732723
Position 1526: 0.000736950737895006
Position 789: 0.0006372296883818978
Position 215: 0.0005983130687740798
