Gene = PIGC
index = 1027
Annotated 5SS: [73]
Annotated 3SS: [1229]
SMsplice 5SS: [73]
SMsplice 3SS: [136]
top_k =  1000
Partition function (log Z): -8.489394792189813

Sorted 5' Splice Sites (High to Low Probability):
Position 73: 0.8270096570885361
Position 358: 0.16135559180813602
Position 94: 0.09239518390722956
Position 77: 0.06079358882011534
Position 2436: 0.04403712456287198
Position 1309: 0.0435755287519603
Position 1785: 0.02050446965978362
Position 1113: 0.013417716531348257
Position 1394: 0.011137824776759689
Position 1725: 0.0095664546761005
Position 1591: 0.008958509224346555
Position 1023: 0.008538079339589331
Position 1440: 0.007768228939632486
Position 2319: 0.0066053905276191255
Position 1019: 0.006092375225458655
Position 1954: 0.004094115856254159
Position 1754: 0.0025915241008781934
Position 1348: 0.0022328148310292485
Position 364: 0.0014385053179120462
Position 682: 0.0011472015511655945
Position 975: 0.000743172458307851
Position 1609: 0.00044575861295583787
Position 1893: 0.00022523822567617236
Position 2044: 0.00019627146705969385
Position 1486: 0.00019373870987285743
Position 149: 0.0001918836542458566
Position 416: 0.00018348398999518475
Position 1996: 0.00017773062903037612
Position 88: 0.00016939516705154713
Position 1313: 0.00016390048699276727
Position 2327: 0.0001282028795210599
Position 1656: 0.0001180872125245409
Position 32: 8.713452898422378e-05
Position 1599: 6.1192373226793e-05
Position 650: 5.9627392360128684e-05
Position 842: 5.849575178862161e-05
Position 655: 2.205573636161676e-05
Position 1908: 2.052462871358088e-05
Position 972: 1.7235577167285438e-05
Position 209: 1.5213886966880967e-05
Position 395: 1.4058012547830574e-05
Position 366: 1.1777562643584495e-05
Position 198: 1.1470076120816465e-05
Position 168: 8.127841983465993e-06
Position 1471: 7.220404506782402e-06
Position 1203: 5.979604601720586e-06
Position 1491: 4.392214870409059e-06
Position 812: 4.060473543913571e-06
Position 81: 3.981512793237045e-06
Position 780: 3.922530463409603e-06
Position 1146: 3.6092529661226273e-06
Position 623: 3.0738408979863687e-06
Position 1274: 2.980760857861042e-06
Position 464: 2.4334494446313107e-06
Position 227: 1.0247589617318231e-06
Position 545: 9.46270710510429e-07
Position 530: 7.993149767263044e-07
Position 100: 6.240976562598934e-07
Position 389: 4.147402748723837e-07
Position 800: 2.8466026920884405e-07
Position 491: 9.233148928631665e-08
Position 461: 8.070806115416731e-08
Position 595: 6.670946604437955e-08
Position 600: 2.7011762613003082e-08
Position 98: 9.451755301604584e-09
Position 466: 8.350320839295804e-09
Position 86: 6.949216928494285e-09
Position 40: 6.074616341135606e-09
Position 392: 1.7006832484668358e-09
Position 480: 2.2871743080588954e-10
Position 245: 2.257049770231305e-11
Position 291: 1.62124165560553e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 136: 0.2747798009995354
Position 2518: 0.18151105274381926
Position 2256: 0.14163534384699525
Position 1229: 0.13439306240431254
Position 1696: 0.1179406497306774
Position 2152: 0.07411590286922354
Position 256: 0.07204879043505343
Position 903: 0.057786184225207614
Position 1206: 0.042858911085711035
Position 297: 0.03545132051704974
Position 1256: 0.033745948873533084
Position 2061: 0.0282909091790987
Position 1843: 0.026729064803365354
Position 480: 0.01405834818033462
Position 1303: 0.011383640514202324
Position 1277: 0.011139485469506325
Position 1467: 0.007790122929828959
Position 1961: 0.007498584705326158
Position 2088: 0.0070630623693901775
Position 499: 0.005127680075512371
Position 1343: 0.00505859582885181
Position 1175: 0.004799110653538612
Position 548: 0.0033777825687560437
Position 660: 0.0031173028034849697
Position 528: 0.0024655060233440226
Position 764: 0.002278733640572704
Position 1138: 0.0022436225587984912
Position 1912: 0.0022105239554188077
Position 1753: 0.0020320223052598375
Position 1371: 0.001956695411521061
Position 1112: 0.0015993423456434831
Position 1503: 0.0014338471014793408
Position 1066: 0.0013706537971613234
Position 2293: 0.0013470509118220463
Position 1543: 0.0013144374301882044
Position 2358: 0.0013095654407240757
Position 951: 0.0011241916037394788
Position 1897: 0.0010313886464756678
Position 1308: 0.001028476046945916
Position 2177: 0.0008656291383263911
Position 352: 0.0007580599754000618
Position 1470: 0.0006963594334266524
Position 1861: 0.0006796253892498458
Position 1476: 0.0006409217601811547
Position 2266: 0.0005598122769539411
Position 934: 0.0005394015416579235
Position 325: 0.0005374969423602751
Position 1095: 0.000515316651491836
Position 380: 0.0004635815497717631
Position 793: 0.00045730854025771787
Position 634: 0.00040222079955396975
Position 1433: 0.0003309928849344358
Position 408: 0.00031827392469525764
Position 1258: 0.0002694933215047258
Position 1759: 0.00024933836124289144
Position 1146: 0.00022732480906592308
Position 204: 0.00016144135439588245
Position 1800: 0.0001507877022882203
Position 971: 0.00014885213415180828
Position 143: 0.00012959721598837344
Position 1604: 0.00012439731135022207
Position 2423: 0.0001192218232025062
Position 2091: 0.00010906177003196486
Position 948: 0.00010718997661909397
Position 1810: 8.225089261073657e-05
Position 1214: 7.720992723390009e-05
Position 2404: 7.588776536740585e-05
Position 188: 5.7262401567476843e-05
Position 1329: 4.3633190067004e-05
Position 2391: 3.662585189481883e-05
Position 2420: 3.2638587944345195e-05
Position 2569: 2.839062651393971e-05
Position 1398: 2.7599116339057e-05
Position 545: 2.4295604002518425e-05
Position 2336: 2.422110722426825e-05
Position 852: 2.2781729007437513e-05
Position 168: 2.0466635995909044e-05
Position 1485: 1.7507252334730663e-05
Position 416: 1.4695248879988838e-05
Position 1620: 7.033133719523822e-06
Position 1545: 5.903780617887324e-06
Position 207: 4.70705350701271e-06
Position 986: 2.658926942421124e-06
Position 828: 2.149460612414542e-06
Position 865: 1.9909753701954887e-06
Position 1047: 1.909184793280404e-06
Position 1012: 1.6754962675501602e-06
Position 817: 1.134320117781867e-06
Position 1022: 1.0812025918522787e-06
Position 209: 9.589538442573376e-07
Position 1040: 7.921789046043939e-07
Position 149: 6.260799377609358e-07
Position 530: 5.227513639345133e-07
Position 556: 4.494179308370528e-07
Position 566: 4.270754140304548e-07
Position 174: 4.120765936070796e-07
Position 995: 3.8359286712401466e-07
Position 354: 2.0568618199047173e-07
Position 715: 1.8643862898272148e-07
Position 575: 1.615352577624138e-07
Position 1283: 1.4446344439419212e-07
Position 910: 1.044101914638385e-07
Position 1034: 5.889200473667738e-08
Position 1019: 5.4248543665410946e-08
Position 610: 2.4720277587631477e-08
Position 153: 2.3710604196542414e-08
Position 214: 2.250493220499457e-08
Position 580: 7.933381251014073e-09
Position 595: 4.888615231478519e-09
Position 636: 2.420203323956909e-09
Position 593: 2.0801739344430636e-09
Position 1004: 1.4434712664210187e-09
Position 812: 9.526004739391348e-10
Position 771: 1.7562446179389124e-10
Position 98: 5.333325850475061e-11
Position 919: 1.8326503282096604e-11
Position 600: 6.445427123262367e-12
Position 590: 1.3567974022639983e-12
