Gene = SQSTM1
index = 1327
Annotated 5SS: [  383  2295  3329  3565  4468 12488 13024]
Annotated 3SS: [ 2198  3098  3422  4386 12272 12827 15676]
SMsplice 5SS: [  383  2295  3329  3565 15611]
SMsplice 3SS: [ 2198  3098  3422 15518 15711]
top_k =  1000
Partition function (log Z): -0.7745560570290035

Sorted 5' Splice Sites (High to Low Probability):
Position 2295: 0.9980873004016225
Position 3565: 0.9971185648450185
Position 383: 0.9823008300523208
Position 3329: 0.9134395045071172
Position 15611: 0.7067378822906419
Position 12910: 0.43788661076593527
Position 4468: 0.22125106613373557
Position 8228: 0.14240578897001382
Position 12408: 0.08278281678503345
Position 2078: 0.048371575678262356
Position 3203: 0.04070526515980673
Position 12812: 0.04000425717117549
Position 13155: 0.037321271656132575
Position 6336: 0.030371769345540586
Position 8203: 0.026746673654215316
Position 5241: 0.02478388904107996
Position 7136: 0.02447933291246568
Position 4337: 0.023001520575227256
Position 2102: 0.016224220406977775
Position 2082: 0.013316294028508239
Position 4957: 0.011010750322133233
Position 2025: 0.007908285870622084
Position 2001: 0.006854958013937334
Position 7986: 0.006212349745631111
Position 296: 0.005955689954288075
Position 8435: 0.005323659824481528
Position 5012: 0.005017512001796579
Position 1418: 0.004598135407865873
Position 949: 0.004531985853189373
Position 4999: 0.004215487821840485
Position 5003: 0.0034056591282372243
Position 411: 0.0031162680633035744
Position 13971: 0.002417984673751156
Position 3826: 0.0021712114795957764
Position 795: 0.0016646572605836865
Position 1003: 0.0014846127129179937
Position 563: 0.0014362873392714966
Position 8510: 0.0014262139936251097
Position 2041: 0.0013118755006100154
Position 1042: 0.0012503046193897062
Position 13202: 0.0010555608534846626
Position 5022: 0.0009927363253427587
Position 858: 0.0009914585101153538
Position 2932: 0.0009559884623994807
Position 3357: 0.0009268557674784838
Position 575: 0.0009160365432361781
Position 3249: 0.000807306546449159
Position 1064: 0.0007784740761208663
Position 5533: 0.0007185389949212336
Position 1069: 0.0007026305661310432
Position 4319: 0.0005948870235816218
Position 1468: 0.0005938943576932402
Position 792: 0.0005576542731114414
Position 621: 0.00047977183488580143
Position 484: 0.0004726073076310768
Position 1384: 0.000464165429710003
Position 954: 0.0004572215072260349
Position 6389: 0.000450918640073259
Position 3220: 0.000401635550141869
Position 328: 0.00038768177004599086
Position 8247: 0.00036253236614255073
Position 1885: 0.00026452379188181773
Position 3453: 0.00025314091067628385
Position 4991: 0.00019943392013639736
Position 492: 0.00017706470670183212
Position 3173: 0.00016239003324978232
Position 2434: 0.00015620820963610716
Position 48: 0.0001520647871555228
Position 1449: 0.00014134268533314682
Position 604: 0.00014088969850997542
Position 749: 0.00013188958601771834
Position 658: 0.0001196561098032397
Position 3161: 0.00011463919988531307
Position 1823: 0.00010132737896146411
Position 2494: 9.891085154842323e-05
Position 1078: 9.299426895775956e-05
Position 1281: 9.262187717400974e-05
Position 4947: 8.706479360650198e-05
Position 1868: 8.528458992593826e-05
Position 2566: 7.987242470342287e-05
Position 4101: 7.918161305958831e-05
Position 1301: 7.114191547280226e-05
Position 2392: 6.793436943229537e-05
Position 1677: 5.369723362912828e-05
Position 2574: 5.329822774404081e-05
Position 2526: 5.282028272950409e-05
Position 4713: 4.849140704424983e-05
Position 978: 4.830990983006425e-05
Position 1437: 4.397891020000846e-05
Position 3254: 4.264303645196269e-05
Position 3836: 4.1398701307894155e-05
Position 5016: 4.0876785446832696e-05
Position 193: 3.857672441101067e-05
Position 3227: 3.285897429966335e-05
Position 1007: 2.9575660222430628e-05
Position 1044: 2.7629957042707e-05
Position 4982: 2.7601427723035696e-05
Position 2641: 2.7557294823528554e-05
Position 874: 2.6570478158317887e-05
Position 3: 2.651118380363764e-05
Position 1638: 2.3802677676283423e-05
Position 687: 2.3667325988469822e-05
Position 1103: 1.9827810512135233e-05
Position 445: 1.9260810996546264e-05
Position 1255: 1.9245481632182385e-05
Position 1475: 1.8240034692956988e-05
Position 1621: 1.775475170905318e-05
Position 4575: 1.687247787270662e-05
Position 3344: 1.670093858132739e-05
Position 4976: 1.6571435050911533e-05
Position 1927: 1.5858911065433626e-05
Position 3200: 1.5080181358167761e-05
Position 540: 1.2684551148882054e-05
Position 4966: 1.0716163603601834e-05
Position 746: 1.0430070363432649e-05
Position 1633: 9.058211894124843e-06
Position 2668: 8.626104470338306e-06
Position 2356: 8.137134118846119e-06
Position 4286: 7.734794473570869e-06
Position 3968: 7.108596812471198e-06
Position 2086: 6.872542537431712e-06
Position 4841: 6.795524338119192e-06
Position 1219: 6.722197243649935e-06
Position 1452: 6.701198318555167e-06
Position 3493: 6.66613092437436e-06
Position 3034: 6.44601120647725e-06
Position 4744: 6.118597983630887e-06
Position 3597: 6.051155574357769e-06
Position 1001: 4.913780968433779e-06
Position 3756: 4.906035939753662e-06
Position 3715: 4.68744419434494e-06
Position 799: 4.5759258098114055e-06
Position 3932: 4.429470501632819e-06
Position 1482: 4.165264899338618e-06
Position 2804: 4.1618648461286885e-06
Position 5549: 4.1316043652025815e-06
Position 2484: 3.7285501610848745e-06
Position 2261: 3.7111411353469466e-06
Position 3133: 3.647881747312132e-06
Position 5114: 2.6552433511872826e-06
Position 7543: 2.596878663677816e-06
Position 2337: 2.560025489116163e-06
Position 2939: 2.0353355928423287e-06
Position 3322: 1.9122576130045856e-06
Position 2449: 1.6184768684239681e-06
Position 2837: 1.518916573108054e-06
Position 4076: 1.4104722621059226e-06
Position 4723: 1.1997494631901713e-06
Position 3642: 1.1385056112953495e-06
Position 4551: 9.187524475337358e-07
Position 4633: 7.131489770382946e-07
Position 4698: 6.514403985803037e-07
Position 6: 6.360726163766307e-07
Position 2571: 6.205781229391561e-07
Position 6234: 4.2636925377813763e-07
Position 3247: 4.1424027800635586e-07
Position 2816: 3.931270886184897e-07
Position 2821: 2.8903221028376664e-07
Position 110: 2.0287373165576375e-07
Position 3135: 1.38584734224039e-07
Position 3473: 1.3088368487129048e-07
Position 1026: 5.919676777609621e-08
Position 3684: 5.872267222695825e-08
Position 533: 3.672516270899866e-08
Position 1128: 3.076997517867028e-08
Position 766: 3.012084988972978e-08
Position 520: 2.683157431896238e-08
Position 3720: 2.410199725543183e-08
Position 1009: 2.383916088508098e-08
Position 3603: 2.3616406239805382e-08
Position 183: 2.1982176761318025e-08
Position 339: 2.176158650812174e-08
Position 572: 1.1530046353783773e-08
Position 1203: 1.1517716757025385e-08
Position 1051: 7.991357446068385e-09
Position 3618: 6.536036608489958e-09
Position 3722: 5.9066262015065394e-09
Position 3644: 5.6142050815475046e-09
Position 4847: 2.429699215552672e-09
Position 3620: 1.8331562063987923e-09
Position 962: 8.269454722984266e-10
Position 849: 5.082476190534405e-10
Position 153: 9.464311114679838e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3422: 0.957798946868375
Position 3098: 0.912633367644047
Position 15518: 0.7433508665821432
Position 2198: 0.7257568058413468
Position 12827: 0.41557711458091134
Position 15711: 0.396226125726951
Position 2229: 0.26206700700985275
Position 8046: 0.15286877943347915
Position 12272: 0.10975934911933205
Position 4285: 0.1058465287076761
Position 1960: 0.08034932246185213
Position 15739: 0.07208452177938963
Position 4386: 0.07056893925772542
Position 15676: 0.06490999824898437
Position 14055: 0.059478531966932535
Position 15942: 0.05047640545140901
Position 12702: 0.03938995179302771
Position 3142: 0.03688851160909605
Position 16055: 0.03515687866289012
Position 4210: 0.03480138000953591
Position 13070: 0.033387412758559366
Position 16957: 0.030580428285415864
Position 4883: 0.030404576435941764
Position 3436: 0.025276845330764797
Position 16553: 0.02455501075969686
