Gene = TEX264
index = 1391
Annotated 5SS: [  114  1218  3388 13460 28400]
Annotated 3SS: [ 1165  3095 13237 28230 32548]
SMsplice 5SS: [  114   373  3388 10640 13460 13859 28400]
SMsplice 3SS: [  261  3095 10566 13237 13639 28230 31024]
top_k =  1000
Partition function (log Z): -3.6893695363457746

Sorted 5' Splice Sites (High to Low Probability):
Position 13460: 0.9719196243805686
Position 114: 0.9220525176999964
Position 373: 0.8389318532270178
Position 4078: 0.7304683727342769
Position 3388: 0.7273990227519604
Position 10640: 0.6226319552363436
Position 1127: 0.4946808412596401
Position 13859: 0.4826379036669538
Position 13287: 0.3916852495336702
Position 13710: 0.28391022665952265
Position 19068: 0.2739987214906189
Position 4552: 0.1702694922087298
Position 4477: 0.1586003541384346
Position 21801: 0.15814953769954623
Position 3235: 0.14868632963616382
Position 6331: 0.14621879323614959
Position 15726: 0.12564121219770308
Position 7992: 0.12204569069447732
Position 2475: 0.11471662809064684
Position 4835: 0.1099126480147085
Position 21486: 0.0983673162332047
Position 21507: 0.09713247703136961
Position 6656: 0.0794907169908776
Position 7899: 0.07851435584631827
Position 1218: 0.07630774121827869
Position 7904: 0.07338896177615754
Position 8521: 0.06709702449636189
Position 153: 0.06403122071188362
Position 3302: 0.05822094550853864
Position 1797: 0.054695954459070335
Position 3595: 0.0469826623645529
Position 14269: 0.043175165794474835
Position 18657: 0.04017967078048224
Position 3207: 0.035419336605989955
Position 11616: 0.03499686613629702
Position 17556: 0.03090594685334935
Position 10730: 0.030043440153250167
Position 10256: 0.028015889455422056
Position 498: 0.027064754066348947
Position 805: 0.027034644254616623
Position 2605: 0.02535120428592587
Position 6380: 0.024828133525661114
Position 21233: 0.023978565282792685
Position 1336: 0.02339000090409057
Position 16468: 0.022715986320449372
Position 21278: 0.02228466878262118
Position 2709: 0.019232381109334402
Position 1109: 0.01896373109221933
Position 7570: 0.018039365249652543
Position 20996: 0.015989109590983062
Position 2941: 0.015110004207495073
Position 476: 0.013662221680668623
Position 14316: 0.013022031577275514
Position 13071: 0.011975068967005868
Position 1278: 0.011598597365980231
Position 4645: 0.010672148806641803
Position 970: 0.009751863273400236
Position 541: 0.009267870123221984
Position 13081: 0.009143493109477416
Position 21271: 0.00875151358712159
Position 13478: 0.0079669957780762
Position 22031: 0.007466132529321409
Position 345: 0.0066134583761416526
Position 276: 0.006211668141248393
Position 9564: 0.005300056518147962
Position 21580: 0.004915842008937737
Position 157: 0.004865848518868148
Position 3002: 0.004760248331332935
Position 2149: 0.004512504309178809
Position 6368: 0.004469858205145818
Position 6392: 0.003612296929681225
Position 2601: 0.0034290305943270845
