Gene = PFDN2
index = 1018
Annotated 5SS: [  160 15825 16064]
Annotated 3SS: [15735 15939 17251]
SMsplice 5SS: [  160 15825 16064]
SMsplice 3SS: [15735 15939 17251]
top_k =  1000
Partition function (log Z): 0.21434527484670274

Sorted 5' Splice Sites (High to Low Probability):
Position 15825: 0.9974201274501624
Position 160: 0.9972735169771821
Position 16064: 0.9726592144854119
Position 7548: 0.3043679179140382
Position 13975: 0.0767427894633019
Position 7498: 0.0708477381020757
Position 2494: 0.05908993406376843
Position 3853: 0.05166484131804362
Position 9007: 0.05035674735497356
Position 17151: 0.0478616508494911
Position 7515: 0.03096253663620451
Position 3640: 0.02515942205675061
Position 8469: 0.02514647760184938
Position 1460: 0.02491698803447261
Position 334: 0.022088654248270813
Position 7410: 0.01972815718494868
Position 11970: 0.017327551938805967
Position 7997: 0.017001490341059803
Position 3282: 0.016794804820223955
Position 367: 0.014590308978732862
Position 330: 0.013371739534686398
Position 8873: 0.012960511531729961
Position 4146: 0.012949982604606511
Position 4676: 0.011810048741032482
Position 2889: 0.006465935034327598
Position 16092: 0.004813033630642939
Position 338: 0.004788029912312841
Position 3265: 0.004568011561638797
Position 3705: 0.004535875768752696
Position 15978: 0.00450132031303867
Position 6462: 0.003876719362124618
Position 4804: 0.003717442937912351
Position 4846: 0.003507033905026043
Position 16031: 0.0019567663778931772
Position 17416: 0.0018596780399675046
Position 16229: 0.0015435630004421493
Position 17065: 0.0014616043304452385
Position 17015: 0.0012758232687784144
Position 322: 0.0010743079265309182
Position 15851: 0.0010062520760044144
Position 16221: 0.0009158066362008884
Position 16836: 0.0007606977612760352
Position 15833: 0.0004367996212421535
Position 3308: 0.0004030498849613441
Position 2499: 0.00038701506247771446
Position 2631: 0.0003612771183406936
Position 16712: 0.00028692913720482227
Position 17420: 0.0002776195749758863
Position 17156: 0.0002688116307152556
Position 16680: 0.0002397460055481108
Position 363: 0.00022078143477301043
Position 1327: 0.00016767386239848
Position 17023: 0.00010688340329070042
Position 16761: 0.00010151059279962808
Position 16180: 6.878216174286542e-05
Position 15876: 6.655080472793376e-05
Position 15965: 6.156072162100334e-05
Position 16134: 5.878468656798859e-05
Position 16325: 5.7884921892694734e-05
Position 186: 5.081749691095309e-05
Position 7591: 4.454824005979797e-05
Position 3313: 4.0192213418994104e-05
Position 262: 3.162218104963995e-05
Position 3051: 2.5567328423892605e-05
Position 16688: 1.5353269430243212e-05
Position 12: 1.246987003595161e-05
Position 15995: 1.024743544681377e-05
Position 147: 9.498391731740956e-06
Position 17075: 8.007945720879829e-06
Position 16282: 7.797685273464249e-06
Position 145: 7.749413579468619e-06
Position 355: 7.342913439564611e-06
Position 3346: 6.851107037439608e-06
Position 16454: 6.5968976561233384e-06
Position 16103: 6.299311082267847e-06
Position 421: 5.991222180062207e-06
Position 477: 5.5339117386339e-06
Position 16468: 3.812222357800501e-06
Position 16010: 2.888357550903906e-06
Position 17337: 2.6670439039780145e-06
Position 17198: 2.6075821720699856e-06
Position 1516: 2.1664370013210937e-06
Position 16226: 1.8851009517590274e-06
Position 1552: 1.7782431497713958e-06
Position 2107: 1.4494562450907925e-06
Position 1723: 1.4084098633706822e-06
Position 1391: 1.285515224177284e-06
Position 101: 1.0059105810529194e-06
Position 360: 8.620755365371224e-07
Position 198: 8.196023142327349e-07
Position 1139: 4.703074256246168e-07
Position 436: 1.3539492607621565e-07
Position 398: 1.196006995381186e-07
Position 1122: 6.179907662393148e-08
Position 1179: 6.052177929009499e-08
Position 747: 5.192395642546735e-08
Position 403: 4.162277259482011e-08
Position 597: 3.960185520254702e-08
Position 5: 2.7648915935975706e-08
Position 167: 1.6774232675591814e-08
Position 30: 1.396480117024853e-08
Position 287: 5.01917139816798e-13
Position 988: 4.539466173490553e-13
Position 624: 4.0921428261221216e-13
Position 566: 1.9501667180159687e-13
Position 840: 1.893103068238265e-13
Position 1042: 1.2701264209914863e-13
Position 650: 1.1123345988144744e-13
Position 550: 1.0126349821808677e-13
Position 541: 1.0048803372226292e-13
Position 235: 7.479353064753988e-14
Position 228: 6.361612053964986e-14
Position 1076: 6.206668934989158e-14
Position 521: 4.8313481165214783e-14
Position 703: 4.4604063294813376e-14
Position 882: 3.1223524681489226e-14
Position 806: 2.0388139259277785e-14
Position 266: 2.809647814282724e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 15735: 0.9993813527895857
Position 17251: 0.9724359838039895
Position 15939: 0.953172363319833
Position 7361: 0.3148957030002102
Position 7448: 0.09789684148724899
Position 13821: 0.0767427894633019
Position 16956: 0.04347721409124615
Position 240: 0.03701962341176187
Position 8811: 0.03620890534294017
Position 3561: 0.034745722058992075
Position 3704: 0.02800852558330758
Position 8808: 0.02710876176355555
Position 2356: 0.025779955150166126
Position 2396: 0.024590767753164003
Position 1256: 0.02324930328929679
Position 15914: 0.022690305448641184
Position 3091: 0.02043117297191396
Position 11850: 0.017327551938805967
Position 7382: 0.013158390730670037
Position 8363: 0.012752545279180277
Position 276: 0.012021593683832993
Position 8228: 0.009672537599781218
Position 16780: 0.008918519618113572
Position 4497: 0.00799696661544595
Position 15944: 0.007227753366924287
Position 3734: 0.006995606575488005
Position 3433: 0.006943794552825718
Position 17548: 0.0066310357364510455
Position 4675: 0.006320997568127838
Position 4037: 0.006189184579946928
Position 7728: 0.0056505183875406656
