Gene = ATP6V0B
index = 113
Annotated 5SS: [ 460 1201 1526 1732 2012 2177 2569]
Annotated 3SS: [1151 1441 1653 1941 2124 2377 3332]
SMsplice 5SS: [ 660  940 1526 1732 2012 2177]
SMsplice 3SS: [ 828 1441 1653 1941 2124 2294]
top_k =  1000
Partition function (log Z): 5.721740518927218

Sorted 5' Splice Sites (High to Low Probability):
Position 1732: 0.9948641560775181
Position 1526: 0.9942892178896825
Position 2177: 0.914505094770094
Position 2012: 0.7207547283088365
Position 1201: 0.6254035003684905
Position 940: 0.6214570303402579
Position 2569: 0.45400591130872897
Position 660: 0.4132194636399852
Position 460: 0.2995517783449399
Position 1327: 0.06759824375781535
Position 650: 0.051577589074203484
Position 289: 0.038007731212569715
Position 956: 0.03669196789457624
Position 261: 0.03126556209510227
Position 511: 0.01682831609116395
Position 276: 0.013055684168169584
Position 3210: 0.011239075451879875
Position 2407: 0.007594068635019585
Position 2191: 0.006711643832267372
Position 284: 0.005436771630465973
Position 837: 0.005293762557489779
Position 919: 0.005035408518442422
Position 456: 0.004487875887709746
Position 3035: 0.004315224978484736
Position 258: 0.004001702360509441
Position 2305: 0.0024876911603642668
Position 1062: 0.0023144906116166295
Position 85: 0.002242149209246481
Position 893: 0.001961195011004118
Position 947: 0.001680999616990342
Position 1121: 0.0016246887385844423
Position 2932: 0.0014569959918205831
Position 1727: 0.0012054256177743811
Position 1353: 0.0008838902924569697
Position 329: 0.0008704752846911711
Position 2049: 0.0007729507547125161
Position 3231: 0.0006108092590593882
Position 345: 0.000526644025341327
Position 1786: 0.0003897894409261562
Position 1574: 0.00038473133740903515
Position 1350: 0.0003787416841158103
Position 470: 0.0003593162751934624
Position 2802: 0.00035402562771797374
Position 1530: 0.00032115111158087544
Position 1541: 0.0002900901258852757
Position 1368: 0.0002657669240211553
Position 161: 0.0002559299033536716
Position 2181: 0.00022944236989756207
Position 1019: 0.00022820418617199812
Position 195: 0.00019124797187098982
Position 2982: 0.00015751005498798772
Position 788: 0.00011514039366905827
Position 530: 0.00011504695438125981
Position 2027: 0.00011323002672460523
Position 253: 0.00010558669002155811
Position 1512: 9.753023015183269e-05
Position 423: 9.514037662906093e-05
Position 248: 8.466998520360251e-05
Position 2986: 8.091984535251979e-05
Position 1953: 8.011860682949577e-05
Position 349: 7.257716091462136e-05
Position 1744: 6.821235790800966e-05
Position 2595: 6.375606715593097e-05
Position 1738: 5.81505054960162e-05
Position 2961: 5.262261198280038e-05
Position 1331: 5.237053167126852e-05
Position 3010: 5.2337072084027085e-05
Position 1377: 4.8168758827260525e-05
Position 2030: 3.9886591978764955e-05
Position 1358: 3.9326983750463065e-05
Position 2548: 3.789915215758232e-05
Position 2296: 3.142908235794975e-05
Position 1091: 2.853990704383804e-05
Position 1267: 2.358894017720866e-05
Position 959: 2.2843907793228065e-05
Position 1505: 2.1330799081846886e-05
Position 1341: 2.014478946887065e-05
Position 2388: 1.9692677219156615e-05
Position 2440: 1.8208409803125925e-05
Position 768: 1.2725898014712114e-05
Position 115: 1.0959014711405779e-05
Position 1538: 1.0730183969023569e-05
Position 1758: 1.0278984890472047e-05
Position 1509: 7.554020361255751e-06
Position 1154: 4.922242508843248e-06
Position 121: 4.458252780246831e-06
Position 1469: 3.6126636078401715e-06
Position 1826: 3.3774716016921763e-06
Position 705: 3.002126638724222e-06
Position 723: 2.1189408861737904e-06
Position 1472: 2.0648785072763805e-06
Position 3079: 1.7577995087093236e-06
Position 1883: 1.5729800992705827e-06
Position 203: 1.2407880028980736e-06
Position 2053: 1.1327205528875344e-06
Position 1991: 1.1000934100402456e-06
Position 832: 1.0394003744036275e-06
Position 3008: 9.305088438594268e-07
Position 1736: 9.067099243883995e-07
Position 2051: 9.009112813713474e-07
Position 1442: 8.985141930261174e-07
Position 1838: 8.858453441731727e-07
Position 1773: 8.238943076264626e-07
Position 3031: 7.848360543409454e-07
Position 1577: 7.019651639729318e-07
Position 1790: 5.946141893217405e-07
Position 2434: 4.703059750479301e-07
Position 2497: 4.3776379554119055e-07
Position 1788: 3.8979688531783666e-07
Position 1588: 2.4144644175514744e-07
Position 1807: 2.338918057030406e-07
Position 366: 2.0933565970443969e-07
Position 1694: 1.7569060804691053e-07
Position 2643: 1.646283089928641e-07
Position 384: 1.230521699814511e-07
Position 734: 1.0347191603003936e-07
Position 2449: 9.767878803736028e-08
Position 1686: 3.4529714009585045e-08
Position 429: 2.8760160022952418e-08
Position 2083: 1.8630852215431642e-08
Position 1961: 1.3348132738586148e-08
Position 2456: 2.2270853709167703e-09
Position 2096: 6.851333767674607e-10
Position 803: 1.5153753720721737e-11
Position 1771: 2.6656607538213852e-12
Position 1193: 2.5632152947683675e-12
Position 688: 5.450185556191458e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1441: 0.9254767329307467
Position 2124: 0.9115932614386975
Position 1653: 0.8128123601512457
Position 828: 0.6296466542904199
Position 1941: 0.5811368373935328
Position 2377: 0.2781410123723627
Position 1117: 0.2056945040157134
Position 3332: 0.20171781405584263
Position 2294: 0.1854600215961909
Position 2726: 0.185019895356273
Position 1634: 0.17613312209394438
Position 3151: 0.1459715416394176
Position 2502: 0.1286776670742119
Position 1151: 0.12857147744852515
Position 2481: 0.12143833274007723
Position 1057: 0.0877702084667475
Position 1874: 0.07408365359705726
Position 1407: 0.06753511080207486
Position 1844: 0.06270220235092883
Position 3196: 0.05657707829268711
Position 803: 0.054414418813306796
Position 2132: 0.04079144137206167
Position 1016: 0.03474359386572369
Position 1038: 0.03229390027398717
Position 1248: 0.02856805856642296
Position 2873: 0.01890997678134124
Position 1090: 0.01764325003678568
Position 2456: 0.01756084236510441
Position 2922: 0.016007540194216244
Position 1594: 0.00902090583269317
Position 1114: 0.008520937348166283
Position 1073: 0.008286088977990044
Position 2410: 0.008149330571252885
Position 2245: 0.008089794437295576
Position 3419: 0.007523350317493015
Position 2671: 0.007140866060087085
Position 2891: 0.006684487792360162
Position 2348: 0.006080890176859552
Position 2434: 0.004647122740407047
Position 2615: 0.004527673202095665
Position 3446: 0.004405300787149898
Position 574: 0.004385679003637602
Position 2070: 0.003549545522238934
Position 3019: 0.0031321933780099603
Position 844: 0.003054356538491409
Position 3503: 0.002897949273288219
Position 1957: 0.002633194802488631
Position 3612: 0.0026321869905996274
Position 1081: 0.002427073123552537
Position 2813: 0.002390372193892525
Position 775: 0.0023591569682235307
Position 1273: 0.0021998363612868127
Position 352: 0.001977844020103653
Position 3255: 0.0017853841996107393
Position 1818: 0.0016712505551627862
Position 3438: 0.001668173394732808
Position 2489: 0.0015903672957333556
Position 2637: 0.001505494628668398
Position 2091: 0.0014818741067456982
Position 2140: 0.0014218006122761054
Position 3214: 0.0014069660247622961
Position 2568: 0.0013710675856131796
Position 2321: 0.0012262206034122452
Position 3566: 0.0011981298264747955
Position 939: 0.001155531052848469
Position 2685: 0.0010347558636204228
Position 2528: 0.0007464198589304451
Position 1998: 0.0006968436145188972
Position 1409: 0.0006099609244376528
Position 2176: 0.0006090167013341041
Position 1615: 0.00046351229303220887
Position 3031: 0.0004303296017095593
Position 1878: 0.00042605715398803665
Position 3106: 0.0003620224098246734
Position 618: 0.00035471423202097633
Position 1234: 0.00033663613353708023
Position 1851: 0.000330552371737089
Position 3461: 0.00029954024384319655
Position 1609: 0.00024754715358461836
Position 1044: 0.0002220395505331957
Position 965: 0.00021236736780525528
Position 2989: 0.00021110193641046525
Position 489: 0.00019918238147174612
Position 3340: 0.00019309497636475184
Position 3512: 0.00017513588534714942
Position 1344: 0.00017099888525293764
