Gene = PAM
index = 997
Annotated 5SS: [   275   1384  35404  48012  59033  60659  80876  82436  83608  83969
  84811  94050  95220 108427 124392 137140 139217 141002 141648 143857
 151424 153834 159325 162229]
Annotated 3SS: [  1262  35345  47923  58946  60574  80826  82367  83526  83891  84706
  93864  95147 108105 124261 137022 139143 140790 141446 143740 151323
 153779 159120 162171 162876]
SMsplice 5SS: [   275   1384   3755  21031  21222  35404  48012  48706  59033  59724
  60659  64028  72470  80876  82436  83608  83969  84811  85904  91827
  94050  95220  97749 108427 137140 143857 153834 159325 162229]
SMsplice 3SS: [  1262   3672  20938  21116  35345  47923  48534  58946  59549  60574
  63878  72349  80826  82367  83526  83891  84706  85803  91539  93864
  95147  97629 108105 137022 143740 153779 159120 162174 162876]
top_k =  1000
Partition function (log Z): -78.48149618245674

Sorted 5' Splice Sites (High to Low Probability):
Position 1384: 0.9691596585369395
Position 3755: 0.8926718739953529
Position 275: 0.7247739079335898
Position 5022: 0.4239496389988321
Position 3175: 0.3660636119422576
Position 526: 0.1097415750997823
Position 172: 0.07638912959106275
Position 4536: 0.04411397981728903
Position 3216: 0.04343310724613096
Position 4316: 0.03299895708471074
Position 48: 0.030391704424800502
Position 5496: 0.029961590685584218
Position 640: 0.023885266812954557
Position 4591: 0.020187579351255806
Position 1686: 0.014322574350794589
Position 91: 0.012611488701423347
Position 1068: 0.012001133070320719
Position 7493: 0.011862147252938646
Position 1177: 0.011749247830664495
Position 294: 0.010968268462654304
Position 11652: 0.010812513530766872
Position 3278: 0.010778783825782278
Position 1105: 0.008838330743234942
Position 3891: 0.008770367128104618
Position 4963: 0.008062668580915271
Position 3586: 0.006750027424799371
Position 5832: 0.00621102450075958
Position 1556: 0.006132057984891106
Position 1441: 0.006114986330373878
Position 153: 0.005785405201851402
Position 1884: 0.005706813236982143
Position 855: 0.005476563423921508
Position 4232: 0.003973568560730465
Position 2403: 0.00322076768943962
Position 8510: 0.003161138980569615
Position 488: 0.0028805485328170354
Position 4283: 0.0026613076063507655
Position 4958: 0.002640655152492333
Position 6295: 0.002609203328088785
Position 169: 0.0023925845184557676
Position 281: 0.002320533214959537
Position 3837: 0.0023035576250890963
Position 9462: 0.0021598716631625946
Position 322: 0.0019128250670081021
Position 784: 0.0017480176130543752
Position 4200: 0.0016474206359303816
Position 2058: 0.0015567091375868996
Position 7413: 0.00149351779416246
Position 2918: 0.0013870023499659297
Position 668: 0.0013100988293457602
Position 807: 0.0012816891439226081
Position 404: 0.0010521221986068052
Position 905: 0.0010101643388475828
Position 13364: 0.000988948748002823
Position 449: 0.0009756106361022256
Position 900: 0.0009742109953760509
Position 5452: 0.0008606029579489064
Position 6677: 0.0008399091007561518
Position 6592: 0.0007977150105385656
Position 5484: 0.0007877830810837735
Position 1852: 0.0007629813323550357
Position 4815: 0.0005552860991472628
Position 1482: 0.0005167061145600091
Position 312: 0.0005144972175416055
Position 3204: 0.00047564976486828944
Position 3220: 0.00042946588080669
Position 6974: 0.0004176517257624541
Position 707: 0.00038307055212568036
Position 890: 0.0003762322689226015
Position 3939: 0.00034390960303608135
Position 6214: 0.0003411721163701651
Position 3728: 0.0003216254663728162
Position 3759: 0.0003071370089396233
Position 1024: 0.0003070601687682576
Position 5287: 0.00028442828201311564
Position 2846: 0.0002647362577227547
Position 1874: 0.00022918278504982845
Position 5518: 0.00020093661104407501
Position 491: 0.00017988022021087953
Position 721: 0.0001731564516602758
Position 238: 0.00017165389088537108
Position 6849: 0.0001706791076861518
Position 713: 0.00016559917284034826
Position 2125: 0.00015689431495367938
Position 303: 0.00012898978690757584
Position 1304: 0.00011836688123345147
Position 364: 0.00011236762874962203
Position 3647: 0.00010416310492972313
Position 1032: 0.00010234876827625361
Position 4163: 0.00010209794465071508
Position 288: 8.924929870337712e-05
Position 7354: 8.461067691341508e-05
Position 1914: 7.12489444826457e-05
Position 3218: 7.0958647240911e-05
Position 849: 6.414994166689783e-05
Position 3285: 6.0600603535637864e-05
Position 3261: 5.8471989152045994e-05
Position 1155: 5.559090013069645e-05
Position 460: 5.525311398020035e-05
Position 2431: 5.12081835938187e-05
Position 615: 4.3470957401743004e-05
Position 2015: 4.329194376660484e-05
Position 279: 4.129702334399372e-05
Position 5223: 3.6988199526352e-05
Position 346: 3.0342062709319998e-05
Position 1045: 2.8013343353797418e-05
Position 2282: 2.582372578298381e-05
Position 414: 2.217156717603631e-05
Position 419: 1.847392768203456e-05
Position 50: 1.7440371266624522e-05
Position 2266: 1.5984089276628053e-05
Position 2049: 1.4941563086572007e-05
Position 2191: 1.3513355733712084e-05
Position 2496: 1.1583211001833951e-05
Position 52: 1.0430530191384812e-05
Position 3774: 9.471971228820602e-06
Position 3868: 9.180120215025014e-06
Position 1541: 7.844190743429228e-06
Position 2608: 7.779934984282762e-06
Position 4952: 7.040901143554328e-06
Position 370: 6.086116357978479e-06
Position 213: 5.982824250421391e-06
Position 198: 5.819295257523507e-06
Position 3818: 4.843414698294498e-06
Position 180: 4.770979334310618e-06
Position 5661: 2.8328128981641548e-06
Position 5324: 2.204450619929056e-06
Position 1464: 6.581359004028711e-08
Position 75: 6.037412622844959e-08
Position 344: 4.660420489590917e-08
Position 426: 3.590635047755026e-08
Position 1369: 3.067972611655007e-08
Position 613: 2.8419027895110646e-08
Position 1923: 1.6728403541731143e-08
Position 222: 1.384480350761987e-08
Position 999: 5.253779931391748e-09
Position 556: 4.745727425340272e-09
Position 264: 4.3957055449330156e-09
Position 1754: 4.333708275878167e-09
Position 1670: 3.6991027872430562e-09
Position 1787: 1.3877004703786912e-09
Position 285: 4.067365937554192e-10
Position 829: 2.6615286141720294e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1262: 0.9479577943263618
Position 3672: 0.616630802655258
Position 4878: 0.43230480905034996
Position 3066: 0.39798703081959347
Position 21857: 0.25346410177248824
Position 21730: 0.21601373510043187
Position 3728: 0.19897443581006485
Position 7282: 0.18072602535699075
Position 12939: 0.1448791776551972
Position 4112: 0.056048125276449055
Position 4406: 0.04432428612170495
Position 15698: 0.04194047825189121
Position 3517: 0.027850744661820647
Position 5365: 0.026234852873274903
Position 7872: 0.025574031450477097
Position 3614: 0.022220236550578122
Position 11466: 0.017976426868287473
Position 3040: 0.016568225297731675
Position 583: 0.01656554949998727
Position 3603: 0.015976470813722752
Position 6079: 0.015837176527907122
Position 9932: 0.014804911407638056
Position 4489: 0.012705626436673244
Position 3641: 0.012407996252075299
Position 1067: 0.012136748778893347
Position 8431: 0.011059305915471685
Position 1485: 0.009831370685029988
Position 13503: 0.009828594080148986
Position 10154: 0.009156427448169047
Position 4687: 0.007931708934564342
Position 760: 0.007891013877379126
Position 938: 0.007638844954849422
Position 1313: 0.007632084767211918
Position 5772: 0.006992631085241384
Position 5185: 0.006819777707648462
Position 1218: 0.006813037029528154
Position 9736: 0.005972328203371466
Position 3101: 0.005960588305143528
Position 5373: 0.0048618024593727535
Position 3650: 0.0046582421704520335
Position 3448: 0.004528003640967731
Position 404: 0.004484915283107821
Position 5317: 0.004405442031763575
Position 6167: 0.0042104219267548445
Position 1461: 0.003962730767425948
Position 7165: 0.003573232269830311
Position 1213: 0.003509939817087989
Position 5344: 0.0032141320075286177
Position 358: 0.003155433535465602
Position 3676: 0.0030910206993260327
Position 6151: 0.003030161436254315
Position 7350: 0.0029796023595345302
Position 9394: 0.0029190991253853016
Position 8476: 0.0028494898194834817
Position 12238: 0.0027640523517228873
Position 3501: 0.0027136193601183705
Position 1664: 0.0026693914777857395
Position 2266: 0.00251707031711465
Position 10061: 0.0022848767614050873
Position 12180: 0.0022363733757270144
Position 803: 0.0021632326162056683
Position 2014: 0.002150686580541585
Position 4840: 0.001986396756683449
Position 4530: 0.0019856729265915257
Position 9204: 0.0019261638907993614
Position 1678: 0.0018751767892346118
Position 6456: 0.0018462077865831017
Position 2795: 0.0016748793165410557
Position 9991: 0.0016715074807411834
Position 431: 0.0016695978854575036
Position 1235: 0.0015051667560379357
Position 9368: 0.001493082972022843
Position 6029: 0.0014926757047322495
Position 9228: 0.0014216335962211786
Position 9208: 0.0013669709666339791
Position 8153: 0.0013402452954134642
Position 1645: 0.0013327177423253787
Position 1339: 0.001306412503229379
Position 3073: 0.0012502416761747646
Position 1721: 0.0011622069284555208
Position 10219: 0.0011586813054076297
Position 5894: 0.0011001164334028639
Position 2303: 0.0010738002600938065
