Gene = MUC20
index = 898
Annotated 5SS: [ 202 5691 8858]
Annotated 3SS: [ 3797  8765 12267]
SMsplice 5SS: [ 202 5691 8858]
SMsplice 3SS: [ 5445  8765 11502]
top_k =  1000
Partition function (log Z): -3.7508809825137885

Sorted 5' Splice Sites (High to Low Probability):
Position 8858: 0.9430459408672714
Position 5691: 0.7439947746886654
Position 202: 0.435680858519907
Position 532: 0.39595808683129025
Position 3563: 0.35329949576058267
Position 1513: 0.2807382432132645
Position 5681: 0.2510877584450103
Position 8275: 0.24850701376397275
Position 2648: 0.1965745595646853
Position 491: 0.17882868567368804
Position 74: 0.09386300996792724
Position 2194: 0.08452662875858652
Position 3683: 0.07114279609149803
Position 10556: 0.07073538632613854
Position 6501: 0.06462546722804297
Position 2667: 0.05686337943834887
Position 9142: 0.04923659938373329
Position 433: 0.03910451396814989
Position 2171: 0.031399278566989576
Position 2411: 0.027956425206526695
Position 2355: 0.025599562113437314
Position 7158: 0.023560571864125298
Position 1937: 0.02303949065036479
Position 439: 0.020036499379755626
Position 7819: 0.018970815792418768
Position 8351: 0.016128978462376056
Position 8670: 0.015498834959115275
Position 9163: 0.014963615534880714
Position 10398: 0.014446124720026663
Position 12440: 0.013737404596336305
Position 377: 0.011437522024911636
Position 8078: 0.01049441651565453
Position 3486: 0.009241316531600777
Position 12528: 0.008502761568095134
Position 7543: 0.008367989523695997
Position 1360: 0.007850983500920367
Position 177: 0.007826030406729004
Position 2569: 0.007738772933095294
Position 1743: 0.007615715224621472
Position 142: 0.005282531042529171
Position 11621: 0.005183087693502892
Position 225: 0.0041370038493289
Position 8344: 0.003916927659891435
Position 383: 0.0032850795564411638
Position 8285: 0.002920966999393735
Position 6715: 0.0027074447615489184
Position 6816: 0.0015669543557396816
Position 12366: 0.0012116792332361808
Position 7824: 0.0011973694143764828
Position 915: 0.001133229306754979
Position 1016: 0.0010660435394945775
Position 241: 0.0008351411963137036
Position 12307: 0.0008083915467675234
Position 7466: 0.0007569913287463622
Position 8903: 0.000700051395654018
Position 265: 0.000615614768342439
Position 2671: 0.0006106640498251523
Position 1983: 0.00047440321291015005
Position 564: 0.0004720316652859788
Position 933: 0.0003456249244670805
Position 429: 0.0003184325185445298
Position 7481: 0.00030339867571274425
Position 113: 0.00019620839419557182
Position 183: 4.941081637025279e-05
Position 1475: 4.731037948589385e-05
Position 6169: 4.254481489016538e-05
Position 524: 4.14851445692722e-05
Position 54: 2.922641830658126e-05
Position 574: 2.6031465920545016e-05
Position 1720: 2.4891364967140354e-05
Position 508: 2.3554862545291195e-05
Position 6305: 2.2433451264647744e-05
Position 97: 1.7016685521015263e-05
Position 305: 1.6688984051239346e-05
Position 1087: 1.3948883702245612e-05
Position 554: 9.735422088417614e-06
Position 6337: 9.03856543979724e-06
Position 1488: 7.564101263772901e-06
Position 1495: 6.787774822437877e-06
Position 255: 5.8548271294044556e-06
Position 6460: 2.8397340655335604e-06
Position 133: 2.6004333335178203e-06
Position 102: 2.560463532354919e-06
Position 6385: 2.2240419891381625e-06
Position 334: 1.1649749269484435e-06
Position 339: 1.1512486968389073e-06
Position 361: 1.0432876109224195e-06
Position 1009: 9.00865075864782e-07
Position 17: 7.821453360014826e-07
Position 536: 6.581843536835254e-07
Position 1388: 3.519564396530712e-07
Position 389: 3.460345829128273e-07
Position 1075: 3.3461163002958494e-07
Position 325: 2.3664693508160767e-07
Position 350: 1.840094529322994e-07
Position 375: 1.6870488578703332e-07
Position 6681: 1.5524193433631396e-07
Position 710: 1.5471012809267578e-07
Position 6: 1.5174763533193865e-07
Position 363: 1.2058189388975668e-07
Position 460: 1.0501559882472611e-07
Position 1286: 5.022737978309537e-08
Position 404: 2.320869242512817e-08
Position 431: 1.1804080220766108e-08
Position 602: 1.2461631280783414e-09
Position 381: 1.1209800968370198e-09
Position 583: 8.093259818779551e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8765: 0.9568913714367272
Position 5445: 0.7690360809765828
Position 3364: 0.34208186138889785
Position 11502: 0.28916497288354365
Position 12267: 0.2803080632190413
Position 8173: 0.26117426113879927
Position 1358: 0.16033974235100798
Position 2529: 0.12806107006876982
Position 5571: 0.11969371462513381
Position 359: 0.09819960297640476
Position 2489: 0.09185919464448972
Position 2067: 0.0885582716414341
Position 12306: 0.08335612402564452
Position 1425: 0.0712458202839831
Position 5532: 0.05954484300399896
Position 9484: 0.05285080243897938
Position 12602: 0.0440264829766167
Position 2270: 0.04309243915106729
Position 5529: 0.03896879359678568
Position 404: 0.03869425335354984
Position 10240: 0.03724649160348524
Position 11522: 0.03442272250775195
Position 12412: 0.03301373114779025
Position 325: 0.03222764404051473
Position 6269: 0.03060124862578303
Position 3518: 0.029272470529375687
Position 1618: 0.027189471517907106
Position 10183: 0.027164246738264047
Position 2452: 0.026756419507047328
Position 11800: 0.02547566087411622
Position 10437: 0.0237088448118011
Position 1388: 0.021749522341996196
Position 9085: 0.02144335037181099
Position 12188: 0.018847264088817706
Position 11741: 0.018299923704130406
Position 3271: 0.015794012298244054
Position 6236: 0.015737813647139855
Position 7661: 0.015140925174950394
Position 1408: 0.014932608871518925
Position 8479: 0.014913882520726588
Position 9114: 0.014489307548634615
Position 9043: 0.014237687681303852
Position 3670: 0.013922230216177842
Position 375: 0.013724585760713212
Position 10532: 0.013437634326880875
Position 1200: 0.01225537015993649
Position 2041: 0.011832592322930833
Position 11142: 0.011636157221348078
Position 2193: 0.011613461186558895
Position 3485: 0.011013541084469098
Position 1837: 0.010977928219534699
Position 8967: 0.010072381333936998
Position 10396: 0.010056894252955289
Position 7924: 0.009772188312091886
Position 6855: 0.009363673420613122
Position 9344: 0.00911281349291054
Position 3274: 0.009104730153529798
Position 7421: 0.00897523228300899
Position 2291: 0.008881264973923777
Position 460: 0.007529198650036231
Position 6284: 0.00716693183906068
Position 8243: 0.0071442077122619
Position 6784: 0.006536496739482638
Position 11498: 0.00633543895481857
Position 11713: 0.005741979696324763
Position 3626: 0.005654101621101657
Position 3641: 0.004960306763098912
Position 8460: 0.004852705782416801
Position 8132: 0.004838570515978718
Position 9366: 0.0048068382149540805
Position 7015: 0.0047828627712825506
Position 10484: 0.00466452492685353
Position 7639: 0.004479523409900759
Position 1955: 0.004388872503816857
Position 10261: 0.00438600229872169
Position 5574: 0.004246166709466894
Position 6404: 0.004058173942322769
Position 10201: 0.0038111983819998636
Position 1499: 0.003763890377861395
Position 10715: 0.0037531837738337616
Position 6690: 0.003638245156628317
Position 8697: 0.0034579758535931418
Position 11998: 0.003306812765402434
Position 6286: 0.003256581274162098
Position 10284: 0.003064330574609339
Position 5483: 0.0027167854180266413
Position 11167: 0.002697148771760431
Position 10941: 0.0026074277757740755
Position 7055: 0.00244285181369226
Position 339: 0.002380654841975909
Position 12560: 0.002204223813213325
Position 8963: 0.0021729117475393646
Position 10340: 0.0021424413048518644
Position 10487: 0.0021248097172732435
Position 10317: 0.002114015145796763
Position 2647: 0.002001351386218643
Position 6975: 0.0019129735252414292
Position 2022: 0.001886160142143076
Position 11216: 0.001760063603383762
Position 12393: 0.0017086427421852874
Position 9275: 0.0015114734098840338
Position 3297: 0.001450528614634133
Position 443: 0.0014451077531906326
Position 10272: 0.001427214429732686
Position 8932: 0.001421489860518931
Position 2126: 0.0013707343994968754
Position 9508: 0.0013684698905183047
Position 10884: 0.0013325170075898193
Position 6209: 0.0012800978815657505
Position 10929: 0.0012082318826912581
Position 241: 0.0011435359552965784
Position 7258: 0.0011001880921287187
Position 2596: 0.001070110107594979
Position 12082: 0.001012945892332987
Position 7093: 0.0009950316279655463
Position 289: 0.000991283222767604
Position 1316: 0.0009910626709079872
Position 244: 0.0009743152150979256
Position 361: 0.0009168576030747278
Position 1216: 0.0009008022293461456
Position 12326: 0.0009003350492796981
Position 5232: 0.0008990356454709927
Position 8984: 0.0008878149063344741
Position 6091: 0.0008610078956669888
Position 7897: 0.0008358042243511901
Position 8669: 0.000819683963524032
Position 6151: 0.000774429750672173
Position 9651: 0.0007693003691354929
Position 5984: 0.0007643745184560397
Position 294: 0.0007534770209112934
Position 495: 0.0006908440649344474
Position 9731: 0.0006296761985916137
Position 832: 0.0006252161890241432
Position 7949: 0.0006128577919852892
Position 2306: 0.000602760784384243
Position 10817: 0.0005758397794125098
Position 2267: 0.0005727255842692514
Position 10328: 0.000566217232423206
Position 9141: 0.0005636449200409901
Position 11688: 0.0005527441350033175
Position 6453: 0.000535396742692106
