Gene = LZIC
index = 809
Annotated 5SS: [   81   706  6811  7838  8568 10527 11439]
Annotated 3SS: [  546  6701  7701  8468 10430 11356 12871]
SMsplice 5SS: [  412   706  6811  7838  8568 11439]
SMsplice 3SS: [  617  6701  7701  8468 11356 12871]
top_k =  1000
Partition function (log Z): -2.814957999313401

Sorted 5' Splice Sites (High to Low Probability):
Position 706: 0.9365470224109343
Position 11439: 0.9023331744817769
Position 412: 0.8021144017115209
Position 7838: 0.7539332361225386
Position 6811: 0.6868220377475729
Position 8568: 0.584769721806915
Position 10527: 0.42499860761278657
Position 8558: 0.3365202654664058
Position 81: 0.19858624628798002
Position 13469: 0.18913975024979987
Position 200: 0.10195559679879158
Position 9066: 0.07658701883146625
Position 8542: 0.05949851417585929
Position 5365: 0.03488744768347036
Position 4796: 0.0298617189530325
Position 12970: 0.024341459955842228
Position 13101: 0.02144275194395758
Position 2163: 0.019300109498460668
Position 4777: 0.017550511402787464
Position 195: 0.01691497728083861
Position 7460: 0.016112239021724685
Position 1528: 0.01594348993327617
Position 11727: 0.014782804471709982
Position 649: 0.013881191967418004
Position 5591: 0.012753614466937152
Position 23: 0.007899564771393744
Position 11835: 0.006000955594703829
Position 9883: 0.005973121310429266
Position 245: 0.005688551069342714
Position 10562: 0.0047692943716759854
Position 8978: 0.0047291875174724045
Position 8659: 0.003934107537094646
Position 5166: 0.0038173760133769336
Position 7811: 0.0036311678549999313
Position 13170: 0.0033702916484491903
Position 13780: 0.002922177876331141
Position 11774: 0.0027374822590220554
Position 3471: 0.00253734194336791
Position 5595: 0.0022316492556886123
Position 13480: 0.0020041340281768305
Position 10340: 0.0020026531085239425
Position 7115: 0.0019892731002069796
Position 7515: 0.0019248705771013344
Position 61: 0.0017278047422265611
Position 10934: 0.00150729934207193
Position 7761: 0.0014748346451534224
Position 2779: 0.0014231952816790875
Position 6825: 0.0012858801353061132
Position 5129: 0.0010750395273579144
Position 8119: 0.001072079891930303
Position 187: 0.000926373102012864
Position 7501: 0.0009069744307008251
Position 10772: 0.0007939944072118395
Position 249: 0.0007737632658947501
Position 215: 0.0006783402574173358
Position 11397: 0.0005046725740904074
Position 321: 0.0004360291879551886
Position 1830: 0.0004149376193997339
Position 11267: 0.0003801305997575141
Position 8162: 0.00037455276902878824
Position 11257: 0.000355060549936171
Position 10688: 0.000336650923502993
Position 5174: 0.00031558455178527
Position 4920: 0.00029315914561572036
Position 473: 0.00026727703830226095
Position 13811: 0.000260542839941495
Position 10000: 0.00025690491795560917
Position 9852: 0.00025635416993531146
Position 13630: 0.0002379825540150159
Position 2670: 0.00021655670864650827
Position 6658: 0.00019856141324504475
Position 1539: 0.00019656499955230744
Position 434: 0.0001757295965532712
Position 12935: 0.0001665897768385393
Position 13110: 0.00014207702024982797
Position 345: 0.0001327020019912977
Position 669: 0.0001302221786561875
Position 12732: 0.0001250760664292453
Position 7418: 0.00010687938177839071
Position 129: 0.00010235266976651704
Position 1182: 0.00010045446758591877
Position 96: 9.294950464868086e-05
Position 860: 8.454905265422555e-05
Position 7842: 8.338552975076577e-05
Position 467: 6.0706163685806775e-05
Position 497: 5.958743349406315e-05
Position 173: 5.304511303963473e-05
Position 240: 4.284749068289634e-05
Position 980: 3.683531737818962e-05
Position 2811: 3.444047856370407e-05
Position 451: 2.9486818172559706e-05
Position 6945: 2.6464918404272655e-05
Position 1796: 2.621307651614702e-05
Position 7462: 2.6092260870015755e-05
Position 524: 2.5267102348930316e-05
Position 12910: 2.3978304640990317e-05
Position 1214: 2.303011105035767e-05
Position 3408: 2.2387876730586063e-05
Position 343: 1.967198917168788e-05
Position 531: 1.957729198499856e-05
Position 4452: 1.9174632957847746e-05
Position 1632: 1.6710482152608794e-05
Position 145: 1.4555749051288544e-05
Position 11467: 1.3200640114303093e-05
Position 112: 1.256990932150154e-05
Position 4526: 1.1513601092108372e-05
Position 5003: 9.754260512602117e-06
Position 11908: 9.306515801733638e-06
Position 12380: 7.517034814127643e-06
Position 5301: 7.47685513213929e-06
Position 692: 5.5517304562827905e-06
Position 5086: 4.3368733528100115e-06
Position 12738: 4.189293825905239e-06
Position 11991: 4.1560275802062205e-06
Position 12412: 3.69810868662499e-06
Position 76: 3.079581287865881e-06
Position 8441: 2.848050802316892e-06
Position 1049: 2.6798649417903403e-06
Position 562: 2.269346353581673e-06
Position 850: 1.7550097811510848e-06
Position 421: 1.2296533649487128e-06
Position 1259: 6.269567804393961e-07
Position 8511: 4.962485872935301e-07
Position 1337: 4.7545993243285275e-07
Position 1029: 4.567056796186689e-07
Position 806: 4.3758115352737767e-07
Position 70: 2.3355086280003493e-07
Position 287: 1.809137661084282e-07
Position 1124: 1.4850969886954006e-07
Position 565: 9.211590299932078e-08
Position 64: 8.444376638453936e-08
Position 819: 7.980917788256116e-09
Position 763: 3.5062400289404267e-09
Position 754: 3.1540126009600547e-09
Position 774: 2.7846425012178328e-09
Position 781: 1.504078278606476e-09
Position 809: 7.852023556459173e-10
Position 678: 7.464147415663184e-10
Position 760: 5.502746285317755e-10
Position 743: 4.906811145659088e-10
Position 635: 2.5649851228768865e-11
Position 897: 1.3431692152461394e-11
Position 768: 3.4950877046589446e-12
Position 795: 4.2619091983324017e-13
Position 617: 1.498766902529895e-16
Position 653: 4.123627700432997e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 8468: 0.9790326988267374
Position 11356: 0.8147896515374228
Position 7701: 0.7330099043208225
Position 6701: 0.581953344995482
Position 617: 0.5608532293064352
Position 12871: 0.4730133622000107
Position 10430: 0.4248394169855045
Position 546: 0.27597900892281474
Position 278: 0.15429977772372663
Position 13243: 0.10682439524927827
Position 6720: 0.10081373123033086
Position 13000: 0.09897038896029399
Position 13409: 0.0969112800794648
Position 13839: 0.09674505968345554
Position 14070: 0.08304497109189062
Position 11304: 0.06026199715995413
Position 13581: 0.05315435500623382
Position 313: 0.0511562007770561
Position 11652: 0.051064894505499746
Position 4686: 0.04673825267851095
Position 8880: 0.030855149129333716
Position 13227: 0.025767222764544843
Position 5030: 0.023215539348830118
Position 8930: 0.01959532467613915
Position 14090: 0.01846863372676056
Position 7207: 0.01809354339663347
Position 561: 0.017706509238374274
Position 12815: 0.015683109087853996
Position 340: 0.015192980338620547
Position 13676: 0.01474458649849121
Position 11387: 0.014498220879104923
Position 7616: 0.014102753905113377
Position 13743: 0.013006953956917007
Position 1465: 0.012490396087479426
Position 5299: 0.011680636809943695
Position 8944: 0.011144598293105334
Position 5488: 0.009991144244901476
Position 13804: 0.009286255881458767
Position 12682: 0.008842502209993951
Position 13194: 0.008469175385482173
Position 14086: 0.008113068287256083
Position 11240: 0.007873913506248857
Position 7718: 0.007727004777859011
Position 2003: 0.007461698351699608
Position 13151: 0.0067722534504545
Position 14193: 0.006608505772168789
Position 11366: 0.006360802051102043
Position 9741: 0.006298781962932937
Position 14231: 0.006262737239891074
Position 14045: 0.005355745915421012
Position 5242: 0.004963448198508489
Position 12316: 0.004587751928896833
Position 8982: 0.004532289296838963
Position 12287: 0.0045307222014209095
Position 13626: 0.004205274755516574
Position 2052: 0.003666483701046675
Position 11152: 0.0035966073897633075
Position 14259: 0.003571398019934573
Position 6553: 0.0033512841812692305
Position 389: 0.0032264720357515326
Position 10240: 0.003074164866668827
Position 1496: 0.003021131159954687
Position 640: 0.002985227248040263
Position 10484: 0.002943287360962098
Position 14175: 0.0028715583566457626
Position 1959: 0.0028400444261773555
Position 14237: 0.0026930962819464777
Position 5484: 0.00268268420662495
Position 11396: 0.0026747385021265993
Position 588: 0.002669025825024658
Position 8756: 0.002594249373639824
Position 11699: 0.002411675747920742
Position 282: 0.0023462795607547436
Position 8617: 0.0023354997544115753
Position 8658: 0.0022322016916601645
Position 10648: 0.00219279778486429
Position 8858: 0.002133414045732649
Position 13714: 0.002046362036124316
Position 12125: 0.0017454501363234655
Position 12795: 0.0017128349755799052
Position 10243: 0.001691488068329092
Position 2043: 0.0015950625326915067
Position 13383: 0.0015889251140325262
Position 7552: 0.0015775029552740163
Position 8365: 0.0015764248034722075
Position 13925: 0.0015703918737211492
Position 11061: 0.0015444203186124345
Position 13962: 0.001541679034780369
Position 13252: 0.001510637617224714
Position 491: 0.001504513547528235
Position 11656: 0.0015013778189642835
Position 3237: 0.0014356078450264394
Position 5456: 0.0013770568422498749
Position 8330: 0.0013464010925105657
Position 8508: 0.0012422121552522788
Position 2691: 0.0012313245306120467
Position 8961: 0.0012163300300997103
Position 8933: 0.0011953451281818295
Position 7783: 0.0011911265307373998
Position 8895: 0.001187164078512518
Position 2046: 0.0011757976950523314
Position 8999: 0.0011586053723006012
Position 10673: 0.0011348977282013488
Position 6507: 0.0010951126063976449
Position 11801: 0.0009955562042907183
Position 7978: 0.0009713907841376533
Position 12699: 0.0009411414488072253
Position 1868: 0.0009386811703568869
Position 5508: 0.000934378428849459
Position 7077: 0.000918587103126392
Position 13564: 0.0008822609599134522
Position 8996: 0.0008615709215998898
Position 8445: 0.0008582381749817064
Position 12642: 0.000840810704208336
Position 3377: 0.0007778709227246592
Position 6913: 0.0007728889565059808
Position 12518: 0.0007725834889291652
Position 7203: 0.0007212160579247853
Position 13560: 0.0007101538484874474
Position 2020: 0.0007099204781396809
Position 10986: 0.0007031642488424277
Position 7814: 0.0006890959969732967
Position 8734: 0.0006211432339739065
Position 10101: 0.000565068309991214
Position 11626: 0.0005503890452640418
Position 11694: 0.0005441707639229674
Position 6484: 0.0005333301116770123
Position 9590: 0.0005276540500805139
Position 370: 0.0005270590835733383
Position 11756: 0.0005023741690164407
Position 4666: 0.0005000905659499357
Position 7928: 0.00047524187682143815
Position 4689: 0.00047096404238255877
Position 8904: 0.0004591295877151738
Position 6443: 0.00044578292404122167
Position 10864: 0.0004285750350103486
Position 11011: 0.00041699836734041874
Position 11708: 0.00041335488553524084
Position 457: 0.000388718890610055
Position 9128: 0.0003754322157107895
Position 7595: 0.0003663170170423479
Position 8700: 0.00035709730888662153
Position 9104: 0.0003484359288387016
Position 1698: 0.00032725982719892616
Position 10581: 0.0002940334816160571
Position 7635: 0.00028954991582402404
Position 2103: 0.0002803024045198295
Position 6925: 0.0002773921948540537
Position 2050: 0.000270645945881716
Position 9030: 0.00026482104781276996
Position 2582: 0.0002627068365553867
Position 5115: 0.00024483860457911365
Position 11671: 0.0002169805088695496
Position 1321: 0.00021355130548212102
Position 979: 0.00020373851051721297
Position 10810: 0.00019663736529372262
Position 7417: 0.00019551701946676525
Position 1416: 0.0001775929622023019
Position 10603: 0.0001767805462218199
Position 683: 0.00017502684631282513
Position 7053: 0.00016991783593883685
Position 240: 0.00016635473739700559
Position 10813: 0.0001606187650435853
Position 3216: 0.0001551018195077088
Position 1378: 0.00015312170108530823
Position 3287: 0.00014795337546539587
Position 8668: 0.00013725444576131386
Position 2122: 0.00013673622281055293
Position 11549: 0.00013220958688723114
Position 284: 0.00012755508901108692
Position 8342: 0.00011274446407893221
Position 12902: 0.00011257464011829832
Position 6457: 0.00010914378977232445
Position 578: 8.244956374166562e-05
Position 7521: 7.897821174152387e-05
Position 187: 7.540937838520572e-05
Position 1431: 7.324513894534608e-05
Position 2745: 7.235146943297518e-05
Position 8855: 6.32909203312139e-05
Position 1324: 5.982805994832078e-05
Position 9432: 5.901160071751507e-05
Position 11975: 5.680393257331784e-05
Position 1971: 5.199094660607059e-05
Position 1566: 5.120083041670392e-05
Position 11178: 4.801884134831903e-05
Position 2649: 4.141663971552085e-05
Position 6862: 3.971438994034548e-05
Position 3311: 3.741055465893264e-05
Position 648: 3.6849426708683855e-05
Position 9897: 3.406792951878266e-05
Position 8477: 3.159555838235443e-05
Position 2587: 2.9510817899683003e-05
Position 4349: 2.834254353036744e-05
Position 2559: 2.723199024597316e-05
Position 1434: 2.5868658646496427e-05
Position 9977: 2.519474134681535e-05
Position 8718: 2.3520246473703597e-05
Position 508: 2.2718875354811675e-05
Position 9865: 1.8366351339021458e-05
Position 1742: 1.766944631759997e-05
Position 9800: 1.7127062191143613e-05
Position 1027: 1.3716183299466787e-05
Position 9596: 1.3503215003499116e-05
Position 8822: 1.254518077275414e-05
Position 904: 9.62304442795644e-06
Position 735: 8.612808229915234e-06
Position 8278: 7.063810930434835e-06
Position 2426: 6.2720626643298335e-06
Position 4796: 5.824068436788044e-06
Position 1715: 5.750338360922093e-06
Position 393: 3.815738333733623e-06
Position 224: 3.399102459709629e-06
Position 3403: 2.9104333341998813e-06
Position 934: 2.6059992932466263e-06
Position 909: 2.5247880882297386e-06
Position 6363: 2.416726105876898e-06
Position 4451: 2.345690519588657e-06
Position 6366: 2.3327310474676916e-06
Position 8291: 2.2627431993521654e-06
Position 5343: 2.2506048176796225e-06
Position 664: 2.076935839594904e-06
Position 151: 2.0688687777117753e-06
Position 1908: 1.8280270511625872e-06
Position 2460: 1.6439565265297527e-06
Position 3446: 1.4775664135776077e-06
Position 3263: 1.3973029675780504e-06
Position 1666: 1.3948809415110709e-06
Position 1885: 1.1792285526100445e-06
Position 1889: 1.172465137593568e-06
Position 1275: 1.1656657629040523e-06
Position 2632: 1.1511514653189646e-06
Position 1078: 1.0842584640631334e-06
Position 2126: 8.603564339787108e-07
Position 774: 7.382782839895093e-07
Position 805: 5.975636841638561e-07
Position 2489: 5.773645123260012e-07
Position 4902: 5.603444644315768e-07
Position 795: 5.505128976939174e-07
Position 1719: 5.125421535989065e-07
Position 2128: 4.95465266033606e-07
Position 1879: 4.805594504488235e-07
Position 1437: 1.257632281415544e-07
Position 1157: 1.2388051298023647e-07
Position 401: 1.1039340625247768e-07
Position 1583: 1.0453031994994801e-07
Position 497: 1.0043536453247246e-07
Position 405: 8.80357727495746e-08
Position 741: 8.641690188993101e-08
Position 1082: 8.02030644457728e-08
Position 685: 7.069359822862605e-08
Position 1163: 6.814709380028836e-08
Position 1709: 5.736228896945472e-08
Position 853: 5.5184560365273005e-08
Position 93: 5.161971641118716e-08
Position 763: 4.459336107294487e-08
Position 1330: 4.067106651564355e-08
Position 1679: 4.0309286618760075e-08
Position 1783: 3.244634197270018e-08
Position 1527: 3.230078685369534e-08
Position 1747: 3.1830281073935866e-08
Position 859: 3.078683041706799e-08
Position 781: 2.8287141988771254e-08
Position 690: 2.7013181327413068e-08
Position 1179: 2.6413288738234218e-08
Position 1099: 2.0209465461893583e-08
Position 1337: 2.008848127329366e-08
Position 1281: 2.000273457811606e-08
Position 915: 1.8801719405259415e-08
Position 1587: 1.634166825037862e-08
Position 1522: 1.3876722817608032e-08
Position 1029: 1.3654845947485733e-08
Position 1917: 1.1035426209858967e-08
Position 1903: 1.097561920152358e-08
Position 8736: 1.0584901725285146e-08
Position 96: 9.27210154313953e-09
Position 8200: 6.482778847105423e-09
Position 2326: 5.649259208702449e-09
Position 415: 1.8012184810744164e-09
Position 421: 1.0933807180102624e-09
Position 705: 5.748938202856243e-11
Position 1034: 3.9878946763181857e-11
Position 1384: 3.236495527015044e-11
Position 1249: 2.6167394108075083e-11
Position 467: 2.18056633480431e-11
Position 434: 9.260736302829063e-12
Position 473: 5.906090296362931e-13
Position 426: 7.881567512389986e-14
Position 819: 1.531645010810726e-14
