Gene = TOMM7
index = 1469
Annotated 5SS: [ 175 4852]
Annotated 3SS: [4802 9665]
SMsplice 5SS: [698]
SMsplice 3SS: [4802]
top_k =  1000
Partition function (log Z): -12.208309874226503

Sorted 5' Splice Sites (High to Low Probability):
Position 4852: 0.5077105569825712
Position 175: 0.49879471412296283
Position 698: 0.4903217249012154
Position 5440: 0.03798432244963441
Position 2342: 0.030386555882768812
Position 5573: 0.01635006615494119
Position 9101: 0.01507821093037124
Position 5178: 0.014776841094067837
Position 2592: 0.014745532959520831
Position 4372: 0.012992134946977337
Position 75: 0.012004500120713585
Position 7938: 0.011801487906283098
Position 650: 0.011652621924694248
Position 6417: 0.008058091366953249
Position 37: 0.007946051533285368
Position 7796: 0.007517419389863558
Position 7156: 0.007414649630522541
Position 2449: 0.00704958469020751
Position 734: 0.006351798043505946
Position 7792: 0.005396890084267093
Position 4960: 0.0039910863614138065
Position 2802: 0.003855472542939436
Position 2281: 0.0033016125812819824
Position 6647: 0.003160041058811794
Position 2230: 0.002994301062917761
Position 4340: 0.0023094987756728594
Position 162: 0.002052510802287153
Position 199: 0.001161136902139996
Position 3707: 0.0011593904407600146
Position 2542: 0.0009612276497352314
Position 2288: 0.0009220644063052491
Position 3733: 0.0008909531863756953
Position 311: 0.0008057486990740974
Position 996: 0.0007340328179486205
Position 662: 0.0006951612347679791
Position 367: 0.0006340565444482675
Position 6185: 0.0006049499292019092
Position 760: 0.0005870378369255946
Position 423: 0.0003946129931815743
Position 5795: 0.000377503144869751
Position 3883: 0.00033555770681517063
Position 4326: 0.00032588462894919483
Position 4659: 0.00032401118434288793
Position 131: 0.00029151184635940844
Position 441: 0.0002780029886129107
Position 179: 0.0002613104824587338
Position 1030: 0.000228569176052701
Position 2027: 0.00020753691321393538
Position 4159: 0.00018996177254189376
Position 450: 0.0001863762565197255
Position 1702: 0.0001678612031880022
Position 2604: 0.00016210707503782725
Position 961: 0.00015399193124223005
Position 4655: 0.00014313247556303142
Position 217: 0.0001386246009253464
Position 2868: 0.000130449698114799
Position 981: 0.00012072883987812426
Position 1873: 0.00011922268370724725
Position 2570: 0.00010918394112219987
Position 502: 9.104532185383836e-05
Position 2980: 7.768114463891516e-05
Position 331: 7.438177555649684e-05
Position 3313: 7.232503612331859e-05
Position 588: 7.176304272483651e-05
Position 2080: 6.334572749255349e-05
Position 2586: 5.960405376164135e-05
Position 2095: 5.850594364523891e-05
Position 1783: 4.9016538884339136e-05
Position 1211: 4.3228715444704945e-05
Position 2864: 3.6820487715713786e-05
Position 4896: 3.3854951064849425e-05
Position 4917: 2.3024969300274826e-05
Position 4925: 2.278783509827159e-05
Position 417: 1.1455830443604316e-05
Position 306: 9.862900466742681e-06
Position 4964: 8.90110117382541e-06
Position 622: 3.1753495733085513e-06
Position 470: 2.259412815422985e-06
Position 44: 2.2267755936770477e-06
Position 1765: 2.179493192277716e-06
Position 247: 1.4073989387393209e-06
Position 776: 1.041661977102679e-06
Position 1217: 9.54848443300894e-07
Position 476: 9.203448617674118e-07
Position 560: 8.993092533876119e-07
Position 1920: 4.928554114153371e-07
Position 301: 4.88909422047704e-07
Position 1388: 4.3116940235203316e-07
Position 359: 3.211203791809934e-07
Position 337: 2.9580814709182287e-07
Position 514: 1.9919805289825172e-07
Position 536: 1.415520756656467e-07
Position 31: 1.3828008919586922e-07
Position 539: 1.348976154326375e-07
Position 28: 8.500726400412482e-08
Position 464: 7.154724658316962e-08
Position 378: 4.972504698406028e-08
Position 1801: 3.6426618446372457e-08
Position 555: 3.501036162778896e-08
Position 505: 2.7702492110852562e-08
Position 546: 1.0390211616182459e-08
Position 1016: 7.008458485392929e-09
Position 1266: 6.123520510919514e-09
Position 625: 4.247048839686154e-09
Position 582: 2.8614765196112757e-09
Position 952: 2.5619077284004516e-10
Position 66: 1.9005854134440866e-10
Position 1036: 1.16386969415198e-10
Position 516: 9.581260525001981e-11
Position 282: 6.531130969095896e-11
Position 712: 5.725029744822583e-11
Position 343: 1.2827497553529459e-11
Position 860: 5.677887654625531e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4802: 0.6027985171909703
Position 9665: 0.2131080020046199
Position 8052: 0.0935152106239926
Position 8903: 0.06582868022977793
Position 6158: 0.05602134559606891
Position 7763: 0.052285456299830606
Position 7038: 0.044301828665753155
Position 2134: 0.04203459731828078
Position 9457: 0.040098075335187965
Position 7780: 0.036347794203530646
Position 697: 0.02921363984179282
Position 5144: 0.023941682775615383
Position 7310: 0.021325470195690706
Position 5331: 0.018891974482490633
Position 2528: 0.01805726378715194
Position 9595: 0.01655829991046579
Position 5671: 0.01614074657197201
Position 4708: 0.015004151363948757
Position 6183: 0.014604868886802054
Position 4223: 0.013170645493098073
Position 5235: 0.012711423679404239
Position 5545: 0.011249517206273998
Position 9957: 0.011228922896440207
Position 495: 0.010980892546388111
Position 6095: 0.00986540961479886
Position 8967: 0.009606844053621317
Position 9683: 0.009593594145966618
Position 546: 0.009156559018796796
Position 1895: 0.008686856116459885
Position 6439: 0.008551876053039973
Position 5267: 0.007864347908096347
Position 7615: 0.007606955403615074
Position 5066: 0.007542870841519558
Position 8359: 0.007237732126089444
Position 7690: 0.007223516660954098
Position 5302: 0.00715556179746936
Position 6893: 0.006972003994781658
Position 1113: 0.006176425757133725
Position 2385: 0.006041238027084657
Position 854: 0.005735101970431052
Position 5687: 0.004965999769525057
Position 9521: 0.004848027893894641
Position 7010: 0.0046359324363194005
Position 444: 0.0044908621433096315
Position 5832: 0.004413579597312752
Position 9368: 0.004328021334806375
Position 10105: 0.004194369320076703
Position 8075: 0.004170199909637069
Position 3778: 0.004002679376406377
Position 6246: 0.0040025481558637445
Position 10126: 0.003944295492136684
Position 8209: 0.0038909553013834986
Position 7629: 0.003849571581010259
Position 2706: 0.0037358294524353175
Position 1109: 0.003606791429667937
Position 7547: 0.0035587605753845805
Position 6745: 0.0035436886496685144
Position 2483: 0.003497723573323634
Position 5468: 0.0026264905403765343
Position 6408: 0.0026254296445034587
Position 3624: 0.0025951965894839965
Position 858: 0.002494076753915108
Position 7064: 0.002453599124266519
Position 6870: 0.002443474224290971
Position 9709: 0.002403192248549791
Position 501: 0.002399587143644571
Position 6978: 0.0023722400463247013
Position 4113: 0.0023126731507284266
Position 10203: 0.0021212810408604006
Position 4879: 0.002084543898903595
Position 6618: 0.0020471663405550503
Position 2404: 0.0019794450596639646
Position 2346: 0.0019683128851365537
Position 5691: 0.0017424032340953109
Position 5558: 0.0017320229794156696
Position 2172: 0.0015597011328802141
Position 7740: 0.0014476407703729328
Position 6223: 0.0013532869366656558
Position 7322: 0.0013294198697134647
Position 8262: 0.0013019195145889525
Position 8995: 0.0012754791063416628
Position 5211: 0.0012479112111780496
Position 5348: 0.0012478639824538603
Position 2059: 0.0012464652236796787
Position 6031: 0.0012247595845720895
Position 4304: 0.0012247557426446512
Position 8709: 0.0012042772473368345
Position 9978: 0.0011763987608722668
Position 2663: 0.0011256619857634646
Position 6160: 0.0011155027024608763
Position 417: 0.0010244287510743665
Position 935: 0.0010141885039486444
Position 6782: 0.0009868100140682974
Position 3187: 0.0009212867681649081
Position 660: 0.0008497254317959543
Position 8109: 0.0007285547781431154
Position 359: 0.0006958725506143398
Position 2220: 0.000689778982362396
Position 2876: 0.0006733221622956299
Position 2680: 0.000664979898336002
Position 622: 0.0006492505717112275
Position 605: 0.000634407220212967
Position 6541: 0.0006170407224281298
Position 565: 0.0006159450228788661
Position 1448: 0.0005899344334529328
Position 5811: 0.0005889715458410749
Position 5962: 0.000563637444804737
Position 5343: 0.0005634778208582485
Position 3201: 0.0005555977467830303
Position 8683: 0.0004538931840353343
Position 8230: 0.00042311365257231707
Position 8578: 0.0004141570517198693
Position 7220: 0.0003724911182409406
Position 7348: 0.00034918101275319407
Position 6459: 0.00033756167903503377
Position 5516: 0.00032987640785087183
Position 5250: 0.00032268003979810345
Position 4606: 0.0003108174964549241
Position 8092: 0.00030656588483595745
Position 4242: 0.0003029769771865003
Position 6366: 0.00029984809758823054
Position 2735: 0.00029267021660926766
Position 5053: 0.00028554715775837313
Position 8998: 0.0002819366356797477
Position 6476: 0.0002761317675666716
Position 2299: 0.0002744501490173686
Position 7407: 0.0002674634888039929
Position 878: 0.0002520668266799646
Position 5704: 0.0002269875396887272
Position 5785: 0.00022213261707961616
Position 5916: 0.0002196029072732177
Position 7040: 0.00021876322692980843
Position 553: 0.0002175878990546953
Position 1608: 0.00020545477608238403
Position 7495: 0.00020278522094388735
Position 2686: 0.00019702314414314398
Position 4442: 0.00018986568075513152
Position 3945: 0.00018692454143991486
Position 6324: 0.00018428566295855143
Position 5938: 0.00017485901153492
Position 1128: 0.0001582450191591822
Position 2087: 0.00015454906533509866
Position 2439: 0.0001477701499509437
Position 574: 0.00014758407501616277
Position 3046: 0.00014715275838230875
Position 3973: 0.00013818175907025966
Position 5988: 0.00012931263971145975
Position 3049: 0.0001249394142491041
Position 3925: 0.00012119682494916048
Position 2895: 0.00011834246894933604
Position 3222: 9.568260018898793e-05
Position 1756: 9.091719471463081e-05
Position 5754: 8.518987460729941e-05
Position 2775: 7.619943887068969e-05
