Gene = NUPL2
index = 979
Annotated 5SS: [  380  3472  5320 14089 14940 17716]
Annotated 3SS: [ 3242  5224 14011 14852 17630 18340]
SMsplice 5SS: [  380  3472  5320 14940 17716]
SMsplice 3SS: [ 3242  5224 14852 17630 18340]
top_k =  1000
Partition function (log Z): -1.181480044101264

Sorted 5' Splice Sites (High to Low Probability):
Position 17716: 0.979602331925482
Position 3472: 0.9659841972826627
Position 5320: 0.9493322698721589
Position 14940: 0.7574103874304344
Position 380: 0.5874210176361392
Position 110: 0.4339690462519065
Position 4766: 0.39135270081385465
Position 18485: 0.3405388206160869
Position 11092: 0.31552760486864107
Position 11225: 0.3112523445856081
Position 11327: 0.2904108239700895
Position 14623: 0.23608376490895636
Position 15820: 0.16377633606004915
Position 14089: 0.11268841923000697
Position 663: 0.10162292453719453
Position 12001: 0.08428716277359306
Position 9262: 0.045001524305164714
Position 14776: 0.042275803378372154
Position 405: 0.03366845088398909
Position 1832: 0.032727236257833324
Position 309: 0.0304920007077045
Position 11893: 0.028528997526549322
Position 18052: 0.02658620172432183
Position 14895: 0.024509648031942118
Position 5347: 0.023719078856068478
Position 1222: 0.015358696232942358
Position 17503: 0.01497728465883743
Position 15421: 0.013695660222367869
Position 711: 0.01354181233431873
Position 15430: 0.012927604553700268
Position 15860: 0.011634768843078305
Position 12096: 0.011634217844564212
Position 12402: 0.010934003853985073
Position 659: 0.010761923651795994
Position 423: 0.010601948036281995
Position 15934: 0.010362322130243053
Position 291: 0.010050414854748984
Position 10223: 0.008987419817727117
Position 329: 0.007503898076479676
Position 11042: 0.007153077177868317
Position 12148: 0.005577568990211372
Position 9842: 0.005279539458743713
Position 11558: 0.004614116699664438
Position 54: 0.004281399372873787
Position 14382: 0.003929858997740652
Position 1959: 0.003913311416840886
Position 18623: 0.003861582878818045
Position 12411: 0.0036301212052548266
Position 3083: 0.0035300152458364606
Position 3751: 0.003276049482514427
Position 856: 0.003199354620628055
Position 10938: 0.003073493248689855
Position 1674: 0.002693677246730359
Position 4833: 0.002518990833291023
Position 10942: 0.002517612150946315
Position 17728: 0.0022929002905267746
Position 18216: 0.0022816368996117636
Position 3164: 0.002096350886173228
Position 4989: 0.0019447984686937676
Position 1630: 0.0018152825520911082
Position 18659: 0.001717992364235202
Position 4773: 0.0016520816770210615
Position 219: 0.001651524281004695
Position 4697: 0.0014573952525258032
Position 6387: 0.0014149854033539294
Position 3121: 0.0014118327333878101
Position 2396: 0.001391808149011532
Position 563: 0.001358831293883531
Position 18047: 0.0013483753725167947
Position 8483: 0.0013285508228218657
Position 467: 0.0013238306855891259
Position 13387: 0.0012211087005638234
Position 158: 0.0011704807426320158
Position 7730: 0.00100259504279659
Position 8684: 0.0009566075335345576
Position 18035: 0.0009410586574452032
Position 18123: 0.0009408245740929828
Position 11180: 0.0007883402424041918
Position 179: 0.0007678442346304423
Position 9273: 0.0007101270623935299
Position 18683: 0.0006543132486457412
Position 6298: 0.000619969274350505
Position 2400: 0.0006073905316478748
Position 2332: 0.0006046843721908947
Position 338: 0.0005298114521952908
Position 2951: 0.00048158725834421083
Position 2541: 0.0004578809545900686
Position 2362: 0.0004541917054266198
Position 4420: 0.00042613030703115944
Position 1354: 0.0004069682906056633
Position 4674: 0.0003907598817854679
Position 4329: 0.0003714259301723767
Position 2223: 0.000366950019342158
Position 2082: 0.000361626296003479
Position 1906: 0.00032723175878355393
Position 4670: 0.0003208127900723418
Position 3021: 0.00031339265277733296
Position 3854: 0.0002604277993452517
Position 202: 0.00024417418127349935
Position 2464: 0.00023897460593240379
Position 1366: 0.00023701087170324744
Position 11367: 0.00021952290776614355
Position 11869: 0.00020626507125655368
Position 1536: 0.00020190036757549828
Position 2122: 0.00020140258308515852
Position 84: 0.00019199578292058552
Position 4865: 0.0001900774416852768
Position 11281: 0.00018381074543442997
Position 3043: 0.00018264326212112566
Position 4870: 0.00015129039307022375
Position 69: 0.00014165528673590192
Position 3363: 0.0001414906877126345
Position 3109: 0.00013438007512769508
Position 15165: 0.00012854155153532978
Position 45: 0.00011665083443378955
Position 639: 0.00011440777469111767
Position 729: 0.00011348766785564507
Position 3115: 8.866732419431032e-05
Position 3861: 8.006315441094887e-05
Position 1520: 7.338336527438006e-05
Position 3476: 6.887790532888075e-05
Position 1926: 6.36967981240311e-05
Position 2529: 5.9211148785818226e-05
Position 612: 5.851134824651349e-05
Position 1203: 5.8019954066679366e-05
Position 241: 5.785336772979222e-05
Position 2216: 5.705411574179861e-05
Position 594: 5.327596685493961e-05
Position 8: 5.1492932145426244e-05
Position 538: 5.0114634855636345e-05
Position 4759: 4.324957086032745e-05
Position 2672: 4.199134586390412e-05
Position 11640: 4.0503020122170025e-05
Position 4391: 3.8920722851127486e-05
Position 4505: 3.816913562094679e-05
Position 4413: 2.983944215316608e-05
Position 3890: 2.9193905062380746e-05
Position 1017: 2.84363005583922e-05
Position 2471: 2.7268399457120536e-05
Position 4040: 2.7087969976204907e-05
Position 1177: 2.5281534827827845e-05
Position 3482: 2.4016418469904008e-05
Position 269: 2.3287084327455465e-05
Position 1838: 2.2161338791519473e-05
Position 696: 1.3139359690672533e-05
Position 92: 8.846704261715864e-06
Position 5250: 2.1410213017689005e-06
Position 5491: 1.7133579712241907e-06
Position 152: 1.2727119882411939e-06
Position 6059: 7.60432860423344e-07
Position 5448: 7.034373574164551e-07
Position 5875: 5.209627649098858e-07
Position 478: 5.195087427280429e-07
Position 18479: 5.178197892909216e-07
Position 6015: 4.2936928911981763e-07
Position 486: 2.6376476912796435e-07
